corpus,family_set,leg,k,n,n_pred,n_tie,P_pred_given_tie,P_tie_given_pred,accuracy,false_neg,false_pos,exact
QUALIFY (long-decline),ALL,DECLINE (813),-,897,114,111,1.0,0.9736842105263158,0.9966555183946488,0,3,False
QUALIFY (long-decline),ALL,+POST k=5,5,897,99,111,0.8918918918918919,1.0,0.9866220735785953,12,0,False
QUALIFY (long-decline),ALL,+POST k=10,10,897,96,111,0.8648648648648649,1.0,0.9832775919732442,15,0,False
QUALIFY (long-decline),ALL,+POST k=21,21,897,93,111,0.8378378378378378,1.0,0.979933110367893,18,0,False
QUALIFY (long-decline),ALL,+POST k=42,42,897,93,111,0.8378378378378378,1.0,0.979933110367893,18,0,False
QUALIFY (long-decline),ALL,+POST k=63,63,897,93,111,0.8378378378378378,1.0,0.979933110367893,18,0,False
QUALIFY (long-decline),ALL,+POST k=126,126,897,84,111,0.7567567567567568,1.0,0.9698996655518395,27,0,False
QUALIFY (long-decline),ALL,+POST k=252,252,897,81,111,0.7297297297297297,1.0,0.9665551839464883,30,0,False
QUALIFY (long-decline),ALL,+POST k=REC,REC,897,82,111,0.7387387387387387,1.0,0.967670011148272,29,0,False
QUALIFY (long-decline),ALL,+POST k=ALL,ALL,897,60,111,0.5405405405405406,1.0,0.9431438127090301,51,0,False
QUALIFY (long-decline),NO-SPYDD,DECLINE (813),-,777,93,90,1.0,0.967741935483871,0.9961389961389961,0,3,False
QUALIFY (long-decline),NO-SPYDD,+POST k=5,5,777,81,90,0.9,1.0,0.9884169884169884,9,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=10,10,777,78,90,0.8666666666666667,1.0,0.9845559845559846,12,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=21,21,777,75,90,0.8333333333333334,1.0,0.9806949806949807,15,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=42,42,777,75,90,0.8333333333333334,1.0,0.9806949806949807,15,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=63,63,777,75,90,0.8333333333333334,1.0,0.9806949806949807,15,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=126,126,777,66,90,0.7333333333333333,1.0,0.9691119691119691,24,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=252,252,777,63,90,0.7,1.0,0.9652509652509652,27,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=REC,REC,777,64,90,0.7111111111111111,1.0,0.9665379665379665,26,0,False
QUALIFY (long-decline),NO-SPYDD,+POST k=ALL,ALL,777,42,90,0.4666666666666667,1.0,0.9382239382239382,48,0,False
FULL (596/811 reference),ALL,DECLINE (813),-,246,93,90,1.0,0.967741935483871,0.9878048780487805,0,3,False
FULL (596/811 reference),ALL,+POST k=5,5,246,45,90,0.5,1.0,0.8170731707317073,45,0,False
FULL (596/811 reference),ALL,+POST k=10,10,246,39,90,0.43333333333333335,1.0,0.7926829268292683,51,0,False
FULL (596/811 reference),ALL,+POST k=21,21,246,30,90,0.3333333333333333,1.0,0.7560975609756098,60,0,False
FULL (596/811 reference),ALL,+POST k=42,42,246,30,90,0.3333333333333333,1.0,0.7560975609756098,60,0,False
FULL (596/811 reference),ALL,+POST k=63,63,246,30,90,0.3333333333333333,1.0,0.7560975609756098,60,0,False
FULL (596/811 reference),ALL,+POST k=126,126,246,24,90,0.26666666666666666,1.0,0.7317073170731707,66,0,False
FULL (596/811 reference),ALL,+POST k=252,252,246,21,90,0.23333333333333334,1.0,0.7195121951219512,69,0,False
FULL (596/811 reference),ALL,+POST k=REC,REC,246,24,90,0.26666666666666666,1.0,0.7317073170731707,66,0,False
FULL (596/811 reference),ALL,+POST k=ALL,ALL,246,18,90,0.2,1.0,0.7073170731707317,72,0,False
FULL (596/811 reference),NO-SPYDD,DECLINE (813),-,207,72,69,1.0,0.9583333333333334,0.9855072463768116,0,3,False
FULL (596/811 reference),NO-SPYDD,+POST k=5,5,207,33,69,0.4782608695652174,1.0,0.8260869565217391,36,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=10,10,207,27,69,0.391304347826087,1.0,0.7971014492753623,42,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=21,21,207,18,69,0.2608695652173913,1.0,0.7536231884057971,51,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=42,42,207,18,69,0.2608695652173913,1.0,0.7536231884057971,51,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=63,63,207,18,69,0.2608695652173913,1.0,0.7536231884057971,51,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=126,126,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=252,252,207,9,69,0.13043478260869565,1.0,0.7101449275362319,60,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=REC,REC,207,12,69,0.17391304347826086,1.0,0.7246376811594203,57,0,False
FULL (596/811 reference),NO-SPYDD,+POST k=ALL,ALL,207,6,69,0.08695652173913043,1.0,0.6956521739130435,63,0,False
POST20 (811's break),ALL,DECLINE (813),-,204,36,33,1.0,0.9166666666666666,0.9852941176470589,0,3,False
POST20 (811's break),ALL,+POST k=5,5,204,30,33,0.8181818181818182,0.9,0.9558823529411765,6,3,False
POST20 (811's break),ALL,+POST k=10,10,204,30,33,0.8181818181818182,0.9,0.9558823529411765,6,3,False
POST20 (811's break),ALL,+POST k=21,21,204,30,33,0.8181818181818182,0.9,0.9558823529411765,6,3,False
POST20 (811's break),ALL,+POST k=42,42,204,30,33,0.8181818181818182,0.9,0.9558823529411765,6,3,False
POST20 (811's break),ALL,+POST k=63,63,204,27,33,0.7272727272727273,0.8888888888888888,0.9411764705882353,9,3,False
POST20 (811's break),ALL,+POST k=126,126,204,27,33,0.7272727272727273,0.8888888888888888,0.9411764705882353,9,3,False
POST20 (811's break),ALL,+POST k=252,252,204,27,33,0.7272727272727273,0.8888888888888888,0.9411764705882353,9,3,False
POST20 (811's break),ALL,+POST k=REC,REC,204,25,33,0.6666666666666666,0.88,0.9313725490196079,11,3,False
POST20 (811's break),ALL,+POST k=ALL,ALL,204,15,33,0.36363636363636365,0.8,0.8823529411764706,21,3,False
POST20 (811's break),NO-SPYDD,DECLINE (813),-,177,33,33,1.0,1.0,1.0,0,0,True
POST20 (811's break),NO-SPYDD,+POST k=5,5,177,27,33,0.8181818181818182,1.0,0.9661016949152542,6,0,False
POST20 (811's break),NO-SPYDD,+POST k=10,10,177,27,33,0.8181818181818182,1.0,0.9661016949152542,6,0,False
POST20 (811's break),NO-SPYDD,+POST k=21,21,177,27,33,0.8181818181818182,1.0,0.9661016949152542,6,0,False
POST20 (811's break),NO-SPYDD,+POST k=42,42,177,27,33,0.8181818181818182,1.0,0.9661016949152542,6,0,False
POST20 (811's break),NO-SPYDD,+POST k=63,63,177,24,33,0.7272727272727273,1.0,0.9491525423728814,9,0,False
POST20 (811's break),NO-SPYDD,+POST k=126,126,177,24,33,0.7272727272727273,1.0,0.9491525423728814,9,0,False
POST20 (811's break),NO-SPYDD,+POST k=252,252,177,24,33,0.7272727272727273,1.0,0.9491525423728814,9,0,False
POST20 (811's break),NO-SPYDD,+POST k=REC,REC,177,22,33,0.6666666666666666,1.0,0.9378531073446328,11,0,False
POST20 (811's break),NO-SPYDD,+POST k=ALL,ALL,177,12,33,0.36363636363636365,1.0,0.8813559322033898,21,0,False
ALL WINDOWS POOLED,ALL,DECLINE (813),-,1404,279,264,1.0,0.946236559139785,0.9893162393162394,0,15,False
ALL WINDOWS POOLED,ALL,+POST k=5,5,1404,216,264,0.7954545454545454,0.9722222222222222,0.9572649572649573,54,6,False
ALL WINDOWS POOLED,ALL,+POST k=10,10,1404,207,264,0.7727272727272727,0.9855072463768116,0.9551282051282052,60,3,False
ALL WINDOWS POOLED,ALL,+POST k=21,21,1404,198,264,0.7386363636363636,0.9848484848484849,0.9487179487179487,69,3,False
ALL WINDOWS POOLED,ALL,+POST k=42,42,1404,198,264,0.7386363636363636,0.9848484848484849,0.9487179487179487,69,3,False
ALL WINDOWS POOLED,ALL,+POST k=63,63,1404,195,264,0.7272727272727273,0.9846153846153847,0.9465811965811965,72,3,False
ALL WINDOWS POOLED,ALL,+POST k=126,126,1404,180,264,0.6704545454545454,0.9833333333333333,0.9358974358974359,87,3,False
ALL WINDOWS POOLED,ALL,+POST k=252,252,1404,171,264,0.6363636363636364,0.9824561403508771,0.9294871794871795,96,3,False
ALL WINDOWS POOLED,ALL,+POST k=REC,REC,1404,175,264,0.6515151515151515,0.9828571428571429,0.9323361823361823,92,3,False
ALL WINDOWS POOLED,ALL,+POST k=ALL,ALL,1404,129,264,0.4772727272727273,0.9767441860465116,0.8995726495726496,138,3,False
ALL WINDOWS POOLED,NO-SPYDD,DECLINE (813),-,1203,222,210,1.0,0.9459459459459459,0.9900249376558603,0,12,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=5,5,1203,168,210,0.7857142857142857,0.9821428571428571,0.9600997506234414,45,3,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=10,10,1203,159,210,0.7571428571428571,1.0,0.9576059850374065,51,0,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=21,21,1203,150,210,0.7142857142857143,1.0,0.9501246882793017,60,0,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=42,42,1203,150,210,0.7142857142857143,1.0,0.9501246882793017,60,0,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=63,63,1203,147,210,0.7,1.0,0.9476309226932669,63,0,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=126,126,1203,135,210,0.6428571428571429,1.0,0.9376558603491272,75,0,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=252,252,1203,126,210,0.6,1.0,0.9301745635910225,84,0,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=REC,REC,1203,130,210,0.6190476190476191,1.0,0.9334995843724023,80,0,False
ALL WINDOWS POOLED,NO-SPYDD,+POST k=ALL,ALL,1203,84,210,0.4,1.0,0.8952618453865336,126,0,False
