window,n_dates,auc_scale,max_nonleak,min_leak,width,tau_star,tau_star_clean
IS-early,10,1.0,0.04170582801455694,0.0447098914221616,0.0030040634076046596,0.07426117622277516,False
IS-late,10,0.9791666666666666,0.1272941475006232,0.10580494185430393,-0.021489205646319273,0.07426117622277516,False
