part,panel,bps,pick,full_argmax,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,dn_OOS_Sharpe,dn_OOS_CAGR,dn_OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_CAGR,v2_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,fail4a,fail4b,gross,freq,IS_share,OOS_share
D1_live,u56,10.0,EW_ALL,EW_GATED,1.1099711173381261,1.1357457661990908,0.13817415675493683,-0.22525890947548444,1.1357457661990908,0.13817415675493683,-0.22525890947548444,1.2850846619485738,0.0953481524893458,-0.1205494676867116,0.8820109845896832,0.15450717694493354,-0.33717289200673795,"H1,H2,DD",DD,,,,
D1_live,u56,25.0,EW_ALL,EW_ALL,1.0993254577204428,1.125049412500613,0.13671236509806106,-0.22547618177756767,1.125049412500613,0.13671236509806106,-0.22547618177756767,1.2482558034007076,0.09241429872042128,-0.12092635506895344,0.8820109845896832,0.15450717694493354,-0.33717289200673795,"H1,H2,DD",DD,,,,
D1_live,broad136,10.0,EW_ALL,EW_ALL,1.145853501085796,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1185082795688428,0.07983337481604358,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,DD,DD,,,,
D1_live,broad136,25.0,EW_ALL,EW_ALL,1.1359109440642106,1.0913501695849346,0.13778891144087613,-0.2539134786931567,1.0913501695849346,0.13778891144087613,-0.2539134786931567,1.0740236940215921,0.07643420182382177,-0.12284879701089013,0.8820239235972316,0.1545044425578177,-0.3371595330739301,DD,DD,,,,
D1_live,small439,10.0,EW_ALL,EW_ALL,0.7737298887497329,0.6366624355474835,0.10089643214031607,-0.3616637358208401,0.6366624355474835,0.10089643214031607,-0.3616637358208401,0.5680478275902298,0.038484818375690066,-0.146846604326465,0.8820109845896832,0.15450717694493354,-0.33717289200673795,DD,"H1,H2,OOS,DD",,,,
D1_live,small439,25.0,EW_ALL,EW_ALL,0.7571055453583595,0.6206770724346841,0.09782050310343715,-0.36426007858274956,0.6206770724346841,0.09782050310343715,-0.36426007858274956,0.5072384596571063,0.034014705712499316,-0.1524744874895192,0.8820109845896832,0.15450717694493354,-0.33717289200673795,DD,"H1,H2,OOS,DD",,,,
D2_conv,,,,,,,,,,,,,,,,,,,,0.5,W,0.8641112522942256,0.885630303260911
D2_conv,,,,,,,,,,,,,,,,,,,,0.5,M,0.8420866864323027,0.8624019024970273
D2_conv,,,,,,,,,,,,,,,,,,,,0.75,W,0.8556802937230813,0.8833154174712949
D2_conv,,,,,,,,,,,,,,,,,,,,0.75,M,0.8420160948750529,0.8612522116317561
D2_conv,,,,,,,,,,,,,,,,,,,,1.0,W,0.8512005649717514,0.8815616735478224
D2_conv,,,,,,,,,,,,,,,,,,,,1.0,M,0.8415219539743046,0.8598457104264366
