panel,book,cost,family,level,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,paid_pp,bought_pp,xrate,IS_paid,IS_bought,IS_xrate,OOS_paid,OOS_bought,OOS_xrate,gross,turn_yr,fail4a,fail4b
u56,CAND20,10,none,,0.15602297680963506,1.1739383830860102,-0.22626454477456437,1.2770043002283573,1.1052575306248236,0.14350237137247746,1.2010711656424373,-0.11305429417164747,0.16645874935828164,1.1631141974895052,-0.2262645447745648,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7503397376133277,9.177837785579584,DD,DD
u56,CAND20,10,200d,75.0,0.13469791923576624,1.078836841178873,-0.20995609413590055,1.212063573050518,0.9786115031001063,0.13202980317574298,1.147183138053243,-0.13858042411059834,0.13690450875422133,1.0353702414632346,-0.20995609413590022,2.132505757386882,1.6308450638663818,1.307607819182511,1.1472568196734478,-2.552612993895087,,2.955424060406031,1.6308450638664596,1.8122040688520205,0.7502861355738928,15.324986934669528,DD,DD
u56,CAND20,10,200d,100.0,0.13551305267977543,1.065015190077057,-0.2070902744044325,1.2485022650177309,0.9284410445649034,0.1362469993112001,1.1711282474782747,-0.12635877837331766,0.13490772270202966,0.9975380260418181,-0.2070902744044325,2.0509924129859636,1.9174270370131863,1.0696586484880461,0.7255372061277354,-1.3304484201670186,,3.155102665625198,1.9174270370132307,1.6454877315905017,0.7502907310432226,13.388201726385798,DD,DD
u56,CAND20,10,200d,150.0,0.1437430738451253,1.1071350877400663,-0.2230229988749377,1.2801514333687773,0.9839743683690182,0.14154656313555658,1.209248427923943,-0.1309272442176156,0.14555891981246183,1.0456649325915448,-0.2230229988749376,1.227990296450976,0.32415458996266633,3.788286004502995,0.1955808236920875,-1.7872950045968117,,2.0899829545819815,0.32415458996272184,6.447488387631136,0.7503093473294115,11.179441241196793,DD,DD
u56,CAND20,10,200d,200.0,0.14647201155541345,1.1207697562948322,-0.21767829990261356,1.2039306635612568,1.0700457887696733,0.12980491570977115,1.1195582788663967,-0.1180997253583218,0.16041149815312683,1.1304797131167743,-0.21767829990261378,0.9550965254221611,0.858624487195081,1.1123564953781262,1.3697455662706304,-0.5045431186674332,,0.6047251205154813,0.8586244871951032,0.7042952181470583,0.75033353791083,10.388669269446314,DD,DD
u56,CAND20,10,200d,250.0,0.1449641788666245,1.1091779853816546,-0.22343961374237997,1.1816732752549597,1.0672728702012713,0.12655266875240212,1.0952893487601203,-0.1235051666541398,0.1603846246361147,1.1276401571803492,-0.22343961374237986,1.1058797943010568,0.2824931032184397,3.9147143123204953,1.6949702620075335,-1.0450872482492324,,0.6074124722166951,0.2824931032184952,2.1501851383142974,0.7503331657325205,10.047454157585134,DD,DD
u56,CAND20,10,200d,300.0,0.14593203425001744,1.1171530264640621,-0.22999939276070847,1.202045888142091,1.0672012354612308,0.1283871256005884,1.1166658351969294,-0.11806445613799632,0.1606161834648494,1.1274276055252421,-0.22999939276070835,1.0090942559617622,-0.37348479861440964,,1.5115245771889052,-0.5010161966348847,,0.5842565893432239,-0.37348479861435413,,0.7432349590243316,9.918113753995675,DD,DD
u56,CAND20,10,band,0.01,0.14637728930160598,1.1197668243606589,-0.21897487777960167,1.1999968041411577,1.070993990002475,0.12988806119633134,1.1184875663604044,-0.11702145515264029,0.16016605153473362,1.129339948947278,-0.21897487777960156,0.9645687508029077,0.7289666994962696,1.323200019245658,1.3614310176146116,-0.3967160980992812,,0.6292697823548021,0.7289666994963251,0.8632352929010229,0.7503352154923849,10.153053719097276,DD,DD
u56,CAND20,10,band,0.02,0.1467262132983056,1.1229892672099422,-0.21897487777960167,1.2050370709196434,1.0726787073821924,0.13014639967839403,1.1208950905292188,-0.11511733764668475,0.16059168331192275,1.1330799184872453,-0.21897487777960167,0.9296763511329464,0.7289666994962696,1.275334458728185,1.3355971694083424,-0.2063043475037274,,0.5867066046358893,0.728966699496314,0.8048469224194733,0.7503328515561389,9.97944433747204,DD,DD
u56,CAND20,10,band,0.03,0.1476075589632453,1.1281027375686867,-0.22129943364540083,1.196743338304711,1.0883752865321012,0.12911318911637704,1.1119864974290112,-0.11744746592991795,0.16309790836339588,1.147727980489251,-0.22129943364540083,0.8415417846389772,0.4965111129163535,1.6949102703784809,1.438918225610042,-0.43931717582704755,,0.3360840994885761,0.49651111291639793,0.6768913942620366,0.7503337180120598,9.73488503185881,DD,DD
u56,CAND20,10,band,0.05,0.15087079092366906,1.1376168857178288,-0.22129943364540083,1.2061580577334456,1.099072094411391,0.13178218833136324,1.1231751897603703,-0.11846125966496501,0.16686583192958304,1.1565450361565441,-0.22129943364540106,0.5152185885965999,0.4965111129163535,1.0376778589513624,1.1720183041114218,-0.5406965493317539,,-0.04070825713013981,0.49651111291637573,-0.08198861228106298,0.7503427459686769,9.335614153569502,DD,DD
u56,CAND20,10,band,0.08,0.1559510454538373,1.168839924828828,-0.22264847847765512,1.2464386591796084,1.1221785802919853,0.1387461701626942,1.1676999410931752,-0.117096656220815,0.1703449130744139,1.1782841440877108,-0.22264847847765556,0.007193135579774967,0.36160662969092483,0.019892156252564117,0.4756201209783262,-0.4042362049167525,,-0.38861637161322626,0.36160662969092483,-1.074693713291118,0.7503488955524888,9.032154784274704,DD,DD
u56,CAND20,10,band,0.12,0.16222289425394032,1.1997551672925781,-0.22400452159670703,1.242867906153851,1.1781627774634027,0.1411614248077191,1.163901829553258,-0.11970158027188138,0.17989624547168526,1.232004216543309,-0.22400452159670692,-0.6199917444305258,0.22600231778573399,-2.7432981683768456,0.23409465647583616,-0.6647286100233907,,-1.3437496113403613,0.2260023177857895,-5.945733762845742,0.7503662720736562,8.909459207791164,DD,DD
u56,CAND20,10,abs,42.0,0.1255891171833352,1.0063327810374232,-0.22033929376215222,1.1986480633959489,0.859556676215034,0.12822399111178062,1.114339509367873,-0.10313774378704743,0.12341933123846438,0.9356237398504624,-0.22033929376215156,3.0433859626299853,0.5925251012412147,5.13629879351058,1.5278380260696833,0.9916550384600042,1.5406950671499104,4.303941811981726,0.5925251012413257,7.263729085848131,0.7502781883289229,16.65868874048482,DD,DD
u56,CAND20,10,abs,63.0,0.13695888632338216,1.0672595187161176,-0.2330537019135619,1.2421638697642254,0.9388958063950548,0.13610403635912904,1.1645142071120642,-0.12584993786056087,0.13766483285988818,1.0066162885633818,-0.2330537019135619,1.9064090486252905,-0.6789157138997526,,0.7398335013348412,-1.2795643688913394,,2.879391649839347,-0.6789157138997082,,0.750298422701212,13.028423229881636,DD,DD
