book,panel,cost,split,n_full,n_IS,n_POST,post_share,full_CAGR,full_Sharpe,full_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,POST_CAGR,POST_Sharpe,POST_MaxDD,dd_identity
K1,U56,10,2013-12-31,4443,1251,3192,0.7184334908845375,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.11666538607582422,1.0166729963260637,-0.11846710934713856,0.13217358873283924,1.0807722933157944,-0.18308341446270193,True
K1,U56,10,2014-12-31,4443,1503,2940,0.6617150573936529,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.11111263585200537,0.989893887912988,-0.11846710934713856,0.13640524521241693,1.0987204390648853,-0.18308341446270204,True
K1,U56,10,2015-12-31,4443,1755,2688,0.6049966239027684,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.1108833500076547,0.9781717450438477,-0.11846710934713856,0.1389592030680844,1.1156435224703847,-0.18308341446270182,True
K1,U56,10,2016-12-31,4443,2007,2436,0.5482781904118839,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.10810124581844649,0.9765495035428563,-0.11846710934713856,0.14426535084279468,1.129600365408191,-0.18308341446270193,True
K1,U56,10,2017-12-31,4443,2258,2185,0.4917848300697727,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.11617527958870388,1.0632307159195054,-0.11846710934713856,0.13991019091967427,1.0708681798128028,-0.18308341446270204,True
K1,U56,10,2018-12-31,4443,2509,1934,0.4352914697276615,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.1102840712404396,0.9902320892463246,-0.1367124275559748,0.15090167145174438,1.1508890786427253,-0.18308341446270182,True
K2,U56,10,2013-12-31,4443,1251,3192,0.7184334908845375,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.11267371885727662,1.0526222799575442,-0.11085656910319397,0.13440180033934768,1.1408754615917704,-0.1724498100003986,True
K2,U56,10,2014-12-31,4443,1503,2940,0.6617150573936529,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.10829149335593136,1.0256973309694999,-0.11085656910319397,0.1385785034878637,1.160570473364809,-0.1724498100003985,True
K2,U56,10,2015-12-31,4443,1755,2688,0.6049966239027684,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.10491183099466261,0.9837911558864181,-0.11085656910319397,0.143738367722396,1.1975813037081444,-0.1724498100003985,True
K2,U56,10,2016-12-31,4443,2007,2436,0.5482781904118839,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.09983917846477852,0.9577757995151831,-0.11085656910319397,0.15219188963648755,1.23543913426136,-0.1724498100003985,True
K2,U56,10,2017-12-31,4443,2258,2185,0.4917848300697727,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.11573242870177114,1.1174125230606882,-0.11085656910319397,0.14131553419639165,1.1255170963749475,-0.17244981000039872,True
K2,U56,10,2018-12-31,4443,2509,1934,0.4352914697276615,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.10771816187906236,1.0118476239847343,-0.1330804976088339,0.1554339477634552,1.2410296803999858,-0.17244981000039872,True
K3,U56,10,2013-12-31,4443,1251,3192,0.7184334908845375,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.11142838950875511,1.1394488012888204,-0.11906598004704683,0.12035534940855097,1.1654762755341204,-0.1237392928843456,True
K3,U56,10,2014-12-31,4443,1503,2940,0.6617150573936529,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.10675282645529993,1.0955747616677372,-0.11906598004704683,0.1235426504859487,1.1889475337665223,-0.12373929288434626,True
K3,U56,10,2015-12-31,4443,1755,2688,0.6049966239027684,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.0970786683068523,0.9917664579479372,-0.11906598004704683,0.13159759638340685,1.2631509837721875,-0.12373929288434571,True
K3,U56,10,2016-12-31,4443,2007,2436,0.5482781904118839,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.09424974321521362,0.990643960461853,-0.11906598004704683,0.13764740038429513,1.2863820666290864,-0.12373929288434582,True
K3,U56,10,2017-12-31,4443,2258,2185,0.4917848300697727,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.10665597883605482,1.1333814138928078,-0.11906598004704683,0.12950532559264283,1.1858849196474908,-0.12373929288434526,True
K3,U56,10,2018-12-31,4443,2509,1934,0.4352914697276615,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.10094634956542436,1.038625776148356,-0.11906598004704683,0.14013052188792452,1.3037343049361008,-0.12373929288434593,True
K4,U56,10,2013-12-31,4443,1251,3192,0.7184334908845375,0.11921216196097117,1.2095309744401905,-0.15485495397691995,0.13253193213126457,1.2580703003996725,-0.1042215356541214,0.11403474485202603,1.1899686970478813,-0.15485495397691995,True
K4,U56,10,2014-12-31,4443,1503,2940,0.6617150573936529,0.11921216196097117,1.2095309744401905,-0.15485495397691995,0.12529106827291048,1.225963093507904,-0.1042215356541214,0.11611717255122245,1.2010530946616573,-0.15485495397691984,True
