panel,q,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,turnover,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,fail4a,fail4b,k,draw,premium
B136k20d00,0.05,0,0.04445262599117772,0.296179788898971,-0.6481000134006755,0.3571985509113583,0.23704949059754368,24.265690536472867,0.3962560741371679,0.21321635376226142,0.021290435646232675,-0.6481000134006751,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.5226936810934202
B136k20d00,0.05,5,0.0318578976713868,0.251129719504755,-0.6689729533132314,0.30743849467283196,0.1965617378107488,24.265690536472867,0.34605980430460115,0.17242956463197406,0.010152205300711925,-0.668972953313231,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.5245876664987459
B136k20d00,0.05,10,0.01940649927539817,0.20605681852757682,-0.6886209818962916,0.2576471226040385,0.1560582001570646,24.265690536472867,0.2958320618292597,0.13162626595505045,-0.0008719269340334845,-0.6886209818962921,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.5264756603952292
B136k20d00,0.05,15,0.007096896557945431,0.16097562070135832,-0.707115209111504,0.20784268892657884,0.11555024555605982,24.265690536472867,0.24559119379436942,0.09081814649845556,-0.011783054761789202,-0.7071152091115043,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.5283524170828989
B136k20d00,0.05,20,-0.005072429335530315,0.11590065540211622,-0.7245226616510085,0.15804344199572343,0.07504923708062444,24.265690536472867,0.19535553663384808,0.05001689251723855,-0.02258226211744363,-0.7245226616510088,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.5302126877221722
B136k20d00,0.05,25,-0.01710298201297511,0.07084642328090822,-0.740906514828179,0.10826759095032075,0.03456651704511243,24.265690536472867,0.14514338277705705,0.009234171041616633,-0.033270623247904973,-0.7409065148281782,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.5320512338308968
B136k20d00,0.05,30,-0.02899624997855288,0.025827373034513695,-0.7616443395919266,0.058533272584017415,-0.005886608823306758,24.265690536472867,0.09497294754284456,-0.03151838675840182,-0.043849202792402786,-0.7563263114456487,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.5338628407203084
B136k20d00,0.1,0,0.09571741275714829,0.49730851438910934,-0.579306563197644,0.5381794892966677,0.45662433672694835,25.81491584848715,0.5500411417152568,0.45185292914657904,0.08229637595031924,-0.5793065631976442,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.32156495560328185
B136k20d00,0.1,5,0.08166091701258216,0.4442084754078524,-0.5920098178371775,0.48313422680302787,0.4054635740966859,25.81491584848715,0.4966473767229319,0.39899142122373193,0.06876754716319144,-0.5920098178371764,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.3315089105956484
B136k20d00,0.1,10,0.067777007069733,0.39107780665911074,-0.6043370152220595,0.42805607109316485,0.35427433412696807,25.81491584848715,0.44321391688342515,0.3461070870989691,0.05540065413648687,-0.6043370152220595,"H1,H2,DD","H1,H2,OOS,DD,CAGR",20,0,-0.3414546722636953
