panel,book,base_off,k,v4a,v4b,bind,m4b,CAGR,Sharpe,MaxDD,H1,H2,OOS,OOS_CAGR,OOS_DD
U56,RULESv2,1512,0,0,0,CAGR,-0.024261453450532558,0.08130040960583296,1.1515854496798816,-0.11896569629881126,1.1696262849431327,1.1330085862176575,1.238584786829365,0.09246422381823605,-0.11896569629881149
U56,RULESv1,1512,0,0,0,H1,-0.2692525014686177,0.06375114193087694,0.6850863073811673,-0.13827812344296642,0.7349231182444557,0.6369389855153738,0.9875992770912003,0.09834013299498423,-0.13827812344296664
U56,CAND20,1512,0,0,0,DD,-0.0753841994713085,0.19237152621055253,1.1523138276527674,-0.27768761117169827,1.1075580866573438,1.1954997479598473,1.2202809122930303,0.23704582709302224,-0.27768761117169827
U56,EWALL,1512,0,0,0,DD,-0.022263454444892777,0.13100134651509188,1.0984666936286342,-0.22456686614528254,1.1703324029955158,1.0261887409408899,1.0768382048520018,0.14118723350737694,-0.2245668661452822
U56,SPY,1512,0,0,0,DD,-0.13486894113359318,0.1508026615090936,0.864528590307028,-0.33717235283398295,1.0041756197130733,0.7249364065258321,0.8085634853851584,0.1534485675902908,-0.33717235283398284
U56,RULESv2,1512,1,0,0,CAGR,-0.024769739321520726,0.08174871837054809,1.157470942948029,-0.11896569629881126,1.1696262849431327,1.1451107438377943,1.256263020786427,0.0938894631422007,-0.11896569629881149
U56,RULESv1,1512,1,0,0,H1,-0.2692525014686177,0.06471604547005083,0.6942213149780289,-0.13827812344296642,0.7349231182444557,0.6549536378696488,1.0151333805627796,0.10146537507808762,-0.13827812344296664
U56,CAND20,1512,1,0,0,DD,-0.0753841994713085,0.19276686918265606,1.1544759056226082,-0.27768761117169827,1.1075580866573438,1.1995599338579022,1.2261416357764434,0.23829804560546486,-0.27768761117169827
U56,EWALL,1512,1,0,0,DD,-0.022263454444892777,0.1315133566542226,1.1023726975187607,-0.22456686614528254,1.1703324029955158,1.034035534147621,1.0880697183211312,0.14281571347761934,-0.2245668661452822
U56,SPY,1512,1,0,0,DD,-0.13486894113359318,0.15216922527438403,0.8710105182274483,-0.33717235283398295,1.0041756197130733,0.7379919821176109,0.8271368601928323,0.15779610923431275,-0.33717235283398284
U56,RULESv2,1512,2,0,0,CAGR,-0.02426946333806039,0.07978621592579316,1.1276638218956,-0.11896569629881126,1.1748400016211886,1.0785230104946206,1.1664665236983573,0.08759829445847966,-0.11896569629881149
U56,RULESv1,1512,2,0,0,H1,-0.2755534876878116,0.06149405085433468,0.6600519292091312,-0.13827812344296642,0.7320434922866703,0.5914519470435116,0.9061630824891981,0.09089464504449007,-0.13827812344296664
U56,CAND20,1512,2,0,0,DD,-0.0753841994713085,0.187323512481401,1.122750523679868,-0.27768761117169827,1.1141569817979384,1.1340242465115702,1.140001151981141,0.2204245432883416,-0.27768761117169827
U56,EWALL,1512,2,0,0,DD,-0.022263454444892777,0.12934426638535745,1.0848923332668094,-0.22456686614528254,1.1761235508639891,0.9935220067665346,1.038335597829924,0.13587383246941975,-0.2245668661452822
U56,SPY,1512,2,0,0,DD,-0.13486894113359318,0.14865097037693364,0.8532152201037754,-0.33717235283398295,1.007596979974482,0.6994951156341626,0.7770698643352583,0.14662076959757053,-0.33717235283398284
U56,RULESv2,1512,3,0,0,CAGR,-0.02409120942720526,0.07936031709727298,1.1220349444955249,-0.11896569629881126,1.1748400016211886,1.0670457583489592,1.1495726175694612,0.08623167299970524,-0.11896569629881149
U56,RULESv1,1512,3,0,0,H1,-0.2755534876878116,0.060636965016417355,0.6516541263873842,-0.13827812344296642,0.7320434922866703,0.5751271901528183,0.8802218061451269,0.08807506952741373,-0.13827812344296664
U56,CAND20,1512,3,0,0,DD,-0.0753841994713085,0.18613190433031157,1.1166259408159152,-0.27768761117169827,1.1141569817979384,1.1224622651477791,1.1231943540339953,0.2165131308443078,-0.27768761117169827
U56,EWALL,1512,3,0,0,DD,-0.022263454444892777,0.12887044662096048,1.0814473016257093,-0.22456686614528254,1.1761235508639891,0.9866888829157875,1.0284517214034823,0.13435800892628547,-0.2245668661452822
U56,SPY,1512,3,0,0,DD,-0.13486894113359318,0.14778789503496892,0.8491282932760692,-0.33717235283398295,1.007596979974482,0.6914335093650678,0.7654891670411859,0.14389631469401687,-0.33717235283398284
U56,RULESv2,1512,5,0,0,CAGR,-0.023927666181034146,0.07888655438881753,1.1119554080218146,-0.11896569629881126,1.1734779053464335,1.0481914831029893,1.1200007036695134,0.08470963777309182,-0.11896569629881149
U56,RULESv1,1512,5,0,0,H1,-0.27866089258828886,0.059623229271181355,0.6380366155622864,-0.13827812344296642,0.7294791309826157,0.5524137332191498,0.834994134064657,0.08472965863341941,-0.13827812344296664
U56,CAND20,1512,5,0,0,DD,-0.0753841994713085,0.1846454097301129,1.1051949806823305,-0.27768761117169827,1.110348471965865,1.1047903632558698,1.0936592632315218,0.21163183934049168,-0.27768761117169827
