n_phase,claim_set,n,n_files,zero_gap,frag_union_nz,file_med_frag,files_majority_frag,frag_union,frag_union_p25,frag_union_p75,frag_max,median_absgap,median_band,median_ratio
2,STRICT,158471,100,0.027254197928958612,0.5783447506357362,0.5776158064919521,0.64,0.5898366262596942,0.4442705605442005,0.7241009396040916,0.5319963905067804,0.011224195245821855,0.017124104610661273,0.7061532773668594
2,MED,183213,117,0.025172886203489928,0.5669621110744061,0.5592216582064298,0.5897435897435898,0.5778629245741296,0.43100107525121034,0.7206966754542528,0.5197447779360634,0.011964706759344912,0.017124104610661273,0.7452346756948377
2,LOOSE,183235,118,0.025169863836057522,0.5669538637241565,0.5591581887008679,0.5847457627118644,0.5778535760089503,0.43098752967500753,0.7206701776407346,0.519736949818539,0.011964706759344912,0.017124104610661273,0.7452635728499315
3,STRICT,158471,100,0.027254197928958612,0.7283655093673777,0.7291541441260936,0.9,0.735768689539411,0.6250165645449325,0.8294640659805264,0.6784900707384948,0.011224195245821855,0.03327830116891206,0.3850865132206104
3,MED,183213,117,0.025172886203489928,0.7124148241051282,0.7048611111111112,0.8717948717948718,0.7196541730117404,0.602315337885412,0.8250779147767898,0.660777346585668,0.011964706759344912,0.03327830116891195,0.41948349534093116
3,LOOSE,183235,118,0.025169863836057522,0.7123998589207436,0.7030555555555555,0.8728813559322034,0.7196387153109395,0.6023030534559446,0.8250552569105247,0.6607580429503097,0.011964706759344912,0.03327830116891195,0.41948349534093116
5,STRICT,158471,100,0.027254197928958612,0.8299535523379522,0.8572795414462081,0.92,0.8345880318796499,0.7157334780496116,0.8965678262899837,0.7637801238081415,0.011224195245821855,0.04680952299301955,0.26425946192965594
5,MED,183213,117,0.025172886203489928,0.809284382506257,0.8392857142857143,0.8888888888888888,0.8140852450426552,0.6892578583397466,0.8890417164720844,0.7430367932406543,0.011964706759344912,0.04332762650534305,0.293845228226489
5,LOOSE,183235,118,0.025169863836057522,0.8092742815874775,0.8392857142857143,0.8898305084745762,0.814074821949955,0.6892351352088848,0.8890277512483968,0.7430239855922722,0.011964706759344912,0.04332762650534305,0.293845228226489
