cost_bps,chooser,screen,fallback,n_slots,n_refused,mean_dSharpe,med_dSharpe,win_Sharpe,mean_dCAGR,mean_dMaxDD,scr_4b,ctl_4b,scr_4a,ctl_4a
0.0,C_SHARPE,S_IS4B,FB_DROP,12,12,0.14537054383686102,0.09261514397630655,0.6666666666666666,-0.028229298613031695,-0.05223252676050427,6,1,0,1
0.0,C_SHARPE,S_IS4B,FB_CASH,24,12,-0.3176503987630586,-0.2675656439265438,0.3333333333333333,-0.057076943511987145,-0.12956059438268175,6,3,0,4
0.0,C_SHARPE,S_IS4B,FB_SPY,24,12,0.11986631923106578,0.22850975209857705,0.7083333333333334,0.019378869977764446,0.039025146383658,6,3,0,4
0.0,C_SHARPE,S_IS4B,FB_LIVE,24,12,0.10456222011127642,0.009787420154753868,0.5,-0.02708898361673472,-0.06385157827310482,6,3,0,4
0.0,C_SHARPE,S_ISSHARPE,FB_DROP,24,0,0.0,0.0,0.0,0.0,0.0,3,3,4,4
0.0,C_SHARPE,S_ISSHARPE,FB_CASH,24,0,0.0,0.0,0.0,0.0,0.0,3,3,4,4
0.0,C_SHARPE,S_ISSHARPE,FB_SPY,24,0,0.0,0.0,0.0,0.0,0.0,3,3,4,4
0.0,C_SHARPE,S_ISSHARPE,FB_LIVE,24,0,0.0,0.0,0.0,0.0,0.0,3,3,4,4
0.0,C_SHARPE,S_ISDD,FB_DROP,22,2,0.08466856799320845,0.0,0.4090909090909091,-0.02575693672900917,-0.03721809989884459,6,3,5,4
0.0,C_SHARPE,S_ISDD,FB_CASH,24,2,0.02873870615424493,0.0,0.375,-0.031033994081784422,-0.05668586643081331,6,3,5,4
0.0,C_SHARPE,S_ISDD,FB_SPY,24,2,0.10158048466178526,0.0,0.4583333333333333,-0.01830822062035641,-0.028588152451129795,6,3,5,4
0.0,C_SHARPE,S_ISDD,FB_LIVE,24,2,0.10526527025935632,0.0,0.4166666666666667,-0.025530978619679217,-0.045874824690926054,6,3,5,4
0.0,C_CAGR,S_IS4B,FB_DROP,12,12,0.18841942337577477,0.21640526980934072,0.8333333333333334,-0.07694109321274047,-0.10145466769987643,5,0,0,0
0.0,C_CAGR,S_IS4B,FB_CASH,24,12,-0.22186408724314455,-0.1746779797285843,0.4166666666666667,-0.10523535114716187,-0.23599709167935634,5,1,0,0
0.0,C_CAGR,S_IS4B,FB_SPY,24,12,0.21565263075097985,0.2790761962424314,0.7916666666666666,-0.028779537657410276,-0.06741135091301657,5,1,0,0
0.0,C_CAGR,S_IS4B,FB_LIVE,24,12,0.20034853163119049,0.1906489401791982,0.875,-0.07524739125190945,-0.1702880755697794,5,1,0,0
0.0,C_CAGR,S_ISSHARPE,FB_DROP,24,0,0.030240833314398335,0.0,0.25,-0.008148526626315072,-0.048875345140205105,1,1,2,0
0.0,C_CAGR,S_ISSHARPE,FB_CASH,24,0,0.030240833314398335,0.0,0.25,-0.008148526626315072,-0.048875345140205105,1,1,2,0
