panel,family,n,pass4a,pass4b,leg_H1,leg_H2,leg_OOS,leg_DD,leg_CAGR,Sharpe,H1,H2,MaxDD,CAGR,OOS_Sharpe
U56,CAND,5,False,False,False,False,False,True,False,0.657634566045484,0.653158976904741,0.6652800994673947,-0.13827843699435716,0.06383860067051317,0.7314556606863298
U56,CAND,10,False,False,True,True,True,True,False,0.890962861128989,0.9685466896127463,0.8297511134138885,-0.1362677417353627,0.08902328736920473,0.8768089012237885
U56,CAND,20,False,False,True,True,True,True,False,0.9605790200286674,1.0329567937289055,0.9036060579919791,-0.17381955937995086,0.09963581379279729,0.9768547260671963
U56,CAND,40,False,False,True,True,True,True,False,1.0429140849846252,1.0630844954122556,1.0282744111813533,-0.16497400895278858,0.1047381482693388,1.1083984504723479
U56,CAND,80,False,False,True,True,True,True,False,1.0459236750057146,1.0687335304783403,1.0285162684203868,-0.15874718333907434,0.10352613583165415,1.1073213477617818
U56,CAND,ALL,False,False,True,True,True,True,False,1.0459236750057146,1.0687335304783403,1.0285162684203868,-0.15874718333907434,0.10352613583165415,1.1073213477617818
U56,MADIST,5,False,False,True,True,True,False,True,1.0164067434501247,0.964097836715156,1.0661635549378394,-0.2165458423816139,0.18278425083147365,1.0640463292404478
U56,MADIST,10,False,False,False,True,True,True,True,0.971975110592841,0.8909140256368316,1.0466701033690307,-0.18046313276298998,0.13746689408721302,1.0531687943646333
U56,MADIST,20,False,True,True,True,True,True,True,1.0342751477292533,1.0099557272164759,1.0608259156022366,-0.1829607181666607,0.12331706958995658,1.1133040634467288
U56,MADIST,40,False,False,True,True,True,True,False,1.0299980283450287,1.059491643864313,1.006987460429369,-0.1680280184891988,0.10487323256660752,1.094356878896947
U56,MADIST,80,False,False,True,True,True,True,False,1.0458078150338668,1.069971869331017,1.0270623201236473,-0.15874718333907423,0.10362561869910558,1.105916450065323
U56,MADIST,ALL,False,False,True,True,True,True,False,1.0458078150338668,1.069971869331017,1.0270623201236473,-0.15874718333907423,0.10362561869910558,1.105916450065323
U56,BAND,5,False,False,True,True,True,False,True,1.1306983005314635,1.2589588933362152,1.0452369578074456,-0.28008011919533815,0.2343572703399064,1.0597810220749933
U56,BAND,10,False,False,True,True,True,False,True,1.11792247651524,1.1130271690810696,1.1359485392634712,-0.21317716881960247,0.17709916875557896,1.1455174214269395
U56,BAND,20,False,False,True,True,True,False,True,1.115102944400235,1.1269864097285565,1.1188679917342692,-0.20760643131165657,0.1429172904272864,1.1637649491895952
U56,BAND,40,False,True,True,True,True,True,True,1.1378782854470872,1.1983046370265118,1.0979951828339918,-0.18645844713018667,0.12349395834258137,1.1788573284884825
U56,BAND,80,False,True,True,True,True,True,True,1.156708787099708,1.2115675395352548,1.1198682383269534,-0.17714748624206134,0.12191432862210849,1.1950322839073273
U56,BAND,ALL,False,True,True,True,True,True,True,1.156708787099708,1.2115675395352548,1.1198682383269534,-0.17714748624206134,0.12191432862210849,1.1950322839073273
U56,ADAPT,5,False,False,False,False,False,True,False,0.634297328642267,0.776661364469591,0.5117987221836587,-0.19226515488792628,0.060354113421120736,0.5900494489638839
U56,ADAPT,10,False,False,False,False,True,True,False,0.8667580279001947,0.9319207227949103,0.8119342711584872,-0.16429625780065138,0.08360744109712881,0.8751741407990553
