tape,donor,arm,lam,gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,live_OOS_Sharpe,live_OOS_MaxDD,R_IS,R_OOS,R_target_IS,R_target_OOS,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,pass_4b,pass_4a
T_OWN,U56,ANCHOR,1.0,0.75,0.15579303602884864,1.139742154385608,-0.19127561830465023,1.203742877666858,1.0971404214310108,0.16970650886021055,1.1644019491864865,-0.19127561830465045,0.15210156343930503,0.8711296235105941,-0.33717235283398317,1.2762793781842787,-0.12054948821512845,0.5481801311394924,0.4343761697147107,0.5324951081598129,0.5621310554575402,True,True,True,True,True,False,False,False,True,False
T_OWN,U56,IS_MATCHED,1.8649093737812485,1.3986820303359364,0.2917286571293338,1.1405974226290374,-0.3360745749906735,1.204172472967302,1.09867319874301,0.318845060799684,1.1658756277350093,-0.3360745749906735,0.15210156343930503,0.8711296235105941,-0.33717235283398317,1.2762793781842787,-0.12054948821512845,0.5493204750871983,0.4258248339865284,0.5324951081598129,0.5621310554575402,True,True,True,False,True,False,False,False,False,False
T_OWN,U56,FULL_MATCHED,2.007154870394113,1.5053661527955848,0.31386473454461905,1.1405661147691275,-0.35814054180328114,1.2040558301914006,1.0987766534363095,0.3432080610014119,1.165959406251362,-0.35814054180328103,0.15210156343930503,0.8711296235105941,-0.33717235283398317,1.2762793781842787,-0.12054948821512845,0.5499514285550039,0.42429883832208953,0.5324951081598129,0.5621310554575402,True,True,True,False,True,False,False,False,False,False
T_OWN,B136,ANCHOR,1.0,0.75,0.16040704123612182,1.063431890092473,-0.20740302267849497,1.2898666135999555,0.884477736642959,0.16023726571201902,1.0100346106764957,-0.20740302267849475,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190019,0.5757143255969472,0.5388405261352727,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
T_OWN,B136,IS_MATCHED,1.7696922422829386,1.327269181712204,0.28298875955395,1.0671805088033743,-0.3464028548726248,1.2935459344388918,0.8889132130353729,0.2806332469642374,1.014518460757544,-0.3464028548726248,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190019,0.5527843419844025,0.5364409890430357,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
T_OWN,B136,FULL_MATCHED,1.8393724816193036,1.3795293612144777,0.2938954440531305,1.067448542808671,-0.35814054180328125,1.2938051059901403,0.8892565435575066,0.29123338727179937,1.014857817766757,-0.3581405418032815,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190019,0.551052187571974,0.5356409873693173,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
T_MATCHED,U56,ANCHOR,1.0,0.75,0.14100511605084431,1.0616288482850973,-0.19212389131262042,1.1264564093416487,1.0243677919172793,0.1592867374855853,1.1087411649782748,-0.1921238913126202,0.15331699963496637,0.8767140742030719,-0.33717235283398317,1.2765375923014757,-0.12074460212716942,0.6935273089811778,0.44587221375773867,0.5324951081598129,0.5621310554575402,True,True,True,True,True,True,False,False,True,False
T_MATCHED,U56,IS_MATCHED,1.8979070720945383,1.4234303040709038,0.2666269562150494,1.063168536520718,-0.3411853462904003,1.128337411740325,1.0259111843092688,0.30275301243103003,1.1106644977957756,-0.3411853462904004,0.15331699963496637,0.8767140742030719,-0.33717235283398317,1.2765375923014757,-0.12074460212716942,0.7074158306661957,0.42302432600493334,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
T_MATCHED,U56,FULL_MATCHED,2.008852986173636,1.5066397396302271,0.2818519960384449,1.0632284058862576,-0.35814054180328136,1.1284544753251091,1.0259695341711532,0.32022446758846557,1.1107675911671764,-0.35814054180328103,0.15331699963496637,0.8767140742030719,-0.33717235283398317,1.2765375923014757,-0.12074460212716942,0.7094489519007066,0.4200890057048856,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
T_MATCHED,B136,ANCHOR,1.0,0.75,0.15225323316816963,0.9974901505235424,-0.23220681409276456,1.157210215843609,0.8932928917650618,0.16830519726678217,1.0176300997925272,-0.23220681409276478,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1051692504898545,-0.12248987424054447,0.8388026417763331,0.561656710327418,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
T_MATCHED,B136,IS_MATCHED,1.6608515526269652,1.2456386644702238,0.25097886389815005,1.0020231038893228,-0.36405775865777346,1.161356651752276,0.898489064540309,0.2776758526775862,1.022764576472465,-0.36405775865777357,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1051692504898545,-0.12248987424054447,0.8441051412890527,0.5585273444756854,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
T_MATCHED,B136,FULL_MATCHED,1.6293559396065835,1.2220169547049378,0.24635340887401025,1.0018331452660827,-0.35814054180328125,1.161177442843649,0.8982691772046142,0.272554250528781,1.0225495349673324,-0.35814054180328114,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.1051692504898545,-0.12248987424054447,0.8438306736213252,0.5586824649520634,0.5324951081598129,0.5621310554575402,True,True,True,False,True,True,False,False,False,False
