bps,panel,selector,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
0,U56,EWALL,EWall,0.12264409917161023,1.194763825348269,-0.15769540293383966
0,U56,FWD20,FWD20,0.1573376597525562,1.218588771085467,-0.1822003619415381
0,U56,FWD_ISARGMAX,FWD20,0.1573376597525562,1.218588771085467,-0.1822003619415381
0,U56,ALL_ISARGMAX,RANDH20,0.12614257685785835,1.256203252161431,-0.15299584621848017
0,U56,RANDH20,RANDH20 (8 seeds),0.1208768099906663,1.160295108301236,-0.1629684608616819
0,U56,RANDW20,RANDW20 (8 seeds),0.12231728164646799,1.166594070629595,-0.16018264221179873
0,U56,RULES v1,baseline,0.10442384778230118,0.9780477105237235,-0.135943942404961
0,U56,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
0,B136,EWALL,EWall,0.1152808427800831,1.100499453025563,-0.173426895186108
0,B136,FWD20,FWD20,0.14134119698337289,0.9861110497210084,-0.19983154054596786
0,B136,FWD_ISARGMAX,FWD20,0.14134119698337289,0.9861110497210084,-0.19983154054596786
0,B136,ALL_ISARGMAX,RANDW20,0.13345880971065704,1.2092937211532382,-0.1851088509395128
0,B136,RANDH20,RANDH20 (8 seeds),0.11902022300000342,1.069309782025442,-0.17858989632671665
0,B136,RANDW20,RANDW20 (8 seeds),0.1157320699526587,1.0616361800087062,-0.1793828487757225
0,B136,RULES v1,baseline,0.09283844674412256,0.8568806821147589,-0.18353080750935924
0,B136,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
0,BSTK100,EWALL,EWall,0.13132879645093487,1.082045875367407,-0.25809103219438734
0,BSTK100,FWD20,FWD20,0.1459228284017242,0.9818249098311408,-0.2706033625096158
0,BSTK100,FWD_ISARGMAX,FWD20,0.1459228284017242,0.9818249098311408,-0.2706033625096158
0,BSTK100,ALL_ISARGMAX,RANDH30,0.12886475076707882,1.0693587420507376,-0.26376208647673993
0,BSTK100,RANDH20,RANDH20 (8 seeds),0.13063616981611878,1.04135321406555,-0.2613804445358634
0,BSTK100,RANDW20,RANDW20 (8 seeds),0.1318204315988108,1.0509321012025776,-0.25933819844656136
0,BSTK100,RULES v1,baseline,0.09133904149771532,0.7235682121760401,-0.2079286541323384
0,BSTK100,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
10,U56,EWALL,EWall,0.11329149227062874,1.111874408264675,-0.1587470484779454
10,U56,FWD20,FWD20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
10,U56,FWD_ISARGMAX,FWD20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
10,U56,ALL_ISARGMAX,RANDH20,0.11575875787421652,1.1618462370643112,-0.1541498849568511
10,U56,RANDH20,RANDH20 (8 seeds),0.1111485310997487,1.0752908509755648,-0.1655524030472787
10,U56,RANDW20,RANDW20 (8 seeds),0.07867040196745398,0.783029272397656,-0.163143826838301
10,U56,RULES v1,baseline,0.07730300522922962,0.747063834691694,-0.13827796154480798
10,U56,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
10,B136,EWALL,EWall,0.10583657394304091,1.0185476662771331,-0.17687931105226462
10,B136,FWD20,FWD20,0.12454335283909401,0.8836022780725372,-0.20052048331108296
10,B136,FWD_ISARGMAX,FWD30,0.11601647704030738,0.8951694506747754,-0.20296607416739587
10,B136,ALL_ISARGMAX,RANDH20,0.10876101381113035,0.994112347597801,-0.17352549864553812
10,B136,RANDH20,RANDH20 (8 seeds),0.1083168551266171,0.9821963844917388,-0.18337634164435385
10,B136,RANDW20,RANDW20 (8 seeds),0.049752497286809444,0.499463331681873,-0.1907924009308002
10,B136,RULES v1,baseline,0.05941502665859644,0.5762505378038233,-0.2119126361153264
10,B136,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
