panel,anchor,ladder,chooser,k,anchor_rung,pick,moved,S_OBS_MARGIN,S_OBS_RATIO,S_PBOOT_TOP,S_PBOOT_MARGIN,d,pick_OOS_Sharpe,anchor_OOS_Sharpe,pick_CAGR,pick_Sharpe,pick_MaxDD,pick_H1,pick_H2,pick_OOS_CAGR,pick_OOS_MaxDD,i2011_pick,i2011_moved,i2011_d,i2011_S_OBS_MARGIN,i2011_S_OBS_RATIO,i2011_S_PBOOT_TOP,i2011_S_PBOOT_MARGIN,i2012_pick,i2012_moved,i2012_d,i2012_S_OBS_MARGIN,i2012_S_OBS_RATIO,i2012_S_PBOOT_TOP,i2012_S_PBOOT_MARGIN,i2013_pick,i2013_moved,i2013_d,i2013_S_OBS_MARGIN,i2013_S_OBS_RATIO,i2013_S_PBOOT_TOP,i2013_S_PBOOT_MARGIN,i2014_pick,i2014_moved,i2014_d,i2014_S_OBS_MARGIN,i2014_S_OBS_RATIO,i2014_S_PBOOT_TOP,i2014_S_PBOOT_MARGIN
U56,A,CADENCE,CH_ISCAGR,4,W,W,False,0.044574619149891186,0.8071327402077725,0.512,0.329,0.0,1.1687759914997473,1.1687759914997473,0.15618726699090724,1.1423044406701397,-0.19127563591226426,1.2049096419872931,1.1009159382357854,0.17042230856703666,-0.19127563591226404,D,True,-0.1986832989422498,0.09898604894546169,0.44188678459935254,0.631,0.42600000000000005,D,True,-0.13224331275751955,0.028159006990972513,0.2517989385993222,0.379,0.09100000000000003,D,True,-0.16742492211608184,0.01973282945358277,0.23389197520058114,0.335,0.06,D,True,-0.21060335755430315,0.00035999353118836426,0.008857337096424814,0.27,0.020999999999999963
U56,A,CADENCE,CH_ISDD,4,W,D,True,0.05339900761165664,0.17542177306671594,0.341,0.032999999999999974,-0.04365281803150989,1.1251231734682374,1.1687759914997473,0.15448165249381085,1.0996085361182695,-0.231308678792147,1.2043656497157642,1.035610711756636,0.17253010026723592,-0.2313086787921469,D,True,-0.1986832989422498,0.05339900761165664,0.17542177306671594,0.457,0.043999999999999984,D,True,-0.13224331275751955,0.05339900761165664,0.17542177306671594,0.365,0.10100000000000003,D,True,-0.16742492211608184,0.05339900761165664,0.17542177306671594,0.367,0.11299999999999999,D,True,-0.21060335755430315,0.05339900761165664,0.17542177306671594,0.327,0.19
U56,B,N,CH_ISSHARPE,9,12,10,True,0.008928114332807466,0.13313881995414845,0.245,0.029000000000000026,-0.07977094653038941,0.9422886679378336,1.022059614468223,0.11668253314590182,1.0101231623201152,-0.20827784589054565,1.2126736591524163,0.8575454245919166,0.11580212491597175,-0.20827784589054532,40,True,0.002124785998064427,0.03368423180846736,0.10377964569378013,0.504,0.358,40,True,-0.10067509375033223,0.09701848146198677,0.24668775744196664,0.613,0.46599999999999997,40,True,-0.14862976854718513,0.049699075027251974,0.1761197394520075,0.48,0.20599999999999996,40,True,-0.10448351308182013,0.017702518822411882,0.08549559476772828,0.411,0.11699999999999999
U56,B,N,CH_ISCAGR,9,12,5,True,0.07184233497397835,0.19492132443382482,0.649,0.42400000000000004,-0.3267099314579768,0.6953496830102462,1.022059614468223,0.10853652106636402,0.8328447960563271,-0.20393816867154346,1.0592749703442843,0.6617623996026284,0.09474748661212762,-0.20393816867154335,12,False,0.0,0.008845578542588951,0.036699681681597665,0.104,0.281,10,True,0.03427200201346681,0.07912848134476143,0.3228601824568218,0.421,0.16399999999999998,10,True,-0.01498510592094382,0.11254834625072703,0.48066427309501664,0.581,0.31599999999999995,10,True,-0.0037639910321746184,0.09137806012227633,0.33006797590911047,0.531,0.22400000000000003
U56,B,N,CH_ISDD,9,12,40,True,0.12182572742631483,0.16119654486265103,0.896,0.848,0.06260434000875459,1.0846639544769776,1.022059614468223,0.0914188098597628,1.0917388100409162,-0.17462642779191362,1.2065310174369215,1.0083185539930732,0.09621425495498026,-0.1746264277919135,40,True,0.002124785998064427,0.12182572742631483,0.19115051287421456,0.881,0.842,40,True,-0.10067509375033223,0.12182572742631483,0.16119654486265103,0.903,0.864,40,True,-0.14862976854718513,0.12182572742631483,0.16119654486265103,0.903,0.87,40,True,-0.10448351308182013,0.12182572742631483,0.16119654486265103,0.909,0.862
U56,B,H,CH_ISSHARPE,4,63,252,True,0.020430655300906864,0.3999440719935396,0.405,0.13,0.04871319326450063,1.0707728077327237,1.022059614468223,0.12163863448713208,1.0942985458295722,-0.15415326401954077,1.2126994704687646,1.0274096175319762,0.13088009219828933,-0.15415326401954033,63,False,0.0,0.027271518475653938,0.08207644184225454,0.325,0.11199999999999999,21,True,-0.04262377934804196,0.03453396895766995,0.1389579293706448,0.353,0.08200000000000002,252,True,-0.021632476251864707,0.029389542779212185,0.32463872591586684,0.422,0.124,21,True,-0.027801192008339637,0.008817763882888362,0.22484717711448765,0.279,0.09799999999999998
U56,B,H,CH_ISCAGR,4,63,126,True,0.001314635457265624,0.06074935530895282,0.297,0.016000000000000014,0.054247283937903346,1.0763068984061264,1.022059614468223,0.12177541207022924,1.0909432215737411,-0.19091867036500587,1.2369159112507397,0.9963786051510565,0.13101216686199924,-0.19091867036500565,63,False,0.0,0.04455804377399212,0.11955180641916714,0.421,0.07799999999999996,21,True,-0.04262377934804196,0.05068988891503507,0.18175281696766882,0.361,0.01899999999999996,252,True,-0.021632476251864707,0.011036367084998193,0.13901696030499416,0.354,0.0040000000000000036,21,True,-0.027801192008339637,0.01110114717109156,0.24850664224765245,0.318,0.0040000000000000036
U56,B,H,CH_ISDD,4,63,21,True,0.0011115809077734693,0.005441060386468318,0.276,0.09699999999999998,0.05057543197261283,1.0726350464408358,1.022059614468223,0.11828697970820445,1.0857086429651355,-0.20956720983531207,1.162204953910659,1.035655838325759,0.12554589899095303,-0.20956720983531207,21,True,0.04813103808977237,0.08587386948488478,0.2970826250793485,0.297,0.01699999999999996,21,True,-0.04262377934804196,0.08587386948488478,0.2970826250793485,0.306,0.009000000000000008,21,True,-0.0650953987266214,0.08587386948488478,0.2970826250793485,0.309,0.0,21,True,-0.027801192008339637,0.08587386948488478,0.2970826250793485,0.372,0.09899999999999998
U56,B,GROSS,CH_ISSHARPE,10,0.55,0.75,True,0.000838193851194507,0.1086109950361266,0.994,0.989,0.0032774909546688935,1.025337105422892,1.022059614468223,0.15624628892639958,1.0519371897412992,-0.2558486769096884,1.2038005143233217,0.9408193972678378,0.1625792857053272,-0.2558486769096886,0.75,True,0.002015666643902403,0.0017369445380209883,0.10962748089474153,0.993,0.989,0.75,True,0.0017432911438077792,0.0017456742110962152,0.10979368276526706,0.996,0.994,0.75,True,0.002743028441236417,0.0009508084241242451,0.10712238021815249,0.993,0.988,0.75,True,0.0034203807230092087,0.0008432173668390081,0.10720081965404135,0.991,0.986
U56,B,GROSS,CH_ISCAGR,10,0.55,0.75,True,0.09336879122650216,0.11234950389126787,1.0,1.0,0.0032774909546688935,1.025337105422892,1.022059614468223,0.15624628892639958,1.0519371897412992,-0.2558486769096884,1.2038005143233217,0.9408193972678378,0.1625792857053272,-0.2558486769096886,0.75,True,0.002015666643902403,0.09170704492241298,0.11143008418889341,0.971,0.945,0.75,True,0.0017432911438077792,0.09029262140633512,0.11065962172301844,0.968,0.944,0.75,True,0.002743028441236417,0.09354535885680178,0.11244077380966717,0.994,0.991,0.75,True,0.0034203807230092087,0.09371173624467803,0.1125308869927529,1.0,1.0
U56,B,GROSS,CH_ISDD,10,0.55,0.3,True,0.09045063019200389,0.11335409792103632,1.0,1.0,-0.004210230999016407,1.0178493834692066,1.022059614468223,0.061761597365503906,1.0443172717047364,-0.10860544520464377,1.1950237580423368,0.9328700995567111,0.06438002167815648,-0.10860544520464377,0.3,True,-0.002599862714428136,0.09045063019200389,0.11335409792103632,1.0,1.0,0.3,True,-0.0022820194993835585,0.09045063019200389,0.11335409792103632,1.0,1.0,0.3,True,-0.0033666830653475976,0.09045063019200389,0.11335409792103632,1.0,1.0,0.3,True,-0.004161824763384225,0.09045063019200389,0.11335409792103632,1.0,1.0
U56,B,CADENCE,CH_ISSHARPE,4,M,W,True,0.030236334317974303,0.2736951758976029,0.683,0.533,0.09721284476374592,1.119272459231969,1.022059614468223,0.1293419799548372,1.1412516142175573,-0.20337490350320575,1.2455830743778038,1.0767390125390008,0.13780302730949967,-0.20337490350320575,D,True,-0.02549212761358044,0.02290075723698981,0.1217979762062834,0.437,0.07800000000000001,W,True,-0.0845112592433861,0.09642079321252471,0.32098293745454076,0.618,0.329,W,True,-0.11580092702543099,0.08444503301608428,0.42220506067572094,0.754,0.603,W,True,0.026920351544035714,0.08890492513930257,0.868993487270818,0.637,0.459
U56,B,CADENCE,CH_ISCAGR,4,M,W,True,0.04505838002328112,0.35277477611550345,0.718,0.575,0.09721284476374592,1.119272459231969,1.022059614468223,0.1293419799548372,1.1412516142175573,-0.20337490350320575,1.2455830743778038,1.0767390125390008,0.13780302730949967,-0.20337490350320575,D,True,-0.02549212761358044,0.018058501946146655,0.10201218758959307,0.458,0.020999999999999963,W,True,-0.0845112592433861,0.10640242011376409,0.34029843711686536,0.611,0.282,W,True,-0.11580092702543099,0.09291597007364752,0.4419359970358241,0.715,0.5449999999999999,W,True,0.026920351544035714,0.10680468664361306,0.8131732009405078,0.668,0.501
U56,B,CADENCE,CH_ISDD,4,M,W,True,0.018915718160908795,0.4876637333200608,0.239,0.191,0.09721284476374592,1.119272459231969,1.022059614468223,0.1293419799548372,1.1412516142175573,-0.20337490350320575,1.2455830743778038,1.0767390125390008,0.13780302730949967,-0.20337490350320575,W,True,0.044153284741325516,0.042026325830122155,0.6789494128319514,0.452,0.08500000000000002,W,True,-0.0845112592433861,0.042026325830122155,0.6789494128319514,0.436,0.08700000000000002,W,True,-0.11580092702543099,0.042026325830122155,0.6789494128319514,0.419,0.055999999999999994,W,True,0.026920351544035714,0.042026325830122155,0.6789494128319514,0.346,0.045999999999999985
B136,A,N,CH_ISSHARPE,9,20,8,True,0.00818857598440777,0.05010164046211599,0.215,0.18100000000000002,-0.22338792431073118,0.7866466863657643,1.0100346106764955,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.1455591690419591,-0.24535256443898168,10,True,0.1188604888265854,0.08080647083943193,0.3899785301663069,0.391,0.192,10,True,0.14421982428690105,0.018907173867285115,0.09451846571915719,0.276,0.177,10,True,0.05721811376854169,0.013602687241739958,0.06716538561855755,0.408,0.12699999999999995,10,True,-0.02373116185687979,0.009722708167079284,0.04956648234744578,0.324,0.015000000000000013
B136,A,N,CH_ISCAGR,9,20,5,True,0.11702445103264005,0.20962551635926033,0.759,0.628,-0.24134638911431416,0.7686882215621813,1.0100346106764955,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.150259915145035,-0.2812388100874458,10,True,0.1188604888265854,0.026363156821876343,0.06445294810565831,0.217,0.273,5,True,0.17977921513106265,0.1476865972483363,0.234870922061932,0.734,0.6,5,True,0.20529952481348013,0.05336007586056107,0.09199886498664599,0.624,0.4,5,True,0.11560050085379187,0.09801598258157841,0.16182972996896142,0.707,0.498
B136,A,N,CH_ISDD,9,20,30,True,0.005454432125342465,0.005866680701669048,0.454,0.015000000000000013,0.059518470146195046,1.0695530808226905,1.0100346106764955,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1661079493963833,-0.24354358049436964,25,True,0.01714132605889862,0.0026106235267808753,0.0028000732698990794,0.049,0.47600000000000003,25,True,0.05781767733097909,0.0026106235267808753,0.0028000732698990794,0.147,0.37899999999999995,25,True,0.1410911335276227,0.0026106235267808753,0.0028000732698990794,0.115,0.479,25,True,0.17465649090071828,0.0026106235267808753,0.0028000732698990794,0.112,0.10900000000000004
B136,A,H,CH_ISSHARPE,4,126,63,True,0.0040517796607300455,0.0462173030620439,0.459,0.134,-0.013998271788494998,0.9960363388880005,1.0100346106764955,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.16487229134834314,-0.28694818362899355,21,True,0.004457777869520729,0.013853867769366642,0.03462235646579594,0.321,0.08100000000000002,63,True,0.09862244194252723,0.02114714976595619,0.14509223255527037,0.261,0.11699999999999999,63,True,0.196115089614474,0.001742478220746877,0.017206254437949722,0.246,0.02999999999999997,126,False,0.0,0.021143997334044165,0.17322139022606878,0.489,0.194
B136,A,H,CH_ISCAGR,4,126,63,True,0.02215609855987321,0.18458495680119272,0.547,0.30700000000000005,-0.013998271788494998,0.9960363388880005,1.0100346106764955,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.16487229134834314,-0.28694818362899355,21,True,0.004457777869520729,0.012694403737551433,0.02883303695698506,0.335,0.07,63,True,0.09862244194252723,0.027655277844357475,0.17274286732128932,0.292,0.027000000000000024,21,True,0.17311733006676078,0.00372616468345001,0.03423711075696908,0.361,0.07300000000000001,126,False,0.0,0.01758215810786706,0.1512618085207498,0.426,0.133
B136,A,H,CH_ISDD,4,126,21,True,0.02218752591994416,0.09106179930456863,0.316,0.121,-0.013423161199687672,0.9966114494768078,1.0100346106764955,0.16273672121545713,1.0848266176335637,-0.2569070436953068,1.304650328807595,0.9060332245349892,0.15547309710536084,-0.2569070436953067,21,True,0.004457777869520729,0.0012210338769341248,0.005011353778093275,0.279,0.358,21,True,0.1223269397290474,0.0012210338769341248,0.005011353778093275,0.243,0.371,21,True,0.17311733006676078,0.0012210338769341248,0.005011353778093275,0.282,0.323,21,True,0.3771695581909446,0.0012210338769341248,0.005011353778093275,0.312,0.198
B136,A,GROSS,CH_ISSHARPE,10,0.75,0.75,False,0.0002909816307100299,0.0983826160205886,0.939,0.9179999999999999,0.0,1.0100346106764955,1.0100346106764955,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,-0.20740302267849475,0.75,False,0.0,0.00031470507474450565,0.09654633873270942,0.838,0.725,0.75,False,0.0,0.00020746637671188012,0.09285424294179409,0.794,0.656,0.75,False,0.0,0.00015597961008861926,0.0922107701005288,0.81,0.6920000000000001,0.75,False,0.0,0.0002569972279763738,0.09838374428999877,0.942,0.9169999999999999
B136,A,GROSS,CH_ISCAGR,10,0.75,0.75,False,0.06749162535264164,0.1117435887292361,1.0,1.0,0.0,1.0100346106764955,1.0100346106764955,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,-0.20740302267849475,0.75,False,0.0,0.06412190451382102,0.10838229575298353,0.974,0.956,0.75,False,0.0,0.06647071242649076,0.11073016924419371,0.997,0.996,0.75,False,0.0,0.06913830264996366,0.11331466092502823,0.999,0.998,0.75,False,0.0,0.06909400592637485,0.11327573711575367,1.0,1.0
B136,A,GROSS,CH_ISDD,10,0.75,0.3,True,0.0669593001714118,0.11283289741332068,1.0,1.0,-0.004535882691720783,1.0054987279847747,1.0100346106764955,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.06411548358053709,-0.08672096624141135,0.3,True,-0.0036606948565027775,0.0669593001714118,0.11283289741332068,1.0,1.0,0.3,True,-0.004408336675481239,0.0669593001714118,0.11283289741332068,1.0,1.0,0.3,True,-0.00567199424223952,0.0669593001714118,0.11283289741332068,1.0,1.0,0.3,True,-0.004369448947743937,0.0669593001714118,0.11283289741332068,1.0,1.0
B136,A,CADENCE,CH_ISSHARPE,4,W,W,False,0.01789290905045911,0.21877374737340133,0.405,0.132,0.0,1.0100346106764955,1.0100346106764955,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,-0.20740302267849475,D,True,-0.09993599388705321,0.0437383899474609,0.3737338760649945,0.522,0.29200000000000004,W,False,0.0,0.000351306629973815,0.01616141497017363,0.275,0.006000000000000005,W,False,0.0,0.03591236241508693,0.40823682430842584,0.399,0.137,W,False,0.0,0.06093894613844417,0.727356563481409,0.501,0.315
B136,A,CADENCE,CH_ISCAGR,4,W,W,False,0.00273807158196426,0.021234546888770252,0.402,0.014000000000000012,0.0,1.0100346106764955,1.0100346106764955,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,-0.20740302267849475,D,True,-0.09993599388705321,0.13306509834192726,0.7149886696596799,0.67,0.506,D,True,-0.03316742163375075,0.029433210940878318,0.3275978509700739,0.366,0.06,W,False,0.0,0.01263896723182694,0.08115778977908604,0.462,0.11300000000000004,W,False,0.0,0.05048380756366315,0.3557577325148206,0.547,0.26500000000000007
B136,A,CADENCE,CH_ISDD,4,W,D,True,0.05225388070330018,0.2871175082515936,0.425,0.15999999999999998,-0.05781553228912739,0.9522190783873681,1.0100346106764955,0.1658275110791685,1.0108299798090135,-0.283637731649679,1.2461224941070186,0.859320160034378,0.17050660867462075,-0.283637731649679,D,True,-0.09993599388705321,0.05225388070330018,0.2871175082515936,0.451,0.05399999999999999,D,True,-0.03316742163375075,0.05225388070330018,0.2871175082515936,0.412,0.00599999999999995,D,True,0.02176124814592495,0.05225388070330018,0.2871175082515936,0.422,0.02799999999999997,D,True,0.18226268889188418,0.05225388070330018,0.2871175082515936,0.454,0.07
B136,B,N,CH_ISSHARPE,9,12,5,True,0.016970455015361336,0.0817072167316622,0.412,0.24,-0.03463736988482502,0.698610168065447,0.733247537950272,0.13702875437211426,0.9300949839781103,-0.21393253690002834,1.361813788863586,0.6167371885282203,0.1073702836339403,-0.213932536900028,12,False,0.0,0.015009242081384601,0.07271726662542057,0.202,0.20400000000000001,20,True,-0.15212296487719157,0.0051591567870287874,0.030108161457268377,0.313,0.07600000000000001,20,True,-0.19721399285855912,0.007930272445053049,0.062117378000443244,0.209,0.059000000000000025,20,True,-0.31552529402489926,0.007481597332371559,0.06499780686688213,0.214,0.016000000000000014
B136,B,N,CH_ISCAGR,9,12,5,True,0.17482976006533846,0.31225429347604117,0.913,0.876,-0.03463736988482502,0.698610168065447,0.733247537950272,0.13702875437211426,0.9300949839781103,-0.21393253690002834,1.361813788863586,0.6167371885282203,0.1073702836339403,-0.213932536900028,5,True,0.03935107094208723,0.09474573439734225,0.2126082492384531,0.666,0.514,5,True,0.06574506607886188,0.06932238237210805,0.172844073506837,0.533,0.32100000000000006,5,True,0.16093129147546037,0.12137976311795837,0.3053716666408385,0.709,0.624,5,True,0.23162730700697276,0.1350970448878337,0.3359283291330338,0.75,0.674
B136,B,N,CH_ISDD,9,12,40,True,0.01141719420527154,0.031840309797914385,0.265,0.045999999999999985,0.29586055515788956,1.0291080931081615,0.733247537950272,0.10231699970763874,1.0312848531649141,-0.20835465989141078,1.1941633073471924,0.9091220703990586,0.10871937392615583,-0.208354659891411,40,True,-0.28493041701090505,0.01141719420527154,0.031840309797914385,0.329,0.030000000000000027,40,True,-0.34214045001087556,0.01141719420527154,0.031840309797914385,0.325,0.06,40,True,-0.39582379303648196,0.01141719420527154,0.031840309797914385,0.353,0.08999999999999997,40,True,-0.5797817645709124,0.01141719420527154,0.031840309797914385,0.448,0.233
B136,B,H,CH_ISSHARPE,4,63,63,False,0.02187684343202676,0.09729740352389178,0.574,0.22199999999999998,0.0,0.733247537950272,0.733247537950272,0.11517703184978423,0.9478901998343642,-0.20972115836238414,1.3742555269146757,0.6344943342152187,0.09355877958336878,-0.20972115836238392,63,False,0.0,0.00600346418129703,0.009282523000113858,0.425,0.07800000000000001,126,True,-0.4111116765692553,0.05183410557279476,0.10214867474374921,0.628,0.42300000000000004,126,True,-0.43202130297293184,0.013903355449216502,0.04094919516690368,0.426,0.09499999999999997,63,False,0.0,0.011314372080815295,0.04224668123453334,0.317,0.01699999999999996
B136,B,H,CH_ISCAGR,4,63,21,True,0.0018219583338178506,0.006585789039631589,0.445,0.067,0.18896120908514924,0.9222087470354212,0.733247537950272,0.12792376748321965,1.0591319642854804,-0.1999799365482282,1.3589239908927622,0.8176336008250017,0.11625569787580625,-0.1999799365482281,63,False,0.0,0.07567811007464594,0.10685531076901698,0.576,0.23699999999999993,63,False,0.0,0.003503630183179624,0.006862203276509634,0.326,0.09599999999999997,21,True,-0.04969949388806616,0.019501628866452604,0.04931420697166373,0.501,0.21800000000000003,21,True,-0.07154307473536803,0.014901014982318004,0.04581577874682768,0.489,0.176
