SET,TOL,CHOOSER,move_rate,mean_OOS_S,med_OOS_S,n,vs_anchor
ALL4,T_NONE,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_NONE,CH_WIDEST,0.9047619047619048,0.9958652577472178,0.9964696911229451,42,-0.04035678757390526
ALL4,T_NONE,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_EXACT,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_EXACT,CH_WIDEST,1.0,0.9892083607081603,0.9544643005968599,42,-0.047013684612962736
ALL4,T_EXACT,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_095,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_095,CH_WIDEST,1.0,0.9892083607081603,0.9544643005968599,42,-0.047013684612962736
ALL4,T_095,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_090,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_090,CH_WIDEST,1.0,0.9802541555317061,0.9544643005968599,42,-0.055967889789416914
ALL4,T_090,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_080,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_080,CH_WIDEST,0.8571428571428571,1.0292374325957119,0.9964696911229451,42,-0.006984612725411177
ALL4,T_080,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_060,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
ALL4,T_060,CH_WIDEST,0.8095238095238095,1.0649286546765324,0.9964696911229451,42,0.028706609355409363
ALL4,T_060,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_NONE,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_NONE,CH_WIDEST,0.9047619047619048,0.9958652577472178,0.9964696911229451,42,-0.04035678757390526
NG3,T_NONE,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_EXACT,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_EXACT,CH_WIDEST,1.0,0.9892083607081603,0.9544643005968599,42,-0.047013684612962736
NG3,T_EXACT,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_095,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_095,CH_WIDEST,1.0,0.9892083607081603,0.9544643005968599,42,-0.047013684612962736
NG3,T_095,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_090,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_090,CH_WIDEST,1.0,0.9802541555317061,0.9544643005968599,42,-0.055967889789416914
NG3,T_090,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_080,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_080,CH_WIDEST,0.8571428571428571,1.0292374325957119,0.9964696911229451,42,-0.006984612725411177
NG3,T_080,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_060,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NG3,T_060,CH_WIDEST,0.8095238095238095,1.0649286546765324,0.9964696911229451,42,0.028706609355409363
NG3,T_060,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_NONE,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_NONE,CH_WIDEST,1.0,1.0069295439695307,0.9964696911229451,42,-0.029292501351592337
NHG,T_NONE,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_EXACT,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_EXACT,CH_WIDEST,1.0,0.9892083607081603,0.9544643005968599,42,-0.047013684612962736
NHG,T_EXACT,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_095,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_095,CH_WIDEST,1.0,0.9892083607081603,0.9544643005968599,42,-0.047013684612962736
NHG,T_095,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_090,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_090,CH_WIDEST,1.0,0.9802541555317061,0.9544643005968599,42,-0.055967889789416914
NHG,T_090,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_080,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_080,CH_WIDEST,0.8571428571428571,1.0292374325957119,0.9964696911229451,42,-0.006984612725411177
NHG,T_080,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_060,CH_ANCHOR,0.0,1.036222045321123,1.002327719466709,42,0.0
NHG,T_060,CH_WIDEST,0.8095238095238095,1.0649286546765324,0.9964696911229451,42,0.028706609355409363
NHG,T_060,CH_RESOLVED,0.0,1.036222045321123,1.002327719466709,42,0.0
