panel,construction,offset,cost,window,CAGR,Sharpe,MaxDD,H1,H2,pass4b,pass4a,L1_H1,L2_H2,L3_DD,L4_CAGR,m_H1,m_H2,m_DD_pp,m_CAGR_pp,turnover_per_yr
B136,AGG,1,50,FULL,0.11511302285369696,1.042540068642189,-0.21697138657121062,1.2712995180746118,0.8288165782105975,False,False,True,True,False,True,0.3142258109428274,0.0039022237810472093,-1.4675666726852499,0.9252817793650017,1.2683548927322614
B136,AGG,1,50,IS,0.132283581579133,1.1726550242890872,-0.12713067866006522,1.1041675333097565,1.2980302718496342,True,False,True,True,True,True,0.2664019843661608,0.23766410341815702,0.5219493916025414,2.756524756520265,
B136,AGG,1,50,OOS,0.1011905530418673,0.9339327362942691,-0.21697138657121084,1.1405615311413333,0.7192205140972057,False,False,True,False,False,False,0.14944964077276068,-0.02755812354015441,-1.4675666726852805,-0.5609716645773699,
B136,AGG,2,0,FULL,0.1229125804646698,1.0747017884809762,-0.23585369425942548,1.3209404018168935,0.860002638280723,False,False,True,True,False,True,0.3638666946851091,0.035088283851172686,-3.355797441506736,1.7052375404622857,1.2761757982718087
B136,AGG,2,0,IS,0.13876462199130124,1.2231823858343474,-0.12539842488702257,1.167393481427506,1.3329186814016423,True,False,True,True,True,True,0.3296279324839103,0.27255251297016514,0.6951747689068061,3.4046287977370886,
B136,AGG,2,0,OOS,0.11004440909142343,0.9578697962007489,-0.23585369425942604,1.026982542329891,0.8830904492372318,False,False,True,True,False,True,0.035870651961318445,0.1363118115998717,-3.3557974415068,0.3244139403782431,
B136,AGG,2,10,FULL,0.12148214338516783,1.0635815261733657,-0.23706121311178818,1.3133484783601057,0.8457315611695775,False,False,True,True,False,True,0.3562747712283213,0.020817206740027183,-3.476549326743006,1.562193832512089,1.2761757982718087
B136,AGG,2,10,IS,0.13780267155571302,1.2156990008750916,-0.12571024203891168,1.1598374674502978,1.3252931849472727,True,False,True,True,True,True,0.32207191850670214,0.26492701651579553,0.6639930537178956,3.3084337541782665,
B136,AGG,2,10,OOS,0.10823885639120268,0.9438883174707943,-0.2370612131117883,1.0158231134923232,0.8657663713878195,False,False,True,True,False,True,0.024711223123750625,0.11898773375045946,-3.4765493267430254,0.14385867035616728,
B136,AGG,2,25,FULL,0.11933914781574217,1.046844335328154,-0.23887046288887592,1.301942421454978,0.8242539039966729,False,False,True,False,False,True,0.34486871432319355,-0.0006604504328774352,-3.65747430445178,1.3478942755695236,1.2761757982718087
B136,AGG,2,25,IS,0.1363610957305741,1.20445654413822,-0.1261777699928338,1.148479331164031,1.313851742295987,True,False,True,True,True,True,0.3107137822204352,0.25348557386450987,0.6172402583256825,3.1642761716643735,
B136,AGG,2,25,OOS,0.10553481098878992,0.9228385655991518,-0.2388704628888758,0.9990293269948385,0.8396731227326129,False,False,True,True,False,False,0.007917436626265872,0.09289448509525278,-3.6574743044517772,-0.12654586988510852,
B136,AGG,2,50,FULL,0.11577457069711405,1.018805156864662,-0.2418804724024003,1.2828850426933802,0.7882840543749317,False,False,True,False,False,True,0.3258113355615958,-0.03663030005461865,-3.958475255804217,0.9914365637067115,1.2761757982718087
B136,AGG,2,50,IS,0.13396206415471812,1.1856739422893696,-0.12695645613384232,1.1294865016994704,1.294774325362599,True,False,True,True,True,True,0.29172095275587473,0.23440815693112182,0.5393716442248314,2.9243730140787765,
B136,AGG,2,50,OOS,0.101039470559108,0.8875640513289439,-0.2418804724024003,0.9709024310519989,0.7959250018101742,False,False,False,True,False,False,-0.020209459316573697,0.04914636417281415,-3.9584752558042253,-0.5760799128533001,
B136,AGG,3,0,FULL,0.12331606410785678,1.0853858101274134,-0.22120476043967086,1.3339253775162505,0.8676771056262135,False,False,True,True,False,True,0.3768516703844661,0.042762751196663173,-1.8909040595312732,1.7455859047809843,1.1870099820441742
B136,AGG,3,0,IS,0.13945857854304577,1.2352570830131406,-0.126113152363867,1.1792108327085036,1.342353057856622,True,False,True,True,True,True,0.3414452837649079,0.28198688942514494,0.6237020212223637,3.474024452911542,
B136,AGG,3,0,OOS,0.11021508140926106,0.9670015698137857,-0.2212047604396712,1.041139519652866,0.8868120425760502,False,False,True,True,False,True,0.050027629284293496,0.1400334049386901,-1.890904059531315,0.3414811721620059,
B136,AGG,3,10,FULL,0.12198249724713284,1.0747733767023324,-0.22126773497980923,1.3261671686621244,0.8545422545113118,False,False,True,True,False,True,0.36909346153033995,0.029627900081761527,-1.8972015135451104,1.6122292187085898,1.1870099820441742
B136,AGG,3,10,IS,0.13849820488751585,1.2276152633597697,-0.12642776563220337,1.171529777152289,1.3345920463097103,True,False,True,True,True,True,0.33376422820869334,0.27422587787823316,0.5922406943887265,3.37798708735855,
B136,AGG,3,10,OOS,0.10858284800966134,0.9540610004997883,-0.2212677349798089,1.0296843044165809,0.8721535726876163,False,False,True,True,False,True,0.03857241404800826,0.1253749350502562,-1.8972015135450855,0.1782578322020334,
B136,AGG,3,25,FULL,0.11998448648288074,1.058813789892494,-0.22136219055805673,1.314514410607936,0.8347929333203999,False,False,True,True,False,True,0.35744070347615164,0.009878578890849643,-1.9066470713698602,1.4124281422833798,1.1870099820441742
B136,AGG,3,25,IS,0.13705898478658618,1.2161381658802541,-0.12689948336289292,1.1599887926360015,1.3229470322631138,True,False,True,True,True,True,0.32222324369240585,0.2625808638316367,0.5450689213197718,3.2340650772655826,
B136,AGG,3,25,OOS,0.10613800710773424,0.9345970897689921,-0.22136219055805684,1.0124499488513188,0.8501115336102409,False,False,True,True,False,False,0.02133805848274617,0.10333289597288087,-1.9066470713698798,-0.06622625799067583,
B136,AGG,3,50,FULL,0.11666069758904363,1.0321115316773029,-0.2219914273270287,1.2950532221326831,0.8017639694362699,False,False,True,False,False,True,0.33797951500089873,-0.02315038499328037,-1.9695707482670577,1.0800492528996688,1.1870099820441742
B136,AGG,3,50,IS,0.13466385426215677,1.1969726142237074,-0.12768514074837367,1.1407039479757841,1.3035295470857617,True,False,True,True,True,True,0.30293839903218844,0.2431633786542846,0.46650318277169645,2.9945520248226414,
B136,AGG,3,50,OOS,0.10207261378707555,0.9020274657598472,-0.2219914273270286,0.9835977666183566,0.813245136427749,False,False,False,True,False,False,-0.007514123750215984,0.0664664987903889,-1.969570748267055,-0.4727655900565453,
B136,AGG,4,0,FULL,0.12459449663891231,1.0956281433880715,-0.22903722869728926,1.3569456798285529,0.8657807535867575,False,False,True,True,False,True,0.39987197269676844,0.040866399157207245,-2.674150885293114,1.8734291578865372,1.1970722068074808
B136,AGG,4,0,IS,0.1427524355228451,1.2596969102232167,-0.12208211704424876,1.2190089430306534,1.3475842027664802,True,False,True,True,True,True,0.38124339408705776,0.28721803433500304,1.0268055531841873,3.8034101508914757,
B136,AGG,4,0,OOS,0.10988130709920019,0.9656059378697711,-0.22903722869728949,1.0347784195448488,0.8910196633458399,False,False,True,True,False,True,0.043666529176276225,0.14424102570847985,-2.6741508852931446,0.30810374115591843,
B136,AGG,4,10,FULL,0.12325143034645736,1.0851729836034802,-0.23025167413357406,1.3492392599410319,0.852840581062551,False,False,True,True,False,True,0.3921655528092475,0.027926226633000706,-2.7955954289215934,1.7391225286410419,1.1970722068074808
B136,AGG,4,10,IS,0.14177378589431355,1.2520954655795025,-0.12244475213092121,1.2114453062956052,1.3396861502597366,True,False,True,True,True,True,0.37367975735200953,0.27931998182825946,0.9905420445169427,3.70554518803832,
B136,AGG,4,10,OOS,0.10824758413354307,0.9528856411807325,-0.23025167413357406,1.0235918602744696,0.8765355998500687,False,False,True,True,False,True,0.032479969905896966,0.1297569622127086,-2.795595428921602,0.14473144459020704,
B136,AGG,4,25,FULL,0.12123921772654733,1.0694397139498775,-0.23207129401982285,1.3376601548096778,0.833367940784289,False,False,True,True,False,True,0.3805864476778934,0.008453586354738696,-2.9775574175464725,1.5379012666500393,1.1970722068074808
B136,AGG,4,25,IS,0.14030720821891696,1.2406747656280372,-0.12298843895096434,1.2000735590723977,1.3278360512122445,True,False,True,True,True,True,0.362308010128802,0.26746988278076733,0.9361733625126295,3.5588874204986602,
B136,AGG,4,25,OOS,0.10580053240944398,0.9337373542071885,-0.23207129401982307,1.0067425052211505,0.8547465914231589,False,False,True,True,False,False,0.015630614852577884,0.10796795378579882,-2.977557417546503,-0.09997372781970215,
B136,AGG,4,50,FULL,0.11789188490820113,1.0430887255831833,-0.23509853449269558,1.3183109118000278,0.8007586753715983,False,False,True,False,False,True,0.3612372046682434,-0.024155679057952018,-3.2802814648337453,1.2031679848154189,1.1970722068074808
B136,AGG,4,50,IS,0.1378666318462296,1.2215920442935595,-0.12389387526074014,1.181052242954074,1.3080780412512834,True,False,True,True,True,True,0.3432866940104783,0.24771187281980622,0.8456297315350497,3.314829783229925,
B136,AGG,4,50,OOS,0.10173151692085236,0.9016537457512549,-0.23509853449269547,0.9784832305964339,0.8182786679366595,False,False,False,True,False,False,-0.012628659772138673,0.07150003029929941,-3.2802814648337426,-0.5068752766788642,
B136,ENS,0,0,FULL,0.12423610213736325,1.1072524976281553,-0.20900179637171457,1.3278031550244365,0.9066739003043494,False,False,True,True,False,True,0.37072944789265205,0.08175954587479906,-0.6706076527356442,1.8375897077316308,1.2244426568912339
B136,ENS,0,0,IS,0.13904572129014903,1.2293767262786532,-0.12495610150023073,1.17179025037579,1.3398202604616725,True,False,True,True,True,True,0.3340247014321943,0.27945409203019533,0.7394071075859904,3.4327387276218673,
B136,ENS,0,0,OOS,0.11220392788077871,1.0074576163521016,-0.209001796371715,1.1367945891320257,0.8688276218420781,False,False,True,True,False,True,0.14568269876345308,0.12204898420471799,-0.6706076527356969,0.5403658193137706,
B136,ENS,0,10,FULL,0.12286140176975957,1.0962990858619963,-0.2102416537028401,1.3200148253384816,0.8927824149639009,False,False,True,True,False,True,0.36294111820669717,0.06786806053435057,-0.7945933858481968,1.7001196709712632,1.2244426568912339
B136,ENS,0,10,IS,0.13807777854680636,1.2217016671542218,-0.1252932887221907,1.1640515734929142,1.3320338376123593,True,False,True,True,True,True,0.32628602454931854,0.27166766918088214,0.7056883853899937,3.335944453287601,
B136,ENS,0,10,OOS,0.11050296121454761,0.9938257193421957,-0.21024165370283998,1.1250362085230097,0.8531618861596727,False,False,True,True,False,True,0.13392431815443706,0.10638324852231262,-0.7945933858481941,0.37026915269066096,
B136,ENS,0,25,FULL,0.12080235100095238,1.0798567381484399,-0.21209811689336777,1.3083298350753594,0.8719269251202001,False,False,True,True,False,True,0.35125612794357497,0.04701257069064979,-0.9802397049009648,1.494214594090544,1.2244426568912339
B136,ENS,0,25,IS,0.1366273707326755,1.21018672730244,-0.1257988284887427,1.1524402611990516,1.3203540050955986,True,False,True,True,True,True,0.31467471225545596,0.2599878366641215,0.6551344087347949,3.1909036718745147,
B136,ENS,0,25,OOS,0.10795614355720051,0.9733584229788516,-0.21209811689336788,1.107378688589051,0.8296460396339769,False,False,True,True,False,True,0.11626679822047847,0.0828674019966168,-0.9802397049009842,0.11558738695595094,
B136,ENS,0,50,FULL,0.11737858425724812,1.0524216688752899,-0.21518338048649543,1.2888484119065617,0.8371221189573644,False,False,True,True,False,True,0.33177470477477733,0.012207764527814136,-1.288766064213731,1.151837919720118,1.2244426568912339
B136,ENS,0,50,IS,0.13421403572072288,1.1909891080169612,-0.12664075232681182,1.1330796163373833,1.3008870936216428,True,False,True,True,True,True,0.2953140673937876,0.24052092519016566,0.5709420249278813,2.9495701706792525,
B136,ENS,0,50,OOS,0.10372377183547954,0.939197332753813,-0.21518338048649543,1.0778983121106245,0.7904111425893962,False,False,True,True,False,False,0.08678642174205187,0.04363250495203608,-1.2887660642137395,-0.3076497852161464,
U56,AGG,0,0,FULL,0.1232353784218454,1.114141882922878,-0.22511390299984135,1.2441466833409847,1.0100370274157768,False,False,True,True,False,True,0.28709922409198885,0.18363721448633918,-2.2810362654729524,1.7263950521456461,1.1590509938032263
U56,AGG,0,0,IS,0.12212162394908033,1.1541367778511524,-0.11928121144490267,1.0788706295016202,1.2972558582193285,True,False,True,True,True,True,0.24111826259485414,0.23694376385696203,1.3090796141696974,1.7410051447026855,
U56,AGG,0,0,OOS,0.12415193987744311,1.085424128078969,-0.22511390299984135,1.2103506398301673,0.9469275885579471,False,False,True,True,False,True,0.21928144980294262,0.19716916902220138,-2.2810362654729524,1.7143176378638851,
U56,AGG,0,10,FULL,0.1219314179352795,1.1033087798477312,-0.22525877703452324,1.2338406882622057,0.9986500893613514,False,False,True,True,False,True,0.2767932290132099,0.1722502764319137,-2.295523668941141,1.595999003489057,1.1590509938032263
U56,AGG,0,10,IS,0.1209583422837448,1.1438147792604676,-0.11950128040847308,1.0670283296287966,1.2888953859016814,True,False,True,True,True,True,0.22927596272203055,0.2285832915393149,1.2870727178126566,1.624676978169133,
U56,AGG,0,10,OOS,0.12273211738656808,1.0741735735733733,-0.22525877703452357,1.2015291185677497,0.9328245984742563,False,False,True,True,False,True,0.21045992854052498,0.18306617893851052,-2.2955236689411738,1.572335388776383,
U56,AGG,0,25,FULL,0.11997767967900841,1.087019784665025,-0.2254760492654595,1.218351824565864,0.9815253175423969,False,False,True,True,False,True,0.2613043653168682,0.15512550461295926,-2.3172508920347665,1.4006251778619472,1.1590509938032263
U56,AGG,0,25,IS,0.11921519803769143,1.1283047192178983,-0.12003928322091117,1.0492320621651399,1.2763536380818992,True,False,True,True,True,True,0.21147969525837385,0.21604154371953266,1.2332724365688468,1.4503625535637956,
U56,AGG,0,25,OOS,0.12060498425733468,1.0572501030277581,-0.22547604926545917,1.1882629673318772,0.9116124773413281,False,False,True,True,False,True,0.19719377730465248,0.16185405780558237,-2.3172508920347337,1.3596220758530424,
U56,AGG,0,50,FULL,0.11672731365120792,1.0597734570503439,-0.22583806614496615,1.1924628146094187,0.9528738556231935,False,False,True,True,False,True,0.2354153553604229,0.12647404269375584,-2.353452579985432,1.0755885750818983,1.1590509938032263
U56,AGG,0,50,IS,0.11631469280245899,1.1023879657821904,-0.12093526110238706,1.0194934707258398,1.2554482071298008,True,False,True,True,True,True,0.18174110381907382,0.19513611276743426,1.1436746484212583,1.1603120300405514,
U56,AGG,0,50,OOS,0.1170666864187162,1.0289252149868195,-0.22583806614496593,1.1660660183347378,0.8761206939821851,False,False,True,True,False,True,0.17499682830751306,0.12636227444643933,-2.35345257998541,1.0057922919911948,
U56,AGG,1,0,FULL,0.12111534298900883,1.0898588734305215,-0.22402885820041885,1.2270628293293655,0.9817180757143937,False,False,True,True,False,True,0.2700153700803697,0.15531826278495608,-2.172531785530701,1.5143915088619897,1.1555846273372035
U56,AGG,1,0,IS,0.12003554615224554,1.1357216591779498,-0.11977274250814207,1.047847993515817,1.29685690861851,True,False,True,True,True,True,0.2100956266090509,0.2365448142561435,1.259926507845757,1.532397365019207,
U56,AGG,1,0,OOS,0.12200393606688564,1.0575162256737796,-0.22402885820041885,1.2308001315947106,0.8634140795191566,False,False,True,True,False,True,0.23973094156748587,0.11365565998341087,-2.172531785530701,1.4995172568081387,
U56,AGG,1,10,FULL,0.11981965778633707,1.0792921936299809,-0.22416509200581214,1.2170185551160468,0.9706072884489937,False,False,True,True,False,True,0.259971095867051,0.14420747551955604,-2.186155166070031,1.3848229885948138,1.1555846273372035
U56,AGG,1,10,IS,0.11887989063011273,1.125634591246704,-0.11996145987814699,1.0363640202940085,1.2885082447971556,True,False,True,True,True,True,0.19861165338724251,0.22819615043478914,1.241054770845265,1.4168318128059256,
U56,AGG,1,10,OOS,0.12059292937993393,1.0465580338617626,-0.22416509200581192,1.2221980105436094,0.8496964978036224,False,False,True,True,False,True,0.23112882051638473,0.0999380782678767,-2.1861551660700087,1.3584165881129677,
U56,AGG,1,25,FULL,0.11787830646322783,1.0633984346283663,-0.2243694088139634,1.2019159024429233,0.9538938609762265,False,False,True,True,False,True,0.24486844319392753,0.12749404804678888,-2.2065868468851555,1.1906878562838896,1.1555846273372035
U56,AGG,1,25,IS,0.11714816719139498,1.1104705432034125,-0.12044828347607095,1.0190957915336327,1.2759825509251197,True,False,True,True,True,True,0.1813434246268667,0.2156704565627532,1.1923724110528693,1.243659468934151,
U56,AGG,1,25,OOS,0.11847898736629503,1.0300703127257431,-0.2243694088139635,1.2092583777366424,0.8290601927085514,False,False,True,True,False,True,0.21818918770941764,0.07930177317280562,-2.206586846885167,1.1470223867490774,
U56,AGG,1,50,FULL,0.11464851615432536,1.0367987336752182,-0.2309754176938339,1.1766533454213297,0.9259198162522313,False,False,True,True,False,True,0.2196058861723339,0.09952000332279365,-2.867187734872206,0.8677088253936427,1.1555846273372035
U56,AGG,1,50,IS,0.11426664765026384,1.085113229578976,-0.12129254629261832,0.9902116205077376,1.2550994517114071,True,False,True,True,True,True,0.15245925360097157,0.19478735734904062,1.1079461293981323,0.955507514821037,
U56,AGG,1,50,OOS,0.11496258800538084,1.0024637387617674,-0.230975417693834,1.1875985817108463,0.7945208818773477,False,False,True,True,False,True,0.1965293916836216,0.04476246234160197,-2.8671877348722177,0.7953824506576584,
U56,AGG,2,0,FULL,0.12397119315430061,1.1182849341653645,-0.22289716960858053,1.2534672633620398,1.0116556014444362,False,False,True,True,False,True,0.296419804113044,0.18525578851499858,-2.0593629263468696,1.799976525391167,1.1609112070584329
U56,AGG,2,0,IS,0.12279937713371769,1.1638649854980505,-0.1195416483572116,1.097299810947305,1.293604572485201,True,False,True,True,True,True,0.2595474440405391,0.2332924781228345,1.2830359229388049,1.808780463166422,
U56,AGG,2,0,OOS,0.12493558107738112,1.08606711234215,-0.2228971696085802,1.2387685206969286,0.9153184105824307,False,False,True,True,False,True,0.24769933066970384,0.16555999104668495,-2.059362926346836,1.7926817578576864,
U56,AGG,2,10,FULL,0.12266757425405683,1.1077187830397512,-0.2230313394117328,1.2437482839865295,1.00032963781862,False,False,True,True,False,True,0.28670082473753367,0.1739298248891823,-2.072779906662098,1.6696146353667896,1.1609112070584329
U56,AGG,2,10,IS,0.12164939050618728,1.1540996404277504,-0.11985061853933077,1.0861458219453202,1.285446374639511,True,False,True,True,True,True,0.24839345503855415,0.22513428027714455,1.2521389047268876,1.6937818004133811,
U56,AGG,2,10,OOS,0.12350542135772935,1.074893461766085,-0.22303133941173237,1.2300350505132434,0.9012653082445395,False,False,True,True,False,True,0.23896586048601864,0.1515068887087938,-2.0727799066620536,1.6496657858925095,
U56,AGG,2,25,FULL,0.12071435199707681,1.0918201056466312,-0.22323256168487893,1.2291220982679474,0.9832923173957551,False,False,True,True,False,True,0.27207463901895157,0.15689250446631742,-2.0929021339767093,1.474292409668787,1.1609112070584329
U56,AGG,2,25,IS,0.11992615092900927,1.139405982087811,-0.12031388168093604,1.0693514031067586,1.2732051358987235,True,False,True,True,True,True,0.23159903619999256,0.21289304153635702,1.2058125905663601,1.5214578426955796,
U56,AGG,2,25,OOS,0.12136282961996003,1.0580817345288338,-0.22323256168487893,1.216898952016491,0.880122079625829,False,False,True,True,False,True,0.2258297619892663,0.13036366009008327,-2.0929021339767093,1.4354066121155777,
U56,AGG,2,50,FULL,0.11746485560725506,1.0651969408644462,-0.22356784566879662,1.2046226644140836,0.9547757156598229,False,False,True,True,False,True,0.2475752051650878,0.12837590273038524,-2.1264305323684782,1.1493427706866122,1.1609112070584329
U56,AGG,2,50,IS,0.11705871933367318,1.1147997483346,-0.12108547483332155,1.041199873576735,1.2527927907983998,True,False,True,True,True,True,0.2034475066699689,0.19248069643603327,1.1286532753278093,1.2347146831619706,
U56,AGG,2,50,OOS,0.11779889309457903,1.0299332458515769,-0.22356784566879673,1.1949132949366332,0.844728885454694,False,False,True,True,False,True,0.20384410490940852,0.09497046591894831,-2.12643053236849,1.0790129595774771,
U56,AGG,3,0,FULL,0.12039525390170325,1.0911966700886888,-0.22851998809593765,1.2663953311935732,0.9496819922334138,False,False,True,True,False,True,0.30934787194457736,0.12328217930397611,-2.621644775082582,1.442382600131431,1.15331249360756
U56,AGG,3,0,IS,0.12431838907024373,1.1761446430380118,-0.11984519745088118,1.109066432897891,1.3067383012134386,True,False,True,True,True,True,0.27131406599112495,0.24642620685107208,1.2526810135718462,1.9606816568190257,
U56,AGG,3,0,OOS,0.1171798932590149,1.029006146529385,-0.2285199880959371,1.1973689073710523,0.8413557384305245,False,False,True,True,False,True,0.20629971734382757,0.09159731889477873,-2.621644775082527,1.0171129760210644,
U56,AGG,3,10,FULL,0.11910398876909056,1.0806557681757996,-0.2314276992402432,1.2566402447710263,0.9384361526747995,False,False,True,True,False,True,0.2995927855220305,0.11203633974536187,-2.912415889513137,1.3132560868701626,1.15331249360756
U56,AGG,3,10,IS,0.12316643666772209,1.1663449773976817,-0.12015760193968872,1.0980200587814002,1.2983629893739934,True,False,True,True,True,True,0.26026769187463417,0.2380508950116269,1.2214405646910924,1.8454864165668619,
U56,AGG,3,10,OOS,0.11577483739033934,1.0179030229618873,-0.23142769924024276,1.1887355193340758,0.8274010233840656,False,False,True,True,False,True,0.19766632930685113,0.07764260384831989,-2.9124158895130927,0.8766073891535081,
U56,AGG,3,25,FULL,0.11716925767484221,1.064797190302353,-0.23577195731523448,1.2419603872359242,0.9215231193172502,False,False,True,True,False,True,0.28491292798692835,0.09512330638781252,-3.346841697012265,1.1197829774453272,1.15331249360756
U56,AGG,3,25,IS,0.12144025248254575,1.1516007272145838,-0.12062601092051772,1.0813886767629874,1.2857959550196119,True,False,True,True,True,True,0.24363630985622142,0.22548386065724535,1.174599666608192,1.672867998049228,
U56,AGG,3,25,OOS,0.1136698164348211,1.0012006089342669,-0.23577195731523448,1.17575010374719,0.8064147704745763,False,False,True,True,False,True,0.1846809137199653,0.05665635093883059,-3.346841697012265,0.6661052936016848,
U56,AGG,3,50,FULL,0.11395047480328957,1.0382467841566863,-0.24296643373160387,1.2173728467486753,0.8932245356593441,False,False,True,True,False,True,0.2603253874996795,0.06682472272990647,-4.066289338649204,0.7979046902900633,1.15331249360756
U56,AGG,3,50,IS,0.11856792400112326,1.1269125959349893,-0.12140616549714367,1.0535131634338675,1.2648403089244327,True,False,True,True,True,True,0.21576079652710145,0.20452821456206616,1.0965842089455973,1.3856351499069788,
U56,AGG,3,50,OOS,0.11016827172645116,0.9732436420798278,-0.24296643373160487,1.154017025198478,0.7713079706535606,False,False,True,True,False,True,0.16294783517125333,0.02154955111781487,-4.0662893386493035,0.31595082276469066,
U56,AGG,4,0,FULL,0.1220156007331965,1.102186535852813,-0.2251468567684517,1.2690150697673483,0.9694085239992026,False,False,True,True,False,True,0.31196761051835253,0.14300871106976498,-2.284331642333987,1.6044172832807568,1.1678984201893896
U56,AGG,4,0,IS,0.12428185194018715,1.1779825179804144,-0.11572288614207704,1.1099628225973344,1.3092888597505727,True,False,True,True,True,True,0.27221045569056834,0.24897676538820623,1.66491214445226,1.9570279438133678,
U56,AGG,4,0,OOS,0.1201557023604336,1.047596888886033,-0.2251468567684516,1.217328634997461,0.8575442687213672,False,False,True,True,False,True,0.2262594449702363,0.10778584918562151,-2.2843316423339752,1.3146938861629347,
