panel,dial,channel,level,cheat,flip,pick,ctl_pick,d_OOS_Sharpe,d_OOS_CAGR,d_OOS_MaxDD,d_Sharpe
U56,BAND,ROUND,3,False,False,0.08,0.08,0.0,0.0,0.0,0.0
U56,BAND,ROUND,2,False,False,0.08,0.08,0.0,0.0,0.0,0.0
U56,BAND,ROUND,1,False,True,0.0,0.08,0.09010471533231579,0.0005288856318832469,0.02455243642864513,0.021202852658925853
U56,BAND,ROUND,0,False,True,0.0,0.08,0.09010471533231579,0.0005288856318832469,0.02455243642864513,0.021202852658925853
U56,BAND,WINDOW,IS_H2,False,True,0.2,0.08,-0.03993854001683972,-0.0013419978640778485,0.024017266429368744,-0.03209954118012126
U56,BAND,WINDOW,TRAIL5Y,False,True,0.2,0.08,-0.03993854001683972,-0.0013419978640778485,0.024017266429368744,-0.03209954118012126
U56,BAND,WINDOW,TRAIL3Y,False,True,0.2,0.08,-0.03993854001683972,-0.0013419978640778485,0.024017266429368744,-0.03209954118012126
U56,BAND,WINDOW,FULL,True,True,0.03,0.08,0.11200654940728372,0.004767555910767607,0.024119765460116738,0.05544051005190376
U56,BAND,BOOK,1,False,True,0.05,0.08,0.04438852464053,0.0009655544837525731,0.018996161611307794,-0.0007018693467717441
U56,BAND,BOOK,2,False,True,0.03,0.08,0.11200654940728372,0.004767555910767607,0.024119765460116738,0.05544051005190376
U56,BAND,BOOK,3,False,True,0.02,0.08,0.11421783830125865,0.003755453767533723,0.026083686601578338,0.04794064138942855
U56,BAND,BOOK,-1,False,True,0.12,0.08,0.0040039827962452534,-0.0003537397198738468,0.023164353084596634,0.0016447717889667146
U56,N,ROUND,3,False,False,50,50,0.0,0.0,0.0,0.0
U56,N,ROUND,2,False,False,50,50,0.0,0.0,0.0,0.0
U56,N,ROUND,1,False,False,50,50,0.0,0.0,0.0,0.0
U56,N,ROUND,0,False,True,3,50,-0.461660298466291,-0.05494840128545109,0.05440313484549819,-0.46481326600694206
U56,N,WINDOW,IS_H2,False,False,50,50,0.0,0.0,0.0,0.0
U56,N,WINDOW,TRAIL5Y,False,True,30,50,0.00854582734984266,0.006331230342548011,-0.0051798003982912455,-0.025502331734362116
U56,N,WINDOW,TRAIL3Y,False,True,30,50,0.00854582734984266,0.006331230342548011,-0.0051798003982912455,-0.025502331734362116
U56,N,WINDOW,FULL,True,False,50,50,0.0,0.0,0.0,0.0
U56,N,BOOK,1,False,True,40,50,-0.00603528648367857,0.0012032408879361078,-0.0069152522153523854,-0.011947120955732693
U56,N,BOOK,2,False,True,30,50,0.00854582734984266,0.006331230342548011,-0.0051798003982912455,-0.025502331734362116
U56,N,BOOK,3,False,True,20,50,-0.0819650092194184,-0.005327663512982861,-0.008460006761285888,-0.09918798541979035
U56,N,BOOK,-1,False,False,50,50,0.0,0.0,0.0,0.0
U56,GROSS,ROUND,3,False,True,0.95,1.0,0.00015486932285502242,-0.006441846883923574,0.007646974553564667,4.829031141651008e-05
U56,GROSS,ROUND,2,False,True,0.2,1.0,0.0017565834881261289,-0.10169676186105758,0.12625207796055937,9.714304911190297e-05
U56,GROSS,ROUND,1,False,True,0.2,1.0,0.0017565834881261289,-0.10169676186105758,0.12625207796055937,9.714304911190297e-05
