sleeve,weighting,gross,cost,window,n,CAGR,Sharpe,MaxDD,H1,H2,vol,spySharpe,edge,turnover,L1_H1,L2_H2,L3_S,L4_DDcap,L5_CAGRfloor,pass4b,pass4a
ALL56,EW,0.1,0.0,Y2012,250,0.014162796687955836,1.1971953551005843,-0.01065195403917063,1.386385043285514,0.9775681364607941,0.011805286311650735,1.237652695894811,-0.040457340794226804,0.11450891166769112,False,False,False,True,False,False,True
ALL56,EW,0.1,0.0,Y2013,252,0.026321829837185673,2.5749041772356462,-0.005806357808063378,1.9895232874593527,3.3394423151162593,0.010110523088724498,2.5846791583532798,-0.00977498111763353,0.10511581340102982,False,True,False,True,False,False,False
ALL56,EW,0.1,0.0,Y2014,252,0.010410226792931576,1.0222424961661973,-0.00755703183044909,1.9943807760215213,0.10526059277182667,0.010181792093395361,1.1796547172746248,-0.15741222110842745,0.09719146869458849,True,False,False,True,False,False,False
ALL56,EW,0.1,0.0,Y2015,252,0.00686678551420794,0.5210578542269511,-0.010914373148062761,1.2117556111310583,0.09094337247501656,0.01330284414793121,0.15647338963609952,0.36458446459085153,0.11864447423990049,True,True,True,True,False,False,False
ALL56,EW,0.1,0.0,Y2016,252,0.017949931002116948,1.4853526002615178,-0.009222171688610392,1.257601663058532,1.9398493069796463,0.01202637089337515,0.932883861426454,0.5524687388350639,0.11543589760286081,True,True,True,True,False,False,True
ALL56,EW,0.15,0.0,FULL,4444,0.026331973994272007,1.1258059796951712,-0.048208938011208624,1.2001581121795817,1.0661889396788877,0.023329734390777856,0.8845060132920908,0.24129996640308038,0.19018232375343214,True,True,True,True,False,False,False
ALL56,EW,0.15,0.0,IS,2007,0.025144437936785557,1.1134561253317872,-0.026129868858842165,1.0404303678339775,1.2951204717038425,0.022532078168358963,0.8986386739891564,0.21481745134263075,0.18373195560725097,True,True,True,True,False,False,False
ALL56,EW,0.15,0.0,OOS,2437,0.0273110064320341,1.1360937700807021,-0.048208938011208846,1.279938929461958,0.9854049082817496,0.023971154362955775,0.8739575612872552,0.2621362087934469,0.19549454733545338,True,True,True,True,False,False,False
ALL56,EW,0.15,0.0,ISH1_HALF,1003,0.027962637546629754,1.0404303678339775,-0.026129868858842165,1.4628886796766243,0.5458361326989667,0.026854818457987952,0.8377534152899397,0.20267695254403773,0.2069529930825011,True,False,True,True,False,False,True
ALL56,EW,0.15,0.0,ISH2_HALF,1004,0.02233675997038964,1.2951204717038425,-0.01916324254108137,1.6353208269978252,1.0370714035225947,0.01717155544279468,1.0603109088217444,0.2348095628820981,0.16053404665538257,False,True,True,True,False,False,False
ALL56,EW,0.15,0.0,CAL0912,999,0.027230222934937043,1.0137311725469451,-0.026129868858842165,1.4483939705814777,0.5025987591148772,0.026859053681551216,0.8104611305183171,0.20327004202862797,0.20629876768171332,True,False,True,True,False,False,True
ALL56,EW,0.15,0.0,CAL0910,497,0.042289340716792356,1.4320678725420832,-0.026129868858842165,1.7205146921505798,1.0723110516058099,0.029222809707663045,1.0390922765109214,0.39297559603116183,0.22067975814358284,True,True,True,True,False,False,False
ALL56,EW,0.15,0.0,CAL1112,502,0.012535442729198376,0.5250337392549429,-0.024432394940939517,0.16504201947063513,1.1672128614031119,0.024288538878644385,0.5441043455968064,-0.019070606341863527,0.1920610141766353,False,False,False,True,False,False,True
ALL56,EW,0.15,0.0,CAL1316,1008,0.02308145466628564,1.334191551016782,-0.019163242541080594,1.7957958634341344,0.9783825411372864,0.017215071186263982,1.101671080912679,0.23252047010410304,0.1613666329263106,False,True,True,True,False,False,False
ALL56,EW,0.15,0.0,Y2009,245,0.057612877839280374,1.6516198569859033,-0.026129868858842165,0.6992683460191731,3.7718370695064056,0.03427263641958963,1.1866895086101603,0.464930348375743,0.2567262352387763,True,True,True,True,False,False,True
ALL56,EW,0.15,0.0,Y2010,252,0.02760434050651628,1.1791516093108037,-0.0178678591319702,-0.39395780750609705,3.3713472892403793,0.023324078559906175,0.8718097148012244,0.30734189450957927,0.18563457207881146,True,True,True,True,False,False,False
ALL56,EW,0.15,0.0,Y2011,252,0.00393934896719772,0.14827460826156993,-0.024432394940939517,1.3528972939905504,-0.3929468994339724,0.029425346174163064,0.19671325116551447,-0.048438642903944534,0.21422255798114598,True,False,False,True,False,False,True
ALL56,EW,0.15,0.0,Y2012,250,0.021274795408880554,1.1976372277788387,-0.015948848058663145,1.3866147461015426,0.9782593439459544,0.017708774221288054,1.237652695894811,-0.04001546811597234,0.16972217802168849,False,False,False,True,False,False,True
ALL56,EW,0.15,0.0,Y2013,252,0.03970276134978157,2.575125901294474,-0.008699899478380901,1.9898583883725562,3.3394446108728335,0.015165253956643483,2.5846791583532798,-0.00955325705880572,0.1555791597366406,False,True,False,True,False,False,False
ALL56,EW,0.15,0.0,Y2014,252,0.01562311635732061,1.0226493195331485,-0.01131981561652351,1.995401857950004,0.105324264617037,0.015273073029315,1.1796547172746248,-0.15700539774147626,0.14404361652018818,True,False,False,True,False,False,False
ALL56,EW,0.15,0.0,Y2015,252,0.010262102589533084,0.5214947246811776,-0.016345484206587546,1.212404218559576,0.09145094337940185,0.019958847500717698,0.15647338963609952,0.3650213350450781,0.17531032681795106,True,True,True,True,True,True,False
ALL56,EW,0.15,0.0,Y2016,252,0.026987157538619577,1.4852069111927204,-0.01382218117348677,1.2572143918277974,1.940222188509997,0.018039870552134924,0.932883861426454,0.5523230497662664,0.17053342863046256,True,True,True,True,False,False,True
ALL56,EW,0.2,0.0,FULL,4444,0.03514566042718004,1.1259070851020432,-0.0639159961460285,1.2004467659616718,1.066157499373906,0.031111417399797833,0.8845060132920908,0.2414010718099524,0.2496850354034745,True,True,True,True,False,False,False
ALL56,EW,0.2,0.0,IS,2007,0.03355931632124309,1.1137590829331256,-0.034724170681537325,1.040806179154835,1.2952984411310995,0.03004401523527536,0.8986386739891564,0.21512040894396922,0.2411078028235403,True,True,True,True,False,False,False
ALL56,EW,0.2,0.0,OOS,2437,0.03645392784889312,1.1360430452549235,-0.06391599614602828,1.2794266279460544,0.9857810637660072,0.03196963774554622,0.8739575612872552,0.2620854839676683,0.2567488457391035,True,True,True,True,False,False,False
ALL56,EW,0.2,0.0,ISH1_HALF,1003,0.03730421899876002,1.040806179154835,-0.034724170681537325,1.4634327501386157,0.5460875669291271,0.03580721369411745,0.8377534152899397,0.20305276386489535,0.27105243211142116,True,False,True,True,False,False,True
ALL56,EW,0.2,0.0,ISH2_HALF,1004,0.029831643395324958,1.2952984411310995,-0.02550838507209341,1.6356632836088738,1.0371674320826425,0.022897434991015573,1.0603109088217444,0.2349875323093551,0.21119299886363546,False,True,True,True,False,False,False
ALL56,EW,0.2,0.0,CAL0912,999,0.03631977656606278,1.0141282618467284,-0.034724170681537325,1.4489462092814505,0.5028931808307416,0.035812975312304166,0.8104611305183171,0.2036671313284113,0.2702210038128444,True,False,True,True,False,False,True
ALL56,EW,0.2,0.0,CAL0910,497,0.056597525214476585,1.4326178391607345,-0.034724170681537325,1.7213350993393102,1.072497717863002,0.03896168123641705,1.0390922765109214,0.3935255626498131,0.2887531522924702,True,True,True,True,False,False,False
ALL56,EW,0.2,0.0,CAL1112,502,0.016627388721054848,0.5253273187822038,-0.03251408707644432,0.16532012118840614,1.1676500815197688,0.03238915298677989,0.5441043455968064,-0.018777026814602582,0.25187343848540616,False,False,False,True,False,False,True
ALL56,EW,0.2,0.0,CAL1316,1008,0.030830757993399738,1.3343405989310342,-0.02550838507209341,1.7960881026815736,0.978487173460683,0.022955270677555085,1.101671080912679,0.23266951801835511,0.2122545411287835,False,True,True,True,False,False,False
ALL56,EW,0.2,0.0,Y2009,245,0.07729802877833913,1.6524528535137393,-0.034724170681537325,0.7010793423322473,3.771012353640449,0.045693560999379275,1.1866895086101603,0.46576334490357896,0.3359519843688602,True,True,True,True,False,False,True
ALL56,EW,0.2,0.0,Y2010,252,0.03685344820513059,1.1793211826807832,-0.02380390020771972,-0.39380139420118165,3.3717703944418105,0.03109828621139284,0.8718097148012244,0.30751146787955885,0.24286539888486897,True,True,True,True,False,False,False
ALL56,EW,0.2,0.0,Y2011,252,0.0050747494435297025,0.1485522781870822,-0.03251408707644432,1.3527195776710286,-0.3922920689193995,0.0392404181350488,0.19671325116551447,-0.048160972978432276,0.27982257239445874,True,False,False,True,False,False,True
ALL56,EW,0.2,0.0,Y2012,250,0.02840684054507947,1.1980787636670691,-0.021226396219415022,1.3868432986205805,0.9789512223598801,0.023612842799967355,1.237652695894811,-0.03957393222774197,0.22370071150508114,False,False,False,True,False,False,True
ALL56,EW,0.2,0.0,Y2013,252,0.05323209233633852,2.5753482935824756,-0.011587030538097953,1.9901946687745824,3.3394470049800637,0.020219645605495513,2.5846791583532798,-0.009330864770804137,0.2047789328375736,False,True,False,True,False,False,False
ALL56,EW,0.2,0.0,Y2014,252,0.020840929196417557,1.0230561982512236,-0.015072138236452925,1.9964225941665426,0.10538884037002176,0.020364621376995132,1.1796547172746248,-0.15659851902340116,0.18985898435623688,True,False,False,True,False,False,False
ALL56,EW,0.2,0.0,Y2015,252,0.013631558773762986,0.5219329436923213,-0.021759212123660054,1.2130532544370143,0.09196121420546369,0.02661794581805216,0.15647338963609952,0.3654595540562218,0.2303413932520691,True,True,True,True,True,True,False
ALL56,EW,0.2,0.0,Y2016,252,0.03606545348736723,1.4850598945046727,-0.018414752235019427,1.256825505261324,1.940594792716341,0.024053598028366145,0.932883861426454,0.5521760330782187,0.2240388540692544,True,True,True,True,False,False,True
ALL56,EW,0.25,0.0,FULL,4444,0.04397612928199357,1.1260058690760504,-0.07944371909348136,1.200734873154513,1.0661230091918101,0.03889585303823066,0.8845060132920908,0.2414998557839596,0.3075055179305399,True,True,True,True,False,False,False
ALL56,EW,0.25,0.0,IS,2007,0.04198972655232769,1.1140617151482985,-0.04326109319244176,1.0411819005429672,1.2954764108555166,0.03755665266191979,0.8986386739891564,0.21542304115914213,0.29678911844606554,True,True,True,True,False,False,False
ALL56,EW,0.25,0.0,OOS,2437,0.04561488147090342,1.135988651051103,-0.07944371909348147,1.2789079239172885,0.986155801142915,0.03997246444782669,0.8739575612872552,0.2620310897638478,0.3163310467632604,True,True,True,True,False,False,False
ALL56,EW,0.25,0.0,ISH1_HALF,1003,0.04665412081838194,1.0411819005429672,-0.04326109319244176,1.4639748345178845,0.5463409635304275,0.04476011699102192,0.8377534152899397,0.20342848525302748,0.333007397452913,True,False,True,True,False,False,True
ALL56,EW,0.25,0.0,ISH2_HALF,1004,0.03735073386710153,1.2954764108555166,-0.03183213552565667,1.6360062501095913,1.037263330436683,0.02862435609810198,1.0603109088217444,0.23516550203377218,0.2606069134222927,False,True,True,True,False,False,False
ALL56,EW,0.25,0.0,CAL0912,999,0.045413712937434125,1.0145253052500947,-0.04326109319244176,1.4494964990134969,0.503189609263761,0.04476746239083877,0.8104611305183171,0.20406417473177751,0.33201559295327715,True,False,True,True,False,False,True
ALL56,EW,0.25,0.0,CAL0910,497,0.07101008616800653,1.4331659054279544,-0.04326109319244176,1.7221546222547255,1.072680838863007,0.04869965670078406,1.0390922765109214,0.394073628917033,0.3544493490318239,True,True,True,True,False,False,False
ALL56,EW,0.25,0.0,CAL1112,502,0.02067495761766147,0.5256228471507807,-0.04056418432878395,0.16560253553475704,1.1680869869005812,0.040492071202895635,0.5441043455968064,-0.018481498446025757,0.3098052806603734,False,False,False,True,False,False,True
ALL56,EW,0.25,0.0,CAL1316,1008,0.03860737623181287,1.3344896362710523,-0.031832135525657224,1.7963807792202098,0.9785917467543802,0.028696419516056903,1.101671080912679,0.23281855535837326,0.2618771660326684,False,True,True,True,False,False,False
ALL56,EW,0.25,0.0,Y2009,245,0.0972240218535183,1.653285201730727,-0.04326109319244176,0.7028919909028222,3.770188737001578,0.05711303771306134,1.1866895086101603,0.4665956931205666,0.412433318355127,True,True,True,True,False,False,False
ALL56,EW,0.25,0.0,Y2010,252,0.04612487647157448,1.1794871114627787,-0.029729705870647938,-0.3936491781888735,3.372193454658172,0.038872308238658705,0.8718097148012244,0.30767739666155436,0.298076045523057,True,True,True,True,False,False,False
ALL56,EW,0.25,0.0,Y2011,252,0.006120764066935402,0.14883429429838785,-0.04056418432878395,1.352543473401128,-0.39163009138790983,0.049058931819262665,0.19671325116551447,-0.04787895686712662,0.34280706415320195,True,False,False,True,False,False,True
ALL56,EW,0.25,0.0,Y2012,250,0.035558661983975615,1.198519964116812,-0.02648463072504703,1.3870707010249612,0.9796437743333818,0.029517505188296028,1.237652695894811,-0.03913273177799903,0.2765394828996021,False,False,False,True,False,False,True
ALL56,EW,0.25,0.0,Y2013,252,0.06691112306985247,2.575571356046416,-0.014467761630158615,1.9905321325426515,3.339449496388125,0.025273708972879515,2.5846791583532798,-0.00910780230686381,0.2528707644821794,False,True,False,True,False,False,False
ALL56,EW,0.25,0.0,Y2014,252,0.026063467868506995,1.0234631330282524,-0.01881401985141362,1.9974429854809368,0.10545432121385787,0.025456445257584007,1.1796547172746248,-0.15619158424637236,0.2347149652824221,True,False,False,True,False,False,False
ALL56,EW,0.25,0.0,Y2015,252,0.016974797412418807,0.5223725203616436,-0.027155557615518577,1.2137027242296323,0.09247420079537633,0.03328016990592927,0.15647338963609952,0.3658991307255441,0.2838477551754069,True,True,True,True,True,True,False
ALL56,EW,0.25,0.0,Y2016,252,0.04518447967171446,1.4849115412683536,-0.022999844416244253,1.2564349904641334,1.9409671196380407,0.030067567114742764,0.932883861426454,0.5520276798418996,0.2760751791906653,True,True,True,True,False,False,True
ALL56,EW,0.3,0.0,FULL,4444,0.05282252254150199,1.1261023494844535,-0.09479327819746197,1.2010224454891454,1.0660855086821626,0.04668316378816351,0.8845060132920908,0.24159633619236276,0.3638092278467905,True,True,True,True,False,False,False
ALL56,EW,0.3,0.0,IS,2007,0.05043495469027892,1.1143640343784817,-0.051740904002467336,1.0415575516594462,1.2956543803324205,0.045070037343998476,0.8986386739891564,0.21572536038932533,0.35092532770745266,True,True,True,True,False,False,False
ALL56,EW,0.3,0.0,OOS,2437,0.05479288692894779,1.1359306163541867,-0.09479327819746208,1.2783828675419102,0.9865291349046209,0.047979815028903236,0.8739575612872552,0.26197305506693147,0.3744198095372505,True,True,True,True,False,False,False
ALL56,EW,0.3,0.0,ISH1_HALF,1003,0.056011103790833516,1.0415575516594462,-0.051740904002467336,1.4645149674904028,0.5465963286293332,0.05371359637083649,0.8377534152899397,0.20380413636950645,0.3930001790619708,True,False,True,True,False,False,True
ALL56,EW,0.3,0.0,ISH2_HALF,1004,0.044893759833621205,1.2956543803324205,-0.038134441477805314,1.6363497277365098,1.037359098365705,0.034352335481017016,1.0603109088217444,0.23534347151067614,0.3088923835753992,False,True,True,True,False,False,False
ALL56,EW,0.3,0.0,CAL0912,999,0.05451079878981768,1.0149223223128423,-0.051740904002467336,1.450044874344482,0.5034880506092758,0.05372258297586744,0.8104611305183171,0.20446119179452515,0.39185987512060455,True,False,True,True,False,False,True
ALL56,EW,0.3,0.0,CAL0910,497,0.08552607116228428,1.4337121058784796,-0.051740904002467336,1.722973314983311,1.0728604216106419,0.05843681750300289,1.0390922765109214,0.39461982936755824,0.417962103706936,True,True,True,True,False,False,False
ALL56,EW,0.3,0.0,CAL1112,502,0.024677488982729923,0.5259203303928639,-0.04858246764750995,0.16588927569496026,1.168523578910425,0.04859734602104401,0.5441043455968064,-0.018184015203942527,0.36601762889071066,False,False,False,True,False,False,True
ALL56,EW,0.3,0.0,CAL1316,1008,0.04641104563037257,1.3346386625082667,-0.03813444147780587,1.7966738944785736,0.9786962610000447,0.03443853468014437,1.101671080912679,0.23296758159558761,0.3103562673247754,False,True,True,True,False,False,False
ALL56,EW,0.3,0.0,Y2009,245,0.11739100188962959,1.654116955276968,-0.051740904002467336,0.704706359746354,3.769366208225148,0.06853118334909271,1.1866895086101603,0.4674274466668076,0.48636667618014484,True,True,True,True,False,False,False
ALL56,EW,0.3,0.0,Y2010,252,0.05541769774052252,1.1796494027873858,-0.035645110013659775,-0.39350114726929036,3.372616467567691,0.046646178748214674,0.8718097148012244,0.30783968798616146,0.3514576582468719,True,True,True,True,False,False,False
ALL56,EW,0.3,0.0,Y2011,252,0.007077107190984755,0.14912066989501457,-0.04858246764750995,1.3523689813751365,-0.3909609425298108,0.05888096588454692,0.19671325116551447,-0.047592581270499895,0.4033923075469299,True,False,False,True,False,False,True
ALL56,EW,0.3,0.0,Y2012,250,0.042729985821365224,1.1989608304764305,-0.03172358385668783,1.3872969534788349,0.9803370025101655,0.03542277453980929,1.237652695894811,-0.038691865418380544,0.32834395280524165,False,False,False,True,False,False,True
ALL56,EW,0.3,0.0,Y2013,252,0.08074116098233963,2.5757950906228313,-0.01734210338475084,1.990870783548396,3.3394520840366066,0.030327455007742456,2.5846791583532798,-0.008884067730448475,0.2999284442922928,False,True,False,True,False,False,False
ALL56,EW,0.3,0.0,Y2014,252,0.03129053348838662,1.0238701245716746,-0.022545480599559742,1.9984630327047688,0.10552070833383916,0.030548552797944828,1.1796547172746248,-0.1557845927029502,0.27869862754958363,True,False,False,True,False,False,False
ALL56,EW,0.3,0.0,Y2015,252,0.020291462850057895,0.5228134638316042,-0.03253452164890169,1.2143526333823638,0.09298991910550564,0.039945550750838894,0.15647338963609952,0.3663400741955047,0.3359543465344963,True,True,True,True,True,True,False
ALL56,EW,0.3,0.0,Y2016,252,0.05434388827612824,1.484761842489423,-0.027577417405481364,1.256042834451145,1.9413391693110462,0.03608179163315226,0.932883861426454,0.5518779810629689,0.3268436509227288,True,True,True,True,False,False,True
ALL56,EW,0.35,0.0,FULL,4444,0.06168396954353139,1.1261965431420766,-0.10996584220433381,1.2013094945761713,1.0660450362086242,0.05447347384740033,0.8845060132920908,0.24169052984998585,0.41874152362378847,True,True,True,True,False,False,False
ALL56,EW,0.35,0.0,IS,2007,0.05889427796065472,1.1146660529145755,-0.060163869963136274,1.041933152038471,1.2958323489989256,0.052584216173977245,0.8986386739891564,0.21602737892541912,0.4036262382804866,True,True,True,True,False,False,False
ALL56,EW,0.35,0.0,OOS,2437,0.06398694783675718,1.1358689685138028,-0.10996584220433381,1.2778515060782683,0.9869010793799484,0.05599187304487415,0.8739575612872552,0.2619114072265476,0.43118977051915464,True,True,True,True,False,False,False
ALL56,EW,0.35,0.0,ISH1_HALF,1003,0.06537391509256629,1.041933152038471,-0.060163869963136274,1.4650531834010152,0.5468536684568824,0.06266771980858184,0.8377534152899397,0.20417973674853118,0.45118543493072066,True,False,True,True,False,False,True
ALL56,EW,0.35,0.0,ISH2_HALF,1004,0.052460445224823626,1.2958323489989256,-0.04441525138752922,1.6366937177274536,1.037454735635939,0.040081389926020346,1.0603109088217444,0.23552144017718124,0.3561144113480317,False,True,True,True,False,False,False
ALL56,EW,0.35,0.0,CAL0912,999,0.06360978836741538,1.0153193324682894,-0.060163869963136274,1.4505913695131087,0.5037885111721255,0.06267840507929573,0.8104611305183171,0.20485820194997229,0.4499078814919202,True,False,True,True,False,False,True
ALL56,EW,0.35,0.0,CAL0910,497,0.10014448937992437,1.434256474721558,-0.060163869963136274,1.723791231159533,1.0730364729404616,0.06817324474761992,1.0390922765109214,0.39516419821063664,0.4794553579229444,True,True,True,True,False,False,False
ALL56,EW,0.35,0.0,CAL1112,502,0.02863432614662842,0.5262197746476401,-0.056568721979451064,0.16618035508303391,1.168959858911184,0.05670503019190088,0.5441043455968064,-0.01788457094916629,0.42065470263491,False,False,False,True,False,False,True
ALL56,EW,0.35,0.0,CAL1316,1008,0.05424149763690478,1.3347876770941565,-0.04441525138752944,1.7969674498828812,0.9788007161668985,0.04018163321548834,1.101671080912679,0.2331165961814774,0.35775782402629797,False,True,True,True,False,False,False
ALL56,EW,0.35,0.0,Y2009,245,0.13779904322278136,1.6549481673566573,-0.060163869963136274,0.7065225165554463,3.7685447560596645,0.07994811421478093,1.1866895086101603,0.46825865874649697,0.5579371235000443,True,True,True,True,False,False,False
ALL56,EW,0.35,0.0,Y2010,252,0.0647309700599652,1.1798080636097767,-0.04154994757059849,-0.39335728939388703,3.3730394308502682,0.054419931797485006,0.8718097148012244,0.30799834880855237,0.4031536413896528,True,True,True,True,False,False,False
ALL56,EW,0.35,0.0,Y2011,252,0.007943514072466629,0.1494114185067653,-0.056568721979451064,1.3521961018321518,-0.3902845976391007,0.06870659939672306,0.19671325116551447,-0.04730183265874918,0.4617302143114934,True,False,False,True,False,False,True
ALL56,EW,0.35,0.0,Y2012,250,0.04992053435930388,1.1994013640910994,-0.03694328797247293,1.387522056128121,0.981030909546845,0.041328664021256324,1.237652695894811,-0.03825133180371165,0.3792505868649139,False,False,False,True,False,False,True
