panel,dial,channel,level,cheat,n_rungs,pick,pick_i,read_best,n_ties,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,BASE_OOS_Sharpe,BASE_OOS_CAGR,BASE_OOS_MaxDD,pass4a,pass4b
U56,BAND,ROUND,10,False,8,0.08,5,1.1222384931,1,0.08504008749054837,1.1443663826160282,-0.14466921722484838,1.243248977504814,1.0629290546954617,0.08970841454327982,1.1626595234215018,-0.14466921722484827,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,ROUND,3,False,8,0.08,5,1.122,1,0.08504008749054837,1.1443663826160282,-0.14466921722484838,1.243248977504814,1.0629290546954617,0.08970841454327982,1.1626595234215018,-0.14466921722484827,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,ROUND,2,False,8,0.08,5,1.12,2,0.08504008749054837,1.1443663826160282,-0.14466921722484838,1.243248977504814,1.0629290546954617,0.08970841454327982,1.1626595234215018,-0.14466921722484827,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,ROUND,1,False,8,0.0,0,1.1,8,0.0815840455749346,1.165569235274954,-0.12011678079620336,1.1898504035017787,1.1462595680041863,0.09023730017516307,1.2527642387538176,-0.12011678079620314,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,ROUND,0,False,8,0.0,0,1.0,8,0.0815840455749346,1.165569235274954,-0.12011678079620336,1.1898504035017787,1.1462595680041863,0.09023730017516307,1.2527642387538176,-0.12011678079620314,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,WINDOW,IS,False,8,0.08,5,1.122238493148958,1,0.08504008749054837,1.1443663826160282,-0.14466921722484838,1.243248977504814,1.0629290546954617,0.08970841454327982,1.1626595234215018,-0.14466921722484827,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,WINDOW,IS_H2,False,8,0.2,7,1.5216374799653776,1,0.08542524426093934,1.112266841435907,-0.12065195079547952,1.2060077786787613,1.0326950117397264,0.08836641667920198,1.122720983404662,-0.12065195079547952,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,WINDOW,TRAIL5Y,False,8,0.2,7,1.434854438439217,1,0.08542524426093934,1.112266841435907,-0.12065195079547952,1.2060077786787613,1.0326950117397264,0.08836641667920198,1.122720983404662,-0.12065195079547952,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,WINDOW,TRAIL3Y,False,8,0.2,7,1.0946673178807727,1,0.08542524426093934,1.112266841435907,-0.12065195079547952,1.2060077786787613,1.0326950117397264,0.08836641667920198,1.122720983404662,-0.12065195079547952,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
U56,BAND,WINDOW,FULL,True,8,0.03,3,1.199806892667932,1,0.08613208348721235,1.199806892667932,-0.12054945176473186,1.2348551724631611,1.1718361428616708,0.09447597045404743,1.2746660728287855,-0.12054945176473153,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2746660728287855,0.09447597045404743,-0.12054945176473153,False,False
