frac_ladder,tape,panel,partition,stat,within_def,mine,committed_1157,rel_dev
F_1140,T_OWN,U56,ALIGNED,CAGR,RANGE,3.1661498288978502,4.03895681312946,0.21609713215906926
F_1140,T_OWN,U56,ALIGNED,CAGR,SD,3.494691479274123,4.620849305716739,0.2437123030715103
F_1140,T_OWN,U56,ALIGNED,CAGR,MATCHED,2.458678937956153,2.998204074097101,0.1799494373322217
F_1140,T_OWN,U56,ALIGNED,VOL,RANGE,4.46228583339613,4.477024287037743,0.003292020033102042
F_1140,T_OWN,U56,ALIGNED,VOL,SD,2.088005708437106,2.095993790351033,0.0038111190742550006
F_1140,T_OWN,U56,ALIGNED,VOL,MATCHED,3.2650891597854623,3.33009250600707,0.019519982133934674
F_1140,T_OWN,U56,ALIGNED,SHARPE,RANGE,13.689687925692981,58.66790312920544,0.7666579646532804
F_1140,T_OWN,U56,ALIGNED,SHARPE,SD,16.784477987959196,75.00537050031497,0.77622298408767
F_1140,T_OWN,U56,ALIGNED,SHARPE,MATCHED,11.319636659849065,48.25755802940409,0.7654328747229224
F_1140,T_OWN,U56,ALIGNED,MAXDD,RANGE,1.5485610318464018,1.5485596743156445,8.766409069524862e-07
F_1140,T_OWN,U56,ALIGNED,MAXDD,SD,1.5038418439900045,1.503842222995561,2.5202481397253845e-07
F_1140,T_OWN,U56,ALIGNED,MAXDD,MATCHED,1.159904439498166,1.1714583156356526,0.009862814564782343
F_1140,T_OWN,U56,ALIGNED,ULCER,RANGE,3.655302144357731,3.6658327663682417,0.002872641138221791
F_1140,T_OWN,U56,ALIGNED,ULCER,SD,2.164128339300851,2.166588949848096,0.0011357071434421617
F_1140,T_OWN,U56,ALIGNED,ULCER,MATCHED,3.028194492567604,3.131268595894556,0.032917681818191345
F_1140,T_OWN,U56,ALIGNED,CALMAR,RANGE,1.6714237972497605,1.6407960938425614,0.018666367821166888
F_1140,T_OWN,U56,ALIGNED,CALMAR,SD,1.9023029583147029,1.8630842866088664,0.021050401201773435
F_1140,T_OWN,U56,ALIGNED,CALMAR,MATCHED,1.2114162845414624,1.1398864789923933,0.06275169226702138
F_1140,T_OWN,U56,OFFSET,CAGR,RANGE,3.8690513433615163,3.954644422400691,0.02164368522093695
F_1140,T_OWN,U56,OFFSET,CAGR,SD,2.8629242873546326,2.881043678929108,0.006289176282537492
