kind,cut,n,median,mean,se,z
UG_REAL,depth=0.5,576,0.0008100137599145879,0.0008290327448633021,0.0007384975725131323,-0.75
UG_REAL,depth=1.0,576,-0.001261897825889452,-0.00016681126307920504,0.00149291381407815,1.0000000000000018
UG_REAL,cadence=D,576,-0.0006367166040088801,0.00028101331797511086,0.0011890555218552355,0.41666666666666785
UG_REAL,cadence=W,576,0.0003234229627231827,0.0003812081638089865,0.0011666922943397698,-0.16666666666666607
UG_REAL,gross=0.75,576,-0.0012422787088558485,-0.0006081131059670618,0.001179922478055926,0.6666666666666643
UG_REAL,gross=1.0,576,0.0002960256475635359,0.0012703345877511589,0.0011746264517040854,-0.41666666666666785
UG_REAL,panel=B136,384,0.00047809784164432045,0.000849380378500394,0.00144963797642586,-0.6123724356957945
UG_REAL,panel=SMALL,384,-0.0016120678091868373,-0.0009433247990290875,0.0015209617577036764,0.8164965809277275
UG_REAL,panel=U56,384,-0.00026110992708208713,0.0010872766432048389,0.0013520531779560368,0.1020620726159643
SM_DOM,depth=0.5,576,-0.0018393016395086143,-0.0017151677280688577,0.0006906774845673729,1.7500000000000018
SM_DOM,depth=1.0,576,-0.00589832129557355,-0.006233417497718715,0.0013678800928863036,3.6666666666666643
OP_DOM,depth=0.5,576,-0.001135987812174527,-0.0009507894773046199,0.0006634262879271789,1.1666666666666679
OP_DOM,depth=1.0,576,-0.0032794140529537746,-0.0030024204926803605,0.001338894082227958,1.5
