panel,family,cost,obj,pick,is_the_live_book,pass4a,pass4b,bar4b,pass4b_oos,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
u56,GROSS,0.0,CHM,GROSS:g=1.000,False,False,True,CAGR,True,1.308768883956488,0.13045866997693523,-0.15878999494443702
u56,GROSS,0.0,CHW,WIDTH:n=5,False,False,False,DD,False,1.107516886287138,0.24877594648725032,-0.2844276373389646
u56,GROSS,0.0,CONTROL,GROSS:g=0.750,True,False,False,CAGR,False,1.3096108938377815,0.09730828776460765,-0.12029817082125305
u56,GROSS,0.0,MEDIAN,GROSS:g=0.625,False,False,False,CAGR,False,1.3100216467994643,0.08085767952263923,-0.10074953337638648
u56,GROSS,0.0,LADMIN,GROSS:g=0.250,False,False,False,CAGR,False,1.3112145263717419,0.032049809723122324,-0.04089897036967982
u56,GROSS,0.0,LADMAX,GROSS:g=1.000,False,False,True,CAGR,True,1.308768883956488,0.13045866997693523,-0.15878999494443702
u56,WIDTH,0.0,CHM,WIDTH:n=5,False,False,False,DD,False,1.107516886287138,0.24877594648725032,-0.2844276373389646
u56,WIDTH,0.0,CHW,WIDTH:n=5,False,False,False,DD,False,1.107516886287138,0.24877594648725032,-0.2844276373389646
u56,WIDTH,0.0,CONTROL,WIDTH:n=ALL,True,False,False,CAGR,False,1.3096108938377815,0.09730828776460765,-0.12029817082125305
u56,WIDTH,0.0,MEDIAN,WIDTH:n=40,False,False,True,CAGR,True,1.302118002658554,0.128267477021776,-0.15705966689394535
u56,WIDTH,0.0,LADMIN,WIDTH:n=5,False,False,False,DD,False,1.107516886287138,0.24877594648725032,-0.2844276373389646
u56,WIDTH,0.0,LADMAX,WIDTH:n=ALL,True,False,False,CAGR,False,1.3096108938377815,0.09730828776460765,-0.12029817082125305
u56,CADENCE,0.0,CHM,CADENCE:freq=W,True,False,False,CAGR,False,1.3096108938377815,0.09730828776460765,-0.12029817082125305
u56,CADENCE,0.0,CHW,WIDTH:n=5,False,False,False,DD,False,1.107516886287138,0.24877594648725032,-0.2844276373389646
u56,CADENCE,0.0,CONTROL,CADENCE:freq=W,True,False,False,CAGR,False,1.3096108938377815,0.09730828776460765,-0.12029817082125305
u56,CADENCE,0.0,MEDIAN,CADENCE:freq=M,False,False,False,CAGR,False,1.248872962571812,0.09775839221293436,-0.14364717650668968
