panel,book,cadence,k,gross,dturn_pct,dcagr_pp,rate,dgross,adopt
U56,CAP2,W,INF,0.75,0.0,0.0,,0.0,False
U56,CAP2,W,24,0.75,1.6097621994364024,-0.07496134589943804,0.04656672018120622,-0.00011886264358107468,False
U56,CAP2,W,16,0.75,1.4172444483601705,-0.0683127398261485,0.04820109890371423,0.00010178224279011605,False
U56,CAP2,W,10,0.75,-0.7512840477270034,-0.1192012868255432,-0.15866340725080558,0.0008476143376587864,False
U56,CAP2,W,6,0.75,-4.870238879026145,0.03248114767606669,0.0066693130425178725,0.0034783874573418583,False
U56,CAP2,W,3,0.75,-16.853816390469618,0.5820530201863683,0.03453538395704273,0.020132033224278256,False
U56,CAP2,W,INF,1.0,0.0,0.0,,0.0,False
U56,CAP2,W,24,1.0,-1.6144109925005607,0.0055706897281959655,0.0034506019558052724,-0.00018125739806806873,False
U56,CAP2,W,16,1.0,-3.56032305577426,-0.02171332451117447,-0.006098695025991818,-0.00026209148919953407,False
U56,CAP2,W,10,1.0,-6.622532152486706,-0.10263260419227649,-0.015497486736057416,-2.506012082814646e-05,False
U56,CAP2,W,6,1.0,-11.211024644024008,0.04959520968337294,0.0044237891948448686,0.0033545647738950635,False
U56,CAP2,W,3,1.0,-21.31041693750602,1.1676144757867046,0.054790785145630835,0.024611953179614288,False
U56,CAP2,M,INF,0.75,0.0,0.0,,0.0,False
U56,CAP2,M,24,0.75,-0.1345723484087502,0.01691952526068352,0.12572809689916487,0.00016112428964309977,False
U56,CAP2,M,16,0.75,-1.1450938768384133,-0.059775557182484285,-0.05220144687833253,0.003027684799740915,False
U56,CAP2,M,10,0.75,-11.082271331013718,0.4251545478904495,0.0383634848120579,0.01987942813034571,False
U56,CAP2,M,6,0.75,-31.316725884202015,1.4442768066914136,0.046118384534572024,0.05166331992523587,True
U56,CAP2,M,3,0.75,-57.133808585572595,1.744462306649286,0.030532925247517925,0.08981489624932781,True
U56,CAP2,M,INF,1.0,0.0,0.0,,0.0,False
U56,CAP2,M,24,1.0,-1.7888178606640717,0.028187720135486316,0.01575773629911211,-0.0003055162278922108,False
U56,CAP2,M,16,1.0,-4.475453950236362,-0.008488570188780464,-0.0018966947896608694,0.0030789356841648408,False
U56,CAP2,M,10,1.0,-14.155599282138828,0.8068109926713252,0.05699589092560275,0.02321530236368552,False
U56,CAP2,M,6,1.0,-31.954898130330534,1.431536383726062,0.04479865271006121,0.05635489276011274,True
U56,CAP2,M,3,1.0,-56.91438084692259,1.5707185364282061,0.027597920122382148,0.06656471411983234,True
U56,CAND,W,INF,0.75,0.0,0.0,,0.0,False
U56,CAND,W,24,0.75,4.933304593973906,-0.34687534783537366,0.07031298011865846,0.00022036263280234003,False
U56,CAND,W,16,0.75,10.391914548272302,-0.34912917909795116,0.0335962326745648,0.0014286662427056562,False
U56,CAND,W,10,0.75,12.378043085330967,-0.1905113358177335,0.015391070664756824,0.005299118541823633,False
U56,CAND,W,6,0.75,4.081053343921795,0.35329156106336246,-0.08656871922283126,0.012215371118352247,False
U56,CAND,W,3,0.75,-15.294524666392025,1.5821225888156043,0.10344372403361697,0.01985496752960869,False
U56,CAND,W,INF,1.0,0.0,0.0,,0.0,False
U56,CAND,W,24,1.0,2.9993274455382446,-0.23353976910249763,0.07786404563793392,-0.004881304026256306,False
U56,CAND,W,16,1.0,4.062254744341746,-0.4520704862452707,0.11128560730342009,-0.010887442270471337,False
U56,CAND,W,10,1.0,1.9681695493998632,-0.7159714335336798,0.3637752823439397,-0.020163564989578275,False
U56,CAND,W,6,1.0,-4.556723809713379,-0.4233967722570675,-0.09291692670829209,-0.03299163100311797,False
U56,CAND,W,3,1.0,-21.45474606958024,-0.0231653796097131,-0.0010797321736917827,-0.04384534612873647,False
U56,CAND,M,INF,0.75,0.0,0.0,,0.0,False
U56,CAND,M,24,0.75,6.332123543030713,0.04283627149379576,-0.006764914045453581,0.003267793319942869,False
U56,CAND,M,16,0.75,3.903681884372026,0.9498370528025823,-0.2433182520853335,0.011428745083172487,False
U56,CAND,M,10,0.75,-8.575698350806073,1.3982895668088524,0.1630525596410956,0.018245449760196708,False
U56,CAND,M,6,0.75,-30.969431280067546,0.759916409363659,0.024537628815055255,0.01340449438744773,False
U56,CAND,M,3,0.75,-53.505530875978494,0.683049381866141,0.012765958409970631,0.003318818625569264,True
U56,CAND,M,INF,1.0,0.0,0.0,,0.0,False
U56,CAND,M,24,1.0,-1.6578340927971693,-0.13612442598447405,-0.08210980011564308,-0.017159747402350045,False
U56,CAND,M,16,1.0,-8.858676923059642,0.25133700004238424,0.028371844037808815,-0.028596575380131606,False
U56,CAND,M,10,1.0,-19.51394858584827,0.2621832917945266,0.013435686306187402,-0.036918364031924944,False
U56,CAND,M,6,1.0,-35.03934283446303,-0.26673987825824863,-0.007612582219889581,-0.0592302531842257,False
U56,CAND,M,3,1.0,-55.99931088842183,-1.2133774237549355,-0.02166772062914453,-0.11499375935005063,False
B136,CAP2,W,INF,0.75,0.0,0.0,,0.0,False
B136,CAP2,W,24,0.75,7.778291120169959,-0.5691699846142928,0.0731741684414939,0.004586985137820521,False
B136,CAP2,W,16,0.75,2.960957751220221,-0.1585352294956932,0.05354187489853926,0.01226789280559637,False
B136,CAP2,W,10,0.75,-9.661662803837904,0.9723566644912918,0.10064071622382043,0.023312600383155635,False
B136,CAP2,W,6,0.75,-29.607809146979914,1.5875262943807922,0.05361849931212234,0.033346043346617615,False
B136,CAP2,W,3,0.75,-54.93971820923918,2.030568553620582,0.03695993754258285,0.05919043086386866,True
B136,CAP2,W,INF,1.0,0.0,0.0,,0.0,False
B136,CAP2,W,24,1.0,0.03322052233234861,-0.8884732160779896,26.74470940551213,-0.017713567041346523,False
B136,CAP2,W,16,1.0,-4.248234152032594,-0.8166896507641574,-0.1922421461569879,-0.025525321648620758,False
B136,CAP2,W,10,1.0,-14.620927673506074,-0.3851613748425464,-0.02634315574520487,-0.034218426387507495,False
B136,CAP2,W,6,1.0,-31.450743792167714,0.34105406733069277,0.010844070003063859,-0.03100249619358264,True
B136,CAP2,W,3,1.0,-55.96775328786158,1.544427528508896,0.027594953125335747,-0.04065835383113481,True
B136,CAP2,M,INF,0.75,0.0,0.0,,0.0,False
B136,CAP2,M,24,0.75,-14.225788671981421,1.4936962461884251,0.10499918708411247,0.02795152947174262,False
B136,CAP2,M,16,0.75,-32.56247379207243,1.808854625671219,0.05555028273409613,0.04796058300544215,True
B136,CAP2,M,10,0.75,-52.29415495877329,2.2818218501414966,0.04363435745238445,0.05794194891418736,True
B136,CAP2,M,6,0.75,-68.45869510396076,2.04472935859763,0.029868073814327344,0.036571136694283024,True
B136,CAP2,M,3,0.75,-78.92091572922409,-1.5501925593997656,-0.019642353932111507,-0.17466363465925117,False
B136,CAP2,M,INF,1.0,0.0,0.0,,0.0,False
B136,CAP2,M,24,1.0,-22.405168540121963,0.2517779776486151,0.011237495366202879,-0.03135055780962248,False
B136,CAP2,M,16,1.0,-37.835699391850845,0.7565524498639675,0.019995730540847776,-0.02851294837484697,True
B136,CAP2,M,10,1.0,-56.67212489316306,0.8178506806990171,0.014431269027600602,-0.03596487949612304,True
B136,CAP2,M,6,1.0,-70.93717894638702,0.7519281966432478,0.010599916825160765,-0.05318537983277005,True
B136,CAP2,M,3,1.0,-81.00108303555312,-1.1883380538955324,-0.014670644013166406,-0.19613005222105762,False
B136,CAND,W,INF,0.75,0.0,0.0,,0.0,False
B136,CAND,W,24,0.75,9.490372040500876,-0.30166924661731986,0.0317868725619948,0.006211662101997528,False
B136,CAND,W,16,0.75,4.141877153143738,-0.045860002980568915,0.011072275030117826,0.014548638284571647,False
B136,CAND,W,10,0.75,-8.318962055624665,1.0568685860171678,0.12704332330769458,0.02078254314873984,False
B136,CAND,W,6,0.75,-28.321135132536266,1.2093896210632726,0.04270272414589362,0.024721948286073547,False
B136,CAND,W,3,0.75,-53.71145247009952,1.3664534463625033,0.025440634790563344,0.03740441336642375,True
B136,CAND,W,INF,1.0,0.0,0.0,,0.0,False
B136,CAND,W,24,1.0,0.042730060370741174,-0.8268121873459267,19.349661109116408,-0.01992052808200795,False
B136,CAND,W,16,1.0,-4.613212430400538,-0.8706517428530347,-0.18873003487017856,-0.028931333808850268,False
B136,CAND,W,10,1.0,-14.231667754383901,-0.48353076520610827,-0.03397569234689042,-0.03970251420229842,False
B136,CAND,W,6,1.0,-29.25409380589605,-0.7280486163651956,-0.02488706781334174,-0.04647821555880394,False
B136,CAND,W,3,1.0,-54.360234379341804,-0.1612783179246069,-0.002966843682077584,-0.06713621868903619,False
B136,CAND,M,INF,0.75,0.0,0.0,,0.0,False
B136,CAND,M,24,0.75,-12.928516853197344,1.2118279203978455,0.09373294200395067,0.024536422651106227,False
B136,CAND,M,16,0.75,-30.02024630259624,1.2584451314904266,0.0419198802969712,0.031737873302509434,False
B136,CAND,M,10,0.75,-49.08449206444417,1.4292270156508913,0.02911768983520143,0.04475293530405722,True
B136,CAND,M,6,0.75,-63.65270276884801,0.9748906017019277,0.015315777010164046,0.023365021871253666,True
B136,CAND,M,3,0.75,-77.38758273676645,-2.586566438015625,-0.033423533163115075,-0.21096781717491764,False
B136,CAND,M,INF,1.0,0.0,0.0,,0.0,False
B136,CAND,M,24,1.0,-22.772193195514408,-0.04105601691073435,-0.0018029013085494737,-0.0400366435761349,False
B136,CAND,M,16,1.0,-36.57198228114414,0.0003199811475562697,8.749352033926975e-06,-0.05046416730707859,True
B136,CAND,M,10,1.0,-52.42778765798108,-0.6115944974639964,-0.011665464532926814,-0.07496720635782961,False
B136,CAND,M,6,1.0,-66.7546188508261,-1.1321327025674233,-0.016959616009453296,-0.1072400415859065,False
B136,CAND,M,3,1.0,-78.83642332126833,-3.862223206962767,-0.04899034030531449,-0.24745260622534648,False
