panel,cost,grid,n_ends,stat,chooser,n_uniq_picks,chooser_score,rand_mean,rand_median,rand_sd,rand_p25,rand_p75,rand_min,rand_max,skew_med_minus_mean,percentile,clears_50th,beats_rand_mean,z_vs_rand,chooser_OOS_CAGR,chooser_OOS_MaxDD,chooser_rate4b,chooser_rate4a,rand_pool_rate4b,rand_pool_rate4a,book_mean,book_median,book_skew_med_minus_mean
U56,0.0,Q16,16,MEAN_SH,IS_SHARPE,4,1.2115244194360681,1.3075299377960101,1.3068442172532495,0.025687016734363508,1.2905886536360227,1.3252940112476261,1.2265264844954955,1.3905429025496976,-0.000685720542760615,0.0,False,False,-3.737511418813691,0.11682609051386017,-0.1607643295162285,0.875,0.0,0.5,0.0,1.3064169845361535,1.2920682414196498,-0.014348743116503693
U56,0.0,Q16,16,MEAN_SH,IS_LEGS,2,1.1953623901641497,1.3075299377960101,1.3068442172532495,0.025687016734363508,1.2905886536360227,1.3252940112476261,1.2265264844954955,1.3905429025496976,-0.000685720542760615,0.0,False,False,-4.366702011051569,0.12122825544424612,-0.17655602346045823,1.0,0.0,0.5,0.0,1.3064169845361535,1.2920682414196498,-0.014348743116503693
U56,0.0,Q16,16,MEAN_SH,IS_CAGR,3,1.3494331509319404,1.3075299377960101,1.3068442172532495,0.025687016734363508,1.2905886536360227,1.3252940112476261,1.2265264844954955,1.3905429025496976,-0.000685720542760615,0.947,True,True,1.6312993279547754,0.16412303567298986,-0.15318588705028696,1.0,0.0,0.5,0.0,1.3064169845361535,1.2920682414196498,-0.014348743116503693
U56,0.0,Q16,16,MED_SH,IS_SHARPE,4,1.1944794217240413,1.3008096821417494,1.2967547181485148,0.03367394330797695,1.2782555022630127,1.320332423998945,1.2144669189524984,1.435678910458698,-0.004054963993234573,0.0,False,False,-3.157642080858399,0.11682609051386017,-0.1607643295162285,0.875,0.0,0.5,0.0,1.3064169845361535,1.2920682414196498,-0.014348743116503693
U56,0.0,Q16,16,MED_SH,IS_LEGS,2,1.1845613265788368,1.3008096821417494,1.2967547181485148,0.03367394330797695,1.2782555022630127,1.320332423998945,1.2144669189524984,1.435678910458698,-0.004054963993234573,0.0,False,False,-3.45217530657821,0.12122825544424612,-0.17655602346045823,1.0,0.0,0.5,0.0,1.3064169845361535,1.2920682414196498,-0.014348743116503693
U56,0.0,Q16,16,MED_SH,IS_CAGR,3,1.3438347129800452,1.3008096821417494,1.2967547181485148,0.03367394330797695,1.2782555022630127,1.320332423998945,1.2144669189524984,1.435678910458698,-0.004054963993234573,0.89275,True,True,1.2776950547429258,0.16412303567298986,-0.15318588705028696,1.0,0.0,0.5,0.0,1.3064169845361535,1.2920682414196498,-0.014348743116503693
U56,0.0,Q16,16,RATE4B,IS_SHARPE,4,0.875,0.50775,0.5,0.12631598419808937,0.4375,0.5625,0.0625,0.9375,-0.007750000000000035,0.9985,True,True,2.907391351391259,0.11682609051386017,-0.1607643295162285,0.875,0.0,0.5,0.0,0.5,0.5,0.0
U56,0.0,Q16,16,RATE4B,IS_LEGS,2,1.0,0.50775,0.5,0.12631598419808937,0.4375,0.5625,0.0625,0.9375,-0.007750000000000035,1.0,True,True,3.8969731592167385,0.12122825544424612,-0.17655602346045823,1.0,0.0,0.5,0.0,0.5,0.5,0.0
U56,0.0,Q16,16,RATE4B,IS_CAGR,3,1.0,0.50775,0.5,0.12631598419808937,0.4375,0.5625,0.0625,0.9375,-0.007750000000000035,1.0,True,True,3.8969731592167385,0.16412303567298986,-0.15318588705028696,1.0,0.0,0.5,0.0,0.5,0.5,0.0
U56,0.0,Q32,32,MEAN_SH,IS_SHARPE,5,1.2350721867064742,1.2915783893173196,1.2914712832420625,0.014793993745938523,1.2814633922083885,1.3015433477521514,1.2441116201165108,1.3397894250647058,-0.00010710607525710181,0.0,False,False,-3.819536737762806,0.09343856714792935,-0.1281748924572383,0.53125,0.0,0.5,0.0,1.291677684840736,1.2891138685968306,-0.002563816243905448
U56,0.0,Q32,32,MEAN_SH,IS_LEGS,3,1.2269458995424314,1.2915783893173196,1.2914712832420625,0.014793993745938523,1.2814633922083885,1.3015433477521514,1.2441116201165108,1.3397894250647058,-0.00010710607525710181,0.0,False,False,-4.3688331146301955,0.1010353657899348,-0.143363576297533,0.6875,0.0,0.5,0.0,1.291677684840736,1.2891138685968306,-0.002563816243905448
U56,0.0,Q32,32,MEAN_SH,IS_CAGR,5,1.3233450807440417,1.2915783893173196,1.2914712832420625,0.014793993745938523,1.2814633922083885,1.3015433477521514,1.2441116201165108,1.3397894250647058,-0.00010710607525710181,0.984,True,True,2.147269491407156,0.15877723422454565,-0.16071940304958054,0.875,0.0,0.5,0.0,1.291677684840736,1.2891138685968306,-0.002563816243905448
U56,0.0,Q32,32,MED_SH,IS_SHARPE,5,1.2381339415731223,1.2845766179651927,1.2875674150404908,0.017026412393031987,1.2721693089368245,1.2954400392884782,1.2271224497666045,1.3624415056770924,0.002990797075298035,0.006,False,False,-2.7276842190828754,0.09343856714792935,-0.1281748924572383,0.53125,0.0,0.5,0.0,1.291677684840736,1.2891138685968306,-0.002563816243905448
