panel,family,level,cad,c_sd_is,c_bar_is,c_sd_oos,resid_is,resid_oos,gap_is,gap_oos,pred_is,oSharpe_rs,oSharpe_dg,isSharpe_rs,isSharpe_dg,to_is,to_oos,to_full,tors_is,tors_oos,dto_is
B136,MA-THRESH,-0.4,M,0.023842575868885493,0.986380905222891,0.005895089046328098,-0.10511259835126463,-0.061707488160744894,-0.2987205144202809,-0.12231480464546252,-0.19360791606901628,1.101452456369275,1.09866798729669,1.154994450013784,1.1630889225475352,0.43185793506594533,0.45720797052793927,0.445746487948029,0.45275470890514585,0.4627229093606902,-0.020896773839200522
B136,MA-THRESH,-0.4,Q,0.022922622057924474,0.9851921547079334,0.00740968026795404,-0.057212351589153165,-0.0357086652261529,-0.2683866675041058,-0.1103427554899783,-0.21117431591495262,1.1277844978887976,1.128670136655163,1.1643532237557173,1.1744684441167468,0.2478659418106258,0.27679840499165154,0.2637172034588022,0.2564356501161564,0.28025697213678025,-0.008569708305530582
B136,MA-THRESH,-0.4,W,0.022858159527062438,0.9868815768666497,0.006760040311208864,-0.1252051127677678,-0.1283389750823316,-0.31350220783727956,-0.19228689595036652,-0.18829709506951176,1.0985848874211734,1.0973593835230322,1.1517827560501228,1.157843614799514,0.8857610221938921,0.9525642854282468,0.9223606023213871,0.9395617107558719,0.9731816291252434,-0.05380068856197984
B136,MA-THRESH,-0.25,M,0.08251947200719618,0.9651189537509347,0.02169241600332617,0.15812857910628697,-0.1914845048765601,-0.3201444869951109,-0.4005053992970131,-0.47827306610139786,1.0984551756518708,1.0929147865881133,1.1593346538220584,1.1984892915431737,0.522845288928682,0.523840419276738,0.5233904921290587,0.6570698527900407,0.565743101863425,-0.13422456386135873
B136,MA-THRESH,-0.25,Q,0.07778693323423169,0.9632464028913176,0.029749111968175725,0.025224925886324634,-0.15643450643860746,-0.4905882868095901,-0.4241597508131134,-0.5158132126959147,1.1408653520847498,1.1384051662705015,1.1796947129529787,1.2156044088420448,0.2965012596193638,0.3097915366251375,0.3037826188619954,0.35212791526127624,0.33396719621839815,-0.05562665564191244
B136,MA-THRESH,-0.25,W,0.07244651201840256,0.9682641518317003,0.029983764525486397,0.04488920880152403,-0.5032098043874056,-0.3920152792650011,-0.7338925043731237,-0.43690448806652515,1.0857785175248447,1.0841972560743023,1.1466187501932892,1.1807903418050185,1.0522927017277799,1.1594347469079276,1.1109927363928214,1.3634510944251437,1.3441950847454527,-0.3111583926973638
B136,MA-THRESH,-0.12,M,0.14065626988654858,0.915219931129379,0.09524026420931796,0.006600577589188639,-0.7308727914365987,-1.1033203248971946,-1.678649812116384,-1.1099209024863832,1.092399654456521,1.077304811746893,1.1467862488922766,1.1778590759006478,0.756464309900118,0.8984778478896744,0.8342694291590955,1.2735095467175475,1.3094827937900022,-0.5170452368174294
B136,MA-THRESH,-0.12,Q,0.1498009870348505,0.9008378552696924,0.13570380958465122,-0.15521729831318165,-0.6155427095642985,-1.4740534953367357,-1.8162177107719835,-1.318836197023554,1.1146615283115797,1.0759676399512674,1.1653159049009538,1.1819607509240089,0.45631483953346125,0.5115953991260179,0.48660146285607847,0.6969396586949165,0.7453055517384078,-0.24062481916145523
B136,MA-THRESH,-0.12,W,0.13212273086243878,0.916918608121216,0.10190853854502874,0.13620565474585788,-0.47420108903013514,-0.9376784614930633,-1.377243467035938,-1.0738841162389212,1.0304052641469255,1.0840880036945628,1.1162003503870754,1.1856256733651496,1.5631415860702962,1.9128360253241878,1.7547290779075264,2.657658102129181,3.040428769071564,-1.094516516058885
B136,MA-THRESH,-0.06,M,0.17437033564506466,0.851012273970734,0.14563462342971759,0.0427320444290169,-0.7994557098523813,-1.8362922459088882,-2.782036221461559,-1.879024290337905,1.11107378622181,1.1178972070019053,1.1208975239793157,1.1586071038281283,1.0470766949222392,1.2372677992067163,1.1512769124531805,1.9550831181122788,2.1434276616954726,-0.9080064231900395
