chooser,key,panel,H,cadence,N_pick,moved,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a
CH_RAW,K_RAW,U56,21,W,12,True,1.1388834292542345,0.17499450645220782,-0.1947756323213694,True,True,False
CH_NULLSD,K_RAW,U56,21,W,12,True,1.1388834292542345,0.17499450645220782,-0.1947756323213694,True,True,False
CH_POOLMEAN,K_RAW,U56,21,W,12,True,1.1388834292542345,0.17499450645220782,-0.1947756323213694,True,True,False
CH_TURNOVER,K_RAW,U56,21,W,12,True,1.1388834292542345,0.17499450645220782,-0.1947756323213694,True,True,False
CH_D2,K_RAW,U56,21,W,12,True,1.1388834292542345,0.17499450645220782,-0.1947756323213694,True,True,False
C_ANCHOR,K_RAW,U56,21,W,20,False,1.1116898505481745,0.15308885804711703,-0.2024163164242747,False,False,False
CH_RAW,K_RAW,U56,21,M,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
CH_NULLSD,K_RAW,U56,21,M,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
CH_POOLMEAN,K_RAW,U56,21,M,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
CH_TURNOVER,K_RAW,U56,21,M,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
CH_D2,K_RAW,U56,21,M,5,True,0.8723148443208242,0.168666759475123,-0.2872795019153649,False,False,False
C_ANCHOR,K_RAW,U56,21,M,20,False,1.1590759322452227,0.16572301223766983,-0.25247110155870656,False,False,False
CH_RAW,K_RAW,U56,63,W,5,True,0.8948042461568647,0.1789496103291821,-0.2626459628371731,False,False,False
CH_NULLSD,K_RAW,U56,63,W,15,True,1.132711913680288,0.177560634279482,-0.2597700469761036,False,False,False
CH_POOLMEAN,K_RAW,U56,63,W,5,True,0.8948042461568647,0.1789496103291821,-0.2626459628371731,False,False,False
CH_TURNOVER,K_RAW,U56,63,W,5,True,0.8948042461568647,0.1789496103291821,-0.2626459628371731,False,False,False
CH_D2,K_RAW,U56,63,W,30,True,1.1139888446895139,0.14660781985292193,-0.21778451040368718,False,False,False
C_ANCHOR,K_RAW,U56,63,W,20,False,1.1004383395627895,0.1618190957285448,-0.25692124189441967,False,False,False
