bar_pair,scope,k_zero_on_ladder,cost_at_k_zero,k_zero_exact,cost_at_k_zero_exact,free_only_error
B_MEANP,ALL,0.25,0.1893939393939394,0.0451826675024396,0.11363636363636363,0.022727272727272728
B_MEANP,NOGROSS,0.25,0.11494252873563218,0.0451826675024396,0.05747126436781609,0.034482758620689655
B_SHARPE,ALL,0.25,0.1893939393939394,0.04314182602287886,0.07575757575757576,0.015151515151515152
B_SHARPE,NOGROSS,0.25,0.11494252873563218,0.04314182602287886,0.022988505747126436,0.022988505747126436
B_PERMT,ALL,1.0,0.45454545454545453,0.6712347392646869,0.3181818181818182,0.12878787878787878
B_PERMT,NOGROSS,1.0,0.367816091954023,0.6712347392646869,0.25287356321839083,0.10344827586206896
B_TSTAT,ALL,inf,1.0,4.785598018720122,0.19696969696969696,0.12121212121212122
B_TSTAT,NOGROSS,inf,1.0,4.785598018720122,0.2988505747126437,0.1839080459770115
