form,lam,subset,n,peek,MAE,RMSE,bias,maxAE,R2_vs_zero
ZERO,0.0,ALL,162,False,0.26414878954214677,0.43625619059455245,0.2565527800364372,1.4718972218012105,0.0
ZERO,0.0,MA-THRESH,81,False,0.49028465345004674,0.6149234465742119,0.4860715708044901,1.4718972218012105,0.0
ZERO,0.0,QUANTILE,81,False,0.038012925634246686,0.0500807599526318,0.027033989268384302,0.13042858207436936,0.0
ZERO,0.25,ALL,162,False,0.26414878954214677,0.43625619059455245,0.2565527800364372,1.4718972218012105,0.0
ZERO,0.25,MA-THRESH,81,False,0.49028465345004674,0.6149234465742119,0.4860715708044901,1.4718972218012105,0.0
ZERO,0.25,QUANTILE,81,False,0.038012925634246686,0.0500807599526318,0.027033989268384302,0.13042858207436936,0.0
ZERO,0.5,ALL,162,False,0.26414878954214677,0.43625619059455245,0.2565527800364372,1.4718972218012105,0.0
ZERO,0.5,MA-THRESH,81,False,0.49028465345004674,0.6149234465742119,0.4860715708044901,1.4718972218012105,0.0
ZERO,0.5,QUANTILE,81,False,0.038012925634246686,0.0500807599526318,0.027033989268384302,0.13042858207436936,0.0
ZERO,0.75,ALL,162,False,0.26414878954214677,0.43625619059455245,0.2565527800364372,1.4718972218012105,0.0
ZERO,0.75,MA-THRESH,81,False,0.49028465345004674,0.6149234465742119,0.4860715708044901,1.4718972218012105,0.0
ZERO,0.75,QUANTILE,81,False,0.038012925634246686,0.0500807599526318,0.027033989268384302,0.13042858207436936,0.0
ZERO,1.0,ALL,162,False,0.26414878954214677,0.43625619059455245,0.2565527800364372,1.4718972218012105,0.0
ZERO,1.0,MA-THRESH,81,False,0.49028465345004674,0.6149234465742119,0.4860715708044901,1.4718972218012105,0.0
ZERO,1.0,QUANTILE,81,False,0.038012925634246686,0.0500807599526318,0.027033989268384302,0.13042858207436936,0.0
GLOBAL,0.0,ALL,162,False,0.24582031093199894,0.3779621765424115,0.13548162978437747,1.3508260715491507,0.24939150194997195
GLOBAL,0.0,MA-THRESH,81,False,0.3972718651465189,0.524490781812049,0.3650004205524303,1.3508260715491507,0.27249896765474313
GLOBAL,0.0,QUANTILE,81,False,0.09436875671747891,0.1030545175503709,-0.09403716098367543,0.17631283933825373,-3.2344035787183225
GLOBAL,0.25,ALL,162,False,0.24582031093199894,0.3779621765424115,0.13548162978437747,1.3508260715491507,0.24939150194997195
GLOBAL,0.25,MA-THRESH,81,False,0.3972718651465189,0.524490781812049,0.3650004205524303,1.3508260715491507,0.27249896765474313
GLOBAL,0.25,QUANTILE,81,False,0.09436875671747891,0.1030545175503709,-0.09403716098367543,0.17631283933825373,-3.2344035787183225
GLOBAL,0.5,ALL,162,False,0.24582031093199894,0.3779621765424115,0.13548162978437747,1.3508260715491507,0.24939150194997195
GLOBAL,0.5,MA-THRESH,81,False,0.3972718651465189,0.524490781812049,0.3650004205524303,1.3508260715491507,0.27249896765474313
GLOBAL,0.5,QUANTILE,81,False,0.09436875671747891,0.1030545175503709,-0.09403716098367543,0.17631283933825373,-3.2344035787183225
GLOBAL,0.75,ALL,162,False,0.24582031093199894,0.3779621765424115,0.13548162978437747,1.3508260715491507,0.24939150194997195
GLOBAL,0.75,MA-THRESH,81,False,0.3972718651465189,0.524490781812049,0.3650004205524303,1.3508260715491507,0.27249896765474313
GLOBAL,0.75,QUANTILE,81,False,0.09436875671747891,0.1030545175503709,-0.09403716098367543,0.17631283933825373,-3.2344035787183225
GLOBAL,1.0,ALL,162,False,0.24582031093199894,0.3779621765424115,0.13548162978437747,1.3508260715491507,0.24939150194997195
GLOBAL,1.0,MA-THRESH,81,False,0.3972718651465189,0.524490781812049,0.3650004205524303,1.3508260715491507,0.27249896765474313
GLOBAL,1.0,QUANTILE,81,False,0.09436875671747891,0.1030545175503709,-0.09403716098367543,0.17631283933825373,-3.2344035787183225
FAMILY,0.0,ALL,162,False,0.24582031093199894,0.3779621765424115,0.13548162978437747,1.3508260715491507,0.24939150194997195
FAMILY,0.0,MA-THRESH,81,False,0.3972718651465189,0.524490781812049,0.3650004205524303,1.3508260715491507,0.27249896765474313
FAMILY,0.0,QUANTILE,81,False,0.09436875671747891,0.1030545175503709,-0.09403716098367543,0.17631283933825373,-3.2344035787183225
FAMILY,0.25,ALL,162,False,0.22968403105260915,0.36523708899104035,0.13548162978437744,1.329205331742624,0.2990830864658499
FAMILY,0.25,MA-THRESH,81,False,0.3846393779470156,0.5096811536161819,0.3433796807459037,1.329205331742624,0.31300267702114015
FAMILY,0.25,QUANTILE,81,False,0.07472868415820277,0.0837936990338547,-0.07241642117714883,0.1546920995317271,-1.7995027870782265
FAMILY,0.5,ALL,162,False,0.21492510068790732,0.3533776566680247,0.13548162978437747,1.3075845919360976,0.3438623369474747
FAMILY,0.5,MA-THRESH,81,False,0.37282237739836516,0.4953726771601285,0.32175894093937707,1.3075845919360976,0.3510339280002812
FAMILY,0.5,QUANTILE,81,False,0.0570278239774495,0.06601096263179158,-0.05079568137062217,0.13307135972520046,-0.7373619716608717
