panel,n,m,DD0,DD,dDD,ratio,dTO,dSharpe,dCAGR,dOOS_DD,bp_per_turn
B136,10,5,-0.21444792932259615,-0.21544510942209016,-0.0009971800994940105,-0.0046499870744563946,-7.464756065725673,0.10248853264052171,0.019500749643519333,-0.0009971800994940105,-1.3358508847630661
B136,10,10,-0.21444792932259615,-0.22578357594464316,-0.011335646622047002,-0.052859669281276556,-9.59199748506395,0.14623254882408676,0.02925381448777098,-0.011335646622047002,-11.817816507665013
B136,10,20,-0.21444792932259615,-0.22241914768206483,-0.00797121835946868,-0.03717088052399656,-11.284417073201922,0.16764004708160418,0.03232700964181223,-0.00797121835946868,-7.063916822428177
B136,10,40,-0.21444792932259615,-0.22691308127923027,-0.012465151956634113,-0.05812670700999244,-12.522246536581916,0.15515863014522657,0.026742258180934897,-0.012465151956634446,-9.954405481651388
B136,20,5,-0.2005204833110832,-0.2007514237233995,-0.00023094041231630502,-0.0011517048458238005,-4.7910246938066265,0.03639855800781566,0.006300115638280035,-0.00023094041231686013,-0.4820271801454968
B136,20,10,-0.2005204833110832,-0.1994524869161326,0.0010679963949505877,0.005326121188795067,-6.69893653719385,0.033161448332449384,0.0065152241456813975,0.0010679963949499216,1.5942775230379567
B136,20,20,-0.2005204833110832,-0.2042990643223589,-0.0037785810112757057,-0.018843865468914197,-8.109482446685913,0.06539143814390413,0.012746127000959895,-0.0037785810112761498,-4.659460127224138
B136,20,40,-0.2005204833110832,-0.21057223041690043,-0.010051747105817244,-0.05012828086107881,-9.22266340843278,0.03372125852375574,0.0061276100248675025,-0.010051747105817133,-10.898963412918645
B136,40,5,-0.19113372902660153,-0.19283173508794815,-0.0016980060613466241,-0.008883864035898656,-2.852143385730743,0.0008690696198403458,0.0003318939022367573,-0.0016980060613468462,-5.953438630896815
B136,40,10,-0.19113372902660153,-0.18884097132741318,0.0022927576991883525,0.011995568290666541,-4.058157100025773,0.017296672543850256,0.002917554839098724,0.0022927576991884635,5.649750964973218
B136,40,20,-0.19113372902660153,-0.1876103213495005,0.0035234076771010203,0.018434253833925048,-5.282101213761395,0.016880419514995304,0.0026052729732053415,0.0035234076771011313,6.670466040903435
B136,40,40,-0.19113372902660153,-0.185748543541981,0.005385185484620525,0.02817496164620441,-6.230662238432132,0.009726414263360517,0.0006804446922452634,0.005385185484620414,8.643038698845661
SMALL439,10,5,-0.3140232499932929,-0.31164752244895666,0.002375727544336237,0.007565451107161585,-7.443639682777199,0.04684289742276332,0.01013363656965205,0.0023757275443354597,3.191620827420088
SMALL439,10,10,-0.3140232499932929,-0.3049706223588281,0.009052627634464794,0.028827889765035378,-9.595844827812325,0.11934007504175553,0.026632672728955642,0.00905262763446435,9.43390373323557
SMALL439,10,20,-0.3140232499932929,-0.3073568643281107,0.006666385665182184,0.021228955707338768,-11.719098149453316,0.16023275771092155,0.03446454514499764,0.006666385665181962,5.6884801033031405
SMALL439,10,40,-0.3140232499932929,-0.3073568643281107,0.006666385665182184,0.021228955707338768,-13.49782257626292,0.08109311037723416,0.016409180372659593,0.006666385665181518,4.938860047623975
SMALL439,20,5,-0.334794167175974,-0.31947395939399614,0.015320207781977846,0.04576007972661382,-4.855528456451275,0.04112046611892495,0.007445060402940573,0.015320207781977402,31.552091434296354
SMALL439,20,10,-0.334794167175974,-0.3404748782894905,-0.0056807111135165345,-0.016967772053599273,-6.74736325344643,0.040812863402730604,0.007453300117966188,-0.0056807111135167565,-8.419157084235728
SMALL439,20,20,-0.334794167175974,-0.32804803963056217,0.0067461275454118175,0.02015007490218887,-8.486899907625368,0.05504478241438493,0.009591576774093724,0.006746127545411262,7.948871341525439
SMALL439,20,40,-0.334794167175974,-0.32298240545548185,0.011811761720492142,0.035280667581892675,-10.232900431414118,0.11037742701994369,0.018669674377797874,0.011811761720491476,11.542926465140868
SMALL439,40,5,-0.32552595704430165,-0.3306160411058081,-0.005090084061506461,-0.015636492117934973,-2.8935544204221504,0.004336482950953124,0.0007184055940787637,-0.005090084061506572,-17.591112251359874
SMALL439,40,10,-0.32552595704430165,-0.32285533441072334,0.0026706226335783123,0.008204023598692194,-4.58436282769024,0.050903844833765144,0.008077797807033882,0.0026706226335793115,5.825504511657215
SMALL439,40,20,-0.32552595704430165,-0.3350143723513638,-0.009488415307062126,-0.029147953033345428,-6.174219569390795,0.044490934867682685,0.006917893175711232,-0.009488415307060682,-15.367797015353537
SMALL439,40,40,-0.32552595704430165,-0.3292159146680378,-0.0036899576237361398,-0.011335371400917083,-7.777734373967354,0.06848084171856317,0.010687972936720636,-0.003689957623737028,-4.74425770580016
U56,10,5,-0.17538190355779537,-0.17991528301225257,-0.004533379454457198,-0.025848615863399316,-6.621178184886226,0.09205084396893515,0.015068320828044879,-0.004533379454457198,-6.846786671298586
