panel,n,m,DD0,DD,dDD,ratio,dTO,dSharpe,dCAGR,dOOS_DD,bp_per_turn
U56,10,10,-0.17538190355779537,-0.18259681867635702,-0.007214915118561649,-0.04113831000918544,-8.314073096042723,0.15267062556033473,0.024088955810419144,-0.007214915118561649,-8.67795487869328
U56,10,20,-0.17538190355779537,-0.17835340178679926,-0.0029714982290038883,-0.016943015035896566,-9.301053557269395,0.15451903703724912,0.021967172846043326,-0.0029714982290039993,-3.1947974610698417
U56,10,40,-0.17538190355779537,-0.18658090863048127,-0.011199005072685897,-0.06385496362796277,-10.111925150982966,0.16877282309183128,0.015305956019735945,-0.011199005072686563,-11.07504743703256
U56,20,5,-0.18308348697878107,-0.17464298149901003,0.008440505479771043,0.04610194845562056,-3.775486956029048,0.023567158671077948,0.002115614999047555,0.008440505479771154,22.356071092478444
U56,20,10,-0.18308348697878107,-0.17479942803909532,0.008284058939685757,0.045247439167716196,-4.870106507491391,0.024837672094442764,0.0019066869922235163,0.00828405893968609,17.010015955385963
U56,20,20,-0.18308348697878107,-0.17221713376542136,0.010866353213359714,0.05935190219868981,-5.731439197741528,0.048052962740917415,0.0007932596036916983,0.010866353213360047,18.959205250998036
U56,20,40,-0.18308348697878107,-0.1527216330530876,0.03036185392569346,0.16583611349510907,-5.927085546965151,0.06340590561134896,-0.000572113727764556,0.03036185392569357,51.22560436341205
U56,40,5,-0.16663447329617465,-0.17206262553536156,-0.005428152239186912,-0.03257520566911123,-1.1692351513445178,0.008127504337992475,0.0002526263497282244,-0.005428152239186912,-46.424812262486405
U56,40,10,-0.16663447329617465,-0.16629161856487362,0.0003428547313010233,0.0020575258199522516,-1.2883659551480706,0.005447350099450299,-0.0007996698027592508,0.0003428547313014674,2.661159509307426
U56,40,20,-0.16663447329617465,-0.16347504336117968,0.0031594299349949617,0.018960241974536798,-1.2971469149944852,0.007316796522832014,-0.0006854666356366224,0.003159429934995295,24.356762510655116
U56,40,40,-0.16663447329617465,-0.16347504336117968,0.0031594299349949617,0.018960241974536798,-1.2971469149944852,0.007316796522832014,-0.0006854666356366224,0.003159429934995295,24.356762510655116
