panel,book,gross,family,pick_level,pick_OOS_Sharpe,pick_OOS_CAGR,pick_OOS_MaxDD,carrier_OOS_Sharpe,carrier_OOS_CAGR,carrier_OOS_MaxDD,oracle_OOS_Sharpe,d_vs_carrier,oracle_headroom,pick_pass4b,carrier_pass4b,pick_pass4a,carrier_pass4a
broad136,BAND3,0.75,BUDGET,0.5,1.1185082795688426,0.07983337481604336,-0.12240793860208021,1.1185082795688426,0.07983337481604336,-0.12240793860208021,1.1185082795688426,0.0,0.0,False,False,False,False
broad136,BAND3,0.75,DDCTL,0.1,1.113534838089798,0.07928161745822315,-0.12240793860208021,1.1185082795688426,0.07983337481604336,-0.12240793860208021,1.1185082795688426,-0.004973441479044549,0.0,False,False,False,False
broad136,BAND3,0.75,GATE,0.5,1.1536748777960717,0.07695999485489624,-0.09980481353400072,1.1185082795688426,0.07983337481604336,-0.12240793860208021,1.1536748777960717,0.03516659822722912,0.03516659822722912,False,False,False,False
broad136,BAND3,0.75,LAM,0.5,1.1094841722707889,0.08006278328268146,-0.12462979091855964,1.1185082795688426,0.07983337481604336,-0.12240793860208021,1.1094841722707889,-0.009024107298053696,-0.009024107298053696,False,False,False,False
broad136,BAND3,0.75,STOP,0.25,1.105963177201803,0.0769137930674344,-0.12091346569588579,1.1185082795688426,0.07983337481604336,-0.12240793860208021,1.105963177201803,-0.01254510236703954,-0.01254510236703954,False,False,False,False
broad136,BAND3,0.75,VOLTGT,0.15,1.1322967073819044,0.08011530497241792,-0.11531776986202613,1.1185082795688426,0.07983337481604336,-0.12240793860208021,1.1322967073819044,0.013788427813061777,0.013788427813061777,False,False,True,False
broad136,BAND3,1.0,BUDGET,0.5,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.1174115114630112,0.0,0.0,True,True,False,False
broad136,BAND3,1.0,DDCTL,0.2,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.1174115114630112,0.0,0.0,True,True,False,False
broad136,BAND3,1.0,GATE,0.5,1.1524761266609822,0.1027739098965943,-0.13206983232261482,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.1524761266609822,0.035064615197970994,0.035064615197970994,False,True,False,False
broad136,BAND3,1.0,LAM,0.5,1.1084722438430983,0.1068813290389714,-0.16446705027447384,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.1084722438430983,-0.008939267619912927,-0.008939267619912927,True,True,False,False
broad136,BAND3,1.0,STOP,0.25,1.104817954705581,0.10265200873899816,-0.15961366477290773,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.104817954705581,-0.012593556757430235,-0.012593556757430235,False,True,False,False
broad136,BAND3,1.0,VOLTGT,0.15,1.129029062690952,0.10428448551578962,-0.13984998949425254,1.1174115114630112,0.10658557013582604,-0.1615773477730451,1.129029062690952,0.011617551227940837,0.011617551227940837,False,True,False,False
broad136,EWALL,0.75,BUDGET,0.25,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1022031339130582,0.0,0.0,False,False,False,False
broad136,EWALL,0.75,DDCTL,0.2,1.0875076485082285,0.13426884077297752,-0.2474750333525798,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.096352636962277,-0.014695485404829789,-0.005850496950781325,False,False,False,False
broad136,EWALL,0.75,GATE,0.5,1.2732861011562944,0.12227911484389464,-0.17331882236394436,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.2732861011562944,0.17108296724323613,0.17108296724323613,True,False,False,False
broad136,EWALL,0.75,LAM,0.5,1.1021784774630745,0.13932720225576545,-0.2537106610635025,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1021784774630745,-2.4656449983728734e-05,-2.4656449983728734e-05,False,False,False,False
broad136,EWALL,0.75,STOP,0.25,1.1161412704816636,0.11139499234382111,-0.17964625251627409,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1161412704816636,0.01393813656860532,0.01393813656860532,True,False,False,False
