panel,cost_bps,lookback,target,cap,mean_scaler,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover_yr,L_DD_full,L_CAGR_full,L_SHARPE_oos,L_DD_oos,L_CAGR_oos,pass_4b_full,pass_4b_oos,pass_4a,DD_margin_full,DD_margin_oos,CAGR_margin_full,g_matched,MaxDD_matched,dDD_vs_matched,inside_ladder,dCAGR_vs_g1,dDD_vs_g1,dDDmargin_vs_g1,base_OOS_Sharpe,base_OOS_MaxDD
u56,0.0,20,0.06,0.75,0.6503837099304555,0.06857228014382155,1.1878789783556065,-0.06833940411744188,1.1893101182223538,1.1869330865665828,0.058687324780236194,1.0357175951808597,-0.06772648851193253,0.07676883180504657,1.3105509940050446,-0.06833940411744244,2.6382454035457505,True,False,True,True,False,False,False,False,0.13396413622766995,0.1339641362276694,-0.037399147756567386,0.5851939556740278,-0.09446021018157698,0.026120806064135096,True,-0.04937235262736839,0.09045054129107966,0.09045054129107966,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.06,1.0,0.7376169078616037,0.07562742905994324,1.1805583213563824,-0.07866865391800237,1.1925567509046953,1.1690891074301597,0.06477838144202086,1.0346945517745545,-0.06963415834060005,0.0846303173902272,1.297427618239559,-0.07866865391800237,3.831615843652103,True,False,True,True,False,False,False,False,0.12363488642710946,0.12363488642710946,-0.030343998840445696,0.6447824036350309,-0.10384323964380184,0.02517458572579946,True,-0.0423172037112467,0.08012129149051916,0.08012129149051916,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.06,1.25,0.7805401992488237,0.07866469946124277,1.1789457097299172,-0.08468614912656569,1.2064993804194983,1.1517338094973508,0.06822325479941194,1.0414308486124362,-0.07050522989112806,0.08732610799397333,1.289892906762447,-0.08468614912656713,4.561390895322488,True,False,True,True,False,False,False,False,0.11761739121854614,0.1176173912185447,-0.027306728439146166,0.6703708121992287,-0.10784498717397277,0.02315883804740708,True,-0.03927993330994717,0.07410379628195585,0.07410379628195585,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.06,1.5,0.8040436747251081,0.08000857835842012,1.1770314328357785,-0.08708230333395661,1.2108823639545518,1.1431598466345088,0.07048918967366569,1.0489478391124383,-0.07135203610567742,0.08789883822299682,1.2814832651737489,-0.08708230333395794,4.959447964885209,True,False,True,True,False,False,False,False,0.11522123701115522,0.11522123701115389,-0.025962849541968813,0.6816927288343312,-0.10961561123672575,0.02253330790276914,True,-0.037936054412769815,0.07170764207456493,0.07170764207456493,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.08,0.75,0.7141351375230889,0.07771576380241196,1.1846558672850045,-0.09046364050452138,1.1978682648607712,1.1739976830996783,0.06755932432002942,1.058715380526272,-0.077940672084709,0.08613877158384842,1.2846956688141644,-0.09046364050452116,2.2042861308566573,True,False,True,True,False,False,False,False,0.11183989984059045,0.11183989984059067,-0.028255664097976974,0.6623762150343172,-0.10659471952332418,0.0161310790188028,True,-0.040228868968777975,0.06832630490400016,0.06832630490400016,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.08,1.0,0.8661103842238208,0.09165408189814994,1.187701635738765,-0.09061096822548242,1.1889629874097492,1.1869238110530287,0.07819153899209952,1.0351818282364105,-0.08976190399695338,0.10284886882865885,1.3106463676835451,-0.09061096822548198,3.5256943809481025,True,False,True,True,False,False,False,False,0.11169257211962941,0.11169257211962985,-0.014317346002238995,0.7796987423053168,-0.12489477263564275,0.03428380441016032,True,-0.026290550873039997,0.06817897718303911,0.06817897718303911,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.08,1.25,0.9596546138230702,0.09923639935706352,1.1808195154896173,-0.10005840677676214,1.1915432701713797,1.1706829044070892,0.08494230410389836,1.0362241375797063,-0.09192614116010311,0.11113002818309026,1.2967867030441331,-0.1000584067767627,4.779428703008859,True,False,True,True,True,False,True,False,0.10224513356834969,0.10224513356834913,-0.0067350285433254165,0.8433530735539045,-0.13474693101290278,0.03468852423614063,True,-0.01870823341412642,0.058731538631759395,0.058731538631759395,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.08,1.5,1.0162792380747143,0.10367434620475047,1.1801090768828049,-0.10883731091449733,1.1979636259465134,1.162704278250904,0.08862075470968511,1.0337518597574324,-0.09303715618390973,0.1162072796727931,1.2976958320186016,-0.10883731091449622,5.686592298248921,True,False,True,True,True,False,True,False,0.0934662294306145,0.09346622943061561,-0.00229708169563847,0.8805917235813021,-0.14050153437861101,0.03166422346411368,True,-0.014270286566439472,0.049952634494024206,0.049952634494024206,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.1,0.75,0.7375738106681295,0.08391434486193527,1.2146753727681343,-0.0999434931943387,1.2298219465406954,1.2026169466218517,0.07402249510013137,1.1012345560701369,-0.07755937859797402,0.09211567403263388,1.3047639829539757,-0.0999434931943386,1.9319297897435384,True,False,True,True,False,False,False,False,0.10236004715077313,0.10236004715077324,-0.022057083038453662,0.7145980470455587,-0.114761643493906,0.01481815029956729,True,-0.034030287909254664,0.05884645221418283,0.05884645221418283,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.1,1.0,0.9363332800629381,0.10150964301051513,1.1839299614740277,-0.11262920326594394,1.1939848500539976,1.1758512829014443,0.0876072200002509,1.0510581505695982,-0.10229308866840259,0.11307329429258828,1.289823647874874,-0.11262920326594383,3.0635581373534304,True,False,True,True,True,False,True,False,0.08967433707916789,0.089674337079168,-0.00446178488987381,0.8624371867303386,-0.13770069239591873,0.025071489129974783,True,-0.016434989760674812,0.04616074214257759,0.04616074214257759,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.1,1.25,1.0818370585171861,0.11484871351434922,1.187719426720377,-0.11262920326594383,1.1890196604059433,1.1869086552771109,0.0976969569520374,1.035103179695976,-0.11152121540762161,0.12915153347894792,1.3107346382114575,-0.11262920326594406,4.42186118307532,True,True,True,True,True,True,True,False,0.089674337079168,0.08967433707916778,0.008877285613960284,0.9740945368777522,-0.15482229951571413,0.0421930962497703,True,-0.003095919256840718,0.046160742142577704,0.046160742142577704,1.3012453352065745,-0.12029812214763824
u56,0.0,20,0.1,1.5,1.1789938607531403,0.12272333998428353,1.1815649061345819,-0.12029485635663062,1.1906562563729008,1.1730346522441317,0.10480382523006293,1.0360456476226831,-0.11393071512144148,0.1376743564732994,1.2985019173259351,-0.12029485635663062,5.707617929726634,True,True,True,True,True,True,True,False,0.08200868398848121,0.08200868398848121,0.016751912083894593,1.0398656726899593,-0.16483108081731138,0.04453622446068076,True,0.0047787072130935915,0.03849508905189092,0.03849508905189092,1.3012453352065745,-0.12029812214763824
