conv,obj,mean,hit,n,sd,skew,t,q_matched,q_wide
POOLMEAN,ARM GATE_OFF/n10,-0.04828022051768009,0.2261904761904762,84,0.10997792965307422,0.9480717482084561,-4.023493909902758,DOMINATE,DOMINATE
POOLMEAN,ARM GATE_OFF/n20,0.0437640269127047,0.8333333333333334,84,0.08734292613731498,0.07259796803703625,4.592288692692956,LOSE,DIVERGE
POOLMEAN,ARM GATE_OFF/n30,0.08782628517019407,0.9523809523809523,84,0.0679310419913957,1.0234820433179401,11.849386907687053,LOSE,LOSE
POOLMEAN,ARM GATE_OFF/n40,0.13991424666424163,1.0,84,0.08466916818791877,0.708913907141236,15.145244481877324,LOSE,LOSE
POOLMEAN,ARM GATE_OFF/n5,-0.06042131225578276,0.44047619047619047,84,0.16464274729629652,-0.5966617702569412,-3.363467162053554,DOMINATE,DOMINATE
POOLMEAN,ARM GATE_ON/n10,-0.12600070538495883,0.0,84,0.05930296985436107,0.2737310636115051,-19.473148527381614,DOMINATE,DOMINATE
POOLMEAN,ARM GATE_ON/n20,-0.018363301095196873,0.4523809523809524,84,0.05379521734146403,-0.6256951433747263,-3.128576161105811,DOMINATE,DOMINATE
POOLMEAN,ARM GATE_ON/n30,0.04369502196567291,0.6428571428571429,84,0.09253290032441479,-0.07700129299254296,4.327882189976532,REVERSE,DOMINATE
POOLMEAN,ARM GATE_ON/n40,0.10070511163850415,0.8333333333333334,84,0.12352079479280037,-0.2488111238890805,7.47224461640725,LOSE,LOSE
POOLMEAN,ARM GATE_ON/n5,-0.162839153097699,0.10714285714285714,84,0.12818784768570798,-0.33010415564213325,-11.642644114008426,DOMINATE,DOMINATE
POOLMEAN,CHOOSER-MATCHED (n20 ladder),0.03265063441290928,0.7857142857142857,84,0.08689918376317682,0.43349731109269674,3.443622763897338,,
POOLMEAN,CHOOSER-WIDE (gate x n),0.07945522356847347,0.6666666666666666,84,0.13117900115940068,0.2353229256746671,5.551339362917169,,
CONTROL,ARM GATE_OFF/n10,-0.02991691942248322,0.3333333333333333,84,0.15489158966229324,0.6612596620323171,-1.7702258477988704,DOMINATE,DOMINATE
CONTROL,ARM GATE_OFF/n20,0.062127328007901564,0.8809523809523809,84,0.0923886180847982,1.8421861761439329,6.163165749708394,LOSE,DIVERGE
CONTROL,ARM GATE_OFF/n30,0.1061895862653909,1.0,84,0.0549996197799766,0.567765091749703,17.69546113314618,LOSE,LOSE
CONTROL,ARM GATE_OFF/n40,0.15827754775943853,1.0,84,0.06155388591193068,0.17813852351233272,23.566955446399536,LOSE,LOSE
CONTROL,ARM GATE_OFF/n5,-0.042058011160585884,0.4880952380952381,84,0.2086074125168546,-0.30355131168742333,-1.8478156398887335,DOMINATE,DOMINATE
CONTROL,ARM GATE_ON/n10,-0.10763740428976198,0.16666666666666666,84,0.10764442770231082,0.3963280981282959,-9.164553396679166,DOMINATE,DOMINATE
CONTROL,ARM GATE_ON/n20,0.0,0.0,84,0.0,,,DOMINATE,DOMINATE
CONTROL,ARM GATE_ON/n30,0.062058323060869794,0.8333333333333334,84,0.06394732747454118,-0.015291976409705713,8.894412766246722,LOSE,DIVERGE
CONTROL,ARM GATE_ON/n40,0.11906841273370106,0.8333333333333334,84,0.0938989322391395,-0.32469375181543353,11.621857697823577,LOSE,LOSE
CONTROL,ARM GATE_ON/n5,-0.14447585200250215,0.16666666666666666,84,0.1639054148885808,0.051338578941652606,-8.078702321637936,DOMINATE,DOMINATE
CONTROL,CHOOSER-MATCHED (n20 ladder),0.05101393550810615,0.5714285714285714,84,0.09646668163680638,1.898437208556883,4.846755729478646,,
CONTROL,CHOOSER-WIDE (gate x n),0.09781852466367034,0.6666666666666666,84,0.14608141113020948,-0.1448200268609772,6.137136685250356,,
