book,f,panel,T_star,nat_cad,nat_lam,nat_to,nat_Sharpe,nat_H2,nat_OOS,nat_m_min,nat_pass4b,mt_cad,mt_lam,mt_to,to_err,mt_CAGR,mt_Sharpe,mt_MaxDD,mt_H1,mt_H2,mt_OOS,mt_m_H1,mt_m_H2,mt_m_OOS,mt_m_DD,mt_m_CAGR,mt_m_min,mt_bind,mt_pass4b,mt_pass4a
EWall,0.0,broad,0.828443130785896,W,1.0,0.8657057588560485,1.1115111687130292,1.0132839604042891,1.0913501695849346,-0.051617758848798795,False,W,0.1,0.8641905156748191,0.03574738488892304,0.13997750370741624,1.1106581014840031,-0.2539134786926157,1.2196516923845535,1.0128840511114792,1.090975604158609,0.26301329444887844,0.178851359275644,0.20895168056137736,-0.05161775884825767,0.033379167205399976,-0.05161775884825767,DD,False,False
EWall,0.0,small,0.828443130785896,W,1.0,1.7409003477225007,0.6620350100338488,0.5986138224529463,0.6206770724346838,-0.26133391215499935,False,M,0.1,0.8830082784506125,0.05456514766471643,0.09567301260509975,0.6496920773204008,-0.3496981889198689,0.7625082413336496,0.5873935827435123,0.6138160673785007,-0.1281527461163311,-0.2703130624137797,-0.2681949172111825,-0.14739445371582602,-0.003236028033401006,-0.2703130624137797,H2,False,False
EWall,0.0,u56,0.828443130785896,W,1.0,0.828443130785896,1.1133658809928635,1.0613518094908139,1.125049412500613,-0.02317244657352513,False,W,1.0,0.828443130785896,0.0,0.13128889455610726,1.1133658809928635,-0.2254761817775679,1.1793263208835163,1.0613518094908139,1.125049412500613,0.22270641343840314,0.2273356349392427,0.24303842791092978,-0.02317244657352513,0.024692579650140586,-0.02317244657352513,DD,False,False
EWall,0.25,broad,2.2930491763062566,W,1.0,2.332781753833662,1.1996959445511206,1.0845526390695683,1.1616109568989252,0.008816068891934939,True,D,0.1,2.2769286244001905,-0.016120551906066094,0.11720305153324007,1.209652447078084,-0.18200825612214744,1.3242858278903307,1.1081492306429068,1.1838931536184671,0.3676474299546556,0.27411653880707165,0.30186923002123556,0.020287463722210602,0.010604715031223802,0.010604715031223802,CAGR,True,False
EWall,0.25,u56,2.2930491763062566,W,1.0,2.2930491763062566,1.1943474445795592,1.1263296690318176,1.1865034540666988,0.0017788240715544829,True,W,1.0,2.2930491763062566,0.0,0.10837513897752116,1.1943474445795592,-0.16715746591472946,1.281756023012748,1.1263296690318176,1.1865034540666988,0.3251361155676349,0.29231349448024646,0.3044924694770156,0.0351462692893133,0.0017788240715544829,0.0017788240715544829,CAGR,True,False
TOP20,0.0,broad,9.044335906163004,W,1.0,13.17849676626013,0.8460226666711287,0.7320720680722212,0.8066189970303554,-0.10196062376361392,False,D,0.1,9.062994612836423,0.018658706673418735,0.1468347748122414,0.9646358134236617,-0.260643727050311,1.1931563881260077,0.7956369165503452,0.8763510038808052,0.2365179901903326,-0.038395775285489986,-0.005672919716426361,-0.058348007205952984,0.04023643831022512,-0.058348007205952984,DD,False,False
TOP20,0.0,small,9.044335906163004,W,1.0,16.26245787411665,0.6491016368132165,0.6132194570457989,0.6962918593916119,-0.24448718811149306,False,W,0.15,9.676357439901969,0.6320215337389641,0.11882644018609789,0.651263613509264,-0.335619303061797,0.8361249033860773,0.5438213555890604,0.6422600420326992,-0.05453608406390342,-0.3138852895682316,-0.23975094255698404,-0.13331556785775409,0.019917399547597137,-0.3138852895682316,H2,False,False
TOP20,0.0,u56,9.044335906163004,W,1.0,9.044335906163004,1.066869782314063,1.0119417603006913,1.0721881027666573,-0.021099036351504452,False,W,1.0,9.044335906163004,0.0,0.13936218923581323,1.066869782314063,-0.22340277155554722,1.150859861484296,1.0119417603006913,1.0721881027666573,0.19423995403918282,0.1779255857491201,0.19017711817697414,-0.021099036351504452,0.03276587432984655,-0.021099036351504452,DD,False,False
TOP20,0.25,broad,8.88699714974062,W,1.0,12.134213118249619,0.8858232129418822,0.7599307430910356,0.8330664817922117,-0.07410194874479958,False,W,0.35,9.277679256321047,0.39068210658042624,0.11580931928058447,0.9704289233544519,-0.18792181994950685,1.1631192477619123,0.821347795300658,0.8984212591783837,0.20648084982623727,-0.012684896535177126,0.016397335581152084,0.014373899894851189,0.009210982778568202,-0.012684896535177126,H2,False,False
TOP20,0.25,u56,8.88699714974062,W,1.0,8.88699714974062,1.0951184836778523,1.029350257115831,1.0861856596514323,0.007521005375312403,True,W,1.0,8.88699714974062,0.0,0.11411732028127908,1.0951184836778523,-0.17211806117541184,1.1893062777497845,1.029350257115831,1.0861856596514323,0.23268637030467132,0.19533408256425988,0.20417467506174913,0.030185674028630927,0.007521005375312403,0.007521005375312403,CAGR,True,False
