support,n,selector,panel,q,k,IS_stat,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,anchor_OOS_S,anchor_OOS_CAGR,anchor_OOS_DD,beats_anchor,beats_v2,beats_spy
NARROW q>=0.5 k<=100,20,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d0,0.5,40,0.127806711447868,0.0568314564645124,0.5780419547998884,-0.2054224926022015,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5568259040112413,0.0638803078746149,-0.2256594931870269,True,False,False
NARROW q>=0.5 k<=100,20,LEVEL-DD-MIN,MIX q=1.00 k=40 d1,1.0,40,0.0873204484095072,0.0387753818312597,0.4359364782112672,-0.2367260040432552,0.6225889319678715,0.0463991389693005,-0.1674923392764575,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5568259040112413,0.0638803078746149,-0.2256594931870269,False,False,False
NARROW q>=0.5 k<=100,20,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0684656208957341,0.5682602081601372,-0.198836697732878,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5568259040112413,0.0638803078746149,-0.2256594931870269,True,False,False
NARROW q>=0.5 k<=100,20,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.114696073908052,0.9748984503863556,-0.1825851589116091,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5568259040112413,0.0638803078746149,-0.2256594931870269,True,True,True
NARROW q>=0.5 k<=100,30,RATIO-SHARPE-MAX,MIX q=1.00 k=60 d2,1.0,60,1.161454327046544,0.0276931629041483,0.3214283940184854,-0.1921831990359828,0.4909807265583272,0.0347369340287948,-0.1757640930993171,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5632457879540578,0.05564363869527452,-0.19225561331064778,False,False,False
NARROW q>=0.5 k<=100,30,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d2,0.5,40,1.1110086124577705,0.066953482445226,0.8429425427672838,-0.137932610912249,0.8972451430156004,0.068622604165947,-0.1150105978426161,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5632457879540578,0.05564363869527452,-0.19225561331064778,True,False,False
NARROW q>=0.5 k<=100,30,LEVEL-CAGR-MAX,MIX q=0.50 k=100 d2,0.5,100,0.1033711535972554,0.0797096739319962,0.7133172381273464,-0.1883680959182575,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5632457879540578,0.05564363869527452,-0.19225561331064778,True,False,False
NARROW q>=0.5 k<=100,30,LEVEL-DD-MIN,MIX q=1.00 k=40 d1,1.0,40,0.0588953006045905,0.02537502715234,0.4080054742407871,-0.1671138525066827,0.6225889319678715,0.0463991389693005,-0.1674923392764575,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5632457879540578,0.05564363869527452,-0.19225561331064778,False,False,False
NARROW q>=0.5 k<=100,30,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0797096739319962,0.7133172381273464,-0.1883680959182575,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5632457879540578,0.05564363869527452,-0.19225561331064778,True,False,False
NARROW q>=0.5 k<=100,30,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.0950791233754677,0.9341874359360972,-0.1597026272198644,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5632457879540578,0.05564363869527452,-0.19225561331064778,True,True,True
WIDE q>=0.5 k<=400,5,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d1,0.5,40,1.3666014037214331,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.40821945258384285,0.06382964409526308,-0.38023655720012134,True,False,False
WIDE q>=0.5 k<=400,5,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d1,0.5,40,1.7533852601103044,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.40821945258384285,0.06382964409526308,-0.38023655720012134,True,False,False
WIDE q>=0.5 k<=400,5,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d1,0.5,40,0.2490547261324711,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.40821945258384285,0.06382964409526308,-0.38023655720012134,True,False,False
WIDE q>=0.5 k<=400,5,LEVEL-DD-MIN,MIX q=0.50 k=40 d1,0.5,40,0.1420422150217022,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.40821945258384285,0.06382964409526308,-0.38023655720012134,True,False,False
WIDE q>=0.5 k<=400,5,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0891310189444525,0.5199501151419115,-0.2374499949434769,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.40821945258384285,0.06382964409526308,-0.38023655720012134,True,False,False
WIDE q>=0.5 k<=400,5,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.1763342728277641,1.0211902476090648,-0.1927053016792158,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.40821945258384285,0.06382964409526308,-0.38023655720012134,True,True,True
WIDE q>=0.5 k<=400,10,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d0,0.5,40,1.35161649029964,0.0633306545337761,0.5202214563682316,-0.2417788486987759,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.48579022668333544,0.06754074363531797,-0.30355037987186867,True,False,False
WIDE q>=0.5 k<=400,10,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d0,0.5,40,1.4166299344775886,0.0633306545337761,0.5202214563682316,-0.2417788486987759,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.48579022668333544,0.06754074363531797,-0.30355037987186867,True,False,False
WIDE q>=0.5 k<=400,10,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d0,0.5,40,0.1866413384889298,0.0633306545337761,0.5202214563682316,-0.2417788486987759,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.48579022668333544,0.06754074363531797,-0.30355037987186867,True,False,False
WIDE q>=0.5 k<=400,10,LEVEL-DD-MIN,MIX q=0.50 k=40 d2,0.5,40,0.1294852350094538,0.094860183377309,0.6941216481584487,-0.265575434681746,0.8972451430156004,0.068622604165947,-0.1150105978426161,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.48579022668333544,0.06754074363531797,-0.30355037987186867,True,False,False
WIDE q>=0.5 k<=400,10,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.08138295157745,0.5696647994778368,-0.2385561152363174,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.48579022668333544,0.06754074363531797,-0.30355037987186867,True,False,False
WIDE q>=0.5 k<=400,10,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.1478515561612381,1.0456214195969935,-0.1682262331893803,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.48579022668333544,0.06754074363531797,-0.30355037987186867,True,True,True
WIDE q>=0.5 k<=400,15,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d0,0.5,40,1.1901723840323342,0.0646189470310383,0.5889505990056838,-0.2138374784079201,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5196499913992569,0.06650786277965437,-0.2628155143563556,True,False,False
WIDE q>=0.5 k<=400,15,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d0,0.5,40,1.189385729573598,0.0646189470310383,0.5889505990056838,-0.2138374784079201,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5196499913992569,0.06650786277965437,-0.2628155143563556,True,False,False
WIDE q>=0.5 k<=400,15,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d0,0.5,40,0.143610377898494,0.0646189470310383,0.5889505990056838,-0.2138374784079201,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5196499913992569,0.06650786277965437,-0.2628155143563556,True,False,False
WIDE q>=0.5 k<=400,15,LEVEL-DD-MIN,MIX q=0.50 k=40 d2,0.5,40,0.1113420820329825,0.1032390256177706,0.8451029883632852,-0.2406960268496881,0.8972451430156004,0.068622604165947,-0.1150105978426161,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5196499913992569,0.06650786277965437,-0.2628155143563556,True,False,False
WIDE q>=0.5 k<=400,15,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0737307582666908,0.5749310228777197,-0.2043851373047875,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5196499913992569,0.06650786277965437,-0.2628155143563556,True,False,False
WIDE q>=0.5 k<=400,15,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.117288132274659,0.9285209557223244,-0.1927319535183416,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5196499913992569,0.06650786277965437,-0.2628155143563556,True,True,True
WIDE q>=0.5 k<=400,20,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d0,0.5,40,1.1770467129354985,0.0568314564645124,0.5780419547998884,-0.2054224926022015,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5286607534121956,0.06298362357978561,-0.23540739187873258,True,False,False
WIDE q>=0.5 k<=400,20,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d0,0.5,40,1.071199637233904,0.0568314564645124,0.5780419547998884,-0.2054224926022015,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5286607534121956,0.06298362357978561,-0.23540739187873258,True,False,False
WIDE q>=0.5 k<=400,20,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d0,0.5,40,0.127806711447868,0.0568314564645124,0.5780419547998884,-0.2054224926022015,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5286607534121956,0.06298362357978561,-0.23540739187873258,True,False,False
WIDE q>=0.5 k<=400,20,LEVEL-DD-MIN,MIX q=1.00 k=40 d1,1.0,40,0.0873204484095072,0.0387753818312597,0.4359364782112672,-0.2367260040432552,0.6225889319678715,0.0463991389693005,-0.1674923392764575,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5286607534121956,0.06298362357978561,-0.23540739187873258,False,False,False
WIDE q>=0.5 k<=400,20,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0684656208957341,0.5682602081601372,-0.198836697732878,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5286607534121956,0.06298362357978561,-0.23540739187873258,True,False,False
WIDE q>=0.5 k<=400,20,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.114696073908052,0.9748984503863556,-0.1825851589116091,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5286607534121956,0.06298362357978561,-0.23540739187873258,True,True,True
WIDE q>=0.5 k<=400,30,RATIO-SHARPE-MAX,MIX q=1.00 k=60 d2,1.0,60,1.161454327046544,0.0276931629041483,0.3214283940184854,-0.1921831990359828,0.4909807265583272,0.0347369340287948,-0.1757640930993171,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5505656194615398,0.05854782884461322,-0.20993596837083625,False,False,False
WIDE q>=0.5 k<=400,30,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d2,0.5,40,1.1110086124577705,0.066953482445226,0.8429425427672838,-0.137932610912249,0.8972451430156004,0.068622604165947,-0.1150105978426161,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5505656194615398,0.05854782884461322,-0.20993596837083625,True,False,False
WIDE q>=0.5 k<=400,30,LEVEL-CAGR-MAX,MIX q=0.50 k=200 d2,0.5,200,0.1299406313017033,0.1103342274408782,0.8255763066547214,-0.2160898057275576,0.9405973957777346,0.0638809785113774,-0.1066668686504324,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5505656194615398,0.05854782884461322,-0.20993596837083625,True,False,False
WIDE q>=0.5 k<=400,30,LEVEL-DD-MIN,MIX q=1.00 k=40 d1,1.0,40,0.0588953006045905,0.02537502715234,0.4080054742407871,-0.1671138525066827,0.6225889319678715,0.0463991389693005,-0.1674923392764575,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5505656194615398,0.05854782884461322,-0.20993596837083625,False,False,False
WIDE q>=0.5 k<=400,30,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0797096739319962,0.7133172381273464,-0.1883680959182575,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5505656194615398,0.05854782884461322,-0.20993596837083625,True,False,False
WIDE q>=0.5 k<=400,30,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.0950791233754677,0.9341874359360972,-0.1597026272198644,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5505656194615398,0.05854782884461322,-0.20993596837083625,True,True,True
