support,n,selector,panel,q,k,IS_stat,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,anchor_OOS_S,anchor_OOS_CAGR,anchor_OOS_DD,beats_anchor,beats_v2,beats_spy
NARROW q>=0.5 k<=100,5,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d1,0.5,40,1.3666014037214331,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.4266991318041192,0.06572884730641383,-0.36861607974274135,True,False,False
NARROW q>=0.5 k<=100,5,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d1,0.5,40,1.7533852601103044,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.4266991318041192,0.06572884730641383,-0.36861607974274135,True,False,False
NARROW q>=0.5 k<=100,5,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d1,0.5,40,0.2490547261324711,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.4266991318041192,0.06572884730641383,-0.36861607974274135,True,False,False
NARROW q>=0.5 k<=100,5,LEVEL-DD-MIN,MIX q=0.50 k=40 d1,0.5,40,0.1420422150217022,0.1421145044405765,0.7940289792769998,-0.2914684687242155,0.9498383592647072,0.0774252390408483,-0.1121387552834703,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.4266991318041192,0.06572884730641383,-0.36861607974274135,True,False,False
NARROW q>=0.5 k<=100,5,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0891310189444525,0.5199501151419115,-0.2374499949434769,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.4266991318041192,0.06572884730641383,-0.36861607974274135,True,False,False
NARROW q>=0.5 k<=100,5,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.1763342728277641,1.0211902476090648,-0.1927053016792158,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.4266991318041192,0.06572884730641383,-0.36861607974274135,True,True,True
NARROW q>=0.5 k<=100,10,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d0,0.5,40,1.35161649029964,0.0633306545337761,0.5202214563682316,-0.2417788486987759,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5114025481345073,0.06936122363025829,-0.29596576085022674,True,False,False
NARROW q>=0.5 k<=100,10,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d0,0.5,40,1.4166299344775886,0.0633306545337761,0.5202214563682316,-0.2417788486987759,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5114025481345073,0.06936122363025829,-0.29596576085022674,True,False,False
NARROW q>=0.5 k<=100,10,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d0,0.5,40,0.1866413384889298,0.0633306545337761,0.5202214563682316,-0.2417788486987759,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5114025481345073,0.06936122363025829,-0.29596576085022674,True,False,False
NARROW q>=0.5 k<=100,10,LEVEL-DD-MIN,MIX q=0.50 k=40 d2,0.5,40,0.1294852350094538,0.094860183377309,0.6941216481584487,-0.265575434681746,0.8972451430156004,0.068622604165947,-0.1150105978426161,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5114025481345073,0.06936122363025829,-0.29596576085022674,True,False,False
NARROW q>=0.5 k<=100,10,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.08138295157745,0.5696647994778368,-0.2385561152363174,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5114025481345073,0.06936122363025829,-0.29596576085022674,True,False,False
NARROW q>=0.5 k<=100,10,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.1478515561612381,1.0456214195969935,-0.1682262331893803,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5114025481345073,0.06936122363025829,-0.29596576085022674,True,True,True
NARROW q>=0.5 k<=100,15,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d0,0.5,40,1.1901723840323342,0.0646189470310383,0.5889505990056838,-0.2138374784079201,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5507674017679001,0.06854006405445784,-0.2558561901745317,True,False,False
NARROW q>=0.5 k<=100,15,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d0,0.5,40,1.189385729573598,0.0646189470310383,0.5889505990056838,-0.2138374784079201,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5507674017679001,0.06854006405445784,-0.2558561901745317,True,False,False
NARROW q>=0.5 k<=100,15,LEVEL-CAGR-MAX,MIX q=0.50 k=40 d0,0.5,40,0.143610377898494,0.0646189470310383,0.5889505990056838,-0.2138374784079201,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5507674017679001,0.06854006405445784,-0.2558561901745317,True,False,False
NARROW q>=0.5 k<=100,15,LEVEL-DD-MIN,MIX q=0.50 k=40 d2,0.5,40,0.1113420820329825,0.1032390256177706,0.8451029883632852,-0.2406960268496881,0.8972451430156004,0.068622604165947,-0.1150105978426161,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5507674017679001,0.06854006405445784,-0.2558561901745317,True,False,False
NARROW q>=0.5 k<=100,15,S3-MAX,MIX q=0.50 k=100 d2,0.5,100,0.7,0.0737307582666908,0.5749310228777197,-0.2043851373047875,0.8562089592171238,0.0596824953344943,-0.1149266485667498,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5507674017679001,0.06854006405445784,-0.2558561901745317,True,False,False
NARROW q>=0.5 k<=100,15,S3-MIN,MIX q=0.50 k=60 d2,0.5,60,0.0,0.117288132274659,0.9285209557223244,-0.1927319535183416,0.8918319238208193,0.0623926187595669,-0.1120741533777067,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5507674017679001,0.06854006405445784,-0.2558561901745317,True,True,True
NARROW q>=0.5 k<=100,20,RATIO-SHARPE-MAX,MIX q=0.50 k=40 d0,0.5,40,1.1770467129354985,0.0568314564645124,0.5780419547998884,-0.2054224926022015,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5568259040112413,0.0638803078746149,-0.2256594931870269,True,False,False
NARROW q>=0.5 k<=100,20,RATIO-CALMAR-MAX,MIX q=0.50 k=40 d0,0.5,40,1.071199637233904,0.0568314564645124,0.5780419547998884,-0.2054224926022015,0.8485011403638141,0.0584468350546052,-0.1577259160943319,0.8767278433896203,0.1533142725520486,-0.3371595330739301,0.5568259040112413,0.0638803078746149,-0.2256594931870269,True,False,False
