book,key,panel,form,n,freq,cost,gi,g,keep4b,keep4a,leg_H1,leg_H2,leg_OOS,leg_DD,leg_CAGR,IS_leg_H1,IS_leg_H2,IS_leg_OOS,IS_leg_DD,IS_leg_CAGR,OOS_leg_H1,OOS_leg_H2,OOS_leg_OOS,OOS_leg_DD,OOS_leg_CAGR,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
1,U56/EWALL/W,U56,EWALL,0,W,10.0,0,0.2,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.03491546076716934,1.1186081643465204,-0.06398020203937704,1.193589019008739,1.0584356489005784,0.03331011977608722,1.1056697490757712,-0.03477436811280199,0.036239961480569516,1.1293584860200527,-0.06398020203937704
1,U56/EWALL/W,U56,EWALL,0,W,10.0,1,0.25,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.043690701672045806,1.1188270826289544,-0.07952035690087877,1.193997496390935,1.0585216618175544,0.041680479816258664,1.1060959912014527,-0.043322190485782563,0.04534982098604168,1.1294214237742768,-0.07952035690087911
1,U56/EWALL/W,U56,EWALL,0,W,10.0,2,0.3,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.05248254618717385,1.119036738393908,-0.09488104506421602,1.1943987116154449,1.0585974678007604,0.050066336576157555,1.1065153634579175,-0.05181229607013638,0.05447741774846038,1.1294734434695026,-0.09488104506421602
1,U56/EWALL/W,U56,EWALL,0,W,10.0,3,0.35,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.061290007075638586,1.1192375026067567,-0.11006359485567518,1.1947936843813958,1.058662905092058,0.05846688802643918,1.1069286826724256,-0.06024501013835071,0.06362160777686032,1.129514580149386,-0.11006359485567496
1,U56/EWALL/W,U56,EWALL,0,W,10.0,4,0.4,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.07011209433042298,1.1194297493785292,-0.12506914449569229,1.1951824665191355,1.0587186280758683,0.06688130053152475,1.1073359048559452,-0.06862060684265747,0.07278126789651651,1.1295455362610307,-0.1250691444956924
1,U56/EWALL/W,U56,EWALL,0,W,10.0,5,0.45,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.07894772706306363,1.119612615544466,-0.13989916350581066,1.1955644819537392,1.0587635726330968,0.07530867841089917,1.1077364291456915,-0.07693944208172843,0.08195515991793378,1.1295652579301323,-0.13989916350581033
1,U56/EWALL/W,U56,EWALL,0,W,10.0,6,0.5,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.08779586197762823,1.1197864205351575,-0.15455471963277678,1.1959393325940912,1.0587986907991207,0.08374811565937623,1.1081299719935538,-0.08520181364467039,0.09114212271192978,1.1295745378062643,-0.15455471963277712
1,U56/EWALL/W,U56,EWALL,0,W,10.0,7,0.55,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,0.0966554037212295,1.1199508869193142,-0.1690370925199085,1.1963065325526772,1.058823901306286,0.09219867445157437,1.1085160599817854,-0.09340796354739733,0.10034092612745948,1.1295732575265358,-0.1690370925199084
1,U56/EWALL/W,U56,EWALL,0,W,10.0,8,0.6,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,0.1055252039730541,1.1201056466809132,-0.18334736564505172,1.1966651785538085,1.0588393093706978,0.10065932659070476,1.1088937264848304,-0.10155833762999111,0.10955031791017467,1.1295615182446344,-0.18334736564505238
1,U56/EWALL/W,U56,EWALL,0,W,10.0,9,0.65,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.11440411654835803,1.1202505201369026,-0.19748677962075367,1.1970155097035964,1.0588444034377091,0.1091291280640807,1.109263193566996,-0.10965330939402462,0.11876897963958499,1.1295388396794974,-0.19748677962075378
