panel,ladder,stat,spread,median_gap,median_pair_sd,snr_spread,snr_gap,gap_skew,frac_pairs_2sd
U56,N,S_FULL,0.18322104889544333,0.04799007007970446,0.08900254108283762,2.0586046944987046,0.5391988756257926,3.817895006011453,0.0
U56,N,S_OOS,0.2902903436047862,0.0642455289461401,0.11799292069148262,2.4602352573660884,0.5444863011241462,4.518452075445586,0.0
U56,N,CAGR,4.3700319617852035,1.757451640424434,1.6558690063516908,2.639116950086238,1.0613470230332749,2.4865730932600894,0.2222222222222222
U56,N,DD,6.726027403333877,1.7344880800844855,3.367633781080441,1.9972561865607488,0.515046526088715,3.8778170231105062,0.0
U56,H,S_FULL,0.06337993535645858,0.03168996767822929,0.0721268516077849,0.8787287112032736,0.4393643556016368,2.0,0.0
U56,H,S_OOS,0.08847533187304535,0.05367845074088273,0.10454540376663021,0.8462861941835623,0.513446299951221,1.6482467480318042,0.0
U56,H,CAGR,1.5304197924899796,0.7827861160349396,1.097090348658043,1.3949806361545187,0.7135110768155429,1.9550931744191402,0.0
U56,H,DD,6.564551170891317,3.2822755854456585,3.0201106073448454,2.1736128322341792,1.0868064161170896,2.0,0.0
U56,GROSS,S_FULL,0.0017882751492677151,0.000659371941500897,0.00046945351499881073,3.809269910935155,1.4045521450671583,2.712088635735924,0.0
U56,GROSS,S_OOS,0.0021154912506546886,0.0007653675060736997,0.0006474006507128943,3.267669330151562,1.182216151977766,2.7640202044989626,0.0
U56,GROSS,CAGR,9.401691141620727,3.143071738728299,0.6125617768431281,15.34815180612946,5.131028179600591,2.991242937848022,1.0
U56,GROSS,DD,11.137235203817976,3.780504858573085,0.847949790343352,13.134309755897556,4.458406501925405,2.945965055053948,1.0
U56,CADENCE,S_FULL,0.058865156398083096,0.0415593372719637,0.06576002908294099,0.8951510091918966,0.6319847763380132,1.416412297743594,0.0
U56,CADENCE,S_OOS,0.09704441230057848,0.04852220615028924,0.08708370102198947,1.1143808905879395,0.5571904452939698,2.0,0.0
U56,CADENCE,CAGR,0.906597672704823,0.4532988363524115,0.9649868694427328,0.939492237058491,0.4697461185292455,2.0,0.0
U56,CADENCE,DD,4.003291955027809,3.1594646982934815,2.687765793796596,1.4894496999208289,1.1754985146345613,1.267079185024635,0.0
B136,N,S_FULL,0.12053112976248326,0.04360517848783185,0.07863006770645274,1.5328885409644881,0.5545611209521242,2.764147148167684,0.0
B136,N,S_OOS,0.3008648592605092,0.12321124303460096,0.11011156276788304,2.7323639016434376,1.1189673449130157,2.441862056176306,0.1111111111111111
B136,N,CAGR,3.5944231255558456,1.3112299216934673,1.608664259407006,2.2344147354158537,0.8151047765410164,2.7412607553323753,0.0
