panel,is_c,is_B,is_Sharpe,picked_anchor,oCAGR,oSharpe,oMaxDD,keep4b_oos,keep4a_oos,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR,oos_dd_margin_pp,oos_cagr_margin_pp,anchor_oCAGR,anchor_oSharpe,anchor_oMaxDD,d_oSharpe_vs_anchor,t_oSharpe_vs_anchor,d_oMaxDD_pp_vs_anchor,t_oMaxDD_vs_anchor,spy_oSharpe,spy_oCAGR,spy_oMaxDD,live_oSharpe,live_oMaxDD
U56,0.0,20,1.115763165916695,True,0.17323365236641464,1.1856777042016957,-0.19127562163086187,True,False,True,True,True,True,1.1028113573180813,6.643147885732828,0.17323365236641464,1.1856777042016957,-0.19127562163086187,0.0,,0.0,,0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.2768823974588255,-0.12054956914840886
B136,0.0,20,1.1391139987864047,True,0.16187458516000452,1.0179537645049168,-0.2074018763117903,False,False,True,True,False,True,-0.510615646743226,5.507431547236353,0.16187458516000452,1.0179537645049168,-0.2074018763117903,0.0,,0.0,,0.8738511437360154,0.15257181383948715,-0.3371595330739301,1.1019125044197382,-0.12241069123223403
SMALL,1.0,126,0.8659017339383175,False,0.10209727114178224,0.6385430060776239,-0.3138193742214961,False,False,False,False,False,False,-11.15156390174534,-0.47049023673041146,0.06698806653983369,0.43984693026555083,-0.3651051671527563,0.1986960758120731,2.2489145718146446,5.128579293126023,1.3674663940130631,0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.6473415936678043,-0.12480015905893527
