panel,chooser,sclass,ladder,rung,book_ratio,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,beats_SPY_OOS,pass_4b_full,pass_4b_oos,pass_4a
U56,CH_ISSHARPE,-,N,40,,1.1761930490300028,1.0985169918082796,0.13999175176293477,-0.22984197733835132,0.13458962107135175,1.1268612424698448,-0.22984197733835132,1.271594173374019,1.0255837724892403,0.8711296235105941,0.15210156343930503,-0.33717235283398317,True,False,False,False
U56,CH_LEVEL,LEVEL,N,10,0.4214512711116894,1.140620911476732,1.0954228230619285,0.17713093991346973,-0.20771054445737946,0.17124116741964635,1.1125372000857465,-0.20771054445737924,1.247478843180138,1.0033843704590317,0.8711296235105941,0.15210156343930503,-0.33717235283398317,True,False,False,False
U56,CH_SPREAD,SPREAD,H,252,1.4814860560453675,1.1315011694879893,1.1931718632072674,0.173088096338607,-0.21843530966689817,0.15884301860846528,1.1648206153097298,-0.21843530966689795,1.2236117564893731,1.1267232211422575,0.8711296235105941,0.15210156343930503,-0.33717235283398317,True,False,False,False
U56,CH_RATIO,RATIO,N,5,2.4424515314162614,1.1163893761484653,0.9002766918846121,0.17061858024243115,-0.2585359705801554,0.178276605253195,0.9859641986138101,-0.258535970580156,1.1972154954026135,0.8268982116554808,0.8711296235105941,0.15210156343930503,-0.33717235283398317,True,False,False,False
B136,CH_ISSHARPE,-,N,8,,1.2950986667099715,0.7866466863657643,0.1455591690419591,-0.24535256443898168,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False
B136,CH_LEVEL,LEVEL,N,5,0.4493018825618415,1.2857293644485364,0.7686882215621813,0.150259915145035,-0.2812388100874458,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False
B136,CH_SPREAD,SPREAD,N,8,1.5448336485705887,1.2950986667099715,0.7866466863657643,0.1455591690419591,-0.24535256443898168,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.8767278433896203,0.15331427255204866,-0.3371595330739301,False,False,False,False
B136,CH_RATIO,RATIO,H,63,2.456125401216937,1.2157937198737896,0.9960363388880005,0.16487229134834314,-0.28694818362899355,0.1695140686096932,1.082336942583977,-0.2869481836289933,1.3387285180940438,0.8873528433714876,0.8767278433896203,0.15331427255204866,-0.3371595330739301,True,False,False,False
SMALL,CH_ISSHARPE,-,H,252,,0.9832856884938772,0.6676058493481922,0.11159184725299265,-0.37411836270629684,0.13356082787910206,0.7843890486901455,-0.37411836270629684,0.9552303423552178,0.641731606248526,0.8767140742030719,0.15331699963496637,-0.33717235283398317,False,False,False,False
SMALL,CH_LEVEL,LEVEL,H,63,0.4092231173159198,0.7957402554686764,0.4615529999466303,0.07217183938825045,-0.36589477067213816,0.09095357533053039,0.5743700818105933,-0.3658947706721398,0.8588626451275784,0.36396536176377403,0.8767140742030719,0.15331699963496637,-0.33717235283398317,False,False,False,False
SMALL,CH_SPREAD,SPREAD,CADENCE,M,1.5854654122944596,0.6666549078842304,0.2482123898640132,0.029782993979285077,-0.3852385659953811,0.05383712958413378,0.3810795634902937,-0.38523856599538087,0.6037033043614497,0.23044040489322185,0.8767140742030719,0.15331699963496637,-0.33717235283398317,False,False,False,False
SMALL,CH_RATIO,RATIO,N,15,1.7091519910279385,0.6263263928249362,0.4650878602471097,0.07625468508135591,-0.4038952750462086,0.08504516999461353,0.5204141106590712,-0.4038952750462089,0.752229188922904,0.34794124110719155,0.8767140742030719,0.15331699963496637,-0.33717235283398317,False,False,False,False
