panel,arm,gross,cadence,vint,BW,char,flavour,level,seed,achieved,n_from_B,ach_momac,ach_tpers,ach_cvol,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,dCAGR_vs_EWall,dSharpe_vs_EWall,dIS_Sharpe_vs_EWall,dOOS_Sharpe_vs_EWall,keep4a,fail4b,keep4b
LIVE~momac~POOL~L0.763087~0~bw0.500,EWall,0.5,W,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.07199800737011874,0.6291316020549134,-0.32045252447549444,0.6023883470962375,0.6628173684276414,0.5853157435764753,0.058631294942047996,-0.16393431578954432,0.08033744095210849,0.6554427260647978,-0.3204525244754931,1.140982092724485,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,MA-RS,0.5,W,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.011983310388681723,0.16244918564712016,-0.34932232124984053,-0.10116712030619975,0.35660754354965674,-0.10955638545422561,-0.015214463289465074,-0.23009606887210365,0.029154519290078618,0.2992988832343363,-0.26938389480531966,7.921449897135376,-0.06001469698143702,-0.4666824164077932,-0.694872129030701,-0.3561438428304615,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,EWall,0.5,M,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.07576370852914938,0.6568469167327001,-0.29803085461923073,0.6060001609639999,0.7088838148552058,0.559668023226188,0.055202406583160446,-0.1664307978032057,0.0886619779806439,0.7102178083973932,-0.2980308546192314,0.5742538697459522,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,MA-RS,0.5,M,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.021497529215592337,0.23919851598497804,-0.3741277605634662,0.036967529112524114,0.3936962394910607,0.0357314797525073,-0.0018248492550561046,-0.2746034062011061,0.036172793982055085,0.34627703609597293,-0.27592732137487197,3.3427680773512622,-0.05426617931355704,-0.4176484007477221,-0.5239365434736807,-0.3639407723014203,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,EWall,0.75,W,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.10370630609902065,0.6287458411900861,-0.44997647906497795,0.604024869572553,0.6610687443325161,0.587378180172002,0.08492814982171559,-0.2384268478713285,0.11546566456947871,0.6538435507336288,-0.44997647906497895,1.6784163573527617,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~0~bw0.500,MA-RS,0.75,W,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.013090871105226443,0.16147402429166086,-0.4846119995192185,-0.09685288876927665,0.35195182220704496,-0.10443018272579586,-0.02548193182105518,-0.32723085185720635,0.03767222746035537,0.2953887187427207,-0.3796853507839846,11.776952233788638,-0.09061543499379421,-0.4672718168984253,-0.6918083628977979,-0.35845483199090805,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,EWall,0.75,M,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.10925467952649881,0.6543149112031341,-0.43157488848233083,0.6088596068786104,0.7025354273596687,0.5642842566540989,0.08036149702595496,-0.24198552891363112,0.12748375078708096,0.704112825014729,-0.4315748884823304,0.8473714277492364,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~0~bw0.500,MA-RS,0.75,M,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.02742521254954111,0.2414166641355888,-0.5229689570993734,0.04118602710563876,0.3949752103316235,0.04031429460760719,-0.006330995115961913,-0.3896708332275761,0.04884336303256531,0.3477105521587907,-0.3965285778517177,4.973782761231455,-0.0818294669769577,-0.4128982470675453,-0.5239699620464917,-0.35640227285593834,False,"H1,H2,OOS,DD,CAGR",False
LIVE~momac~POOL~L0.763087~0~bw0.500,EWall,1.0,W,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.132017242595315,0.628143800849682,-0.5608770625995356,0.6054876389938645,0.6591056933815762,0.5892862722643458,0.10890922471250675,-0.3081004520450584,0.14652862371775388,0.6520087156441445,-0.5608770625995364,2.249359289735986,0.0,0.0,0.0,0.0,False,"H1,H2,OOS,DD",False
LIVE~momac~POOL~L0.763087~0~bw0.500,MA-RS,1.0,W,LIVE,0.5,momac,POOL,0.763087,0,0.7986567515070547,2,0.7986567515070547,0.9609907502173134,0.5619142287869484,0.010917021393150206,0.16053433072371,-0.5968849267994099,-0.09252535685764451,0.34730437171028183,-0.09927631261915727,-0.037468383594838506,-0.4138946465059762,0.04200708795312447,0.29148890034607117,-0.4758770102042911,15.574064638572196,-0.12110022120216479,-0.467609470125972,-0.6885625848835031,-0.36051981529807337,False,"H1,H2,OOS,DD,CAGR",False
