driver,dial,outcome,record_sign,note,panel,tape,rho_observed,rho_controlled,seed_spread,n_ctl_seeds_ok,sign_obs,sign_ctl,RESOLVABLE,REVERSES,attenuation,obs_matches_record
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),U56,T_IID,-0.6153846153846154,,,0,-1,0,False,False,,True
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),U56,T_BLOCK,-0.6153846153846154,,,0,-1,0,False,False,,True
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),U56,T_FACTOR,-0.6153846153846154,,,0,-1,0,False,False,,True
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),B136,T_IID,,,,0,0,0,False,False,,False
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),B136,T_BLOCK,,,,0,0,0,False,False,,False
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),B136,T_FACTOR,,,,0,0,0,False,False,,False
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),SMALL,T_IID,,,,0,0,0,False,False,,False
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),SMALL,T_BLOCK,,,,0,0,0,False,False,,False
D_TURN,ann_turnover,cstar,-1,turnover -> c* (1094 rho -0.65),SMALL,T_FACTOR,,,,0,0,0,False,False,,False
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),U56,T_IID,-0.49798724514993925,-0.9506793926381116,0.008008442397789639,3,-1,-1,True,False,0.5238224884290771,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),U56,T_BLOCK,-0.49798724514993925,-0.9633620199834063,0.04244797723731275,3,-1,-1,True,False,0.5169263836646965,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),U56,T_FACTOR,-0.49798724514993925,-0.24278172346707017,0.3390661596395117,3,-1,-1,True,False,2.0511727078891258,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),B136,T_IID,-0.24925245170446542,-0.948867588731641,0.04917753460420382,3,-1,-1,True,False,0.26268412438625205,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),B136,T_BLOCK,-0.24925245170446542,-0.962585532594919,0.00672955736689107,3,-1,-1,True,False,0.2589405754235009,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),B136,T_FACTOR,-0.24925245170446542,,,0,-1,0,False,False,,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),SMALL,T_IID,-0.5929775356749016,-0.9266082835950012,0.02329462165462326,3,-1,-1,True,False,0.6399441340782123,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),SMALL,T_BLOCK,-0.5929775356749016,-0.9167727766741606,0.022259305136639762,3,-1,-1,True,False,0.6468097120271032,True
D_N,N,absMaxDD,-1,book size -> |MaxDD| (diversification),SMALL,T_FACTOR,-0.5929775356749016,-0.2844532133158957,0.41127948676884274,3,-1,-1,True,False,2.0846223839854408,True
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),U56,T_IID,0.3556312239272435,0.9729386977747513,0.006211899107899321,3,1,1,True,False,0.3655227454110136,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),U56,T_BLOCK,0.3556312239272435,0.9760446473287011,0.023035792525126997,3,1,1,True,False,0.36435958631662685,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),U56,T_FACTOR,0.3556312239272435,0.35200761611430215,0.7423219433939843,3,1,1,True,False,1.0102941176470588,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),B136,T_IID,0.16590947200681447,0.9711268938682807,0.017082722546723383,3,1,1,True,False,0.17084221748400852,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),B136,T_BLOCK,0.16590947200681447,0.97733879297618,0.05383645893512856,3,1,1,True,False,0.1697563559322034,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),B136,T_FACTOR,0.16590947200681447,,,0,1,0,False,False,,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),SMALL,T_IID,0.10249633528034093,0.8556891021131493,0.0986138983379038,3,1,1,True,False,0.11978221415607984,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),SMALL,T_BLOCK,0.10249633528034093,0.8484418864872665,0.0357184198704219,3,1,1,True,False,0.12080536912751678,False
D_N_SH,N,Sharpe,-1,book size -> Sharpe (the EDGE ladder premise),SMALL,T_FACTOR,0.10249633528034093,0.43923303275439024,0.9874331290265167,3,1,1,True,False,0.23335297583971717,False
D_HOLD,H,ann_turnover,-1,min hold -> turnover,U56,T_IID,-0.9121516525603423,-0.8398250798474972,0.025105091354871933,3,-1,-1,True,False,1.0861209964412812,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,U56,T_BLOCK,-0.9121516525603423,-0.8374341187660809,0.01852994838097677,3,-1,-1,True,False,1.0892219842969308,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,U56,T_FACTOR,-0.9121516525603423,-0.9145426136417585,0.04124407865443236,3,-1,-1,True,False,0.9973856209150328,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,B136,T_IID,-0.9593731339183154,-0.9276928995895486,0.0035864416221245143,3,-1,-1,True,False,1.0341494845360824,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,B136,T_BLOCK,-0.9593731339183154,-0.9312793412116731,0.009563844325665372,3,-1,-1,True,False,1.0301668806161746,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,B136,T_FACTOR,-0.9593731339183154,,,0,-1,0,False,False,,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,SMALL,T_IID,-0.9653505366218563,-0.9223132371563617,0.002390961081416454,3,-1,-1,True,False,1.046662346079067,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,SMALL,T_BLOCK,-0.9653505366218563,-0.9599708741886694,0.010759324866373876,3,-1,-1,True,False,1.0056039850560399,True
D_HOLD,H,ann_turnover,-1,min hold -> turnover,SMALL,T_FACTOR,-0.9653505366218563,-0.9647527963515022,0.0053796624331866605,3,-1,-1,True,False,1.000619578686493,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),U56,T_IID,0.9467621366623017,0.9881829801412775,0.10059347702036958,3,1,1,True,False,0.9580838323353292,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),U56,T_BLOCK,0.9467621366623017,0.8639204497043502,0.10651074037450903,3,1,1,True,False,1.0958904109589043,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),U56,T_FACTOR,0.9467621366623017,0.9941002434954168,0.005917263354139335,3,1,1,True,False,0.9523809523809523,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),B136,T_IID,0.8935067664750472,0.9467621366623017,0.03550358012483634,3,1,1,True,False,0.94375,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),B136,T_BLOCK,0.8935067664750472,0.9941002434954168,0.10059347702036958,3,1,1,True,False,0.8988095238095238,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),B136,T_FACTOR,0.8935067664750472,,,0,1,0,False,False,,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),SMALL,T_IID,0.9881829801412775,0.9467621366623017,0.15384884720762404,3,1,1,True,False,1.0437500000000002,True
D_GROSS,gross,absMaxDD,1,gross -> |MaxDD| (an IDENTITY; CALIBRATION case),SMALL,T_BLOCK,0.9881829801412775,0.9763484534329987,0.21302148074901794,3,1,1,True,False,1.0121212121212122,True
