scope,g,n,cells,cost,window,panel,all3,block_mean,block_all,dDD_sd_med,price_med
main g=0.75,0.75,3,30,0.36666666666666664,0.2,0.3,0.2,0.35,0.16666666666666666,0.004120102396190638,0.9689568537202916
main g=0.75,0.75,5,30,0.43333333333333335,0.3,0.3,0.26666666666666666,0.45,0.2,0.0037275263172121586,0.91866593970487
main g=0.75,0.75,10,30,0.5333333333333333,0.5,0.4,0.3333333333333333,0.5333333333333333,0.3,0.007239631816518868,0.6708767698442639
main g=0.75,0.75,20,30,0.8,0.43333333333333335,0.6,0.3333333333333333,0.6666666666666665,0.23333333333333334,0.009928350944017351,0.5000662407280373
main g=0.75,0.75,40,30,0.8333333333333334,0.8,0.9,0.7333333333333333,0.8222222222222224,0.4,0.01789378576875717,0.3554072923501546
main g=0.75,0.75,ALL,30,0.9,0.9,0.7,0.7,0.9222222222222222,0.6333333333333333,0.024309244743866927,0.3939140532027498
