panel,book,family,k,lag,cost,window,CAGR,Sharpe,MaxDD,m_H1,m_H2,m_OOS,m_DD,m_CAGR,p_H1,p_H2,p_OOS,p_DD,p_CAGR,pass4b,pass4a,gross,turn_yr
U56,MADG100,MONTHLY,0,1,10.0,FULL,0.11904445564152599,1.2080874305061498,-0.15485507475434035,0.29637457911946385,0.34137615880872285,0.3926668945504399,4.7448531496434025,1.3132736880608147,True,True,True,True,True,True,False,0.7110108616315747,1.979891641890108
U56,MADG100,MONTHLY,0,1,10.0,IS,0.11048174562321167,1.1358902101761386,-0.10422131438835391,0.14931475969837193,0.28150938252753277,0.28150938252753277,2.815129655202125,0.5770181979688773,True,True,True,True,True,True,False,0.7110108616315747,1.979891641890108
U56,MADG100,MONTHLY,0,1,10.0,OOS,0.1261458617120037,1.2666244558376951,-0.15485507475434024,0.455457943986427,0.3248018095771569,0.3248018095771569,4.744853149643399,1.9244407013774014,True,True,True,True,True,True,False,0.7110108616315747,1.979891641890108
U56,MADG100,MONTHLY,0,1,25.0,FULL,0.11572885210445971,1.1776411966645342,-0.1554302161267973,0.2674710140206378,0.3094489021724268,0.36112154482705616,4.687339012397707,0.9817133343541867,True,True,True,True,True,True,False,0.7110108616315747,1.979891641890108
U56,MADG100,MONTHLY,0,1,25.0,IS,0.10737386823292794,1.1068134915691061,-0.10492137991420103,0.12324383981025366,0.2480585801867461,0.2480585801867461,2.7451231026174137,0.2662304589405043,True,True,True,True,True,True,False,0.7110108616315747,1.979891641890108
U56,MADG100,MONTHLY,0,1,25.0,OOS,0.12265694221838541,1.2350791061143114,-0.1554302161267972,0.4276048873868843,0.28922031088097666,0.28922031088097666,4.687339012397704,1.5755487520155722,True,True,True,True,True,True,False,0.7110108616315747,1.979891641890108
U56,MADG100,MONTHLY,0,2,10.0,FULL,0.11676287746208147,1.1818646960918713,-0.1364288112408284,0.22464001184531512,0.35771065577515493,0.4076138601335102,6.587479500994597,1.0851158701163626,True,True,True,True,True,True,False,0.7107722721444368,1.990386888454467
U56,MADG100,MONTHLY,0,2,10.0,IS,0.10283344210521683,1.0591804992534315,-0.10496596360634547,0.07154088664222358,0.2039456400764914,0.2039456400764914,2.74066473340297,-0.1878121538306063,True,True,True,True,False,False,False,0.7107722721444368,1.990386888454467
U56,MADG100,MONTHLY,0,2,10.0,OOS,0.1283665261525857,1.2815714214207654,-0.13642881124082817,0.4944815293383287,0.3129375825978983,0.3129375825978983,6.587479500994606,2.1465071454356015,True,True,True,True,True,True,False,0.7107722721444368,1.990386888454467
U56,MADG100,MONTHLY,0,2,25.0,FULL,0.11343388839743906,1.1511133600653844,-0.1370274537629801,0.19536087002347657,0.32554354378874784,0.3757239417847187,6.527615248779428,0.752216963652122,True,True,True,True,True,True,False,0.7107722721444368,1.990386888454467
U56,MADG100,MONTHLY,0,2,25.0,IS,0.09973105815583128,1.0298584703686684,-0.10568223208177185,0.04513793229355889,0.17044697964183486,0.17044697964183486,2.669037885860331,-0.49805054876916194,True,True,True,True,False,False,False,0.7107722721444368,1.990386888454467
U56,MADG100,MONTHLY,0,2,25.0,OOS,0.12484701706135648,1.249681503071974,-0.1370274537629802,0.46585198400838834,0.2773829765498278,0.2773829765498278,6.527615248779403,1.794556236312679,True,True,True,True,True,True,False,0.7107722721444368,1.990386888454467
U56,MADG100,MONTHLY,1,1,10.0,FULL,0.11369407319526514,1.1238369379939999,-0.18665577748111395,0.24182436216184855,0.23826562956890818,0.2885514490790697,1.5647828769660421,0.77823544343473,True,True,True,True,True,True,False,0.7124320795038621,2.0394340504263058
U56,MADG100,MONTHLY,1,1,10.0,IS,0.10316733314223159,1.0747757498590969,-0.1134073347714657,0.039254964083815125,0.2797603893742233,0.2797603893742233,1.8965276168909473,-0.15442305012913077,True,True,True,True,False,False,False,0.7124320795038621,2.0394340504263058
U56,MADG100,MONTHLY,1,1,10.0,OOS,0.12243879210541375,1.162509010366325,-0.1866557774811145,0.288478531712971,0.2861646721711052,0.2861646721711052,1.5647828769659728,1.5537337407184062,True,True,True,True,True,True,False,0.7124320795038621,2.0394340504263058
U56,MADG100,MONTHLY,1,1,25.0,FULL,0.1102927244054277,1.0932484936407214,-0.18694003189323505,0.2110675491642513,0.2076650967073136,0.25814846669909297,1.5363574357539322,0.43810056445098555,True,True,True,True,True,True,False,0.7124320795038621,2.0394340504263058
U56,MADG100,MONTHLY,1,1,25.0,IS,0.09993322160010476,1.0438856454913972,-0.11508343555858302,0.011124916061332257,0.24491825000256617,0.24491825000256617,1.7289175381792143,-0.4778342043418135,True,True,True,True,False,False,False,0.7124320795038621,2.0394340504263058
U56,MADG100,MONTHLY,1,1,25.0,OOS,0.1188975534496004,1.1321060279863482,-0.18694003189323471,0.2623042253992107,0.25037428153546004,0.25037428153546004,1.5363574357539518,1.1996098751370712,True,True,True,True,True,True,False,0.7124320795038621,2.0394340504263058
U56,MADG100,MONTHLY,1,2,10.0,FULL,0.11396891900715289,1.1208279508629488,-0.19034939626202496,0.2332875240291541,0.24061926110580611,0.28941771357978463,1.195420998874941,0.8057200246235047,True,True,True,True,True,True,False,0.7122694769949208,2.043923608339733
U56,MADG100,MONTHLY,1,2,10.0,IS,0.10261430477741706,1.0666469503218337,-0.10603181266325468,0.007782216613717141,0.30253863434958084,0.30253863434958084,2.634079827712049,-0.20972588661058306,True,True,True,True,False,False,False,0.7122694769949208,2.043923608339733
U56,MADG100,MONTHLY,1,2,10.0,OOS,0.1234078002545127,1.1633752748670398,-0.19034939626202507,0.28149368224553406,0.2965294460365785,0.2965294460365785,1.195420998874916,1.650634555628301,True,True,True,True,True,True,False,0.7122694769949208,2.043923608339733
U56,MADG100,MONTHLY,1,2,25.0,FULL,0.11055921476902619,1.090335920354349,-0.1906355089266657,0.2028629619083211,0.20995721938047474,0.2589438142891267,1.1668097324108673,0.46474960081083483,True,True,True,True,True,True,False,0.7122694769949208,2.043923608339733
U56,MADG100,MONTHLY,1,2,25.0,IS,0.09938089745510492,1.0360682109529218,-0.10770221946316638,-0.019822564090004602,0.26741508466519415,0.26741508466519415,2.467039147720879,-0.5330666188417974,False,True,True,True,False,False,False,0.7122694769949208,2.043923608339733
U56,MADG100,MONTHLY,1,2,25.0,OOS,0.11985045315142306,1.132901375576382,-0.19063550892666536,0.2559968793651415,0.25972874769306664,0.25972874769306664,1.1668097324108868,1.2948998453193374,True,True,True,True,True,True,False,0.7122694769949208,2.043923608339733
U56,MADG100,MONTHLY,2,1,10.0,FULL,0.11795713323541812,1.1876805217176638,-0.168588105332526,0.2592981521237052,0.341846968700915,0.3889869264103414,3.3715500918248376,1.2045414474500276,True,True,True,True,True,True,False,0.7116674888685965,1.9770470606282484
