panel,dial,res,step,val,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,IS_Sharpe,m_min,bind,IS_m_min,pass4b,pass4a,turn_yr,m_H1,m_H2,m_OOS,m_DD,m_CAGR
U56,band,x1,0.01,0.1,0.08836504039250448,1.18574199850079,-0.12194687254270609,1.2571930168126357,1.1228823321712158,1.2130631108249055,0.09209894305336075,-0.12194687254270575,1.151522201578608,-0.01771466459734096,CAGR,-0.020857656030357274,0,0,1.0101439489684256,0.2984990950217076,0.29722363995724044,0.3372847306959347,0.08035653915768368,-0.01771466459734096
U56,band,x1,0.01,0.11,0.08714586620725484,1.1608964827785753,-0.12519444671545732,1.2433710489122873,1.0884687149200183,1.184543599642642,0.09070424103975139,-0.12519444671545743,1.1312826192706278,-0.018933838782590598,CAGR,-0.02186551007900217,0,0,0.9649802757093077,0.2846771271213592,0.2628100227060429,0.3087652195136713,0.07710896498493244,-0.018933838782590598
U56,band,x1,0.01,0.12,0.08751675089443456,1.1605452149094995,-0.11993366151230145,1.2439528390642862,1.0855002496537876,1.1876549021125844,0.09077864736306429,-0.11993366151230134,1.1267405895668068,-0.01856295409541088,CAGR,-0.02113755723868449,0,0,0.9266826970323506,0.28525891727335806,0.2598415574398122,0.3118765219836136,0.08236975018808831,-0.01856295409541088
U56,band,x2,0.005,0.0,0.08192726382671256,1.1730113515331757,-0.1206209688478902,1.1934107577812096,1.157330715595031,1.2602713384070487,0.09065938470328705,-0.12062096884789053,1.0620137162878582,-0.02415244116313288,CAGR,-0.03328042183142821,0,0,3.1494805210771433,0.23471683599028148,0.3316720233810556,0.38449295827807795,0.08168244285249956,-0.02415244116313288
U56,band,x2,0.005,0.005,0.08303550610905175,1.1840106867154088,-0.12075832770407735,1.214004906619964,1.1598828565316681,1.261487326326569,0.09114202901840196,-0.12075832770407768,1.0854218082839298,-0.02304419888079369,CAGR,-0.03142646686692463,0,0,2.8967756414087282,0.2553109848290359,0.33422416431769275,0.3857089461975981,0.08154508399631241,-0.02304419888079369
U56,band,x2,0.005,0.01,0.08391306904459528,1.19142900027337,-0.12076251952057993,1.2133666730502393,1.1743802969546149,1.2742002059279531,0.09236879705381518,-0.12076251952058026,1.0862545568275643,-0.02216663594525016,CAGR,-0.030965396614063945,0,0,2.621230661504613,0.2546727512593111,0.3487216047406395,0.39842182579898233,0.08154089217980984,-0.02216663594525016
U56,band,x2,0.005,0.015,0.08415617542410603,1.1934831710867464,-0.11874901934036441,1.2160420911419303,1.1761131323264729,1.2749525361119447,0.09264866306986441,-0.11874901934036441,1.0897684637371838,-0.02192352956573941,CAGR,-0.030766128730483455,0,0,2.3887533948071233,0.25734816935100213,0.3504544401124975,0.3991741559829739,0.08355439236002535,-0.02192352956573941
U56,band,x2,0.005,0.02,0.08498311216882559,1.2006736276041299,-0.11689377438260462,1.2114640264786627,1.193938122342911,1.28974199832875,0.0941147910682596,-0.11689377438260484,1.0872308922005856,-0.021096592821019847,CAGR,-0.030700689946036697,0,0,2.166806171212284,0.25277010468773453,0.3682794301289357,0.4139636181997791,0.08540963731778514,-0.021096592821019847
U56,band,x2,0.005,0.025,0.08584386289263413,1.205510061701302,-0.11983414814175475,1.2173114153690916,1.1982392684102725,1.2971052165761099,0.09544413786229078,-0.11983414814175464,1.088457724831465,-0.020235842097211312,CAGR,-0.03039761389334794,0,0,1.9301529394072399,0.25861749357816344,0.37258057619629714,0.4213268364471391,0.08246926355863501,-0.020235842097211312
U56,band,x2,0.005,0.03,0.08652985234021404,1.2092272535344055,-0.11896569629881126,1.2359655511245395,1.1885984596161216,1.2875770624908123,0.09511816914319215,-0.11896569629881149,1.1092642021777381,-0.019549852649631397,CAGR,-0.02850686480671083,0,0,1.7880167389781125,0.2772716293336114,0.3629397674021463,0.4117986823618415,0.0833377154015785,-0.019549852649631397
U56,band,x2,0.005,0.035,0.08541921990320644,1.1923474862662657,-0.12191694021433808,1.2248462935640063,1.1673386440075713,1.2680102514935563,0.0941201368121456,-0.12191694021433785,1.0953667860010625,-0.020660485086638994,CAGR,-0.02975158588791116,0,0,1.6651430153329418,0.26615237177307816,0.3416799517935959,0.3922318713645855,0.08038647148605169,-0.020660485086638994
U56,band,x2,0.005,0.04,0.08442002468028198,1.1750882621939704,-0.12406446151189587,1.1944735028429525,1.1620465458794447,1.2620559685789101,0.09419062838432835,-0.12406446151189576,1.0631101417163944,-0.02165968030956346,CAGR,-0.03202384789071111,0,0,1.5750056734454827,0.23577958105202435,0.3363878536654693,0.3862775884499393,0.07823895018849389,-0.02165968030956346
U56,band,x2,0.005,0.045,0.08346156918188452,1.1589717171614367,-0.12418823997568906,1.1801643652484184,1.1441685733626281,1.2449109481873888,0.09306618934781463,-0.12418823997568895,1.048416533152828,-0.022618135807960918,CAGR,-0.0327848296413229,0,0,1.5014623861922594,0.22147044345749023,0.31850988114865275,0.369132568058418,0.0781151717247007,-0.022618135807960918
U56,band,x2,0.005,0.05,0.0833417819840272,1.1536525402425075,-0.1241882399756894,1.1967283559904673,1.1192542912301169,1.2210782837864766,0.0913778770154936,-0.1241882399756894,1.0673077728575628,-0.022737923005818242,CAGR,-0.031036193268248358,0,0,1.4270518775796435,0.23803443419953918,0.2935955990161415,0.34529990365750585,0.07811517172470037,-0.022737923005818242
U56,band,x2,0.005,0.055,0.08306490734857563,1.1472500578154272,-0.1264300843918862,1.1759248931938013,1.125026529148303,1.2290352163270855,0.09199367675465564,-0.12643008439188697,1.0426568216282868,-0.023014797641269805,CAGR,-0.0323771156699193,0,0,1.3665225309128144,0.21723097140287317,0.29936783693432767,0.35325683619811465,0.07587332730850357,-0.023014797641269805
U56,band,x2,0.005,0.06,0.08343832589555555,1.1472786321573685,-0.13341324095651796,1.1917198580672772,1.1118227749514875,1.2161785092580166,0.09167286123078089,-0.13341324095651774,1.0589678454833833,-0.022641379094289885,CAGR,-0.0311763650546808,0,0,1.3053598668874316,0.23302593627634904,0.28616408273751215,0.3404001291290458,0.0688901707438718,-0.022641379094289885
U56,band,x2,0.005,0.065,0.08417816153324997,1.154971591123769,-0.13311585018871142,1.2100072382267955,1.1102195832171902,1.2084141407853848,0.09120057782022095,-0.1331158501887112,1.0867810269836309,-0.021901543456595465,CAGR,-0.02898921225589346,0,0,1.2484932657023995,0.2513133164358673,0.2845608910032148,0.332635760656414,0.06918756151167835,-0.021901543456595465
U56,band,x2,0.005,0.07,0.08538813051005678,1.1645434401639108,-0.13568444675914504,1.2286533854676083,1.112539039703542,1.2122988126352459,0.09225584689070798,-0.1356844467591447,1.1036939576720477,-0.020691574479788657,CAGR,-0.027594326545819836,0,0,1.200879192722078,0.2699594636766801,0.2868803474895666,0.33652043250627506,0.06661896494124472,-0.020691574479788657
U56,band,x2,0.005,0.075,0.08461457266354278,1.1480057650027502,-0.143547899926197,1.2378270784612715,1.073786063555341,1.1743385440681104,0.08979342153506309,-0.143547899926197,1.115234292884211,-0.021465132326302663,CAGR,-0.02634460467793387,0,0,1.166584531740553,0.27913315667034333,0.24812737134136553,0.29856016393913964,0.058755511774192776,-0.021465132326302663
U56,band,x2,0.005,0.08,0.08564286033116453,1.1555544264639939,-0.14354789992619743,1.246685759864209,1.080708904741993,1.1787576634455326,0.09071253666753387,-0.14354789992619688,1.1269682075077283,-0.02043684465868091,CAGR,-0.025185320941129907,0,0,1.1334138606700679,0.28799183807328077,0.25505021252801774,0.30297928331656176,0.05875551177419233,-0.02043684465868091
U56,band,x2,0.005,0.085,0.08552179882795619,1.1540959877914172,-0.13871909750684197,1.2495787440351886,1.0744467327829474,1.1715374479771377,0.08982454852963828,-0.13871909750684208,1.132865502148121,-0.020557906161889253,CAGR,-0.02438510789902959,0,0,1.1019011352756913,0.2908848222442605,0.24878804056897208,0.29575906784816686,0.06358431419354779,-0.020557906161889253
U56,band,x2,0.005,0.09,0.08527658864762544,1.148545346626503,-0.1414815989421453,1.2518883230192384,1.0637185923456054,1.1590414487726444,0.08939823298537508,-0.14148159894214551,1.1368147773071162,-0.02080311634222,CAGR,-0.024412551033964114,0,0,1.0771440686503742,0.2931944012283102,0.23805990013163003,0.28326306864367357,0.06082181275824447,-0.02080311634222
U56,band,x2,0.005,0.095,0.08698265480945744,1.1625643230243703,-0.13911056846572367,1.269612988656395,1.072879026969318,1.1663060856051901,0.09020709390065718,-0.1391105684657239,1.1592481043864764,-0.019097050180388,CAGR,-0.021626518757973834,0,0,1.0386078543776012,0.3109190668654668,0.24722033475534266,0.2905277054762193,0.06319284323466609,-0.019097050180388
U56,band,x2,0.005,0.1,0.08836504039250448,1.18574199850079,-0.12194687254270609,1.2571930168126357,1.1228823321712158,1.2130631108249055,0.09209894305336075,-0.12194687254270575,1.151522201578608,-0.01771466459734096,CAGR,-0.020857656030357274,0,0,1.0101439489684256,0.2984990950217076,0.29722363995724044,0.3372847306959347,0.08035653915768368,-0.01771466459734096
U56,band,x2,0.005,0.105,0.08860333088482575,1.186793943181477,-0.12460446250050283,1.2680383841045346,1.1161721344130537,1.2120671467292392,0.09252745434818821,-0.1246044625005025,1.1551187948424055,-0.01747637410501969,CAGR,-0.020848275182022258,0,0,0.9893364471189411,0.30934446231360646,0.2905134421990784,0.3362887666002684,0.07769894919988693,-0.01747637410501969
U56,band,x2,0.005,0.11,0.08714586620725484,1.1608964827785753,-0.12519444671545732,1.2433710489122873,1.0884687149200183,1.184543599642642,0.09070424103975139,-0.12519444671545743,1.1312826192706278,-0.018933838782590598,CAGR,-0.02186551007900217,0,0,0.9649802757093077,0.2846771271213592,0.2628100227060429,0.3087652195136713,0.07710896498493244,-0.018933838782590598
U56,band,x2,0.005,0.115,0.08728445180155919,1.1565806127686853,-0.12611211732929084,1.247086069634487,1.0760678505518286,1.179500821093515,0.09058137781730546,-0.12611211732929084,1.127904735219858,-0.018795253188286246,CAGR,-0.021412053657007712,0,0,0.9457158650580376,0.2883921478435588,0.25040915833785327,0.30372244096454415,0.07619129437109892,-0.018795253188286246
U56,band,x2,0.005,0.12,0.08751675089443456,1.1605452149094995,-0.11993366151230145,1.2439528390642862,1.0855002496537876,1.1876549021125844,0.09077864736306429,-0.11993366151230134,1.1267405895668068,-0.01856295409541088,CAGR,-0.02113755723868449,0,0,0.9266826970323506,0.28525891727335806,0.2598415574398122,0.3118765219836136,0.08236975018808831,-0.01856295409541088
U56,band,x4,0.0025,0.0,0.08192726382671256,1.1730113515331757,-0.1206209688478902,1.1934107577812096,1.157330715595031,1.2602713384070487,0.09065938470328705,-0.12062096884789053,1.0620137162878582,-0.02415244116313288,CAGR,-0.03328042183142821,0,0,3.1494805210771433,0.23471683599028148,0.3316720233810556,0.38449295827807795,0.08168244285249956,-0.02415244116313288
U56,band,x4,0.0025,0.0025,0.08282212342728545,1.182877593857147,-0.1217418902460724,1.2093947373936156,1.1617881528587974,1.2640248579766005,0.0911620849909518,-0.12174189024607251,1.0796408699456626,-0.023257581562559984,CAGR,-0.0319182378121472,0,0,3.01475287488669,0.2507008156026874,0.3361294606448221,0.38824647784762967,0.08056152145431736,-0.023257581562559984
U56,band,x4,0.0025,0.005,0.08303550610905175,1.1840106867154088,-0.12075832770407735,1.214004906619964,1.1598828565316681,1.261487326326569,0.09114202901840196,-0.12075832770407768,1.0854218082839298,-0.02304419888079369,CAGR,-0.03142646686692463,0,0,2.8967756414087282,0.2553109848290359,0.33422416431769275,0.3857089461975981,0.08154508399631241,-0.02304419888079369
U56,band,x4,0.0025,0.0075,0.08306280449188796,1.1815334871552854,-0.12053725531697468,1.2139818064591945,1.1551830882555014,1.2581104199696478,0.09109969279086672,-0.12053725531697468,1.0841198842244102,-0.023016900497957474,CAGR,-0.03131609691166015,0,0,2.7705065079612012,0.25528788466826635,0.32952439604152606,0.382332039840677,0.08176615638341508,-0.023016900497957474
U56,band,x4,0.0025,0.01,0.08391306904459528,1.19142900027337,-0.12076251952057993,1.2133666730502393,1.1743802969546149,1.2742002059279531,0.09236879705381518,-0.12076251952058026,1.0862545568275643,-0.02216663594525016,CAGR,-0.030965396614063945,0,0,2.621230661504613,0.2546727512593111,0.3487216047406395,0.39842182579898233,0.08154089217980984,-0.02216663594525016
U56,band,x4,0.0025,0.0125,0.08366266522137322,1.187891716723625,-0.11936660584857506,1.2106388247877216,1.1704265714193227,1.2697281976926131,0.09220899403236582,-0.11936660584857484,1.0836244784275133,-0.022417039768472216,CAGR,-0.03132377341691517,0,0,2.5055796569701116,0.2519449029967934,0.34476787920534735,0.39394981756364233,0.0829368058518147,-0.022417039768472216
U56,band,x4,0.0025,0.015,0.08415617542410603,1.1934831710867464,-0.11874901934036441,1.2160420911419303,1.1761131323264729,1.2749525361119447,0.09264866306986441,-0.11874901934036441,1.0897684637371838,-0.02192352956573941,CAGR,-0.030766128730483455,0,0,2.3887533948071233,0.25734816935100213,0.3504544401124975,0.3991741559829739,0.08355439236002535,-0.02192352956573941
U56,band,x4,0.0025,0.0175,0.08446952138043984,1.1956174194436693,-0.11742452792798153,1.2096344955648115,1.18591652079907,1.2830044329459371,0.09342937630803827,-0.11742452792798108,1.0843486719588757,-0.0216101836094056,CAGR,-0.031009647465958023,0,0,2.280886850729266,0.25094057377388335,0.3602578285850947,0.40722605281696633,0.08487888377240824,-0.0216101836094056
U56,band,x4,0.0025,0.02,0.08498311216882559,1.2006736276041299,-0.11689377438260462,1.2114640264786627,1.193938122342911,1.28974199832875,0.0941147910682596,-0.11689377438260484,1.0872308922005856,-0.021096592821019847,CAGR,-0.030700689946036697,0,0,2.166806171212284,0.25277010468773453,0.3682794301289357,0.4139636181997791,0.08540963731778514,-0.021096592821019847
U56,band,x4,0.0025,0.0225,0.0857533367046206,1.2091749833598573,-0.11689377438260495,1.2253853139585542,1.1976692860340066,1.2979528624033827,0.09494592729835327,-0.11689377438260484,1.0960248201054283,-0.02032636828522484,CAGR,-0.030003047381226278,0,0,2.028548132660088,0.26669139216762605,0.3720105938200312,0.4221744822744119,0.08540963731778481,-0.02032636828522484
U56,band,x4,0.0025,0.025,0.08584386289263413,1.205510061701302,-0.11983414814175475,1.2173114153690916,1.1982392684102725,1.2971052165761099,0.09544413786229078,-0.11983414814175464,1.088457724831465,-0.020235842097211312,CAGR,-0.03039761389334794,0,0,1.9301529394072399,0.25861749357816344,0.37258057619629714,0.4213268364471391,0.08246926355863501,-0.020235842097211312
U56,band,x4,0.0025,0.0275,0.0861996582406972,1.207523860768425,-0.11884917019963692,1.228809971683139,1.1916577272625175,1.2913290845476526,0.09514281307885697,-0.11884917019963681,1.1006179043867543,-0.019880046749148242,CAGR,-0.029259777425054923,0,0,1.8603086873527235,0.27011604989221094,0.36599903504854214,0.4155507044186818,0.08345424150075284,-0.019880046749148242
U56,band,x4,0.0025,0.03,0.08652985234021404,1.2092272535344055,-0.11896569629881126,1.2359655511245395,1.1885984596161216,1.2875770624908123,0.09511816914319215,-0.11896569629881149,1.1092642021777381,-0.019549852649631397,CAGR,-0.02850686480671083,0,0,1.7880167389781125,0.2772716293336114,0.3629397674021463,0.4117986823618415,0.0833377154015785,-0.019549852649631397
U56,band,x4,0.0025,0.0325,0.0858940790862266,1.2011446494201359,-0.11898795037843901,1.2275489085422724,1.181133257286014,1.2796365010780781,0.09462817206600294,-0.11898795037843934,1.100767198181009,-0.020185625903618845,CAGR,-0.029316295787171542,0,0,1.7292458270804794,0.2688549867513442,0.3554745650720387,0.40385812094910734,0.08331546132195075,-0.020185625903618845
U56,band,x4,0.0025,0.035,0.08541921990320644,1.1923474862662657,-0.12191694021433808,1.2248462935640063,1.1673386440075713,1.2680102514935563,0.0941201368121456,-0.12191694021433785,1.0953667860010625,-0.020660485086638994,CAGR,-0.02975158588791116,0,0,1.6651430153329418,0.26615237177307816,0.3416799517935959,0.3922318713645855,0.08038647148605169,-0.020660485086638994
U56,band,x4,0.0025,0.0375,0.08509094343744361,1.18720654197945,-0.1227511196872706,1.2101272128716236,1.170846381858444,1.2699073285006068,0.09442312797913499,-0.12275111968727048,1.0809632917828755,-0.020988761552401827,CAGR,-0.030831517033173217,0,0,1.6183555547140611,0.25143329108069545,0.34518768964446866,0.39412894837163603,0.07955229201311917,-0.020988761552401827
U56,band,x4,0.0025,0.04,0.08442002468028198,1.1750882621939704,-0.12406446151189587,1.1944735028429525,1.1620465458794447,1.2620559685789101,0.09419062838432835,-0.12406446151189576,1.0631101417163944,-0.02165968030956346,CAGR,-0.03202384789071111,0,0,1.5750056734454827,0.23577958105202435,0.3363878536654693,0.3862775884499393,0.07823895018849389,-0.02165968030956346
U56,band,x4,0.0025,0.0425,0.08362310489372793,1.1627140410800993,-0.12418823997568906,1.1825797547640775,1.1491351394308615,1.2478007387432324,0.09317422438667577,-0.12418823997568917,1.0532457612329749,-0.02245660009611751,CAGR,-0.03255967860149278,0,0,1.541093045910199,0.22388583297314935,0.3234764472168862,0.3720223586142616,0.0781151717247007,-0.02245660009611751
U56,band,x4,0.0025,0.045,0.08346156918188452,1.1589717171614367,-0.12418823997568906,1.1801643652484184,1.1441685733626281,1.2449109481873888,0.09306618934781463,-0.12418823997568895,1.048416533152828,-0.022618135807960918,CAGR,-0.0327848296413229,0,0,1.5014623861922594,0.22147044345749023,0.31850988114865275,0.369132568058418,0.0781151717247007,-0.022618135807960918
U56,band,x4,0.0025,0.0475,0.08322151123628063,1.15504739152404,-0.12418823997568884,1.1869553467178027,1.130782813949663,1.2319412279157682,0.0921060031758616,-0.12418823997568895,1.0562549836659827,-0.022858193753564807,CAGR,-0.0321677923003838,0,0,1.4684645533391287,0.2282614249268745,0.3051241217356876,0.3561628477867974,0.07811517172470092,-0.022858193753564807
U56,band,x4,0.0025,0.05,0.0833417819840272,1.1536525402425075,-0.1241882399756894,1.1967283559904673,1.1192542912301169,1.2210782837864766,0.0913778770154936,-0.1241882399756894,1.0673077728575628,-0.022737923005818242,CAGR,-0.031036193268248358,0,0,1.4270518775796435,0.23803443419953918,0.2935955990161415,0.34529990365750585,0.07811517172470037,-0.022737923005818242
U56,band,x4,0.0025,0.0525,0.08314807977253613,1.15055157891251,-0.12428369901127978,1.1819241650889445,1.126315331395809,1.2287679659301696,0.09197170674071464,-0.12428369901127967,1.050286915839601,-0.022931625217309307,CAGR,-0.03216872074312205,0,0,1.3965752988557603,0.22323024329801633,0.3006566391818336,0.35298958580119877,0.07801971268910998,-0.022931625217309307
U56,band,x4,0.0025,0.055,0.08306490734857563,1.1472500578154272,-0.1264300843918862,1.1759248931938013,1.125026529148303,1.2290352163270855,0.09199367675465564,-0.12643008439188697,1.0426568216282868,-0.023014797641269805,CAGR,-0.0323771156699193,0,0,1.3665225309128144,0.21723097140287317,0.29936783693432767,0.35325683619811465,0.07587332730850357,-0.023014797641269805
U56,band,x4,0.0025,0.0575,0.0837282733932716,1.153140328092063,-0.1285712829233977,1.1909924287895475,1.122846210085726,1.2257342335896324,0.09197940484517475,-0.1285712829233977,1.0603850424581385,-0.022351431596573837,CAGR,-0.03090623204514298,0,0,1.3315811957697201,0.23229850699861931,0.2971875178717506,0.3499558534606616,0.07373212877699206,-0.022351431596573837
U56,band,x4,0.0025,0.06,0.08343832589555555,1.1472786321573685,-0.13341324095651796,1.1917198580672772,1.1118227749514875,1.2161785092580166,0.09167286123078089,-0.13341324095651774,1.0589678454833833,-0.022641379094289885,CAGR,-0.0311763650546808,0,0,1.3053598668874316,0.23302593627634904,0.28616408273751215,0.3404001291290458,0.0688901707438718,-0.022641379094289885
U56,band,x4,0.0025,0.0625,0.08354579512447269,1.1470342261040811,-0.1330114175639886,1.1970442394509129,1.1064792982549219,1.2085414590945158,0.09111195943966544,-0.1330114175639887,1.068411442732853,-0.02253390986537275,CAGR,-0.03027125923827878,0,0,1.2753521032463806,0.2383503176599847,0.2808206060409465,0.332763078965545,0.06929199413640116,-0.02253390986537275
U56,band,x4,0.0025,0.065,0.08417816153324997,1.154971591123769,-0.13311585018871142,1.2100072382267955,1.1102195832171902,1.2084141407853848,0.09120057782022095,-0.1331158501887112,1.0867810269836309,-0.021901543456595465,CAGR,-0.02898921225589346,0,0,1.2484932657023995,0.2513133164358673,0.2845608910032148,0.332635760656414,0.06918756151167835,-0.021901543456595465
U56,band,x4,0.0025,0.0675,0.08467183190296446,1.1601409337030908,-0.13358284635158668,1.211824018060925,1.1186807148174192,1.217021963017076,0.0921026963176299,-0.13358284635158646,1.087413827943372,-0.021407873086880982,CAGR,-0.028983691720213756,0,0,1.225259682021627,0.25313009626999683,0.2930220226034438,0.3412435828881052,0.06872056534880308,-0.021407873086880982
U56,band,x4,0.0025,0.07,0.08538813051005678,1.1645434401639108,-0.13568444675914504,1.2286533854676083,1.112539039703542,1.2122988126352459,0.09225584689070798,-0.1356844467591447,1.1036939576720477,-0.020691574479788657,CAGR,-0.027594326545819836,0,0,1.200879192722078,0.2699594636766801,0.2868803474895666,0.33652043250627506,0.06661896494124472,-0.020691574479788657
U56,band,x4,0.0025,0.0725,0.08541620185104937,1.1622021671604041,-0.13812034993655198,1.2333206948591073,1.1046183407271648,1.2041254542864666,0.09197080546616676,-0.13812034993655142,1.108984117015076,-0.02066350313879607,CAGR,-0.027191671619934077,0,0,1.187033401972212,0.2746267730681792,0.27895964851318944,0.32834707415749576,0.06418306176383778,-0.02066350313879607
U56,band,x4,0.0025,0.075,0.08461457266354278,1.1480057650027502,-0.143547899926197,1.2378270784612715,1.073786063555341,1.1743385440681104,0.08979342153506309,-0.143547899926197,1.115234292884211,-0.021465132326302663,CAGR,-0.02634460467793387,0,0,1.166584531740553,0.27913315667034333,0.24812737134136553,0.29856016393913964,0.058755511774192776,-0.021465132326302663
U56,band,x4,0.0025,0.0775,0.0849455872118674,1.1510833910001377,-0.1435478999261972,1.2472809037941541,1.0709314082422374,1.1712060508836524,0.08953205145033305,-0.14354789992619688,1.126404237645741,-0.021134117777978037,CAGR,-0.025302285215578202,0,0,1.1495095361686312,0.28858698200322597,0.24527271602826206,0.29542767075468157,0.058755511774192554,-0.021134117777978037
U56,band,x4,0.0025,0.08,0.08564286033116453,1.1555544264639939,-0.14354789992619743,1.246685759864209,1.080708904741993,1.1787576634455326,0.09071253666753387,-0.14354789992619688,1.1269682075077283,-0.02043684465868091,CAGR,-0.025185320941129907,0,0,1.1334138606700679,0.28799183807328077,0.25505021252801774,0.30297928331656176,0.05875551177419233,-0.02043684465868091
U56,band,x4,0.0025,0.0825,0.08585655125701974,1.1565916655932587,-0.1420037641042211,1.244963281840108,1.0837765469728509,1.1806984740565898,0.09088299188158344,-0.1420037641042211,1.1267393264008527,-0.020223153732825697,CAGR,-0.0249197372491774,0,0,1.1149066360830546,0.2862693600491798,0.2581178547588755,0.304920093927619,0.060299647596168654,-0.020223153732825697
U56,band,x4,0.0025,0.085,0.08552179882795619,1.1540959877914172,-0.13871909750684197,1.2495787440351886,1.0744467327829474,1.1715374479771377,0.08982454852963828,-0.13871909750684208,1.132865502148121,-0.020557906161889253,CAGR,-0.02438510789902959,0,0,1.1019011352756913,0.2908848222442605,0.24878804056897208,0.29575906784816686,0.06358431419354779,-0.020557906161889253
U56,band,x4,0.0025,0.0875,0.08522333514682057,1.149644691022841,-0.13871909750684186,1.2554535733008705,1.0611807674894669,1.1597392936256987,0.08898153599578973,-0.13871909750684197,1.1380825395471705,-0.020856369843024872,CAGR,-0.024028555801666407,0,0,1.0897941340826487,0.2967596515099423,0.23552207527549152,0.2839609134967279,0.0635843141935479,-0.020856369843024872
U56,band,x4,0.0025,0.09,0.08527658864762544,1.148545346626503,-0.1414815989421453,1.2518883230192384,1.0637185923456054,1.1590414487726444,0.08939823298537508,-0.14148159894214551,1.1368147773071162,-0.02080311634222,CAGR,-0.024412551033964114,0,0,1.0771440686503742,0.2931944012283102,0.23805990013163003,0.28326306864367357,0.06082181275824447,-0.02080311634222
