level,conv,etf_share,seed,pass4a,fail4b,Sharpe,CAGR,MaxDD
panel,GATED,0.0,0.0,False,"H2,OOS,DD,CAGR",0.8880295083170212,0.1043136981679369,-0.27932878199794564
panel,UNGATED,0.0,0.0,False,DD,1.0996532543733237,0.1519153867698808,-0.2818436853715194
panel,GATED,0.0,1.0,False,DD,1.0612531580796996,0.14010499245168506,-0.25552551776796284
panel,UNGATED,0.0,1.0,False,DD,1.123128670934713,0.1636196367014069,-0.25915007223569975
panel,GATED,0.0,2.0,False,DD,1.2561942663091659,0.16909513986947333,-0.20929728889227006
panel,UNGATED,0.0,2.0,False,DD,1.171415330475121,0.17329151447291524,-0.27498016413345605
panel,GATED,0.0,3.0,False,"H1,H2,DD,CAGR",0.8481916073557008,0.10527394838827098,-0.27815586853232854
panel,UNGATED,0.0,3.0,False,DD,1.1778726563236825,0.1662644442852108,-0.27421152977499363
panel,GATED,0.0,4.0,False,"H1,DD",0.8990741681845086,0.10967642148998613,-0.2592275061263948
panel,UNGATED,0.0,4.0,False,DD,1.141363147847547,0.15615026918236663,-0.26503771806101883
panel,GATED,0.0,5.0,False,DD,1.146581121437599,0.15523036178539895,-0.24217104514970833
panel,UNGATED,0.0,5.0,False,DD,1.1849528063575072,0.1777124772111518,-0.2716855964629378
panel,GATED,0.125,0.0,False,"H1,CAGR",0.9477948558635404,0.10522990380650166,-0.18229321283871847
panel,UNGATED,0.125,0.0,False,DD,1.164180323892022,0.14971489557941364,-0.26013338494636795
panel,GATED,0.125,1.0,False,-,1.0359448408615577,0.1251122965108049,-0.16787699148933455
panel,UNGATED,0.125,1.0,False,DD,1.1735434907359328,0.16234094955321154,-0.22418423424649325
panel,GATED,0.125,2.0,False,"H2,OOS,DD",1.026357845993323,0.12446513967524475,-0.2795586729550451
panel,UNGATED,0.125,2.0,False,DD,1.1987103382543451,0.15971152453167825,-0.2524019638873829
panel,GATED,0.125,3.0,False,"H2,DD",1.0010932424814802,0.12257981549732722,-0.2669392427773263
panel,UNGATED,0.125,3.0,False,DD,1.1784279716820967,0.16392735123371782,-0.25199097483936317
panel,GATED,0.125,4.0,False,"H1,DD,CAGR",0.891808700765215,0.10574782445604969,-0.25169904914757435
panel,UNGATED,0.125,4.0,False,DD,1.0793481054145861,0.14755458885460104,-0.2729888156046093
panel,GATED,0.125,5.0,False,-,1.0359695837726823,0.11691420016480714,-0.16092406813738425
panel,UNGATED,0.125,5.0,False,DD,1.1701945057962637,0.15478760380559842,-0.2507923590879084
panel,GATED,0.25,0.0,False,"H1,CAGR",0.9199977613388218,0.09630377884417518,-0.19287183821611376
panel,UNGATED,0.25,0.0,False,DD,1.1188840734125873,0.14542718961707246,-0.25305551122354897
panel,GATED,0.25,1.0,False,-,1.1156038666189827,0.1259224144562483,-0.19326169944378335
panel,UNGATED,0.25,1.0,False,DD,1.1558611183504277,0.15674162376502276,-0.25259906931111853
panel,GATED,0.25,2.0,False,"H1,CAGR",0.9308624355990336,0.10518649600990382,-0.18215996724474226
panel,UNGATED,0.25,2.0,False,DD,1.1631824042117191,0.16197654827653207,-0.2619475396111587
panel,GATED,0.25,3.0,False,DD,1.099375334889684,0.12584139110235282,-0.236515370639085
panel,UNGATED,0.25,3.0,False,DD,1.1219942101357054,0.14722737542501574,-0.2683965554236011
panel,GATED,0.25,4.0,False,"H2,OOS,CAGR",0.8973448714455219,0.09745102405177541,-0.18436926185188052
panel,UNGATED,0.25,4.0,False,DD,1.0755985095029466,0.13550355340294407,-0.26892259267366625
panel,GATED,0.25,5.0,False,"H2,OOS,DD",0.9973473349702909,0.11885581964391068,-0.22226251127378738
panel,UNGATED,0.25,5.0,False,DD,1.1318470003015726,0.15017579368604506,-0.24925375527086235
panel,GATED,0.375,0.0,False,H1,1.0127393762833659,0.12433710123182262,-0.19312721572361424
panel,UNGATED,0.375,0.0,False,DD,1.0672889179587939,0.15151222589205426,-0.2785416784599942
panel,GATED,0.375,1.0,False,"H2,CAGR",0.9436967540776122,0.09077182288202312,-0.1625669543595798
panel,UNGATED,0.375,1.0,False,DD,0.9996514607752864,0.11842172477489665,-0.25946151936376793
panel,GATED,0.375,2.0,False,"H2,OOS,DD",0.9039357491950181,0.10972119161868665,-0.3212927298000793
panel,UNGATED,0.375,2.0,False,DD,1.0474381433468192,0.1484286395803971,-0.2534971773026493
panel,GATED,0.375,3.0,False,"H2,OOS,DD,CAGR",0.8821852123239425,0.08999180166250387,-0.20437345683227137
panel,UNGATED,0.375,3.0,False,DD,1.0357292412803782,0.12574923168021712,-0.2571200415696254
panel,GATED,0.375,4.0,False,"DD,CAGR",1.0045779102248302,0.09809638765243012,-0.20873551131538315
panel,UNGATED,0.375,4.0,False,DD,1.102613668207035,0.12562949899611597,-0.23254102571923263
panel,GATED,0.375,5.0,False,"H2,OOS,DD,CAGR",0.8889302693728148,0.09291438881277414,-0.23264715334641906
panel,UNGATED,0.375,5.0,False,DD,1.0248665408624633,0.12759369702014367,-0.2559641424439302
panel,GATED,0.5,0.0,False,"H2,OOS,DD,CAGR",0.8625924865713995,0.08440171629638793,-0.24158280004662336
panel,UNGATED,0.5,0.0,False,DD,1.0279885897999286,0.12256717470042666,-0.2297540226459348
panel,GATED,0.5,1.0,False,"H1,CAGR",0.8994634304506952,0.0898776342582106,-0.1917861026170249
panel,UNGATED,0.5,1.0,False,"H1,DD",0.916180808334241,0.1128706119837859,-0.2584616929642246
panel,GATED,0.5,2.0,False,"H2,OOS,DD,CAGR",0.7550510653629897,0.0728749010379297,-0.20757128451304085
panel,UNGATED,0.5,2.0,False,DD,0.9871803952314727,0.11264295777435018,-0.2537765688989382
panel,GATED,0.5,3.0,False,CAGR,0.97921881850455,0.09723701714725297,-0.15845596264137696
panel,UNGATED,0.5,3.0,False,DD,1.0977655554864847,0.1323676544919823,-0.23766277586023765
panel,GATED,0.5,4.0,False,-,1.022048984265615,0.10785267411488686,-0.17810409834969276
panel,UNGATED,0.5,4.0,False,DD,1.1563832372250789,0.14389930018204566,-0.2490381615815347
panel,GATED,0.5,5.0,False,"H2,DD,CAGR",0.8950107169661998,0.09633195872973399,-0.21165598164663035
panel,UNGATED,0.5,5.0,False,DD,1.0339033436915772,0.13314364884856733,-0.26866591284506147
panel,GATED,0.625,0.0,False,"H1,H2,OOS,DD,CAGR",0.7818140379027574,0.08097463476022493,-0.22782141705182657
panel,UNGATED,0.625,0.0,False,DD,0.9868794526468813,0.11622160324858499,-0.26455420827718756
panel,GATED,0.625,1.0,False,-,0.9935737149888492,0.11058672664788727,-0.17419861706425455
panel,UNGATED,0.625,1.0,False,DD,1.065603646820403,0.1383281365836213,-0.23441825942742334
panel,GATED,0.625,2.0,False,"H1,H2,OOS,CAGR",0.8206264305810385,0.07138312292586924,-0.18763972828601916
panel,UNGATED,0.625,2.0,False,"DD,CAGR",0.9868400483112371,0.10507081925573725,-0.22961518732201436
panel,GATED,0.625,3.0,False,"H1,H2,OOS,CAGR",0.7549684500320349,0.06818573683789508,-0.18177784587553591
panel,UNGATED,0.625,3.0,False,"H1,DD,CAGR",0.9111659931256211,0.0997777377371154,-0.23556310154807025
panel,GATED,0.625,4.0,False,"H1,H2,OOS,CAGR",0.7743991738662618,0.07637031115309556,-0.1892442730918904
panel,UNGATED,0.625,4.0,False,DD,0.9136333813509193,0.10883006797029782,-0.25207818891677025
panel,GATED,0.625,5.0,False,"H2,OOS,DD,CAGR",0.941430689980769,0.08729804402760144,-0.20633404873210015
panel,UNGATED,0.625,5.0,False,DD,1.0292441304606073,0.11130451834709132,-0.21235331383263656
panel,GATED,0.75,0.0,False,"H1,CAGR",0.9546032556076753,0.0913919126833127,-0.15904188817069664
panel,UNGATED,0.75,0.0,False,DD,1.0196000177070286,0.11614491307040686,-0.22648728145167607
panel,GATED,0.75,1.0,False,"H1,H2,OOS,CAGR",0.7867122184615468,0.07536887147439053,-0.1960272777864841
panel,UNGATED,0.75,1.0,False,"DD,CAGR",0.9017661275525936,0.10137082352413129,-0.24924843439393707
panel,GATED,0.75,2.0,False,"H1,H2,OOS,CAGR",0.6703180766634832,0.05611419459936884,-0.14086906039226432
panel,UNGATED,0.75,2.0,False,"H1,H2,OOS,DD,CAGR",0.8139416745003318,0.08321320652357778,-0.23033331915164645
panel,GATED,0.75,3.0,False,"H2,OOS,DD,CAGR",0.9036302480042724,0.08240295235194428,-0.2623130152275066
panel,UNGATED,0.75,3.0,False,DD,1.0866284402210624,0.11627587354819013,-0.21885398990396676
panel,GATED,0.75,4.0,False,"H1,H2,OOS,CAGR",0.8058375382783771,0.07511383954699635,-0.17516648894036302
panel,UNGATED,0.75,4.0,False,"H1,DD,CAGR",0.8892697561766392,0.09881188018984677,-0.250081024043857
panel,GATED,0.75,5.0,False,"H1,H2,OOS,CAGR",0.8340481293907417,0.07590242711947792,-0.16129218224244213
panel,UNGATED,0.75,5.0,False,"H1,DD,CAGR",0.8869638335210625,0.09592341817272554,-0.23312253656588622
panel,GATED,0.875,0.0,False,"H1,H2,OOS,DD,CAGR",0.7121173960602747,0.061264445259237466,-0.22015300908497704
panel,UNGATED,0.875,0.0,False,"H1,DD,CAGR",0.8911653408847935,0.09208612085080392,-0.22101998073930962
panel,GATED,0.875,1.0,False,"H1,H2,OOS,CAGR",0.7086356960234256,0.06360740403155885,-0.19158417284962326
panel,UNGATED,0.875,1.0,False,"H1,H2,OOS,DD,CAGR",0.8389612955559378,0.08849370931884559,-0.2355983888701617
panel,GATED,0.875,2.0,False,"H1,H2,OOS,DD,CAGR",0.6965285648566156,0.06082524755240559,-0.2305732287235106
panel,UNGATED,0.875,2.0,False,"H1,DD,CAGR",0.852488302851807,0.08950834982634492,-0.23414096757310332
panel,GATED,0.875,3.0,False,"H1,H2,OOS,DD,CAGR",0.7201156995182493,0.05933497811547661,-0.22072753497939868
panel,UNGATED,0.875,3.0,False,"H1,H2,OOS,DD,CAGR",0.8584784901764592,0.08439954375258463,-0.21471434205470674
panel,GATED,0.875,4.0,False,"H1,CAGR",0.8043144486062602,0.07186858233378479,-0.16084962838635575
panel,UNGATED,0.875,4.0,False,"H1,DD,CAGR",0.9048303912418599,0.09470037635322348,-0.22234149401839187
panel,GATED,0.875,5.0,False,"H1,H2,OOS,CAGR",0.7097679506886297,0.06266641368404091,-0.19092326245563185
panel,UNGATED,0.875,5.0,False,"H1,DD,CAGR",0.8848501363225727,0.09147158476049988,-0.2339617175410753
