test,panel,qfam,dom_hold,sign_hold,n,IS_ADD,IS_DROP,OOS_ADD,OOS_DROP,IS_SEL,OOS_SEL,family,con,theta,isSharpe,oCAGR,oSharpe,oMaxDD,v2_oSharpe,spy_oSharpe,beats_v2,beats_spy,mae_depth,mae_panel,mae_zero,sign_depth,sign_panel
WF-A,U56,QUANTILE-M,9.0,7.0,9.0,0.36228089437385486,-4.300320189968981,0.6469988902753812,-3.4812983302680176,-0.3962108921818721,-1.2779508611135921,,,,,,,,,,,,,,,,
WF-A,U56,QUANTILE-F,9.0,8.0,9.0,0.36228089437385486,-3.9232409686997514,0.6469988902753812,-3.2472189246387173,-0.9346904779936556,-1.7784506637993553,,,,,,,,,,,,,,,,
WF-A,B136,QUANTILE-M,9.0,7.0,9.0,0.6310842515399208,-3.8233976151470177,0.6269920408157046,-3.226477979223704,-0.801575608683236,-0.5164369388887029,,,,,,,,,,,,,,,,
WF-A,B136,QUANTILE-F,9.0,8.0,9.0,0.6310842515399208,-3.856104776816234,0.6269920408157046,-3.072129639570212,-1.118633888156574,-0.6366882305956612,,,,,,,,,,,,,,,,
WF-A,SMALL439,QUANTILE-M,7.0,6.0,9.0,1.1904471906279002,-1.6991042141163488,0.8236878768772319,-2.1776691658765603,-0.5522631702845541,1.622935350817419,,,,,,,,,,,,,,,,
WF-A,SMALL439,QUANTILE-F,7.0,7.0,9.0,1.1904471906279002,-1.7059883655219412,0.8236878768772319,-2.1186649310999517,-0.5868480067331058,1.679402903603264,,,,,,,,,,,,,,,,
WF-B,U56,,,,,,,,,,,MA-THRESH,RESPREAD,-0.12,1.1738303356004536,0.1223446310362839,1.1096223318176048,-0.20099753682503996,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,U56,,,,,,,,,,,MA-THRESH,DEGROSS,-0.12,1.1503914537307418,0.11023067656148355,1.1520809282626523,-0.16547700400410226,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,U56,,,,,,,,,,,QUANTILE-M,RESPREAD,0.3,1.5238506548556647,0.29695538425198076,1.0897316298205413,-0.32205533760018146,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,U56,,,,,,,,,,,QUANTILE-M,DEGROSS,0.3,1.5148518481104825,0.01619101768002551,1.0736473612224007,-0.02033753101922664,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,U56,,,,,,,,,,,QUANTILE-F,RESPREAD,0.3,1.4599171060518112,0.33365730643229097,1.1109111766005035,-0.36468352408941074,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,U56,,,,,,,,,,,QUANTILE-F,DEGROSS,0.3,1.4643672050144927,0.01398830218127256,1.089311649291686,-0.0180308419634837,1.2816876607860581,0.878646168321868,False,True,,,,,
WF-B,B136,,,,,,,,,,,MA-THRESH,RESPREAD,-0.4,1.1517827560501228,0.13784887333182372,1.0985848874211734,-0.2508160193074087,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,B136,,,,,,,,,,,MA-THRESH,DEGROSS,-0.12,1.1856256733651496,0.1067421139936855,1.0840880036945628,-0.1821026369790757,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,B136,,,,,,,,,,,QUANTILE-M,RESPREAD,0.3,1.363956724192705,0.2276166040840375,1.020921261787916,-0.26905304828126186,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,B136,,,,,,,,,,,QUANTILE-M,DEGROSS,0.3,1.3801842991858497,0.010207082434946502,1.0017965408699645,-0.013445615894184026,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,B136,,,,,,,,,,,QUANTILE-F,RESPREAD,0.3,1.4124600312261986,0.24283651011287155,1.0490876345308886,-0.26748885224281527,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,B136,,,,,,,,,,,QUANTILE-F,DEGROSS,0.3,1.4091779236328508,0.009653052995610034,1.0291345248718098,-0.011864100456367987,1.2850848109016457,0.8820239235972316,False,True,,,,,
WF-B,SMALL439,,,,,,,,,,,MA-THRESH,RESPREAD,-0.4,0.6528767170399418,0.08130539924796198,0.5506856757360068,-0.3556408721035229,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,SMALL439,,,,,,,,,,,MA-THRESH,DEGROSS,-0.4,0.6523584467470867,0.07189946082133658,0.5428505362542851,-0.30256247430912886,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,SMALL439,,,,,,,,,,,QUANTILE-M,RESPREAD,-0.4,0.6674207989508405,0.09030208437559728,0.586203514382194,-0.3734534870571874,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,SMALL439,,,,,,,,,,,QUANTILE-M,DEGROSS,-0.4,0.668149326740579,0.08507012489515509,0.5862940642637993,-0.3522516747962743,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,SMALL439,,,,,,,,,,,QUANTILE-F,RESPREAD,-0.4,0.6677501215781505,0.09008238026511473,0.5853129228830407,-0.37385670826846085,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-B,SMALL439,,,,,,,,,,,QUANTILE-F,DEGROSS,-0.4,0.6675758855541569,0.08478267823814334,0.585589173158096,-0.3520211081986121,1.2850848109016457,0.882010501050508,False,False,,,,,
WF-C,,,,,27.0,,,,,,,,,,,,,,,,,,1.6916556789958241,1.696668799291699,1.7481645018508436,18.0,18.0
