pickset,target,n,statistic,rho_oos_spread,rho_flip_rate,rho_is_spread,rho_is_margin,partial_flip_given_spread,partial_spread_given_flip,R2_spread,R2_flip,R2_both
CORE5,worst_cost,15,Spearman,0.8546867367576368,0.3862047841991938,0.4509836398210509,0.07637626158259733,0.2613343764938128,0.8395695354939373,0.8669190587426716,0.06413726240295603,0.8709441058098585
CORE5,mean_cost,15,Spearman,0.4964285714285714,0.24550196282037612,0.05357142857142857,-0.2571428571428571,0.11636044290084191,0.45713002224161303,0.34467344454224624,0.04593577918781311,0.3538572653114337
CORE5,regret_vs_best,15,Spearman,0.5035714285714286,0.22351671241855137,0.3571428571428571,0.41785714285714276,0.08763132299794747,0.46943134637307726,0.12757484266937846,0.013865195905238603,0.16569424620203843
EXT9,worst_cost,27,Spearman,0.76356903554486,0.29720528560494713,0.4702776179183574,0.07648332226898018,0.3954109901210631,0.7836752423716845,0.7779468617672018,0.05232753118694977,0.8329261798819044
EXT9,mean_cost,27,Spearman,0.44960301608143427,-0.08651066514648248,0.0861331865047313,-0.17409899399892492,-0.12490737624348432,0.45680249703622056,0.4216213787723728,0.0025839228209865173,0.4237950430216225
EXT9,regret_vs_best,27,Spearman,0.23882536933407436,0.4816555851586652,0.23821299659219214,0.21065622320749125,0.483134825960067,0.2424661320297713,0.04278157153816864,0.09756030470066579,0.14118570694653543
