panel,rule,k,frac,n,keep4b,keep4b_full,keep4b_oos,keep4a_fix,keep4a_mat,CAGR,Sharpe,MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,L5_CAGR,L4_DD,top_bind
U56,WORST,20,0.35714285714285715,1,1.0,1.0,1.0,0.0,0.0,0.14860105245854105,1.3577835836210248,-0.157556650800044,0.15339769856060714,1.3909233573623012,-0.15755665080004289,0.04274286305783724,0.044747084403998494,-
U56,WORST,40,0.7142857142857143,1,1.0,1.0,1.0,0.0,1.0,0.17505025509685823,1.5266115428728557,-0.13810598387944106,0.18198688799350893,1.5565990137269041,-0.13810598387944306,0.06919206569615442,0.06419775132460143,-
U56,RANDOM,5,0.08928571428571429,30,1.0,1.0,1.0,0.0,0.0,0.12442601191560392,1.2362598150166098,-0.1389088310414278,0.13432005617115025,1.3257963047546895,-0.13890883104142784,0.018567822514900103,0.0633949041626147,-
U56,RANDOM,10,0.17857142857142858,30,1.0,1.0,1.0,0.0,0.0,0.12330654934934167,1.2233848443030948,-0.13837692923572897,0.13323137156202147,1.3148277424177184,-0.13837692923572917,0.017448359948637845,0.06392680596831352,-
U56,RANDOM,20,0.35714285714285715,30,1.0,1.0,1.0,0.0,0.1,0.1251832155681858,1.2297353411077858,-0.1390908639679593,0.13623466969217352,1.3280160282960956,-0.13907747649204502,0.019325026167481992,0.06321287123608317,-
U56,RANDOM,40,0.7142857142857143,30,0.7333333333333333,0.7333333333333333,0.8333333333333334,0.0,0.06666666666666667,0.11641041728514505,1.146301092287304,-0.14861354079632635,0.12660619817582167,1.2343603138747987,-0.1443470724647553,0.010552227884441245,0.05369019440771612,L5_CAGR 3/30
B136,BEST,5,0.03676470588235294,1,1.0,1.0,1.0,0.0,0.0,0.11616247378767541,1.160316379744518,-0.1276274901010278,0.11814330388027305,1.2018861553945743,-0.12762749010102814,0.010302268727628475,0.07466822974333032,-
B136,BEST,10,0.07352941176470588,1,1.0,1.0,1.0,0.0,0.0,0.11141310496444135,1.1266165918391637,-0.12793107797682957,0.11428223248030522,1.1722293273203184,-0.12793107797682912,0.005552899904394407,0.07436464186752856,-
B136,BEST,20,0.14705882352941177,1,0.0,0.0,0.0,0.0,0.0,0.10379245945542803,1.066189800802908,-0.12952283696641664,0.10641255279330242,1.1102547892381602,-0.12952283696641642,-0.0020677456046189063,0.07277288287794148,L5_CAGR 1/1
B136,BEST,40,0.29411764705882354,1,0.0,0.0,0.0,0.0,0.0,0.09353212839454805,0.9831587818367394,-0.13270861130309075,0.09544812769300592,1.0191703232228693,-0.13270861130309053,-0.012328076665498885,0.06958710854126737,L5_CAGR 1/1
B136,BEST_IS,5,0.03676470588235294,1,1.0,1.0,1.0,0.0,0.0,0.1185817980198991,1.1792886145071704,-0.1288588951228039,0.12674164723699177,1.2687363094063686,-0.1288588951228038,0.01272159295985216,0.07343682472155422,-
B136,BEST_IS,10,0.07352941176470588,1,1.0,1.0,1.0,0.0,0.0,0.11576838910187881,1.155888024271969,-0.1290142534422446,0.12440918400483403,1.2501991302895155,-0.1290142534422447,0.009908184041831872,0.07328146640211353,-
B136,BEST_IS,20,0.14705882352941177,1,1.0,1.0,1.0,0.0,0.0,0.11084851410607754,1.1100375552700907,-0.12938267437561501,0.12175139771641619,1.2201407729421436,-0.12938267437561513,0.004988309046030606,0.07291304546874311,-
B136,BEST_IS,40,0.29411764705882354,1,0.0,0.0,1.0,0.0,0.0,0.10302606881853893,1.0458480461392563,-0.13528129004895273,0.11617167528977124,1.176173104992263,-0.13528129004895262,-0.002834136241508009,0.0670144297954054,L5_CAGR 1/1
B136,WORST,5,0.03676470588235294,1,1.0,1.0,1.0,1.0,1.0,0.12752622213501952,1.2403041384570321,-0.11685016566017414,0.13068058821448125,1.2867640698561889,-0.11685016566017414,0.02166601707497258,0.08544555418418398,-
B136,WORST,10,0.07352941176470588,1,1.0,1.0,1.0,0.0,1.0,0.12665232434459717,1.2210094081985614,-0.12468862925596169,0.12977696179128095,1.262615878872801,-0.12468862925596169,0.02079211928455023,0.07760709058839643,-
B136,WORST,20,0.14705882352941177,1,1.0,1.0,1.0,0.0,1.0,0.12983118472458988,1.239601596687328,-0.1262732208931444,0.13252168008256726,1.276558107675406,-0.12627322089314463,0.023970979664542938,0.07602249895121371,-
B136,WORST,40,0.29411764705882354,1,1.0,1.0,1.0,1.0,1.0,0.1391164116590804,1.297972987145496,-0.1206779274027796,0.14489104448513568,1.3524414049144031,-0.12067792740277772,0.03325620659903346,0.08161779244157852,-
B136,RANDOM,5,0.03676470588235294,30,1.0,1.0,1.0,0.8,0.8,0.124617756296398,1.222502590266077,-0.12046936527085426,0.12961664161791273,1.2858450541808089,-0.12046936527085436,0.018757551236351047,0.08182635457350383,-
B136,RANDOM,10,0.07352941176470588,30,1.0,1.0,1.0,0.6666666666666666,0.6333333333333333,0.12330189992440452,1.212612515882755,-0.12113647191573304,0.12838063508208047,1.2764673725098061,-0.12109028662714788,0.017441694864357562,0.08115924792862508,-
B136,RANDOM,20,0.14705882352941177,30,1.0,1.0,1.0,0.5,0.43333333333333335,0.12329360788328121,1.2109766707907046,-0.1228604305174712,0.12824241075101103,1.27266180484577,-0.12252454299228972,0.01743340282323427,0.07943528932688694,-
B136,RANDOM,40,0.29411764705882354,30,1.0,1.0,1.0,0.23333333333333334,0.13333333333333333,0.12328798508050107,1.2112576697678572,-0.12560480840235708,0.12805850415539333,1.2709286871770955,-0.12526948081086,0.01742778002045415,0.07669091144200108,-
