panel,rule,k,frac,n,keep4b,keep4b_full,keep4b_oos,keep4a_fix,keep4a_mat,CAGR,Sharpe,MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,L5_CAGR,L4_DD,top_bind
U56,BEST,5,0.08928571428571429,1,0.0,0.0,1.0,0.0,0.0,0.10547999548169296,1.0932346588372268,-0.1300527643033761,0.11880988600539588,1.2277845125150253,-0.13005276430337487,-0.0003781939190108524,0.0722509709006664,L5_CAGR 1/1
U56,BEST,10,0.17857142857142858,1,0.0,0.0,0.0,0.0,0.0,0.09291760717508257,1.0021205000062006,-0.12870862302233332,0.10398020532059316,1.1267035040515803,-0.12870862302233277,-0.012940582225621236,0.07359511218170917,L5_CAGR 1/1
U56,BEST,20,0.35714285714285715,1,0.0,0.0,0.0,0.0,0.0,0.07171276573560048,0.8020713395014014,-0.158370592906809,0.0830189007331239,0.9305908702470725,-0.13349026081544624,-0.03414542366510333,0.043933142297233496,L1_H1|L5_CAGR 1/1
U56,BEST,40,0.7142857142857143,1,0.0,0.0,0.0,0.0,0.0,0.03476651105106443,0.4456962894882783,-0.26390225688651137,0.05536296766578852,0.6814238039394853,-0.16370085985255745,-0.07109167834963938,-0.061598521682468876,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR 1/1
U56,BEST_IS,5,0.08928571428571429,1,1.0,1.0,1.0,0.0,0.0,0.10956232429558144,1.1265077380793873,-0.1336503510710506,0.12786073612395876,1.3024275317871186,-0.13365035107104983,0.003704134894877628,0.06865338413299188,-
U56,BEST_IS,10,0.17857142857142858,1,0.0,0.0,1.0,0.0,0.0,0.09643175533053072,1.0161871615935933,-0.13447108819343268,0.1166664014793477,1.2109911203203292,-0.13447108819343323,-0.009426434070173087,0.06783264701060981,L1_H1|L5_CAGR 1/1
U56,BEST_IS,20,0.35714285714285715,1,0.0,0.0,1.0,0.0,0.0,0.08472722101823593,0.9171186173233434,-0.1805514479455308,0.10783105286641548,1.1426197146105364,-0.13479925498793988,-0.021130968382467877,0.021752287258511693,L1_H1|L5_CAGR 1/1
U56,BEST_IS,40,0.7142857142857143,1,0.0,0.0,0.0,0.0,0.0,0.04172454238042822,0.4629229104442998,-0.39629339969487287,0.08527465134363355,0.8824553890268595,-0.17283837168920324,-0.06413364702027559,-0.19398966449083038,L1_H1|L4_DD|L5_CAGR 1/1
U56,WORST,5,0.08928571428571429,1,1.0,1.0,1.0,0.0,0.0,0.1318467634965066,1.2715276691149655,-0.15758478455026492,0.13771987472098646,1.3199141490398705,-0.15758478455026348,0.025988574095802783,0.04471895065377757,-
U56,WORST,10,0.17857142857142858,1,1.0,1.0,1.0,0.0,0.0,0.13348068755850018,1.2529152793969562,-0.1452506666275598,0.14278581998711704,1.3338649446844644,-0.14525066662755892,0.02762249815779637,0.05705306857648268,-
