char,spearman_vs_tpers,pearson_vs_tpers,independent
tpers,1.0,1.0,False
mompers,0.37758073911628554,0.5176365385571541,True
momsgn,0.5207893106521878,0.47738742102924153,False
momac,0.3234316379550512,0.2947434776623459,True
