universe,book,conv,sleeve,f,n_assets,corr_uncond,corr_crisis_q05,corr_crisis_q10,corr_crisis_q20,dSharpe,dCAGR_pp,conv_per_pp,raw_per_pp,sleeve_Sharpe
broad,ewall,matched,S4,0.25,4,-0.011297463674116168,0.31089190865468086,0.20026982933147242,0.12257057511303902,0.08329541591753342,-1.297026968815218,0.1668457413716507,0.06422026520668296,0.49282943117639344
broad,ewall,matched,S4,0.5,4,-0.011297463674116168,0.31089190865468086,0.20026982933147242,0.12257057511303902,0.15950676149755716,-2.8938556586139974,0.1471126525530955,0.055119114535917245,0.49282943117639344
broad,ewall,matched,S4,0.75,4,-0.011297463674116168,0.31089190865468086,0.20026982933147242,0.12257057511303902,0.08013768870664784,-4.936256868241484,0.09713062596312039,0.01623450538448103,0.49282943117639344
broad,ewall,matched,S4,1.0,4,-0.011297463674116168,0.31089190865468086,0.20026982933147242,0.12257057511303902,-0.5324320410938663,-7.9957145415396225,0.0,-0.06658967604805753,0.49282943117639344
broad,ewall,matched,S5f,0.25,5,0.39765162293128514,0.4695850704339737,0.3723740768609506,0.33351394277318935,0.061598560499166455,-1.1424310037373653,0.08763843572931747,0.05391884524986808,0.8711722498820585
broad,ewall,matched,S5f,0.5,5,0.39765162293128514,0.4695850704339737,0.3723740768609506,0.33351394277318935,0.12070921324079786,-2.4928888375823632,0.07932717313888842,0.048421418324397995,0.8711722498820585
broad,ewall,matched,S5f,0.75,5,0.39765162293128514,0.4695850704339737,0.3723740768609506,0.33351394277318935,0.12000588021257697,-4.1231201030547115,0.05713459494648196,0.029105598967070535,0.8711722498820585
broad,ewall,matched,S5f,1.0,5,0.39765162293128514,0.4695850704339737,0.3723740768609506,0.33351394277318935,-0.15408922238820122,-6.212524669533637,0.0,-0.024802995655511566,0.8711722498820585
broad,ewall,matched,S5r,0.25,5,0.22584373343978212,0.39374550593758545,0.28593191834903087,0.23156880139228844,0.05272632444573189,-1.289004262483573,0.12304416503595975,0.04090469363083571,0.60174895723285
broad,ewall,matched,S5r,0.5,5,0.22584373343978212,0.39374550593758545,0.28593191834903087,0.23156880139228844,0.09074315187146675,-2.831960156245805,0.1068162660138484,0.03204252421113178,0.60174895723285
broad,ewall,matched,S5r,0.75,5,0.22584373343978212,0.39374550593758545,0.28593191834903087,0.23156880139228844,0.020849467141765388,-4.733967117244453,0.07150109940282967,0.004404227284515116,0.60174895723285
