file,stamp,n_cols,L239_claim,L239_col,S239_claim,S239_col,L471_claim,L471_col,S471_claim,S471_col,L583_claim,L583_col,S583_claim,S583_col,L604_claim,L604_col,S604_claim,S604_col,L607_claim,L607_col,S607_claim,S607_col
2026-09-04_selectability-pre-test_cloud.cells.csv,2026-09-04,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-04_selectability-pre-test_cloud.grid.csv,2026-09-04,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-04_sharpe-bound-book-change_cloud.grid.csv,2026-09-04,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-04_spinoff-calendar.events.csv,2026-09-04,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-04_turnover-budget_B.grid.csv,2026-09-04,25,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-04_vol-cap-as-a-satellite-clause_B.equitygate.csv,2026-09-04,12,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-04_vol-cap-as-a-satellite-clause_B.grid.csv,2026-09-04,26,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-04_which-4b-bar-binds_B.gladder.csv,2026-09-04,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-04_which-4b-bar-binds_B.grid.csv,2026-09-04,29,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_2011-the-opposite-outlier_C.grid.csv,2026-09-05,88,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2026-09-05_2011-the-opposite-outlier_C.l2o.csv,2026-09-05,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_2011-the-opposite-outlier_C.peryear.csv,2026-09-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_2011-the-opposite-outlier_C.picks.csv,2026-09-05,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_2011-the-opposite-outlier_C.recut.csv,2026-09-05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_2011-the-opposite-outlier_C.swaps.csv,2026-09-05,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_2011-the-opposite-outlier_C.walkforward.csv,2026-09-05,26,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_2011-the-opposite-outlier_C.yearsplit.csv,2026-09-05,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.deltas.csv,2026-09-05,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.grid.csv,2026-09-05,50,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.peryear.csv,2026-09-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.picks.csv,2026-09-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.swaps.csv,2026-09-05,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_2013-as-the-IS-windows-single-point-of-failure_C.walkforward.csv,2026-09-05,23,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.cells.csv,2026-09-05,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.grid.csv,2026-09-05,32,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.tests.csv,2026-09-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_IS-Sharpe-margin-as-the-reportable-selector-statistic_cloud.walkforward.csv,2026-09-05,25,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_V1u-small-negative-price_cloud.bootdecision.csv,2026-09-05,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_V1u-small-negative-price_cloud.bootstrap.csv,2026-09-05,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2026-09-05_V1u-small-negative-price_cloud.concentration.csv,2026-09-05,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2026-09-05_V1u-small-negative-price_cloud.costs.csv,2026-09-05,7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_V1u-small-negative-price_cloud.pricelist.csv,2026-09-05,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_V1u-small-negative-price_cloud.walkforward.csv,2026-09-05,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_absorbing-state-audit_B.ddctl.csv,2026-09-05,39,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_absorbing-state-audit_B.ladder.csv,2026-09-05,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_absorbing-state-audit_B.stop.csv,2026-09-05,39,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_absorbing-state-audit_B.walkforward.csv,2026-09-05,24,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.cells.csv,2026-09-05,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.gates.csv,2026-09-05,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.record.csv,2026-09-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud.walkforward.csv,2026-09-05,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.audit.csv,2026-09-05,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.exact.csv,2026-09-05,50,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.keep.csv,2026-09-05,50,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.walkforward.csv,2026-09-05,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B.astsweep.csv,2026-09-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_back-fill-the-swapped-coefficient-audit_B.grid.csv,2026-09-05,29,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B.repro.csv,2026-09-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_back-fill-the-swapped-coefficient-audit_B.site.csv,2026-09-05,25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
2026-09-05_back-fill-the-swapped-coefficient-audit_B.surface.csv,2026-09-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_back-fill-the-swapped-coefficient-audit_B.walkforward.csv,2026-09-05,25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
2026-09-05_band-width-at-g085_cloud.grid.csv,2026-09-05,29,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1
2026-09-05_band-width-at-g085_cloud.matched_gross.csv,2026-09-05,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_band-width-at-g085_cloud.walkforward.csv,2026-09-05,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_cagr-floor-calibration_B.calibration.csv,2026-09-05,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_cagr-floor-calibration_B.grid.csv,2026-09-05,34,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_cagr-floor-calibration_B.ladder.csv,2026-09-05,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_cagr-floor-calibration_B.riskwork.csv,2026-09-05,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_cagr-floor-calibration_B.walkforward.csv,2026-09-05,19,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_cagr-floor-constrained-selector_cloud.grid.csv,2026-09-05,23,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2026-09-05_cagr-floor-constrained-selector_cloud.paired.csv,2026-09-05,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_cagr-floor-constrained-selector_cloud.picks.csv,2026-09-05,21,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_candidate-count-vs-dispersion_B.gridA.csv,2026-09-05,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_candidate-count-vs-dispersion_B.gridB.csv,2026-09-05,22,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_candidate-count-vs-dispersion_B.walkforward.csv,2026-09-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.exact.csv,2026-09-05,58,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.grid.csv,2026-09-05,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.keep.csv,2026-09-05,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.betas.csv,2026-09-05,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.diagnostics.csv,2026-09-05,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.grid.csv,2026-09-05,116,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.paired.csv,2026-09-05,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C.picks.csv,2026-09-05,25,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B.episodes.csv,2026-09-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_crisis-depth-as-the-price-denominator_B.epprice.csv,2026-09-05,19,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_crisis-depth-as-the-price-denominator_B.grid.csv,2026-09-05,26,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B.pricelist.csv,2026-09-05,17,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B.regime.csv,2026-09-05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B.stability.csv,2026-09-05,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_crisis-depth-as-the-price-denominator_B.walkforward.csv,2026-09-05,31,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.bargrid.csv,2026-09-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.binding_bar.csv,2026-09-05,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.breakevens.csv,2026-09-05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.cross.csv,2026-09-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.walkforward.csv,2026-09-05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud.walkforward_panel.csv,2026-09-05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_de-gross-vs-reweight-across-gates_cloud.convention.csv,2026-09-05,20,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_de-gross-vs-reweight-across-gates_cloud.crossover.csv,2026-09-05,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,2026-09-05,25,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_de-gross-vs-reweight-across-gates_cloud.walkforward.csv,2026-09-05,19,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_defensive-class-census_B.grid.csv,2026-09-05,40,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
2026-09-05_defensive-class-census_B.walkforward.csv,2026-09-05,22,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_defensive-overlays-are-rule-8-invisible_B.deltas.csv,2026-09-05,44,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_defensive-overlays-are-rule-8-invisible_B.grid.csv,2026-09-05,57,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2026-09-05_defensive-overlays-are-rule-8-invisible_B.walkforward.csv,2026-09-05,25,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2026-09-05_defensive-overlays-are-rule-8-invisible_B.years.csv,2026-09-05,9,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_delete-the-scaler-on-small_cloud.capacity.csv,2026-09-05,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_delete-the-scaler-on-small_cloud.costladder.csv,2026-09-05,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_delete-the-scaler-on-small_cloud.grid.csv,2026-09-05,21,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2026-09-05_delete-the-scaler-on-small_cloud.norankcontrol.csv,2026-09-05,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_delete-the-scaler-on-small_cloud.scalerpremium.csv,2026-09-05,9,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_delete-the-scaler-on-small_cloud.walkforward.csv,2026-09-05,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_delete-the-scaler-on-small_cloud.years.csv,2026-09-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.choices.csv,2026-09-05,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.geometry.csv,2026-09-05,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,2026-09-05,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,2026-09-05,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.paired.csv,2026-09-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.walkforward.csv,2026-09-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.arms.csv,2026-09-05,29,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.regression.csv,2026-09-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.repro_O.csv,2026-09-05,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.repro_T.csv,2026-09-05,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.repro_Tclause.csv,2026-09-05,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.reproduction.csv,2026-09-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-a-harmful-instrument-clear-more-often-than-a-helpful-one_B.walkforward.csv,2026-09-05,20,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.census.csv,2026-09-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.clause.csv,2026-09-05,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.grid.csv,2026-09-05,27,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.keyic.csv,2026-09-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.swap.csv,2026-09-05,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.verdicts.csv,2026-09-05,19,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-null-column-change-any-published-verdict_cloud.walkforward.csv,2026-09-05,17,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.corpus.csv,2026-09-05,25,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.instruments.csv,2026-09-05,17,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.ladder.csv,2026-09-05,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.null.csv,2026-09-05,17,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.percell.csv,2026-09-05,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B.walkforward.csv,2026-09-05,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.choices.csv,2026-09-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.deviations.csv,2026-09-05,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.keep.csv,2026-09-05,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.ladder.csv,2026-09-05,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.modes.csv,2026-09-05,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.paired.csv,2026-09-05,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B.walkforward.csv,2026-09-05,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.ladder.csv,2026-09-05,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.modes.csv,2026-09-05,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_cloud.paired.csv,2026-09-05,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
