panel,metric,span_b_in,span_b_out,owner,ratio_in_over_out
U56,MaxDD,0.004075218282298981,-0.02524057099198279,b_out (EXIT),0.16145507498992
U56,CAGR,-0.0012275260694125656,0.007887262085759073,b_out (EXIT),0.1556339901052531
U56,Sharpe,0.013322359710212561,-0.026423682914777702,b_out (EXIT),0.5041825453771965
U56,turnover/yr,-1.1428576071462122,-2.034805064514748,b_out (EXIT),0.5616545914282733
U56,time-IN,-0.20596621421544548,0.16962167746226697,b_in (ENTRY),1.2142682309061794
U56,mean gross,0.0,1.1102230246251565e-16,b_out (EXIT),inf
B136,MaxDD,-0.0028178244264182306,-0.015900412185076734,b_out (EXIT),0.17721706793631978
B136,CAGR,0.0031802810390763048,0.0076270334763363645,b_out (EXIT),0.4169748368016799
B136,Sharpe,-0.003569464826109092,0.054973760655525394,b_out (EXIT),0.06493033737451481
B136,turnover/yr,-1.0856293600691722,-3.060480856030213,b_out (EXIT),0.35472509423808496
B136,time-IN,-0.16543091322751535,0.1572835704279878,b_in (ENTRY),1.0518003423838715
B136,mean gross,-4.440892098500626e-16,0.0,b_in (ENTRY),inf
SMALL,MaxDD,0.012218293651528433,-0.008581279353777005,b_in (ENTRY),1.4238312433157903
SMALL,CAGR,0.013683617614568322,0.007544080761434702,b_in (ENTRY),1.8138217295497283
SMALL,Sharpe,0.09168337268558169,0.04988913859563804,b_in (ENTRY),1.837742147217548
SMALL,turnover/yr,-1.427495560099052,-3.713319510327886,b_out (EXIT),0.38442572908922784
SMALL,time-IN,-0.10675409809362735,0.11916927876088318,b_out (EXIT),0.8958189493437543
SMALL,mean gross,-2.220446049250313e-16,0.0,b_in (ENTRY),inf
