corpus,w,depth,days,no_thr_days,on_share,mean_gross,CAGR,Sharpe,MaxDD,twin_CAGR,twin_Sharpe,twin_MaxDD,d_Sharpe,d_CAGR,d_MaxDD,works,sharpe_leg,dd_leg,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4b,p4a,fail4b
FULL,63,0.1,4443,0,0.2151699302273239,0.9784830069772675,0.13739781038059196,1.0233532283732127,-0.21198115578746968,0.1389216299739009,1.0211419074492891,-0.22636284547508445,0.002211320923923621,-0.0015238195933089393,0.014381689687614774,True,True,True,1.0137230415928649,-0.1516121852905018,0.13724891297298103,1.0313661914097978,-0.21198115578747057,False,False,DD
EX2022,63,0.1,4192,0,0.2099236641221374,0.9790076335877863,0.15441493287089925,1.1473920369863946,-0.20950173874504596,0.1560296724465784,1.1436213628246656,-0.22647530392129644,0.0037706741617289374,-0.0016147395756791472,0.016973565176250482,True,True,True,1.0137230415928649,-0.1516121852905018,0.17009920871544648,1.2770249703235312,-0.20950173874504585,False,False,DD
ONLY2022,63,0.1,251,0,0.30278884462151395,0.9697211155378487,-0.11244101145082341,-0.6564564322986076,-0.20995354589240867,-0.1099837391024635,-0.6344491135446549,-0.20849125707302973,-0.022007318753952676,-0.002457272348359907,-0.0014622888193789318,False,False,False,,,-0.11244101145082341,-0.6564564322986076,-0.20995354589240867,False,False,"H2,DD"
EX2020,63,0.1,4381,0,0.20908468386213194,0.9790915316137867,0.14954993818369133,1.135221381185342,-0.2119811557874718,0.15242768234215553,1.1457283400723215,-0.2122660119693769,-0.0105069588869795,-0.0028777441584642016,0.0002848561819051021,False,False,True,1.0137230415928649,-0.1516121852905018,0.15976886353863695,1.24917594980289,-0.21198115578747012,False,False,DD
EXBOTH,63,0.1,4130,0,0.2033898305084746,0.9796610169491525,0.16776301203832933,1.2753171021545195,-0.15742751788354348,0.17085912690742133,1.2862246561471546,-0.1633890979574858,-0.0109075539926351,-0.0030961148690920037,0.005961580073942319,False,False,True,1.0137230415928649,-0.1516121852905018,0.19703430721910675,1.5624000368519522,-0.15742751788354392,False,False,DD
FULL,63,0.25,4443,0,0.2151699302273239,0.946207517443169,0.13043485920265585,1.021492943219015,-0.20535592640505806,0.13436055256758594,1.021146504231304,-0.21949546206115622,0.00034643898771102855,-0.003925693364930094,0.014139535656098157,True,True,True,0.9749347419966963,-0.15315618830220956,0.13359755501877668,1.0617788030476258,-0.20535592640505784,False,False,DD
EX2022,63,0.25,4192,0,0.2099236641221374,0.9475190839694656,0.1468049958302502,1.1474530977108501,-0.17670657285695024,0.15095198433276358,1.143653484032034,-0.21977501614551065,0.003799613678816094,-0.004146988502513382,0.04306844328856041,True,True,True,0.9749347419966963,-0.15315618830220956,0.16567554770159676,1.3192740848685507,-0.17670657285695024,True,False,-
ONLY2022,63,0.25,251,0,0.30278884462151395,0.9243027888446215,-0.11087525544158916,-0.6888847037563579,-0.203191399670545,-0.10457599282491459,-0.6343813494711837,-0.19940125651830432,-0.054503354285174166,-0.0062992626166745724,-0.003790143152240688,False,False,False,,,-0.11087525544158916,-0.6888847037563579,-0.203191399670545,False,False,"H2,DD"
EX2020,63,0.25,4381,0,0.20908468386213194,0.947728829034467,0.1402380065804567,1.1128161995068713,-0.20535592640505818,0.14749127917208482,1.1456385584747562,-0.2059614830348261,-0.03282235896788488,-0.007253272591628113,0.0006055566297679116,False,False,True,0.9749347419966963,-0.15315618830220956,0.15188949752043612,1.2426981759190603,-0.2053559264050565,False,False,DD
EXBOTH,63,0.25,4130,0,0.2033898305084746,0.9491525423728814,0.15760711559684282,1.25173379914106,-0.15315618830220956,0.16539484482910627,1.286137990770794,-0.1585739821410891,-0.03440419162973396,-0.007787729232263452,0.0054177938388795255,False,False,True,0.9749347419966963,-0.15315618830220956,0.18769639617334266,1.5562538645858663,-0.14358977254083205,False,False,DD
FULL,63,0.5,4443,0,0.2151699302273239,0.8924150348863381,0.11852514085106458,0.9994922415804954,-0.19505289829790395,0.12675054334942337,1.021151330335203,-0.20796005608596857,-0.021659088754707456,-0.008225402498358791,0.012907157788064616,False,False,True,0.8897891393827049,-0.15602986533938856,0.12706818690798016,1.0983563286536064,-0.1950528982979043,True,False,-
EX2022,63,0.5,4192,0,0.2099236641221374,0.8950381679389313,0.13383971469738531,1.1268362759285728,-0.15602986533938856,0.14249460883559895,1.1437036307212312,-0.2085244868574827,-0.01686735479265833,-0.008654894138213631,0.05249462151809414,False,False,True,0.8897891393827049,-0.15602986533938856,0.1578718436144524,1.373128947827305,-0.12028627561627936,True,False,-
ONLY2022,63,0.5,251,0,0.30278884462151395,0.848605577689243,-0.10872871446612198,-0.7374041632914258,-0.19213932248735222,-0.09561022530894236,-0.6342698538227648,-0.18410484340112188,-0.10313430946866098,-0.013118489157179614,-0.00803447908623034,False,False,False,,,-0.10872871446612198,-0.7374041632914258,-0.19213932248735222,False,False,"H1,H2,DD,OOS"
EX2020,63,0.5,4381,0,0.20908468386213194,0.8954576580689341,0.12457473168586164,1.0544982035267494,-0.19505289829790506,0.13926798849622335,1.145487500180057,-0.1953803274276963,-0.09098929665330768,-0.01469325681036171,0.0003274291297912235,False,False,True,0.8897891393827049,-0.15602986533938856,0.1385693579513605,1.2106320256335177,-0.19505289829790484,False,False,DD
EXBOTH,63,0.5,4130,0,0.2033898305084746,0.8983050847457628,0.1405787218727932,1.1896385300508987,-0.15602986533938856,0.1563070999531797,1.285992174637588,-0.1505113260453984,-0.09635364458668927,-0.015728378080386518,-0.0055185392939901545,False,False,False,0.8897891393827049,-0.15602986533938856,0.17201477676427146,1.520623000480823,-0.12027744536029228,False,False,DD
FULL,63,0.75,4443,0,0.2151699302273239,0.8386225523295071,0.10624896740320033,0.9462281440247624,-0.19173924059137737,0.11913087657999588,1.02115263004643,-0.19631158887882783,-0.07492448602166757,-0.012881909176795547,0.004572348287450456,False,False,True,0.7774562969063044,-0.15927373161596425,0.11999617196405343,1.10265961973131,-0.19173924059137615,False,False,H1
EX2022,63,0.75,4192,0,0.2099236641221374,0.8425572519083969,0.1205370510617112,1.0716233115217428,-0.15927373161596425,0.13404412560165713,1.143749573382979,-0.1971684306707795,-0.07212626186123616,-0.013507074539945929,0.03789469905481524,False,False,True,0.7774562969063044,-0.15927373161596425,0.14954331502145513,1.3868778767765428,-0.09937785253561793,False,False,"H1,CAGR"
ONLY2022,63,0.75,251,0,0.30278884462151395,0.7729083665338645,-0.10716462291231954,-0.7705123343161103,-0.18273759761815078,-0.08670361812973826,-0.6341600992445404,-0.16862098524589852,-0.1363522350715699,-0.020461004782581282,-0.014116612372252257,False,False,False,,,-0.10716462291231954,-0.7705123343161103,-0.18273759761815078,False,False,"H1,DD,OOS"
EX2020,63,0.75,4381,0,0.20908468386213194,0.843186487103401,0.10874426756920275,0.9660266017418876,-0.1917392405913768,0.13105109124325853,1.1453346772929902,-0.18470798325569404,-0.17930807555110262,-0.022306823674055787,-0.007031257335682772,False,False,False,0.7774562969063044,-0.15927373161596425,0.12502549959823317,1.1454224271042697,-0.19173924059137692,False,False,"H1,DD,CAGR"
EXBOTH,63,0.75,4130,0,0.2033898305084746,0.847457627118644,0.1234347846644821,1.0948142015660407,-0.15927373161596425,0.14724013292468108,1.285844564625981,-0.14239825886689939,-0.19103036305994037,-0.023805348260198977,-0.016875472749064868,False,False,False,0.7774562969063044,-0.15927373161596425,0.15619605445522744,1.4456321385296593,-0.09937785253561848,False,False,"H1,H2,DD,CAGR,OOS"
FULL,63,1.0,4443,0,0.2151699302273239,0.7848300697726761,0.09362310543576235,0.8577759109419375,-0.19138399217993796,0.11150536306671777,1.0211504927325294,-0.18455386660416373,-0.16337458179059194,-0.01788225763095541,-0.006830125575774226,False,False,False,0.6407699901818562,-0.16288147345973492,0.11239569529859872,1.0604956368691778,-0.19138399217993785,False,False,"H1,CAGR"
EX2022,63,1.0,4192,0,0.2099236641221374,0.7900763358778626,0.10691442300865517,0.9770710283578524,-0.16288147345973492,0.12560141803423974,1.1437914259423123,-0.18570636236813365,-0.1667203975844599,-0.018686995025584574,0.022824888908398733,False,False,True,0.6407699901818562,-0.16288147345973492,0.14070606623467707,1.3408943992136215,-0.10202350949399908,False,False,"H1,CAGR"
ONLY2022,63,1.0,251,0,0.30278884462151395,0.6972111553784861,-0.10618622768708463,-0.7788671635943596,-0.1752240626034024,-0.07786071266203598,-0.6340521063686343,-0.15295190692734717,-0.1448150572257253,-0.028325515025048653,-0.022272155676055228,False,False,False,,,-0.10618622768708463,-0.7788671635943596,-0.1752240626034024,False,False,"H1,DD,OOS"
EX2020,63,1.0,4381,0,0.20908468386213194,0.790915316137868,0.09276039101718991,0.8477032848111624,-0.1913839921799375,0.122841371002536,1.1451801855009132,-0.17394445529174285,-0.29747690068975075,-0.03008097998534609,-0.017439536888194662,False,False,False,0.6407699901818562,-0.16288147345973492,0.11127069018867064,1.044453834220171,-0.19138399217993796,False,False,"H1,H2,DD,CAGR,OOS"
EXBOTH,63,1.0,4130,0,0.2033898305084746,0.7966101694915254,0.10618876579143866,0.9674792834334409,-0.16288147345973492,0.13819638422366842,1.285695305438733,-0.13423634986856015,-0.3182160220052921,-0.03200761843222977,-0.02864512359117477,False,False,False,0.6407699901818562,-0.16288147345973492,0.14025268140551872,1.3281525388052895,-0.10202350949399874,False,False,"H1,H2,DD,CAGR,OOS"
FULL,126,0.1,4443,0,0.18973666441593517,0.9810263335584066,0.13785632320163366,1.0248834535214326,-0.2127839164137959,0.1392819020495757,1.0211414897733901,-0.2269038211748151,0.003741963748042476,-0.0014255788479420328,0.014119904761019209,True,True,True,1.0130917245161155,-0.14982635729603466,0.13784253166253957,1.0347649354697515,-0.21278391641379535,False,False,DD
EX2022,126,0.1,4192,0,0.17891221374045801,0.9821087786259542,0.15494854619230325,1.1480896042082438,-0.2127839164137959,0.15652964969939442,1.1436181174673603,-0.22713286574727076,0.00447148674088349,-0.001581103507091175,0.014348949333474859,True,True,True,1.0130917245161155,-0.14982635729603466,0.1708586728785677,1.2790541092087826,-0.21278391641379535,False,False,DD
ONLY2022,126,0.1,251,0,0.3705179282868526,0.9629482071713149,-0.11295900042858753,-0.6691022798938657,-0.20837123831242965,-0.10917642284181484,-0.6344389675807843,-0.20714059961117137,-0.034663312313081396,-0.003782577586772695,-0.0012306387012582798,False,False,False,,,-0.11295900042858753,-0.6691022798938657,-0.20837123831242965,False,False,"H2,DD"
EX2020,126,0.1,4381,0,0.18488929468157955,0.9815110705318421,0.15008007067468432,1.1373954395859103,-0.21040290911111126,0.15280869553071774,1.1457352416775266,-0.21275115805929534,-0.008339802091616333,-0.0027286248560334236,0.002348248948184084,False,False,True,1.0130917245161155,-0.14982635729603466,0.16050207725271126,1.2544472541100995,-0.21040290911111026,False,False,DD
EXBOTH,126,0.1,4130,0,0.17360774818401936,0.9826392251815981,0.16837573323016963,1.27651240546549,-0.15306401553875948,0.171393256741041,1.2862330860783744,-0.16385846234560852,-0.009720680612884447,-0.003017523510871367,0.010794446806849045,False,False,True,1.0130917245161155,-0.14982635729603466,0.19796326484317683,1.5658672149264279,-0.15306401553875992,False,False,DD
FULL,126,0.25,4443,0,0.18973666441593517,0.9525658338960162,0.13158116353197036,1.0256541847226697,-0.20140874600183523,0.13525975204543172,1.021145704653673,-0.22085207402068774,0.004508480068996734,-0.003678588513461367,0.019443328018852513,True,True,True,0.973902510037744,-0.148708137509593,0.1350798758080356,1.070787624234622,-0.20140874600183578,True,False,-
