panel,gate,book,gross,mode,cost_bps,CAGR,Sharpe,MaxDD,OOS_CAGR,OOS_Sharpe,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,MA,CAND,0.75,RAW,0.0,0.12974917965892763,1.2360056877905272,-0.17274816551070726,0.14353853330986377,1.2803390722324455,False,True,True,True,True,True,True
U56,MA,CAND,0.75,RAW,10.0,0.1249270857482041,1.1940681464305678,-0.17392304314971796,0.13852464950781207,1.2397071765466103,False,True,True,True,True,True,True
U56,MA,CAND,0.75,RAW,25.0,0.1177306071584594,1.131055358423957,-0.1756836938565104,0.13104300062203,1.178665567851114,False,True,True,True,True,True,True
U56,MA,CAND,0.75,RAW,50.0,0.10583361363507526,1.0258333240036226,-0.17861367175230736,0.11867736655768168,1.0767540132346374,False,True,True,True,True,True,True
U56,MA,CAND,1.0,RAW,0.0,0.16867815309858125,1.2008726937616756,-0.22996762296763928,0.18588102761864755,1.240320117227432,False,False,True,True,True,False,True
U56,MA,CAND,1.0,RAW,10.0,0.16223872776687287,1.160353037054161,-0.23143958043721113,0.1791787324880838,1.2010516293259708,False,False,True,True,True,False,True
U56,MA,CAND,1.0,RAW,25.0,0.15264262011365481,1.0994755797245053,-0.23364478801083488,0.16919261159408938,1.142064220896412,False,False,True,True,True,False,True
U56,MA,CAND,1.0,RAW,50.0,0.13681580038822516,0.997830674098384,-0.23731286202349566,0.15272707929432028,1.0435965710638826,False,False,True,True,True,False,True
U56,MA,DEGROSS,0.75,RAW,0.0,0.08669737130800814,1.210386810663224,-0.12029821098034832,0.09708168179295829,1.3084634507178121,True,False,True,True,True,True,False
U56,MA,DEGROSS,0.75,RAW,10.0,0.08477986130949211,1.1853844885384153,-0.12054950773958328,0.0951245058604564,1.2839355379722956,False,False,True,True,True,True,False
U56,MA,DEGROSS,0.75,RAW,25.0,0.08190972303189148,1.147844212995185,-0.12092639496264546,0.09219507341635946,1.2471042446353333,False,False,True,True,True,True,False
U56,MA,DEGROSS,0.75,RAW,50.0,0.0771424523293669,1.0851907465971249,-0.12155438589978096,0.08732952292477725,1.1856242391281901,False,False,True,True,True,True,False
U56,MA,DEGROSS,1.0,RAW,0.0,0.11600688922128599,1.2100441943237894,-0.1587900618179372,0.13015223592303027,1.307632495521047,False,True,True,True,True,True,True
U56,MA,DEGROSS,1.0,RAW,10.0,0.11339594568800027,1.1851835335142384,-0.1591099952979419,0.12747798636914576,1.283237286369051,False,True,True,True,True,True,True
U56,MA,DEGROSS,1.0,RAW,25.0,0.10949058729358296,1.1478560779753446,-0.15958979685785535,0.12347808344207589,1.2466055005295058,False,True,True,True,True,True,True
U56,MA,DEGROSS,1.0,RAW,50.0,0.10301103453271132,1.0855580860884289,-0.16038920304784132,0.11684205618161125,1.1854591167606132,False,True,True,True,True,True,True
U56,DON63,CAND,0.75,RAW,0.0,0.10809491765963619,1.0688821496169727,-0.2293001395366795,0.10991081118422441,1.0369188147301367,False,False,True,True,True,False,True
U56,DON63,CAND,0.75,RAW,10.0,0.10165299244801718,1.0109736737556776,-0.23371151089381947,0.1033676213030581,0.981175206501632,False,False,True,True,True,False,True
U56,DON63,CAND,0.75,RAW,25.0,0.09205703315392655,0.9238789044930221,-0.24028577787505767,0.09362168237831159,0.8973216828254882,False,False,True,True,True,False,False
U56,DON63,CAND,0.75,RAW,50.0,0.07624067231219667,0.7783088402212873,-0.25197916932003517,0.07756040475466741,0.7571211179008697,False,False,False,False,False,False,False
U56,DON63,CAND,1.0,RAW,0.0,0.13906304978533268,1.034690588250487,-0.2903224551199828,0.13988385509467327,0.9976780908595123,False,False,True,True,True,False,True
U56,DON63,CAND,1.0,RAW,10.0,0.13040712401456278,0.9779687446053731,-0.29564063123116546,0.1311106558834878,0.943020712493234,False,False,True,True,True,False,True
U56,DON63,CAND,1.0,RAW,25.0,0.11754060371570274,0.8926655625841511,-0.3035504611209848,0.11807117361276842,0.8608081939815989,False,False,True,False,False,False,True
U56,DON63,CAND,1.0,RAW,50.0,0.09640579510454694,0.7501059629196987,-0.3165555043165831,0.09665582910168014,0.7233684095222663,False,False,False,False,False,False,False
U56,DON63,DEGROSS,0.75,RAW,0.0,0.06707634867565782,1.0289084385540377,-0.10793038115134534,0.07503851782274795,1.1158559994677484,False,False,True,True,True,True,False
U56,DON63,DEGROSS,0.75,RAW,10.0,0.06468865112393374,0.9946691543089065,-0.11031630194458786,0.07264184614726976,1.0826951225788355,False,False,True,True,True,True,False
U56,DON63,DEGROSS,0.75,RAW,25.0,0.06111676726628601,0.9432254599716852,-0.1138836563564094,0.06905650020793264,1.0328577860243293,False,False,False,True,True,True,False
U56,DON63,DEGROSS,0.75,RAW,50.0,0.05518930468544747,0.8572914556392051,-0.1197986361231882,0.06310659878154579,0.9495682978249753,False,False,False,True,True,True,False
U56,DON63,DEGROSS,1.0,RAW,0.0,0.08939718626131787,1.0288287356007804,-0.1419960044463432,0.1001501868454222,1.1152658907448698,False,False,True,True,True,True,False
U56,DON63,DEGROSS,1.0,RAW,10.0,0.0861614291817403,0.9947304389505511,-0.14504380958818497,0.09689366741577965,1.0822333794856431,False,False,True,True,True,True,False
U56,DON63,DEGROSS,1.0,RAW,25.0,0.08132516966706671,0.943498549187824,-0.1495959687383538,0.0920263132860657,1.0325888616320615,False,False,False,True,True,True,False
U56,DON63,DEGROSS,1.0,RAW,50.0,0.07331086015014865,0.8579182566112273,-0.15713105732038524,0.08396030998929227,0.9496213408836749,False,False,False,True,True,True,False
U56,DON126,CAND,0.75,RAW,0.0,0.1297043261977462,1.194616601485071,-0.1864706731100958,0.14248767381579386,1.2303470296802974,False,True,True,True,True,True,True
U56,DON126,CAND,0.75,RAW,10.0,0.12619763783407634,1.1650313537845887,-0.1876583625593905,0.1386681942048802,1.2002926581252489,False,True,True,True,True,True,True
U56,DON126,CAND,0.75,RAW,25.0,0.120956860870582,1.1206145775148308,-0.18943827865044716,0.13296154493336898,1.155171300384543,False,True,True,True,True,True,True
U56,DON126,CAND,0.75,RAW,50.0,0.11227334329868066,1.0465156612124518,-0.1924004929486025,0.12351035048887904,1.0798975635806622,False,True,True,True,True,True,True
U56,DON126,CAND,1.0,RAW,0.0,0.16843298383361893,1.160717618187571,-0.2471408428594608,0.18421850872598622,1.1916196842602809,False,False,True,True,True,False,True
U56,DON126,CAND,1.0,RAW,10.0,0.1638073029322653,1.1324820247211782,-0.24862311105525214,0.1791668789111136,1.1628736451045971,False,False,True,True,True,False,True
U56,DON126,CAND,1.0,RAW,25.0,0.15690102907002923,1.09009428308353,-0.25084392124297417,0.17162734710087113,1.1197203813492345,False,False,True,True,True,False,True
U56,DON126,CAND,1.0,RAW,50.0,0.14547606265009483,1.0193869754733011,-0.2545383641686141,0.15916192527741946,1.047739478546426,False,False,True,True,True,False,True
U56,DON126,DEGROSS,0.75,RAW,0.0,0.08230982119390773,1.1565602998071054,-0.12765659271815089,0.0878262216335175,1.204161654387756,False,False,True,True,True,True,False
U56,DON126,DEGROSS,0.75,RAW,10.0,0.08087839130391439,1.1377307608590868,-0.12786603870042046,0.08633030512855222,1.1850353859043434,False,False,True,True,True,True,False
U56,DON126,DEGROSS,0.75,RAW,25.0,0.07873465797057544,1.109465483400185,-0.1281801591567775,0.08409013444715008,1.156319890746439,False,False,True,True,True,True,False
U56,DON126,DEGROSS,0.75,RAW,50.0,0.07517084787046491,1.062306570446767,-0.12870356387826531,0.08036637326542828,1.1083973703472845,False,False,True,True,True,True,False
U56,DON126,DEGROSS,1.0,RAW,0.0,0.1100190495452873,1.1562525678228435,-0.16827057566032733,0.11748539824794824,1.2032218936921553,False,True,True,True,True,True,True
U56,DON126,DEGROSS,1.0,RAW,10.0,0.10807761807898286,1.1375803286919517,-0.1685333275280524,0.11545097982737462,1.1842389409213638,False,True,True,True,True,True,True
U56,DON126,DEGROSS,1.0,RAW,25.0,0.1051715864668834,1.1095512953656432,-0.1689273745462525,0.11240601768716307,1.1557387831660708,False,True,True,True,True,True,True
U56,DON126,DEGROSS,1.0,RAW,50.0,0.10034446474969938,1.0627868316544706,-0.16958390416835079,0.1073488056474301,1.108176060047475,False,False,True,True,True,True,False
U56,DON189,CAND,0.75,RAW,0.0,0.1279143061984025,1.158809326046876,-0.18635716177195438,0.13598780567141033,1.1610543808086151,False,True,True,True,True,True,True
U56,DON189,CAND,0.75,RAW,10.0,0.12534074911613047,1.1375037390751086,-0.1872348943071641,0.13312048268236443,1.1387117775001963,False,True,True,True,True,True,True
U56,DON189,CAND,0.75,RAW,25.0,0.12149074108683955,1.105521384444994,-0.18855100754100262,0.1288322261877508,1.1051820015831186,False,True,True,True,True,True,True
U56,DON189,CAND,0.75,RAW,50.0,0.11510150821464005,1.052167035637857,-0.19074323501571389,0.12171894651032877,1.0492719697923127,False,True,True,True,True,True,True
U56,DON189,CAND,1.0,RAW,0.0,0.16584611970455643,1.1250799842447956,-0.2480380633175544,0.17514199432104172,1.1223705075656032,False,False,True,True,True,False,True
U56,DON189,CAND,1.0,RAW,10.0,0.16252726184705368,1.1051992689082044,-0.2491331087865507,0.17141621757640801,1.1013509301343123,False,False,True,True,True,False,True
U56,DON189,CAND,1.0,RAW,25.0,0.1575654747184292,1.0753569032852734,-0.2507750102433024,0.16584818371976873,1.0698088786261073,False,False,True,True,True,False,True
U56,DON189,CAND,1.0,RAW,50.0,0.1493396450026796,1.0255749264240825,-0.2535097351161316,0.15662288838302252,1.0172188215511284,False,False,True,True,True,False,True
U56,DON189,DEGROSS,0.75,RAW,0.0,0.08407271399896454,1.0934102373745636,-0.14951793035153238,0.0882143014588368,1.1142986313890868,False,False,True,True,True,True,False
U56,DON189,DEGROSS,0.75,RAW,10.0,0.08292533299884108,1.0794647645089326,-0.14961017703287283,0.08699468800543375,1.0999081509726174,False,False,True,True,True,True,False
U56,DON189,DEGROSS,0.75,RAW,25.0,0.08120644004214062,1.0585372227664906,-0.14974853649087116,0.08516772005469053,1.0783135442359932,False,False,True,True,True,True,False
U56,DON189,DEGROSS,0.75,RAW,50.0,0.0783474184612507,1.0236357217910552,-0.14997910741793685,0.08212930148983122,1.042301693776283,False,False,True,True,True,True,False
U56,DON189,DEGROSS,1.0,RAW,0.0,0.11225980548562231,1.0928137857543962,-0.196866512217455,0.1178439389719883,1.113066033742286,False,True,True,True,True,True,True
U56,DON189,DEGROSS,1.0,RAW,10.0,0.1107080574946544,1.0790395407473805,-0.19697543235146275,0.11618808547608706,1.0988200962896737,False,True,True,True,True,True,True
U56,DON189,DEGROSS,1.0,RAW,25.0,0.10838431516956804,1.058369063250038,-0.19713879643938714,0.11370870063612926,1.0774426340145296,False,True,True,True,True,True,True
U56,DON189,DEGROSS,1.0,RAW,50.0,0.10452173493943939,1.0238965520504562,-0.19741102695324797,0.10958808701240352,1.0417935426756009,False,True,True,True,True,True,True
U56,DON252,CAND,0.75,RAW,0.0,0.13043004482480614,1.1502704978298737,-0.1904276983473654,0.13480625373196786,1.1236022380213067,False,True,True,True,True,True,True
U56,DON252,CAND,0.75,RAW,10.0,0.12819065412289632,1.132406883740482,-0.19117072761238063,0.13222391322285643,1.1041457622979232,False,True,True,True,True,True,True
U56,DON252,CAND,0.75,RAW,25.0,0.12483936452354638,1.1055850767652733,-0.1922849141420816,0.1283607224588832,1.0749398824419778,False,True,True,True,True,True,True
U56,DON252,CAND,0.75,RAW,50.0,0.11927461139877393,1.0608198868198808,-0.19617030252330458,0.12194949863633608,1.026217488606212,False,True,True,True,True,True,True
U56,DON252,CAND,1.0,RAW,0.0,0.16917764419818226,1.1179970966055077,-0.25297569487852256,0.17337483639583784,1.0867729785898974,False,False,True,True,True,False,True
U56,DON252,CAND,1.0,RAW,10.0,0.1663264452743003,1.1015427303589953,-0.25388647583972834,0.1700543568776487,1.0686402378215563,False,False,True,True,True,False,True
U56,DON252,CAND,1.0,RAW,25.0,0.1620617684658019,1.0768375351378032,-0.25525218153203644,0.16509001829545933,1.0414231374639136,False,False,True,True,True,False,True
U56,DON252,CAND,1.0,RAW,50.0,0.1549861826139578,1.035606296159817,-0.2575271159214252,0.15685962184899216,0.9960226931953363,False,False,True,True,True,False,True
U56,DON252,DEGROSS,0.75,RAW,0.0,0.08698202268464006,1.066772033339034,-0.1521100705776881,0.0891316634287036,1.0775011920789659,False,False,True,True,True,True,False
U56,DON252,DEGROSS,0.75,RAW,10.0,0.08593143970208339,1.0548221427800335,-0.15219124276480167,0.08799428462310499,1.064717160470624,False,False,True,True,True,True,False
U56,DON252,DEGROSS,0.75,RAW,25.0,0.08435739418792254,1.0368901392743526,-0.15231299348583005,0.08629035156522358,1.0455345866348944,False,False,True,True,True,True,False
U56,DON252,DEGROSS,0.75,RAW,50.0,0.08173885494057465,1.0069858416406479,-0.15251589119586584,0.08345614770981236,1.0135481300039397,False,False,True,True,True,True,False
U56,DON252,DEGROSS,1.0,RAW,0.0,0.11606894614517205,1.0662279952976363,-0.20024566907388897,0.11896870745344246,1.0764020341352003,False,True,True,True,True,True,True
U56,DON252,DEGROSS,1.0,RAW,10.0,0.1146507932984091,1.0544562566082198,-0.20034049621558003,0.11742587740621868,1.0637603841262686,False,True,True,True,True,True,True
U56,DON252,DEGROSS,1.0,RAW,25.0,0.11252680668264592,1.0367917150938526,-0.20048272538189937,0.1151154522453608,1.0447917129328455,False,True,True,True,True,True,True
U56,DON252,DEGROSS,1.0,RAW,50.0,0.1089954591143778,1.0073337754967502,-0.20071974320393904,0.11127490846245758,1.0131626136951097,False,True,True,True,True,True,True
U56,DON378,CAND,0.75,RAW,0.0,0.1292083655063574,1.1314943322140985,-0.19469746136890131,0.13268079971150937,1.1059400894272893,False,True,True,True,True,True,True
U56,DON378,CAND,0.75,RAW,10.0,0.12737692233234776,1.117068280343739,-0.1951085354838209,0.13075318884856535,1.0915233323437175,False,True,True,True,True,True,True
U56,DON378,CAND,0.75,RAW,25.0,0.12463500478920664,1.095410139692413,-0.19572496802342543,0.12786756204723693,1.069882215013547,False,True,True,True,True,True,True
U56,DON378,CAND,0.75,RAW,50.0,0.12007910100144925,1.0592664275092192,-0.19675187932443605,0.12307358360048704,1.0337751226563094,False,True,True,True,True,True,True
U56,DON378,CAND,1.0,RAW,0.0,0.1674820418317291,1.0997745207543925,-0.2587592660776237,0.17045977451643846,1.0693093542334793,False,False,True,True,True,False,True
U56,DON378,CAND,1.0,RAW,10.0,0.1652026218501521,1.0867889027792867,-0.2592183695559841,0.16805433686451576,1.0562712910265666,False,False,True,True,True,False,True
U56,DON378,CAND,1.0,RAW,25.0,0.16179129730091502,1.0672935771689576,-0.25990680819093037,0.16445485407474614,1.036700622750136,False,False,True,True,True,False,True
U56,DON378,CAND,1.0,RAW,50.0,0.1561265110850334,1.034759601888597,-0.2610536284850218,0.15847877590272041,1.0040499344693607,False,False,True,True,True,False,True
U56,DON378,DEGROSS,0.75,RAW,0.0,0.08775805332255193,1.0187673851162409,-0.16124949439831437,0.09130903620564856,1.0122079566896542,False,False,True,True,True,True,False
