cell,panel,volfilter,family,cost,screen,sel,arm,n_adm,gross,OOS_Sharpe,OOS_MaxDD,OOS_CAGR,p70,p00,bind,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S0,K_Sharpe,band=0.12,6,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S0,K_Calmar,band=0.12,6,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S0,K_MaxDD,band=0.03,6,0.750212727056559,1.0759636446032426,-0.18528570357900898,0.12014792469678381,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S0,K_CAGR,band=0.12,6,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S0,K_Random,band=0.03,6,0.750212727056559,1.0759636446032426,-0.18528570357900898,0.12014792469678381,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S1,K_Sharpe,band=0.12,5,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S1,K_Calmar,band=0.12,5,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S1,K_MaxDD,band=0.03,5,0.750212727056559,1.0759636446032426,-0.18528570357900898,0.12014792469678381,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S1,K_CAGR,band=0.12,5,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S1,K_Random,band=0.0,5,0.7502134804398218,1.0645161054498762,-0.20122396720949687,0.1195517906775927,True,True,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S2,K_Sharpe,band=0.12,5,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S2,K_Calmar,band=0.12,5,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S2,K_MaxDD,band=0.03,5,0.750212727056559,1.0759636446032426,-0.18528570357900898,0.12014792469678381,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S2,K_CAGR,band=0.12,5,0.7502535592495531,1.1620514328168436,-0.2173847752460749,0.13745091594646675,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|10.0,broad,False,F_BAND,10.0,S2,K_Random,band=0.09,5,0.7502376166744106,1.125145146286643,-0.20756432740774033,0.13096417930273918,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S0,K_Sharpe,band=0.12,6,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S0,K_Calmar,band=0.12,6,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S0,K_MaxDD,band=0.03,6,0.750212727056559,1.0096448187449274,-0.18745349090203722,0.11199630421691209,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S0,K_CAGR,band=0.12,6,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S0,K_Random,band=0.2,6,0.7502540700132204,1.0967153747902847,-0.24911861922094347,0.14070440726418854,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S1,K_Sharpe,band=0.12,2,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S1,K_Calmar,band=0.12,2,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S1,K_MaxDD,band=0.09,2,0.7502376166744106,1.0892121101789145,-0.2092239229578149,0.12639327246362742,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S1,K_CAGR,band=0.12,2,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S1,K_Random,band=0.09,2,0.7502376166744106,1.0892121101789145,-0.2092239229578149,0.12639327246362742,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S2,K_Sharpe,band=0.12,2,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S2,K_Calmar,band=0.12,2,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S2,K_MaxDD,band=0.09,2,0.7502376166744106,1.0892121101789145,-0.2092239229578149,0.12639327246362742,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S2,K_CAGR,band=0.12,2,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_BAND|25.0,broad,False,F_BAND,25.0,S2,K_Random,band=0.12,2,0.7502535592495531,1.1330592249195908,-0.2190068200119234,0.13370920935289887,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S0,K_Sharpe,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S0,K_Calmar,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S0,K_MaxDD,cadence=W,4,0.750212727056559,1.0759636446032426,-0.18528570357900898,0.12014792469678381,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S0,K_CAGR,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S0,K_Random,cadence=D,4,0.75,1.0675107476152164,-0.19362086877909246,0.11772662069681705,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S1,K_Sharpe,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S1,K_Calmar,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S1,K_MaxDD,cadence=W,4,0.750212727056559,1.0759636446032426,-0.18528570357900898,0.12014792469678381,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S1,K_CAGR,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S1,K_Random,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S2,K_Sharpe,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S2,K_Calmar,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S2,K_MaxDD,cadence=W,4,0.750212727056559,1.0759636446032426,-0.18528570357900898,0.12014792469678381,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S2,K_CAGR,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|10.0,broad,False,F_CADENCE,10.0,S2,K_Random,cadence=Q,4,0.7541002644987885,1.0669097480115384,-0.24274923664339776,0.12742152538972107,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S0,K_Sharpe,cadence=Q,4,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S0,K_Calmar,cadence=Q,4,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S0,K_MaxDD,cadence=W,4,0.750212727056559,1.0096448187449274,-0.18745349090203722,0.11199630421691209,True,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S0,K_CAGR,cadence=Q,4,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S0,K_Random,cadence=D,4,0.75,0.9762675957992958,-0.19742709626615118,0.10659171325496897,False,True,CAGR,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S1,K_Sharpe,cadence=Q,2,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S1,K_Calmar,cadence=Q,2,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S1,K_MaxDD,cadence=M,2,0.7512965443861909,1.0577946460066647,-0.22537479132447935,0.12364563588974531,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S1,K_CAGR,cadence=Q,2,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S1,K_Random,cadence=M,2,0.7512965443861909,1.0577946460066647,-0.22537479132447935,0.12364563588974531,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S2,K_Sharpe,cadence=Q,2,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
broad|False|F_CADENCE|25.0,broad,False,F_CADENCE,25.0,S2,K_Calmar,cadence=Q,2,0.7541002644987885,1.043009429878405,-0.2427492366433981,0.12425793185870093,False,False,DD,0.8820239235972316,0.1545044425578177,-0.3371595330739301
