panel,clause,prior,verdict,dSh_L2_min,dSh_L2_max,dSh_L1_min,dSh_L1_max,keep4b_T,keep4b_L2,keep4b_L1,keep4b_L0,keep4a_T,keep4a_L2
U56,GROSS,STATIC-GROSS,STATIC-GROSS,-2.220446049250313e-16,4.440892098500626e-16,-2.220446049250313e-16,4.440892098500626e-16,0,0,0,0,0,0
U56,MAGATE,?,SELECTION,-0.016814035932423366,-0.014793533940626657,0.04721790702014328,0.04872883220204627,1,1,0,0,0,0
U56,BAND,?,SELECTION,0.0617640580925638,0.06190671889597765,0.034396631091844654,0.03447806785851637,1,1,1,1,0,0
U56,VOLCAP,?,SELECTION,-0.042017126166751906,-0.04182544252132603,-0.04201712616675213,-0.041825442521325806,1,2,2,2,0,0
U56,TOPN,SELECTION,SELECTION,0.014326414272869625,0.014843853689761044,0.014331515830762198,0.01484860258447096,2,1,1,1,0,0
U56,VOLSCALE,SELECTION,SELECTION,-0.09480980498557778,-0.09350708912230443,-0.09480980498557778,-0.09350708912230465,1,2,2,2,0,0
U56,BREADTH,?,TIMING-ONLY,0.0,0.0,0.17691833116456057,0.1769554317336164,2,2,1,1,0,0
U56,RESPREAD,?,TIMING-ONLY,-4.440892098500626e-16,4.440892098500626e-16,0.044536879212366376,0.045087037180645995,1,1,1,3,0,0
B136,GROSS,STATIC-GROSS,STATIC-GROSS,-6.661338147750939e-16,8.881784197001252e-16,-2.220446049250313e-16,2.220446049250313e-16,0,0,0,0,0,0
B136,MAGATE,?,SELECTION,-0.06010055275700532,-0.057538239926373747,-0.028579406808345365,-0.0273154137455911,0,1,1,0,0,3
B136,BAND,?,SELECTION,0.02514515981284493,0.02541884231302327,0.012273551572985486,0.01262031579939138,1,0,0,0,0,0
B136,VOLCAP,?,SELECTION,-0.030717652198421597,-0.02973693367525776,-0.030717652198421597,-0.02973693367525687,2,2,2,2,0,0
B136,TOPN,SELECTION,SELECTION,-0.07999110632065576,-0.0753998998008788,-0.07998893920774286,-0.07540244517379968,0,2,1,2,0,0
B136,VOLSCALE,SELECTION,SELECTION,-0.12091357722079832,-0.11642320856365107,-0.12091357722079832,-0.11642320856365129,0,0,0,0,0,0
B136,BREADTH,?,TIMING-ONLY,0.0,0.0,0.04495893119595684,0.045288670023730715,2,2,1,2,0,0
B136,RESPREAD,?,TIMING-ONLY,-6.661338147750939e-16,1.1102230246251565e-15,0.03691249714280875,0.037893373064913805,1,1,1,2,0,0
