char,K,flavour,level,n,achieved,n_from_B,premium,sd,prem_IS,prem_OOS
mrho,20,BONLY,0.226987,6,0.33868300092507164,20.0,-0.06076220409831584,0.08530402190302269,-0.08071615678143848,-0.050707353819438784
mrho,20,BONLY,0.250883,6,0.4018213078217389,20.0,-0.05665180119127577,0.08395555250760962,-0.08083984507312982,-0.04488003687500731
mrho,20,BONLY,0.278135,6,0.43518347412068503,20.0,-0.12630664857528118,0.038012460155755066,-0.06482942353888373,-0.15658650792430637
mrho,20,POOL,0.114289,6,0.09909427830478428,1.5,-0.19723315999581112,0.1312346477727266,-0.1759779636148944,-0.2139449100839975
mrho,20,POOL,0.148271,6,0.13368613390703038,1.8333333333333333,-0.10288957234564701,0.1951965428525923,-0.12661317491267582,-0.08768033530954335
mrho,20,POOL,0.163402,6,0.14936417946406116,1.6666666666666667,-0.05478823289652542,0.22534499222914534,-0.015435345124037325,-0.06617570328934767
mrho,20,POOL,0.180327,6,0.16832131534387354,3.0,-0.028229028042643958,0.09094045864215523,0.02018491811133075,-0.05373269219049826
mrho,20,POOL,0.194679,6,0.19122927492736633,3.0,-0.05391807574956873,0.08288233887904053,-0.0985762456931822,-0.026662778886255584
mrho,20,POOL,0.210029,6,0.20994388444387457,3.6666666666666665,-0.13960109794356187,0.1591947140950823,-0.27540742837964044,-0.07145924358843915
mrho,20,POOL,0.226987,6,0.24468391352880145,5.0,-0.09278604738874607,0.1078465543710177,-0.03464958855373243,-0.12306049484295294
mrho,20,POOL,0.250883,6,0.30004126371612405,6.333333333333333,-0.15124375861454534,0.1005357308441207,-0.19798633237001753,-0.1292912175395788
mrho,20,POOL,0.278135,6,0.34728924971708414,8.0,-0.20622948185286036,0.08203764749401282,-0.2737074635753454,-0.17174621832991618
mrho,20,SONLY,0.114289,6,0.09971895402837543,0.0,-0.06505319775402336,0.10640982866928321,-0.15373884372281726,-0.01844757575879567
mrho,20,SONLY,0.148271,6,0.12982812206071967,0.0,-0.1877077197858684,0.18052709855919166,-0.1436352886479416,-0.21799897373122903
mrho,20,SONLY,0.163402,6,0.16118792968921267,0.0,-0.07031554202157078,0.11955293305531417,-0.3426996065131653,0.0725630437949562
mrho,20,SONLY,0.180327,6,0.1730653436759815,0.0,-0.18999235271501225,0.08275216155532118,-0.12664776115612672,-0.22030375691326462
mrho,20,SONLY,0.194679,6,0.19578847009008138,0.0,-0.1530938516563839,0.07317699450029695,-0.2395465781705394,-0.11568235250589665
mrho,20,SONLY,0.210029,6,0.21407136063191556,0.0,-0.2289295742698675,0.13165119283078416,-0.2366226734917726,-0.22908865046007817
mrho,20,SONLY,0.226987,6,0.24487970274922774,0.0,-0.22204294230244634,0.16050186514751075,-0.22911244840368508,-0.2197265378443488
mrho,20,SONLY,0.250883,6,0.2852376055735631,0.0,-0.26367540271327783,0.04864962427385838,-0.2825502394646266,-0.2562181252685444
mrho,20,SONLY,0.278135,6,0.342624992884764,0.0,-0.2644477850281113,0.07256174074736581,-0.2249470843198589,-0.29309099886660567
mrho,28,BONLY,0.114289,6,0.23353694411776701,28.0,-0.16197439237390468,0.02806573892383884,-0.04906007202092366,-0.22588648033925188
mrho,28,BONLY,0.148271,6,0.24152520469403135,28.0,-0.16213746000419607,0.05477555131281434,-0.11053230793928354,-0.18897842447407953
mrho,28,BONLY,0.163402,6,0.2509050825203025,28.0,-0.12275224761929081,0.05017809033503894,-0.11926981349879191,-0.1247728055385575
mrho,28,BONLY,0.180327,6,0.2693467024431993,28.0,-0.13319796421114494,0.05707466761840524,-0.12182353906183034,-0.1379400038745537
mrho,28,BONLY,0.194679,6,0.2893823340524146,28.0,-0.08580997712348769,0.03453172593662933,-0.04186379238260879,-0.10563563195568093
mrho,28,BONLY,0.210029,6,0.3044391664295772,28.0,-0.04567347543548093,0.05780718919520204,-0.06583632131867657,-0.03279763754694834
mrho,28,BONLY,0.226987,6,0.3444484486316193,28.0,-0.06576056457145332,0.0895651949311938,-0.11735298513940602,-0.03847179285985448
mrho,28,BONLY,0.250883,6,0.3820030839853897,28.0,-0.04162809685025768,0.04156890614090123,-0.08729936778812257,-0.017692143003988633
mrho,28,BONLY,0.278135,6,0.4238245872663125,28.0,-0.06565044689348755,0.05066149573663044,-0.04687158776294679,-0.07337332567907477
mrho,28,POOL,0.114289,6,0.10369188738435015,2.0,-0.11323784334233648,0.08699589506266474,-0.04514312274102696,-0.15886787997260676
mrho,28,POOL,0.148271,6,0.1316786883137141,3.0,-0.04482203210042554,0.14431984503619538,-0.11314997769075881,-0.0077593006000588605
mrho,28,POOL,0.163402,6,0.15313265100201434,2.8333333333333335,-0.11868198419944533,0.1588920851208056,-0.0703969137251176,-0.1371206309076799
mrho,28,POOL,0.180327,6,0.17161993285439484,4.166666666666667,-0.02962076363894219,0.1099760129391896,-0.0038773731744523032,-0.04816694495967708
mrho,28,POOL,0.194679,6,0.18730050595322448,4.0,-0.07367473198694756,0.05409273991044513,-0.12229905066441178,-0.04574578478880512
mrho,28,POOL,0.210029,6,0.20896558087529207,4.666666666666667,-0.10823668420353043,0.15223850414994847,-0.21479187481140594,-0.05468532868000658
mrho,28,POOL,0.226987,6,0.2470707030186856,6.5,-0.10787949219882875,0.08855877135735447,-0.049020281421276755,-0.13876351304698786
mrho,28,POOL,0.250883,6,0.2976907706949398,8.333333333333334,-0.16266111742370293,0.09488560144302623,-0.23013421107010365,-0.12875640163854593
mrho,28,POOL,0.278135,6,0.35438863089511347,12.0,-0.18586154667693988,0.05213809889113346,-0.29359854483059294,-0.1327423523942032
mrho,28,SONLY,0.114289,6,0.0989736547364596,0.0,-0.056211836532135497,0.11414893699634168,-0.10445003479317426,-0.02442166120039035
mrho,28,SONLY,0.148271,6,0.13252444999280644,0.0,-0.10537828821723803,0.14786231180437132,-0.14309988473774626,-0.08689170051463513
mrho,28,SONLY,0.163402,6,0.15797609663595794,0.0,-0.07486570101613428,0.0804847799048358,-0.2657177253845311,0.02323702032331072
mrho,28,SONLY,0.180327,6,0.1736714142196786,0.0,-0.1447334106656595,0.07998286124208126,-0.07352312008803391,-0.18299058512800595
mrho,28,SONLY,0.194679,6,0.19658617942514586,0.0,-0.10035236537589425,0.06330373333269376,-0.22338411012017723,-0.04060692276686432
mrho,28,SONLY,0.210029,6,0.21186654424765358,0.0,-0.2721602392989247,0.14024341007128008,-0.2813717675787962,-0.27242264071899563
mrho,28,SONLY,0.226987,6,0.2432948318747541,0.0,-0.2591610547522532,0.12995582112755938,-0.25906930845736603,-0.2627905241578811
mrho,28,SONLY,0.250883,6,0.2833236213715489,0.0,-0.2591529666639753,0.04241334971067609,-0.28756140006660774,-0.2453003435731971
mrho,36,BONLY,0.148271,6,0.237497904926548,36.0,-0.15106128022545054,0.03335957845733724,-0.0964366627625989,-0.18066206932839934
mrho,36,BONLY,0.163402,6,0.26312195576609215,36.0,-0.09310357143722388,0.04912177736488071,-0.06513709725470837,-0.10647523949962956
mrho,36,BONLY,0.180327,6,0.2789430612095755,36.0,-0.125570955833939,0.03292394329091116,-0.10080165986435428,-0.1388534033107884
mrho,36,BONLY,0.194679,6,0.28979590019557494,36.0,-0.07530833983520711,0.01669238534143274,-0.05729105141461243,-0.08308241363035165
mrho,36,BONLY,0.210029,6,0.30439126638600655,36.0,-0.03724326975460194,0.03749611784229203,-0.06005705791119551,-0.02341025609632083
mrho,36,BONLY,0.226987,6,0.3387681828776176,36.0,-0.04121941096570064,0.06573273332525109,-0.07118127651501499,-0.02486397506885291
mrho,36,BONLY,0.250883,6,0.3898894855537727,36.0,-0.03432084475371707,0.03401062609722055,-0.07702997124578372,-0.010898736302428215
mrho,36,BONLY,0.278135,6,0.4305018381766799,36.0,-0.054670567101890166,0.03346343023367967,-0.059661127438296935,-0.05078683587843983
mrho,36,POOL,0.114289,6,0.10562072636955692,2.3333333333333335,-0.06740913328770752,0.09840767811573076,-0.17557188684831473,-0.016991362038995313
mrho,36,POOL,0.148271,6,0.13546796458183027,3.5,-0.038723142144327205,0.13404966424787393,-0.1297193606833934,0.0070822539798354135
mrho,36,POOL,0.163402,6,0.15580906110353845,4.666666666666667,-0.11152768621414753,0.12262608907327115,-0.08548190263139648,-0.12006676798353556
mrho,36,POOL,0.180327,6,0.1759877168388592,5.0,-0.0406802471405519,0.10859904706430325,-0.030450177332576392,-0.0460680957641269
mrho,36,POOL,0.194679,6,0.1900705833574943,5.666666666666667,-0.10033408469142502,0.1085566531843603,-0.12309257156661584,-0.08721437465086275
mrho,36,POOL,0.210029,6,0.21327214482060505,5.166666666666667,-0.09239015839892055,0.13623303914541016,-0.18064525583446725,-0.04966550058929847
mrho,36,POOL,0.226987,6,0.2483834244012729,8.0,-0.1153342861463597,0.12194305123967979,-0.05555469289159424,-0.15161342551467183
mrho,36,POOL,0.250883,6,0.2932942740923234,10.5,-0.15470495549236077,0.10353886155400908,-0.21664818121012475,-0.12424785809577471
mrho,36,POOL,0.278135,6,0.348864200573998,14.333333333333334,-0.2087180413696624,0.0561998804373998,-0.27226478083492733,-0.18025608464131815
mrho,36,SONLY,0.114289,6,0.10283153420023024,0.0,-0.0027570723618496606,0.08767572274504962,-0.16626632494016777,0.08336372895021027
mrho,36,SONLY,0.148271,6,0.13748203754518884,0.0,-0.09925290604539562,0.17929110801672574,-0.1270486838661495,-0.08974816302928017
mrho,36,SONLY,0.163402,6,0.15699897173097702,0.0,-0.12742267315713696,0.07301419566721122,-0.3047412007065737,-0.0375201591586485
mrho,36,SONLY,0.180327,6,0.17393537921604574,0.0,-0.13622559074231275,0.08529081237928755,-0.056162375780247215,-0.17536923787657455
mrho,36,SONLY,0.194679,6,0.1988396776000433,0.0,-0.09147105719147271,0.10996482576650053,-0.15243018726601473,-0.06384309768056223
mrho,36,SONLY,0.210029,6,0.21160998531030709,0.0,-0.2789675514068173,0.12207783387146061,-0.2836736549282007,-0.27708274201999733
mrho,36,SONLY,0.226987,6,0.24449385674898147,0.0,-0.23105413199511796,0.04777537615594551,-0.2560236868478725,-0.22076598773407338
mrho,36,SONLY,0.250883,6,0.28074300403825025,0.0,-0.24614083310928828,0.06901422022328173,-0.24587508056866594,-0.2484572812524015
