char,K,flavour,level,n,achieved,n_from_B,premium,sd,prem_IS,prem_OOS
cvol,20,BONLY,0.247206,6,0.2525630577522349,20.0,-0.0888068730595924,0.04795431870953148,-0.037381876378671304,-0.11587233266091185
cvol,20,BONLY,0.31373,6,0.2757085194246437,20.0,-0.10281375443205726,0.03951285162210679,-0.057402457505659144,-0.12899998653512665
cvol,20,BONLY,0.378049,6,0.30545626755767025,20.0,-0.07217262012223959,0.09105939099534725,-0.00915111667087063,-0.10501165225946624
cvol,20,BONLY,0.433143,6,0.34441980761827534,20.0,-0.06379639599319359,0.04460038247735759,-0.0736590560933447,-0.058029683862390706
cvol,20,POOL,0.247206,6,0.3019403856946266,12.166666666666666,-0.1990477153253459,0.07272909881350155,-0.2227566738299166,-0.18347371200222398
cvol,20,POOL,0.31373,6,0.3427328780839949,9.166666666666666,-0.17597217191541403,0.06893198412433707,-0.24523455043224715,-0.13946026105302659
cvol,20,POOL,0.378049,6,0.3957744884201338,5.5,-0.15863527684819373,0.10519542870401989,-0.17501493455811834,-0.14795607777669528
cvol,20,POOL,0.433143,6,0.42354490600162836,3.6666666666666665,-0.1718576084751373,0.06799057141311343,-0.13001759656094747,-0.1967250767779216
cvol,20,POOL,0.472186,6,0.4661222452925449,1.6666666666666667,-0.23325888567951705,0.04057403904510707,-0.347046703613811,-0.17301988177850522
cvol,20,POOL,0.515932,6,0.5028400291537324,2.3333333333333335,-0.15195179405688575,0.07033786149655333,-0.16999903141693326,-0.14442409514715707
cvol,20,POOL,0.571754,6,0.5425881895093719,0.6666666666666666,-0.27877241524395663,0.08427365449185875,-0.29171601672217956,-0.2687184747604656
cvol,20,POOL,0.653302,6,0.614774235745498,0.5,-0.13396846387018954,0.12183253565414792,-0.2495648512080418,-0.06955424553394611
cvol,20,POOL,0.763602,6,0.7049574325144099,0.0,-0.1744447797026142,0.1589081810251451,-0.16691089100650172,-0.19154682575470747
cvol,20,SONLY,0.31373,6,0.4039491257085588,0.0,-0.1608936537895306,0.04698352553449427,-0.2873516318826521,-0.09732231050022666
cvol,20,SONLY,0.378049,6,0.42151309817483273,0.0,-0.2714037390999342,0.0976041118203962,-0.36216935549800705,-0.22448420396664792
cvol,20,SONLY,0.433143,6,0.4698854394521131,0.0,-0.23796761339444605,0.12135317961946154,-0.2704618633841543,-0.2167071581371921
cvol,20,SONLY,0.472186,6,0.47713259826577664,0.0,-0.27263909393886,0.13050224252814133,-0.2918929024924724,-0.25860256762706474
cvol,20,SONLY,0.515932,6,0.496229708406156,0.0,-0.28658900479887883,0.08788512932651835,-0.3686173355110143,-0.23825822719995995
cvol,20,SONLY,0.571754,6,0.5381020949486718,0.0,-0.15218424110826245,0.1895205246679435,-0.24859107595115185,-0.1081477201338371
cvol,20,SONLY,0.653302,6,0.6135247658705117,0.0,-0.20973514619495257,0.2150142236482922,-0.18995571619301557,-0.22570195696890485
cvol,20,SONLY,0.763602,6,0.7008055242017446,0.0,-0.10426588954332415,0.13927166568010718,-0.25644881995589036,-0.004943382069831188
cvol,28,BONLY,0.247206,6,0.2541994713585634,28.0,-0.08087977208619769,0.06288091486007776,-0.04178496813623886,-0.10179810561823917
cvol,28,BONLY,0.31373,6,0.2752764300963199,28.0,-0.06415402026210369,0.034094663663875036,-0.05895245047349534,-0.06799624122470567
cvol,28,BONLY,0.378049,6,0.3059696053285806,28.0,-0.08159189271740111,0.08531850625711497,-0.017856034168631896,-0.11449765621553709
cvol,28,POOL,0.247206,6,0.3020740257243195,16.333333333333332,-0.17929384185580374,0.04843535409412765,-0.17996170955711,-0.1762155228427137
cvol,28,POOL,0.31373,6,0.34446752163813893,12.666666666666666,-0.1565237302618236,0.04897233819928794,-0.1903293614742851,-0.14039221404810476
cvol,28,POOL,0.378049,6,0.3999501166053185,7.666666666666667,-0.10969429318526931,0.10567092282259058,-0.07661100879243808,-0.12773007456734473
cvol,28,POOL,0.433143,6,0.42752410923414325,5.166666666666667,-0.1204537066344618,0.09497478464546492,-0.10739543935054002,-0.1293682219506614
cvol,28,POOL,0.472186,6,0.4609431634218031,2.8333333333333335,-0.2314247504316589,0.04603712157851114,-0.3183190229062531,-0.18736461315190878
cvol,28,POOL,0.515932,6,0.4989468280369172,2.8333333333333335,-0.1808099177113305,0.09746243344551549,-0.21381149061573002,-0.16371857139746393
cvol,28,POOL,0.571754,6,0.5418472163871051,1.0,-0.21257688314516018,0.06664809742298605,-0.20045712873253527,-0.21901025964385248
cvol,28,POOL,0.653302,6,0.6186433585725929,0.6666666666666666,-0.12532442945648115,0.037691303950087816,-0.15849020050380633,-0.11106549255480004
cvol,28,POOL,0.763602,6,0.7085592641685782,0.0,-0.21349719054450247,0.16050221844298473,-0.24076479684685034,-0.2036995642423657
cvol,28,SONLY,0.31373,6,0.4021956475242878,0.0,-0.16635637696694414,0.025964067680691302,-0.20813112638732348,-0.14495053323228224
cvol,28,SONLY,0.378049,6,0.4256517738837511,0.0,-0.20562550046654057,0.08008092810063351,-0.23752477335825162,-0.18826666388527336
cvol,28,SONLY,0.433143,6,0.46387329838802877,0.0,-0.22458236877836657,0.0880211964896821,-0.227823062615663,-0.2186162315172484
cvol,28,SONLY,0.472186,6,0.4766217238808926,0.0,-0.25583550855569026,0.08348940216074559,-0.22935343587734688,-0.267029314158988
cvol,28,SONLY,0.515932,6,0.4983007011254535,0.0,-0.2649108573947449,0.08525840791060077,-0.3969127216904271,-0.19404307028294118
cvol,28,SONLY,0.571754,6,0.5432720897062336,0.0,-0.13580398438032942,0.179975853852154,-0.2936963712232447,-0.056170120797686074
cvol,28,SONLY,0.653302,6,0.6178393594993884,0.0,-0.19979041920158144,0.1552150418123647,-0.21854323856262867,-0.1920372446203273
cvol,28,SONLY,0.763602,6,0.7008010407933906,0.0,-0.029911061368122934,0.07991063460773393,-0.21030724878348206,0.0754940034913383
cvol,36,BONLY,0.247206,6,0.2515547088732168,36.0,-0.029998855436574583,0.04790982596616218,-0.06028154229823432,-0.014965987412567225
cvol,36,BONLY,0.31373,6,0.28198134889587995,36.0,-0.02521046496973532,0.024378303770893315,0.01484277833006512,-0.0477480779831429
cvol,36,BONLY,0.378049,6,0.30625874100573375,36.0,-0.0705574177007765,0.08708040298360747,-0.026836822661234574,-0.09441580818692252
cvol,36,POOL,0.247206,6,0.30557001021983216,21.333333333333332,-0.10496262476047441,0.03204628141325877,-0.12092598835068397,-0.09538080123912367
cvol,36,POOL,0.31373,6,0.34278650139080047,16.333333333333332,-0.14527895723729117,0.04878784919960759,-0.18679306133101434,-0.12279524545561599
cvol,36,POOL,0.378049,6,0.3993029416439213,9.666666666666666,-0.13178046253210274,0.09374703092066865,-0.12471049772731801,-0.1332988338329181
cvol,36,POOL,0.433143,6,0.4311475985727999,6.666666666666667,-0.10979638964045463,0.04497787524752679,-0.081347426402832,-0.12659920563991509
cvol,36,POOL,0.472186,6,0.4639015177806402,3.8333333333333335,-0.18776102784153773,0.04570002158502129,-0.2566760658787685,-0.15258758322410235
cvol,36,POOL,0.515932,6,0.494751066604416,3.8333333333333335,-0.1629338885504816,0.08599638549387362,-0.1894328344274421,-0.1504299308573141
cvol,36,POOL,0.571754,6,0.542552364450933,1.3333333333333333,-0.19595349880637702,0.05772594448934644,-0.18858058289653135,-0.19985602081529388
cvol,36,POOL,0.653302,6,0.6162821694484255,1.5,-0.11206409134367497,0.07769156006292692,-0.18534979941080257,-0.07830683897894693
cvol,36,POOL,0.763602,6,0.7129244869290318,0.16666666666666666,-0.16244087407967137,0.14116322541624582,-0.23905074612610924,-0.11848872063742687
cvol,36,SONLY,0.378049,6,0.42499895518342706,0.0,-0.2055096945043915,0.06432987559346091,-0.24123389226207367,-0.18602354265657453
cvol,36,SONLY,0.433143,6,0.46260734052156577,0.0,-0.21264454346396425,0.050056742854833386,-0.22992593965228933,-0.19920296414711
cvol,36,SONLY,0.472186,6,0.481071974070063,0.0,-0.20686415322918364,0.052541545446318574,-0.19924689819201477,-0.20987025447585284
cvol,36,SONLY,0.515932,6,0.5006816602045024,0.0,-0.24294240539596504,0.08175525882122368,-0.28965087271064244,-0.2184530253777838
cvol,36,SONLY,0.571754,6,0.54811201889482,0.0,-0.12343366665501117,0.14001896691735216,-0.30837037447951593,-0.0313961810331711
cvol,36,SONLY,0.653302,6,0.6152279242768391,0.0,-0.11272990815906185,0.12403021022158693,-0.22229623453459255,-0.05064769383095108
cvol,36,SONLY,0.763602,6,0.7084060681099755,0.0,-0.07962312258124003,0.0713276802742231,-0.23942992048018552,0.011209498240787772
mrho,20,BONLY,0.114289,6,0.22018116938706142,20.0,-0.17635106078469662,0.036345937740939145,-0.05475890636104732,-0.24350892867002052
mrho,20,BONLY,0.148271,6,0.22521019835246078,20.0,-0.16176111130298726,0.03626188939383016,-0.09552046775868063,-0.19824773956551778
mrho,20,BONLY,0.163402,6,0.25375731447919686,20.0,-0.13729703496625764,0.054097524845458295,-0.06393974179622286,-0.17544208301969275
mrho,20,BONLY,0.180327,6,0.26315142209877435,20.0,-0.17775603620173305,0.07828440059098742,-0.1285977199364962,-0.20404660783123774
mrho,20,BONLY,0.194679,6,0.29146112310960887,20.0,-0.09398619402072471,0.04197679587924451,-0.033341395738471266,-0.12350414127702096
mrho,20,BONLY,0.210029,6,0.30821973961835486,20.0,-0.09545086608366937,0.06674810571124877,-0.07893646981194054,-0.10126905666039589
