cadence,panel,fold,SET,window,IS_len,chooser,ladder,rung,moved,OOS_Sharpe
MONTH,U56,201002,NG,L1260,264,H_RUNNERUP,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,L1260,264,H_NARROWEST,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,L1260,264,H_ANY,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,L1260,264,CH_RAW,N,10,True,2.4032874185718467
MONTH,U56,201002,NG,L1260,264,CH_ANCHOR,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,L2520,264,H_RUNNERUP,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,L2520,264,H_NARROWEST,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,L2520,264,H_ANY,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,L2520,264,CH_RAW,N,10,True,2.4032874185718467
MONTH,U56,201002,NG,L2520,264,CH_ANCHOR,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,EXPAND,264,H_RUNNERUP,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,EXPAND,264,H_NARROWEST,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,EXPAND,264,H_ANY,CADENCE,W,False,2.4258769128292923
MONTH,U56,201002,NG,EXPAND,264,CH_RAW,N,10,True,2.4032874185718467
MONTH,U56,201002,NG,EXPAND,264,CH_ANCHOR,CADENCE,W,False,2.4258769128292923
MONTH,U56,201003,ALL4,L252,252,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L252,252,H_NARROWEST,H,252,True,7.177922862514884
MONTH,U56,201003,ALL4,L252,252,H_ANY,H,252,True,7.177922862514884
MONTH,U56,201003,ALL4,L252,252,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L252,252,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L504,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L504,283,H_NARROWEST,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L504,283,H_ANY,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L504,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L504,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L756,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L756,283,H_NARROWEST,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L756,283,H_ANY,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L756,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L756,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L1260,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L1260,283,H_NARROWEST,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L1260,283,H_ANY,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L1260,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L1260,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L2520,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,L2520,283,H_NARROWEST,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L2520,283,H_ANY,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L2520,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,L2520,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,EXPAND,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,ALL4,EXPAND,283,H_NARROWEST,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,EXPAND,283,H_ANY,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,EXPAND,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,ALL4,EXPAND,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L252,252,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L252,252,H_NARROWEST,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L252,252,H_ANY,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L252,252,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,NG,L252,252,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L504,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L504,283,H_NARROWEST,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L504,283,H_ANY,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L504,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,NG,L504,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L756,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L756,283,H_NARROWEST,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L756,283,H_ANY,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L756,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,NG,L756,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L1260,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L1260,283,H_NARROWEST,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L1260,283,H_ANY,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L1260,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,NG,L1260,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L2520,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L2520,283,H_NARROWEST,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L2520,283,H_ANY,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,L2520,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,NG,L2520,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,EXPAND,283,H_RUNNERUP,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,EXPAND,283,H_NARROWEST,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,EXPAND,283,H_ANY,CADENCE,W,False,7.196212113986162
MONTH,U56,201003,NG,EXPAND,283,CH_RAW,N,10,True,7.3396216980151125
MONTH,U56,201003,NG,EXPAND,283,CH_ANCHOR,CADENCE,W,False,7.196212113986162
MONTH,U56,201004,ALL4,L252,252,H_RUNNERUP,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,ALL4,L252,252,H_NARROWEST,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L252,252,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L252,252,CH_RAW,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L252,252,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,ALL4,L504,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L504,306,H_NARROWEST,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L504,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L504,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,ALL4,L504,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,ALL4,L756,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L756,306,H_NARROWEST,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L756,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L756,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,ALL4,L756,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,ALL4,L1260,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L1260,306,H_NARROWEST,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L1260,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L1260,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,ALL4,L1260,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,ALL4,L2520,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L2520,306,H_NARROWEST,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L2520,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,L2520,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,ALL4,L2520,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,ALL4,EXPAND,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,EXPAND,306,H_NARROWEST,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,EXPAND,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,ALL4,EXPAND,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,ALL4,EXPAND,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L252,252,H_RUNNERUP,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L252,252,H_NARROWEST,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L252,252,H_ANY,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L252,252,CH_RAW,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L252,252,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L504,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L504,306,H_NARROWEST,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L504,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L504,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,NG,L504,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L756,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L756,306,H_NARROWEST,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L756,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L756,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,NG,L756,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L1260,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L1260,306,H_NARROWEST,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L1260,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L1260,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,NG,L1260,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L2520,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L2520,306,H_NARROWEST,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,L2520,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,NG,L2520,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,NG,L2520,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,EXPAND,306,H_RUNNERUP,H,252,True,1.648572944897256
MONTH,U56,201004,NG,EXPAND,306,H_NARROWEST,CADENCE,W,False,1.7216017356589906
MONTH,U56,201004,NG,EXPAND,306,H_ANY,H,252,True,1.648572944897256
MONTH,U56,201004,NG,EXPAND,306,CH_RAW,N,10,True,1.0459642317842672
MONTH,U56,201004,NG,EXPAND,306,CH_ANCHOR,CADENCE,W,False,1.7216017356589906
MONTH,U56,201005,ALL4,L252,252,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L252,252,H_NARROWEST,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L252,252,H_ANY,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L252,252,CH_RAW,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L252,252,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L504,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L504,327,H_NARROWEST,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L504,327,H_ANY,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L504,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,ALL4,L504,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L756,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L756,327,H_NARROWEST,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L756,327,H_ANY,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L756,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,ALL4,L756,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L1260,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L1260,327,H_NARROWEST,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L1260,327,H_ANY,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L1260,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,ALL4,L1260,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L2520,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,L2520,327,H_NARROWEST,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L2520,327,H_ANY,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,L2520,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,ALL4,L2520,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,EXPAND,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,ALL4,EXPAND,327,H_NARROWEST,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,EXPAND,327,H_ANY,H,252,True,-1.9570176159770718
MONTH,U56,201005,ALL4,EXPAND,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,ALL4,EXPAND,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L252,252,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L252,252,H_NARROWEST,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L252,252,H_ANY,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L252,252,CH_RAW,H,252,True,-1.9570176159770718
MONTH,U56,201005,NG,L252,252,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L504,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L504,327,H_NARROWEST,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L504,327,H_ANY,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L504,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,NG,L504,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L756,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L756,327,H_NARROWEST,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L756,327,H_ANY,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L756,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,NG,L756,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L1260,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L1260,327,H_NARROWEST,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L1260,327,H_ANY,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L1260,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,NG,L1260,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L2520,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L2520,327,H_NARROWEST,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L2520,327,H_ANY,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,L2520,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,NG,L2520,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,EXPAND,327,H_RUNNERUP,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,EXPAND,327,H_NARROWEST,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,EXPAND,327,H_ANY,CADENCE,W,False,-2.367252895622634
MONTH,U56,201005,NG,EXPAND,327,CH_RAW,N,10,True,-2.8865703342794764
MONTH,U56,201005,NG,EXPAND,327,CH_ANCHOR,CADENCE,W,False,-2.367252895622634
MONTH,U56,201006,ALL4,L252,252,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L252,252,H_NARROWEST,CADENCE,M,True,-2.594525537851023
MONTH,U56,201006,ALL4,L252,252,H_ANY,CADENCE,M,True,-2.594525537851023
MONTH,U56,201006,ALL4,L252,252,CH_RAW,H,63,True,-2.630684100962759
MONTH,U56,201006,ALL4,L252,252,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L504,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L504,347,H_NARROWEST,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L504,347,H_ANY,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L504,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L504,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L756,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L756,347,H_NARROWEST,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L756,347,H_ANY,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L756,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L756,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L1260,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L1260,347,H_NARROWEST,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L1260,347,H_ANY,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L1260,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L1260,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L2520,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,L2520,347,H_NARROWEST,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L2520,347,H_ANY,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L2520,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,L2520,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,EXPAND,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,ALL4,EXPAND,347,H_NARROWEST,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,EXPAND,347,H_ANY,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,EXPAND,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,ALL4,EXPAND,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L252,252,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L252,252,H_NARROWEST,CADENCE,M,True,-2.594525537851023
MONTH,U56,201006,NG,L252,252,H_ANY,CADENCE,M,True,-2.594525537851023
MONTH,U56,201006,NG,L252,252,CH_RAW,H,63,True,-2.630684100962759
MONTH,U56,201006,NG,L252,252,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L504,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L504,347,H_NARROWEST,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L504,347,H_ANY,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L504,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,NG,L504,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L756,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L756,347,H_NARROWEST,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L756,347,H_ANY,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L756,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,NG,L756,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L1260,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L1260,347,H_NARROWEST,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L1260,347,H_ANY,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L1260,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,NG,L1260,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L2520,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L2520,347,H_NARROWEST,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L2520,347,H_ANY,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,L2520,347,CH_RAW,N,40,True,-1.9120222723052167
MONTH,U56,201006,NG,L2520,347,CH_ANCHOR,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,EXPAND,347,H_RUNNERUP,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,EXPAND,347,H_NARROWEST,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,EXPAND,347,H_ANY,CADENCE,W,False,-2.4010008577123885
MONTH,U56,201006,NG,EXPAND,347,CH_RAW,N,40,True,-1.9120222723052167
