panel,name_days,unclassified_names,HHI,top_group,top_share,XLK,XLF,XLV,XLE,XLI,XLY,XLP,XLU,XLB,UNCLASSIFIED
U56,87969.0,0,0.21466661386242478,XLK,0.3821459832440974,0.3821459832440974,0.11097091020700474,0.16596755675294705,0.10285441462333322,0.05366663256374404,0.11742773022314679,0.01889301913173959,0.02175766463185895,0.02631608862212825,0.0
B136,88564.0,1,0.18383845319032915,XLK,0.3277403911295786,0.3277403911295786,0.10170046520030712,0.11880673862969152,0.053057675805067525,0.147983379251163,0.1556275687638318,0.03158168104421661,0.02867982475949596,0.03482227541664785,0.0
SMALL,78760.0,0,0.15341427119075998,XLY,0.25537074657186387,0.1324403250380904,0.09051549009649568,0.07652361604875571,0.08136109700355511,0.1999873031995937,0.25537074657186387,0.05031742001015744,0.03410360589131539,0.07938039614017267,0.0
