book,family,parent,cadence,n_names,turnover,rebalances_per_year,block_bars,persistence,episodes,per_year,mean_len,median_len,frac_ge2
SMALLk20d01,SMALL,SMALL,W,20,3.1953278921409902,52.270462633451956,4.821078431372549,8.559996072678741,611,39.13879003558719,41.268412438625205,15.0,1.0
SMALLk20d01,SMALL,SMALL,2W,20,2.291341441965681,26.135231316725978,9.642156862745098,5.866254741699581,442,28.31316725978648,56.56334841628959,29.0,1.0
SMALLk20d01,SMALL,SMALL,M,20,1.5776949918441616,12.042704626334519,20.925531914893618,3.9003722187802925,311,19.921708185053383,81.61736334405144,43.0,1.0
SMALLk20d01,SMALL,SMALL,6W,20,1.2804907541156776,8.711743772241993,28.926470588235293,3.377907346212506,256,16.398576512455517,97.7109375,59.0,1.0
SMALLk20d01,SMALL,SMALL,Q,20,0.7447146532402684,3.9715302491103204,63.45161290322581,2.6519660490813655,151,9.672597864768683,168.27152317880794,125.0,1.0
SMALLk20d02,SMALL,SMALL,D,20,5.746687825385989,252.0,1.0,21.850423330197554,1063,68.09252669039147,21.850423330197554,5.0,0.7431796801505174
SMALLk20d02,SMALL,SMALL,2D,20,4.225737192638753,126.0,2.0,14.655303030303031,792,50.73309608540925,29.310606060606062,8.0,1.0
SMALLk20d02,SMALL,SMALL,W,20,2.8850645522103213,52.270462633451956,4.821078431372549,8.679170207338045,554,35.487544483985765,41.84296028880866,15.0,1.0
SMALLk20d02,SMALL,SMALL,2W,20,2.0550816690067943,26.135231316725978,9.642156862745098,6.016291363895249,399,25.558718861209965,58.010025062656645,29.0,1.0
SMALLk20d02,SMALL,SMALL,M,20,1.439225268826878,12.042704626334519,20.925531914893618,3.8314647829538258,285,18.256227758007118,80.17543859649123,43.0,1.0
SMALLk20d02,SMALL,SMALL,6W,20,1.1951560133299053,8.711743772241993,28.926470588235293,3.3397026033283623,241,15.437722419928827,96.60580912863071,58.0,1.0
SMALLk20d02,SMALL,SMALL,Q,20,0.6726992063727296,3.9715302491103204,63.45161290322581,2.6025609608906675,139,8.90391459074733,165.13669064748203,125.0,1.0
SMALLk20d03,SMALL,SMALL,D,20,5.358542654118159,252.0,1.0,20.09746192893401,985,63.09608540925267,20.09746192893401,4.0,0.7380710659898477
SMALLk20d03,SMALL,SMALL,2D,20,3.8847940027465935,126.0,2.0,13.70954356846473,723,46.313167259786475,27.41908713692946,8.0,1.0
SMALLk20d03,SMALL,SMALL,W,20,2.70735946551991,52.270462633451956,4.821078431372549,7.960938496779879,518,33.18149466192171,38.38030888030888,15.5,1.0
SMALLk20d03,SMALL,SMALL,2W,20,1.9902592282464844,26.135231316725978,9.642156862745098,5.277749533977292,387,24.790035587188612,50.888888888888886,28.0,1.0
SMALLk20d03,SMALL,SMALL,M,20,1.3932403082491955,12.042704626334519,20.925531914893618,3.3604949289170594,278,17.80782918149466,70.32014388489209,42.0,1.0
SMALLk20d03,SMALL,SMALL,6W,20,1.1263991699797322,8.711743772241993,28.926470588235293,2.9735083018273123,229,14.669039145907474,86.01310043668123,58.0,1.0
SMALLk20d03,SMALL,SMALL,Q,20,0.6577880924209504,3.9715302491103204,63.45161290322581,2.2803837953091683,134,8.583629893238435,144.69402985074626,123.0,1.0
SMALLk20d04,SMALL,SMALL,D,20,6.560461654871353,252.0,1.0,22.73841059602649,1208,77.38078291814946,22.73841059602649,5.0,0.7268211920529801
SMALLk20d04,SMALL,SMALL,2D,20,4.7663035028481024,126.0,2.0,15.47972972972973,888,56.88256227758007,30.95945945945946,10.0,1.0
SMALLk20d04,SMALL,SMALL,W,20,3.2543591528389344,52.270462633451956,4.821078431372549,9.19015366449645,620,39.7153024911032,44.306451612903224,19.0,1.0
SMALLk20d04,SMALL,SMALL,2W,20,2.402468505246931,26.135231316725978,9.642156862745098,6.10193901315551,463,29.658362989323845,58.83585313174946,29.0,1.0
SMALLk20d04,SMALL,SMALL,M,20,1.6449040959757453,12.042704626334519,20.925531914893618,4.097531876582811,323,20.690391459074732,85.74303405572755,42.0,1.0
SMALLk20d04,SMALL,SMALL,6W,20,1.3744358175943936,8.711743772241993,28.926470588235293,3.3683990979364644,273,17.487544483985765,97.43589743589743,58.0,1.0
SMALLk20d04,SMALL,SMALL,Q,20,0.7974403491233383,3.9715302491103204,63.45161290322581,2.719138796273482,163,10.441281138790035,172.53374233128835,125.0,1.0
SMALLk20d05,SMALL,SMALL,D,20,5.327283350660767,252.0,1.0,21.8347022587269,974,62.3914590747331,21.8347022587269,5.0,0.757700205338809
SMALLk20d05,SMALL,SMALL,2D,20,3.988810448365678,126.0,2.0,14.331983805668017,741,47.46619217081851,28.663967611336034,8.0,1.0
SMALLk20d05,SMALL,SMALL,W,20,2.7413188391293786,52.270462633451956,4.821078431372549,8.456240613805958,522,33.437722419928825,40.76819923371647,19.0,1.0
SMALLk20d05,SMALL,SMALL,2W,20,1.9948323376649093,26.135231316725978,9.642156862745098,5.746790798169802,384,24.597864768683273,55.411458333333336,30.0,1.0
SMALLk20d05,SMALL,SMALL,M,20,1.4272189640766786,12.042704626334519,20.925531914893618,3.599051008303677,282,18.06405693950178,75.31205673758865,43.0,1.0
SMALLk20d05,SMALL,SMALL,6W,20,1.2201205086638742,8.711743772241993,28.926470588235293,3.0414907193177223,245,15.693950177935944,87.9795918367347,58.0,1.0
SMALLk20d05,SMALL,SMALL,Q,20,0.6846718038131389,3.9715302491103204,63.45161290322581,2.447309172779432,140,8.96797153024911,155.28571428571428,125.0,1.0
SMALLk20d06,SMALL,SMALL,D,20,7.103183799868289,252.0,1.0,20.560640732265448,1311,83.97864768683274,20.560640732265448,4.0,0.7429443173150267
SMALLk20d06,SMALL,SMALL,2D,20,5.188514052956744,126.0,2.0,13.86522633744856,972,62.26334519572954,27.73045267489712,8.0,1.0
SMALLk20d06,SMALL,SMALL,W,20,3.4826979029827876,52.270462633451956,4.821078431372549,8.35847251768117,667,42.72597864768684,40.296851574212894,15.0,1.0
SMALLk20d06,SMALL,SMALL,2W,20,2.5259729795301507,26.135231316725978,9.642156862745098,5.660728551715551,490,31.38790035587189,54.58163265306123,23.5,1.0
SMALLk20d06,SMALL,SMALL,M,20,1.773542490296874,12.042704626334519,20.925531914893618,3.7010153242791777,350,22.419928825622776,77.44571428571429,42.0,1.0
SMALLk20d06,SMALL,SMALL,6W,20,1.3832374146697528,8.711743772241993,28.926470588235293,3.3578886796985423,273,17.487544483985765,97.13186813186813,58.0,1.0
SMALLk20d06,SMALL,SMALL,Q,20,0.7623283667370669,3.9715302491103204,63.45161290322581,2.9601739967745955,151,9.672597864768683,187.82781456953643,126.0,1.0
SMALLk20d07,SMALL,SMALL,D,20,7.152776683725327,252.0,1.0,18.725842696629215,1335,85.51601423487544,18.725842696629215,4.0,0.7288389513108614
SMALLk20d07,SMALL,SMALL,2D,20,5.168704972410029,126.0,2.0,12.835897435897436,975,62.455516014234874,25.671794871794873,8.0,1.0
SMALLk20d07,SMALL,SMALL,W,20,3.6246479474081714,52.270462633451956,4.821078431372549,7.403091175333168,702,44.96797153024911,35.69088319088319,15.0,1.0
SMALLk20d07,SMALL,SMALL,2W,20,2.645749384194878,26.135231316725978,9.642156862745098,4.978538956363818,519,33.245551601423486,48.00385356454721,29.0,1.0
SMALLk20d07,SMALL,SMALL,M,20,1.769391926070148,12.042704626334519,20.925531914893618,3.4919747258333937,350,22.419928825622776,73.07142857142857,42.0,1.0
SMALLk20d07,SMALL,SMALL,6W,20,1.4406975851784671,8.711743772241993,28.926470588235293,2.960937950408545,291,18.640569395017796,85.64948453608247,57.0,1.0
SMALLk20d07,SMALL,SMALL,Q,20,0.8768630139369681,3.9715302491103204,63.45161290322581,2.333174982845364,183,11.722419928825623,148.04371584699453,124.0,1.0
SMALLk20d08,SMALL,SMALL,D,20,5.886078059334083,252.0,1.0,20.306976744186045,1075,68.86120996441281,20.306976744186045,6.0,0.7665116279069767
SMALLk20d08,SMALL,SMALL,2D,20,4.4597119941275,126.0,2.0,13.103365384615385,832,53.295373665480426,26.20673076923077,10.0,1.0
SMALLk20d08,SMALL,SMALL,W,20,3.022225591378699,52.270462633451956,4.821078431372549,7.864377887314604,575,36.83274021352313,37.91478260869565,19.0,1.0
SMALLk20d08,SMALL,SMALL,2W,20,2.2065160394523478,26.135231316725978,9.642156862745098,5.261032386489757,426,27.28825622775801,50.72769953051643,29.0,1.0
SMALLk20d08,SMALL,SMALL,M,20,1.5499618248748557,12.042704626334519,20.925531914893618,3.398899430174425,307,19.665480427046266,71.12377850162866,42.0,1.0
SMALLk20d08,SMALL,SMALL,6W,20,1.2270238741811992,8.711743772241993,28.926470588235293,3.0560810754498404,244,15.629893238434164,88.40163934426229,58.0,1.0
SMALLk20d08,SMALL,SMALL,Q,20,0.7869249006377592,3.9715302491103204,63.45161290322581,2.1424790289781392,160,10.249110320284698,135.94375,64.0,1.0
SMALLk20d09,SMALL,SMALL,D,20,6.479454490228588,252.0,1.0,22.33418150975403,1179,75.52313167259787,22.33418150975403,5.0,0.7540288379983037
SMALLk20d09,SMALL,SMALL,2D,20,4.846313093509272,126.0,2.0,14.673719376391983,898,57.52313167259786,29.347438752783965,10.0,1.0
SMALLk20d09,SMALL,SMALL,W,20,3.3788920249718215,52.270462633451956,4.821078431372549,8.493370425688456,644,41.25266903914591,40.9472049689441,19.0,1.0
SMALLk20d09,SMALL,SMALL,2W,20,2.5391301201375067,26.135231316725978,9.642156862745098,5.552556201718601,492,31.516014234875446,53.53861788617886,30.0,1.0
SMALLk20d09,SMALL,SMALL,M,20,1.8110754606873367,12.042704626334519,20.925531914893618,3.5947430353644116,356,22.804270462633454,75.22191011235955,43.0,1.0
SMALLk20d09,SMALL,SMALL,6W,20,1.3937395498050154,8.711743772241993,28.926470588235293,3.138306886319304,282,18.06405693950178,90.78014184397163,58.0,1.0
SMALLk20d09,SMALL,SMALL,Q,20,0.8274532949766896,3.9715302491103204,63.45161290322581,2.476736744519872,170,10.889679715302492,157.1529411764706,125.0,1.0
SMALLk20d10,SMALL,SMALL,D,20,5.661708049389756,252.0,1.0,21.314423076923077,1040,66.61921708185054,21.314423076923077,4.0,0.7403846153846154
SMALLk20d10,SMALL,SMALL,2D,20,4.286053399276335,126.0,2.0,13.829177057356608,802,51.37366548042705,27.658354114713216,8.0,1.0
SMALLk20d10,SMALL,SMALL,W,20,2.933167996322844,52.270462633451956,4.821078431372549,8.199288256227758,561,35.935943060498225,39.529411764705884,15.0,1.0
SMALLk20d10,SMALL,SMALL,2W,20,2.1910812842561254,26.135231316725978,9.642156862745098,5.411084785757451,424,27.160142348754448,52.174528301886795,29.0,1.0
SMALLk20d10,SMALL,SMALL,M,20,1.539424596548149,12.042704626334519,20.925531914893618,3.5475477390138606,303,19.409252669039148,74.23432343234323,43.0,1.0
SMALLk20d10,SMALL,SMALL,6W,20,1.201266895328139,8.711743772241993,28.926470588235293,3.1677112185078693,241,15.437722419928827,91.63070539419087,58.0,1.0
SMALLk20d10,SMALL,SMALL,Q,20,0.6928014865281991,3.9715302491103204,63.45161290322581,2.5906399249590066,142,9.09608540925267,164.38028169014083,126.0,1.0
SMALLk20d11,SMALL,SMALL,D,20,6.079757430167598,252.0,1.0,22.2094897045658,1117,71.55160142348754,22.2094897045658,4.0,0.7609668755595345
SMALLk20d11,SMALL,SMALL,2D,20,4.511360982943391,126.0,2.0,14.731591448931116,842,53.935943060498225,29.463182897862232,8.0,1.0
SMALLk20d11,SMALL,SMALL,W,20,3.056644677883122,52.270462633451956,4.821078431372549,8.82662390989793,585,37.47330960854092,42.55384615384615,20.0,1.0
SMALLk20d11,SMALL,SMALL,2W,20,2.244466011278078,26.135231316725978,9.642156862745098,5.931805830689129,435,27.864768683274022,57.195402298850574,30.0,1.0
SMALLk20d11,SMALL,SMALL,M,20,1.5797382630429062,12.042704626334519,20.925531914893618,3.798804881178421,313,20.04982206405694,79.49201277955271,43.0,1.0
SMALLk20d11,SMALL,SMALL,6W,20,1.2433140362659507,8.711743772241993,28.926470588235293,3.4752288258269477,249,15.950177935943062,100.52610441767068,58.0,1.0
SMALLk20d11,SMALL,SMALL,Q,20,0.7925447944867258,3.9715302491103204,63.45161290322581,2.4400023703999425,163,10.441281138790035,154.82208588957056,124.0,1.0
SMALLk20d12,SMALL,SMALL,D,20,6.824633175704603,252.0,1.0,22.253397282174262,1251,80.13523131672598,22.253397282174262,4.0,0.7458033573141487
SMALLk20d12,SMALL,SMALL,2D,20,5.012237838598854,126.0,2.0,14.935622317596566,932,59.70106761565837,29.871244635193133,8.0,1.0
SMALLk20d12,SMALL,SMALL,W,20,3.346626022388112,52.270462633451956,4.821078431372549,9.068536512839206,636,40.74021352313167,43.72012578616352,20.0,1.0
SMALLk20d12,SMALL,SMALL,2W,20,2.5056155787771273,26.135231316725978,9.642156862745098,5.966069004554531,485,31.06761565836299,57.52577319587629,30.0,1.0
SMALLk20d12,SMALL,SMALL,M,20,1.725520299492326,12.042704626334519,20.925531914893618,3.938054367654535,340,21.779359430604984,82.40588235294118,43.0,1.0
SMALLk20d12,SMALL,SMALL,6W,20,1.4026282403734138,8.711743772241993,28.926470588235293,3.385924903769337,280,17.93594306049822,97.94285714285714,58.0,1.0
SMALLk20d12,SMALL,SMALL,Q,20,0.8218611784129067,3.9715302491103204,63.45161290322581,2.523022079886998,167,10.697508896797153,160.08982035928145,125.0,1.0
SMALLk20d13,SMALL,SMALL,D,20,6.176490164785769,252.0,1.0,22.49029982363316,1134,72.64056939501779,22.49029982363316,4.0,0.7142857142857143
SMALLk20d13,SMALL,SMALL,2D,20,4.435379810567629,126.0,2.0,15.468446601941748,824,52.78291814946619,30.936893203883496,8.0,1.0
SMALLk20d13,SMALL,SMALL,W,20,2.9720913532784365,52.270462633451956,4.821078431372549,9.38871197772089,565,36.19217081850534,45.263716814159295,20.0,1.0
SMALLk20d13,SMALL,SMALL,2W,20,2.2709309745818653,26.135231316725978,9.642156862745098,6.038167346640988,439,28.12099644128114,58.22095671981777,30.0,1.0
SMALLk20d13,SMALL,SMALL,M,20,1.6183362730618864,12.042704626334519,20.925531914893618,3.8004520063920735,321,20.562277580071175,79.52647975077882,43.0,1.0
SMALLk20d13,SMALL,SMALL,6W,20,1.2700466194468114,8.711743772241993,28.926470588235293,3.4625995593967125,255,16.334519572953738,100.16078431372549,59.0,1.0
SMALLk20d13,SMALL,SMALL,Q,20,0.761920421139214,3.9715302491103204,63.45161290322581,2.594063046557507,159,10.185053380782918,164.59748427672955,127.0,1.0
SMALLk20d14,SMALL,SMALL,D,20,5.66145944142686,252.0,1.0,22.605033881897388,1033,66.17081850533808,22.605033881897388,4.0,0.7357212003872217
SMALLk20d14,SMALL,SMALL,2D,20,4.166643205919647,126.0,2.0,15.13860103626943,772,49.45195729537367,30.27720207253886,8.0,1.0
SMALLk20d14,SMALL,SMALL,W,20,2.842913897807622,52.270462633451956,4.821078431372549,8.978320058747105,540,34.59074733096085,43.285185185185185,15.0,1.0
SMALLk20d14,SMALL,SMALL,2W,20,2.0942438408327053,26.135231316725978,9.642156862745098,6.034649015488731,401,25.686832740213525,58.18703241895262,28.0,1.0
SMALLk20d14,SMALL,SMALL,M,20,1.459126685380733,12.042704626334519,20.925531914893618,3.8454041863762463,289,18.512455516014235,80.46712802768167,42.0,1.0
SMALLk20d14,SMALL,SMALL,6W,20,1.091309167086748,8.711743772241993,28.926470588235293,3.7595322826639554,216,13.836298932384341,108.75,59.0,1.0
SMALLk20d14,SMALL,SMALL,Q,20,0.7102808127433762,3.9715302491103204,63.45161290322581,2.4955209228126147,145,9.288256227758007,158.3448275862069,125.0,1.0
SMALLk20d15,SMALL,SMALL,D,20,7.119693571109503,252.0,1.0,24.97836166924266,1294,82.88967971530249,24.97836166924266,5.0,0.723338485316847
SMALLk20d15,SMALL,SMALL,2D,20,5.151545892519669,126.0,2.0,17.04535864978903,948,60.72597864768684,34.09071729957806,10.0,1.0
SMALLk20d15,SMALL,SMALL,W,20,3.5688122126189805,52.270462633451956,4.821078431372549,9.892550570378754,677,43.36654804270463,47.69276218611522,20.0,1.0
SMALLk20d15,SMALL,SMALL,2W,20,2.666554596395037,26.135231316725978,9.642156862745098,6.553215779662679,513,32.861209964412815,63.187134502923975,29.0,1.0
SMALLk20d15,SMALL,SMALL,M,20,1.8250570100418366,12.042704626334519,20.925531914893618,4.320855569409218,358,22.93238434163701,90.41620111731844,44.0,1.0
SMALLk20d15,SMALL,SMALL,6W,20,1.453283878783456,8.711743772241993,28.926470588235293,3.7678172606630085,290,18.576512455516013,108.98965517241379,58.0,1.0
SMALLk20d15,SMALL,SMALL,Q,20,0.9259347708537878,3.9715302491103204,63.45161290322581,2.6255398282182325,190,12.170818505338078,166.59473684210528,124.0,1.0
SMALLk40d00,SMALL,SMALL,D,40,11.318484654781718,252.0,1.0,20.871414913957935,2092,134.00711743772243,20.871414913957935,4.0,0.7304015296367112
SMALLk40d00,SMALL,SMALL,2D,40,8.303071072755362,126.0,2.0,14.019280205655527,1556,99.67259786476869,28.038560411311053,8.0,1.0
SMALLk40d00,SMALL,SMALL,W,40,5.666585875244837,52.270462633451956,4.821078431372549,8.318041066019067,1089,69.75800711743773,40.10192837465565,19.0,1.0
SMALLk40d00,SMALL,SMALL,2W,40,4.244229416771267,26.135231316725978,9.642156862745098,5.501723898876923,825,52.84697508896797,53.04848484848485,28.0,1.0
SMALLk40d00,SMALL,SMALL,M,40,2.953287182873766,12.042704626334519,20.925531914893618,3.6006114541817116,586,37.537366548042705,75.34470989761093,42.0,1.0
SMALLk40d00,SMALL,SMALL,6W,40,2.368225035211091,8.711743772241993,28.926470588235293,3.1820062612046134,475,30.427046263345197,92.0442105263158,58.0,1.0
SMALLk40d00,SMALL,SMALL,Q,40,1.436036604733384,3.9715302491103204,63.45161290322581,2.368516550011212,297,19.02491103202847,150.2861952861953,124.0,1.0
SMALLk40d01,SMALL,SMALL,D,40,13.41814927398621,252.0,1.0,22.31803411860276,2462,157.7081850533808,22.31803411860276,4.0,0.7343623070674249
SMALLk40d01,SMALL,SMALL,2D,40,9.718174142061033,126.0,2.0,15.234478935698448,1804,115.55871886120997,30.468957871396896,10.0,1.0
SMALLk40d01,SMALL,SMALL,W,40,6.538801607313793,52.270462633451956,4.821078431372549,9.23373187866135,1239,79.36654804270462,44.51654560129136,19.0,1.0
SMALLk40d01,SMALL,SMALL,2W,40,4.743697970253386,26.135231316725978,9.642156862745098,6.3060989848991875,910,58.29181494661922,60.8043956043956,30.0,1.0
SMALLk40d01,SMALL,SMALL,M,40,3.247591279051116,12.042704626334519,20.925531914893618,4.153687016880896,635,40.6761565836299,86.91811023622047,60.0,1.0
SMALLk40d01,SMALL,SMALL,6W,40,2.718923883081424,8.711743772241993,28.926470588235293,3.5362144515748297,541,34.654804270462634,102.29020332717191,59.0,1.0
SMALLk40d01,SMALL,SMALL,Q,40,1.6843298395284256,3.9715302491103204,63.45161290322581,2.5232510333547,345,22.09964412811388,160.10434782608695,125.0,1.0
SMALLk40d02,SMALL,SMALL,D,40,12.662259735823147,252.0,1.0,21.193934216146946,2341,149.9572953736655,21.193934216146946,5.0,0.7471166168304143
SMALLk40d02,SMALL,SMALL,2D,40,9.329139612771124,126.0,2.0,14.174285714285714,1750,112.09964412811388,28.34857142857143,8.0,1.0
SMALLk40d02,SMALL,SMALL,W,40,6.271356523298448,52.270462633451956,4.821078431372549,8.566617068485247,1202,76.99644128113879,41.30033277870216,19.0,1.0
SMALLk40d02,SMALL,SMALL,2W,40,4.568064661096817,26.135231316725978,9.642156862745098,5.785395607362938,883,56.562277580071175,55.7836919592299,29.0,1.0
SMALLk40d02,SMALL,SMALL,M,40,3.266120802669943,12.042704626334519,20.925531914893618,3.6320005397704094,648,41.50889679715303,76.00154320987654,43.0,1.0
SMALLk40d02,SMALL,SMALL,6W,40,2.4843929705785235,8.711743772241993,28.926470588235293,3.383249316534057,498,31.900355871886124,97.86546184738955,58.0,1.0
SMALLk40d02,SMALL,SMALL,Q,40,1.6044698221331617,3.9715302491103204,63.45161290322581,2.3594352127321345,331,21.202846975088967,149.70996978851963,124.0,1.0
SMALLk40d03,SMALL,SMALL,D,40,13.677584140103875,252.0,1.0,19.996861514319342,2549,163.28113879003558,19.996861514319342,4.0,0.7379364456649666
SMALLk40d03,SMALL,SMALL,2D,40,9.967860769960438,126.0,2.0,13.564361702127659,1880,120.4270462633452,27.128723404255318,8.0,1.0
SMALLk40d03,SMALL,SMALL,W,40,6.554218434911605,52.270462633451956,4.821078431372549,8.380855545065002,1260,80.71174377224199,40.404761904761905,19.0,1.0
SMALLk40d03,SMALL,SMALL,2W,40,4.863289855785025,26.135231316725978,9.642156862745098,5.613986640175353,947,60.661921708185055,54.13093980992608,29.0,1.0
SMALLk40d03,SMALL,SMALL,M,40,3.3215613605521783,12.042704626334519,20.925531914893618,3.722949083477992,661,42.34163701067616,77.90468986384266,44.0,1.0
SMALLk40d03,SMALL,SMALL,6W,40,2.709205076925717,8.711743772241993,28.926470588235293,3.2300980754396544,549,35.16725978647687,93.43533697632058,58.0,1.0
SMALLk40d03,SMALL,SMALL,Q,40,1.6225949451637929,3.9715302491103204,63.45161290322581,2.3990440482242716,336,21.523131672597867,152.22321428571428,124.0,1.0
SMALLk40d04,SMALL,SMALL,D,40,12.786250113949663,252.0,1.0,22.32454274776691,2351,150.59786476868328,22.32454274776691,5.0,0.749042960442365
SMALLk40d04,SMALL,SMALL,2D,40,9.488031084423222,126.0,2.0,14.810948081264108,1772,113.50889679715303,29.621896162528216,8.0,1.0
SMALLk40d04,SMALL,SMALL,W,40,6.438645093246706,52.270462633451956,4.821078431372549,8.872677914190499,1227,78.59786476868328,42.775876120619394,20.0,1.0
SMALLk40d04,SMALL,SMALL,2W,40,4.692047983341535,26.135231316725978,9.642156862745098,6.0431297830126285,904,57.90747330960854,58.26880530973451,29.0,1.0
SMALLk40d04,SMALL,SMALL,M,40,3.3262089583922427,12.042704626334519,20.925531914893618,3.814861500914248,657,42.08540925266904,79.82800608828006,43.0,1.0
SMALLk40d04,SMALL,SMALL,6W,40,2.680769301586945,8.711743772241993,28.926470588235293,3.397611145701833,534,34.20640569395018,98.28089887640449,58.0,1.0
SMALLk40d04,SMALL,SMALL,Q,40,1.6343503371113686,3.9715302491103204,63.45161290322581,2.5231543685089695,336,21.523131672597867,160.09821428571428,125.0,1.0
SMALLk40d05,SMALL,SMALL,D,40,12.689790013027315,252.0,1.0,21.10169491525424,2360,151.1743772241993,21.10169491525424,4.0,0.7322033898305085
SMALLk40d05,SMALL,SMALL,2D,40,9.2955071182792,126.0,2.0,14.208095781071837,1754,112.355871886121,28.416191562143673,8.0,1.0
SMALLk40d05,SMALL,SMALL,W,40,6.240001147356883,52.270462633451956,4.821078431372549,8.598118328986887,1203,77.06049822064057,41.452202826267666,18.0,1.0
SMALLk40d05,SMALL,SMALL,2W,40,4.540977273307092,26.135231316725978,9.642156862745098,5.822210784597493,887,56.818505338078296,56.13866967305524,29.0,1.0
SMALLk40d05,SMALL,SMALL,M,40,3.2303982015560946,12.042704626334519,20.925531914893618,3.710065458954741,644,41.25266903914591,77.63509316770187,42.5,1.0
