pool,pair,n,mean,sd,se_iid,se_clustered,ratio,n_nonzero
CELL,CH_ISSHARPE-CH_ISCAGR,72,0.0035381708823551943,0.08186373387807032,0.009647733559739071,0.019631664549921043,2.0348472963480133,23
CELL,CH_ISSHARPE-CH_ISDD,72,-0.024323141804490828,0.11719966186753933,0.013812112609884583,0.020744653351704185,1.501917479072561,58
CELL,CH_ISCAGR-CH_ISDD,72,-0.02786131268684602,0.14440109117586614,0.017017831796865314,0.02237118216249058,1.3145729978722291,62
FOLD,CH_ISSHARPE-CH_ISCAGR,720,0.021649081004661824,0.27013695570025814,0.010067409936343774,0.014712018485227999,1.4613508914658369,249
FOLD,CH_ISSHARPE-CH_ISDD,720,-0.05745493558338547,0.3692884761806816,0.013762568934121932,0.00961556821105701,0.6986753895355144,571
FOLD,CH_ISCAGR-CH_ISDD,720,-0.0791040165880473,0.44469560929181434,0.016572826861203066,0.01783283121400236,1.0760283301908475,636
