panel,bps,null,metric,v2,n,mean,sd,q05,q50,q95,lo,hi,pctile,z
u56,0,RGT,Sharpe,1.2306462622986376,60,1.1351810103105144,0.04982309602346783,1.059084572540618,1.136298497352779,1.193489510150959,1.0184185188625186,1.2735402222246512,0.9666666666666667,1.9160842983976112
u56,0,RGT,CAGR,0.08852950361247114,60,0.0901875774652541,0.0037323137211405224,0.08416538333986168,0.09020130304978435,0.0958543344216556,0.08254388613950403,0.09894507529790175,0.31666666666666665,-0.44424825367474474
u56,0,RGT,MaxDD,-0.12029812615148339,60,-0.15007400039846724,0.015632383666496656,-0.17763832892572723,-0.14805046909898806,-0.12795537593110062,-0.1854816880764849,-0.12109169005283482,1.0,1.9047558505616484
u56,0,RGT,OOS_Sharpe,1.3095985770043688,60,1.126805351202362,0.06717020959061985,1.040169329100526,1.1242195834930795,1.2399443299461466,0.9878582105429253,1.3215425478618712,0.9833333333333333,2.7213436866740617
u56,0,RGP,Sharpe,1.2306462622986376,60,1.1832497162310356,0.037215454847133296,1.1295316911862419,1.1839284106712709,1.2305376134191344,1.0663536087443033,1.2716462486796434,0.95,1.273571591756401
u56,0,RGP,CAGR,0.08852950361247114,60,0.08252165281697037,0.003228728348497873,0.07722426021892698,0.08269196364150921,0.08680254814161002,0.0725189964519164,0.08892701024904914,0.9833333333333333,1.8607483030574101
u56,0,RGP,MaxDD,-0.12029812615148339,60,-0.13497842552179767,0.005154891151067084,-0.14164666344526866,-0.13577396444933643,-0.12578885680322874,-0.1476186834325972,-0.12474044543022289,1.0,2.8478388660593548
u56,0,RGP,OOS_Sharpe,1.3095985770043688,60,1.2545264653912658,0.04675483524136464,1.168359880518394,1.254892408971576,1.3225119911748189,1.1538023736358585,1.3614887351822391,0.9166666666666666,1.1778912561407113
u56,10,RGT,Sharpe,1.2056219490390438,60,1.1126083683933177,0.04959607234322572,1.0374751061930862,1.1133371406282702,1.1709750250382343,0.9966269381391364,1.2506369606075858,0.9666666666666667,1.8754223117111575
u56,10,RGT,CAGR,0.08660009294734339,60,0.08825579405738875,0.003721789419476522,0.08225333848733937,0.0882629745550283,0.09390955180911505,0.08065207117391604,0.09696565014866976,0.31666666666666665,-0.4448669506611245
u56,10,RGT,MaxDD,-0.12054942313126804,60,-0.15032186077759585,0.015611023758201198,-0.1778294808402363,-0.14821088362259066,-0.12818144181155589,-0.18571189614442107,-0.12124508875478013,1.0,1.9071419086584223
u56,10,RGT,OOS_Sharpe,1.285072363206482,60,1.1044895886479518,0.06684527283836701,1.0184544623036162,1.1021518446044312,1.216143579396051,0.9664275131319962,1.2984764215278515,0.9833333333333333,2.7015040389644662
u56,10,RGP,Sharpe,1.2056219490390438,60,1.157153794989481,0.03724077837675434,1.1029425610170465,1.157590109639028,1.2042323395361794,1.0400607415267042,1.245078489732668,0.95,1.3014806929979912
u56,10,RGP,CAGR,0.08660009294734339,60,0.08058038749857895,0.0032201967275914444,0.07529428946424165,0.08075251370663672,0.08483583213177476,0.07061548156480368,0.08699251783374318,0.9833333333333333,1.8693595323497203
u56,10,RGP,MaxDD,-0.12054942313126804,60,-0.13536431953645942,0.005188495976135356,-0.1421845835071884,-0.13631207622037178,-0.12604256977070405,-0.14785597826670904,-0.12499723476162172,1.0,2.8553354331068075
u56,10,RGP,OOS_Sharpe,1.285072363206482,60,1.2289914785316836,0.046764638525917446,1.1425590843273048,1.229594201335428,1.2970045700795407,1.1278223112094168,1.3360332826942798,0.9166666666666666,1.199215613389545
broad,0,RGT,Sharpe,1.1336371255164472,20,1.1275525623562845,0.03761429330150395,1.0655814278925033,1.1375434868525367,1.178252636037009,1.0482831594024498,1.184034129323297,0.4,0.1617619959357158
broad,0,RGT,CAGR,0.08247733207508934,20,0.09462863646363187,0.002917102973494849,0.08989926418167915,0.09497155241314614,0.09941181606393992,0.08886541595506658,0.09973919351911409,0.0,-4.16553837795606
broad,0,RGT,MaxDD,-0.12211398589281552,20,-0.17145947448761958,0.00919661059672994,-0.18226250262424032,-0.17317733217649411,-0.1559821499034141,-0.18875996025068564,-0.15257252689280854,1.0,5.365616829786177
broad,0,RGT,OOS_Sharpe,1.1481353293632495,20,1.0930228061442637,0.04625227705824164,1.0265718365087093,1.096109806851147,1.156515116491037,1.01404150707232,1.1642595632760804,0.8,1.1915634585857715
broad,0,RGP,Sharpe,1.1336371255164472,20,1.1703741301765715,0.019039171678322576,1.148471922060455,1.166605391448726,1.2067744855262788,1.1408933460909296,1.2155678329793131,0.0,-1.929548474104677
broad,0,RGP,CAGR,0.08247733207508934,20,0.08318970308454818,0.0015419091855220792,0.0810540924645587,0.08298513589142786,0.08638343682523125,0.08067635980137333,0.08638640720243007,0.3,-0.46200581470538177
broad,0,RGP,MaxDD,-0.12211398589281552,20,-0.13583606306059215,0.003605117734720724,-0.14132428276497144,-0.13549079520529483,-0.131007342391586,-0.1438629144011888,-0.13077893213238667,1.0,3.8062771253265675
broad,0,RGP,OOS_Sharpe,1.1481353293632495,20,1.1725264026652915,0.02691049043526876,1.133700839590142,1.1691638931909982,1.2122308687011862,1.1207470571562574,1.2256675484996598,0.15,-0.9063778811728834
broad,10,RGT,Sharpe,1.1057901818007876,20,1.1032835116396045,0.03739105291151402,1.0416652761867653,1.1131555158983792,1.153462614787501,1.0244803197952477,1.1596791287442458,0.4,0.06703930395100532
broad,10,RGT,CAGR,0.0803031894255104,20,0.09242639797122928,0.0029068272104499134,0.08771743816466775,0.09276452051141981,0.09717723349071969,0.08667990651534874,0.09752130085276445,0.0,-4.170598273656065
broad,10,RGT,MaxDD,-0.12240793860208032,20,-0.17168964356918556,0.009194040788163525,-0.18244758495167532,-0.17339072785624154,-0.1562109875869926,-0.18897474275564263,-0.15282486566559417,1.0,5.360179066265495
broad,10,RGT,OOS_Sharpe,1.1185082795688426,20,1.0685646217006812,0.04580607014975478,1.0022298115501103,1.071920840459771,1.13126901532564,0.990704073497966,1.1388043562329948,0.8,1.0903283714337306
broad,10,RGP,Sharpe,1.1057901818007876,20,1.1415744395641898,0.01903149762101145,1.1197613356874463,1.1378064134609451,1.1778510749647322,1.1120488715558734,1.1866375932714015,0.0,-1.8802649416247268
broad,10,RGP,CAGR,0.0803031894255104,20,0.08100105483062167,0.0015372725284350356,0.07887440047440894,0.08079936959800671,0.08417052192164869,0.07849503442805283,0.08418511389613048,0.3,-0.45396336186512504
broad,10,RGP,MaxDD,-0.12240793860208032,20,-0.13613074173932782,0.003605097258960237,-0.14162125114427945,-0.13578266550609108,-0.13130446860505363,-0.1441610341134949,-0.13107479169771608,1.0,3.806500116783355
broad,10,RGP,OOS_Sharpe,1.1185082795688426,20,1.1420622591085885,0.026879788238406355,1.1032214306232453,1.1387805351621523,1.1816549875193125,1.090483490602058,1.1952550872562744,0.15,-0.8762710230764222
